country,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND
2001-Q3,,,,-60.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22719.4,2327205.8,,5679.9,45.797641309,,1.23686,3.94624,,,10295.7,49608.2,2579060.9,,,,,,,,4369.4,,7412.6,14755.4,1511417.9,,3688.9,47.713305599,,1.08302,6.0184,,,6139.8,30925.0,1607744.7,2742.6,280932.5,,685.7,43.278724313,,-1.16717,-0.1417,,,1257.6,6337.2,329460.6,,1498.4,,2558.9,5769.6,590989.4,,1442.4,51.890320448,,-0.64185,3.80719,,,2447.1,11115.5,577879.1,,-3.6,,,,,,,,,,,2836.9,290628.6,,709.2,45.880408302,,-4.87851,4.23695,,,1349.9,6184.4,321518.1,3206.7,328466.2,,801.7,47.003125837,,0.0235,5.06252,,,1410.2,6822.3,354682.5,9.76266,-178.8,,-41.0,,,1868.5
2001-Q4,,,,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23399.4,2384865.2,,5849.8,46.109715355,,2.29588,6.2882,,,10532.1,50747.2,2638273.1,,,,,,,,4460.7,,7501.5,15074.3,1536359.3,,3768.6,48.142867558,,1.24981,6.25569,,,6216.5,31311.5,1627838.4,2919.2,297523.2,,729.8,43.0579519,,6.98387,8.94263,,,1345.5,6779.8,352469.7,,1556.4,,2639.8,6057.5,617381.6,,1514.4,52.306567203,,4.15558,9.13941,,,2548.8,11577.4,601893.3,,-7.9,,,,,,,,,,,2899.0,295507.0,,724.8,45.960073212,,2.01272,-1.86026,,,1377.1,6308.9,327989.4,2973.5,303058.0,,743.4,45.324504327,,-3.83717,-3.83185,,,1356.1,6560.5,341072.8,9.81175,-577.6,,-136.5,,,1330.2
2002-Q1,,,,51.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23662.9,2408422.2,,5915.7,46.25565695,,0.8071,6.56987,,,10617.1,51156.8,2659566.5,,,,,,,,4498.4,,7508.9,15280.4,1555231.0,,3820.1,48.483961638,,0.65392,5.40408,,,6257.2,31516.2,1638483.3,2718.5,276688.0,,679.6,41.948447953,,-4.41235,-5.09258,,,1286.1,6480.6,336917.5,,1597.8,,2715.8,6170.9,628078.4,,1542.7,52.271986368,,1.93941,12.36649,,,2598.2,11802.0,613566.5,,-1.5,,,,,,,,,,,2994.6,304832.2,,748.7,45.410987793,,4.54606,2.34923,,,1439.7,6595.7,342900.0,3115.7,317117.9,,778.9,46.403030953,,2.34731,-0.66408,,,1387.9,6714.5,349078.8,9.8252,-386.2,,-95.1,,,1476.8
2002-Q2,,,,224.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24128.4,2425527.4,,6032.1,46.873226431,,0.62376,5.04817,,,10683.3,51475.9,2676155.9,,,,,,,,4511.3,,7501.3,15320.9,1540125.7,,3830.2,48.650919984,,-0.07934,2.93389,,,6252.2,31491.2,1637183.2,2787.6,280223.4,,696.9,45.409062989,,-5.27289,-4.25953,,,1218.3,6138.9,319152.2,,1629.7,,2775.5,6142.1,617440.6,,1535.5,52.2765887,,-0.47548,4.99249,,,2585.8,11745.8,610649.1,,65.0,,,,,,,,,,,3485.0,350375.6,,871.2,46.171845272,,14.45734,16.11393,,,1647.9,7549.2,392474.2,3505.1,352348.7,,876.3,50.901386342,,2.5547,0.95814,,,1423.4,6886.1,357996.7,9.94783,-102.5,,-90.6,,,1436.7
2002-Q3,,,,196.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24635.1,2446688.5,,6158.8,47.575208157,,0.59356,4.38065,,,10746.8,51781.4,2692040.5,,,,,,,,4574.0,,7544.7,15554.5,1544812.8,,3888.6,49.041628211,,0.71622,2.56038,,,6297.0,31716.8,1648909.0,2753.8,273496.5,,688.5,43.307521758,,3.58104,0.34012,,,1261.9,6358.7,330581.1,,1695.6,,2849.0,6369.2,632568.8,,1592.3,52.86537363,,2.54207,8.35696,,,2651.6,12044.4,626172.2,,67.1,,,,,,,,,,,3585.5,356144.1,,896.4,45.943684164,,3.39437,26.21255,,,1703.8,7805.5,405796.2,3731.7,370612.1,,932.9,51.161776287,,5.92158,6.91133,,,1507.7,7293.8,379195.8,10.0689,103.3,,-41.2,,,1149.8
2002-Q4,,,,120.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24778.4,2464682.5,,6194.6,47.814459314,,0.07824,2.11781,,,10755.2,51821.9,2694146.8,,,,,,,,4674.0,,7645.1,15850.4,1576611.2,,3962.6,49.402105724,,1.1589,2.46829,,,6370.0,32084.3,1668018.2,2884.0,286866.6,,721.0,43.31663583,,4.70626,-1.79605,,,1321.3,6658.0,346139.2,,1768.7,,2955.0,6636.0,660077.9,,1659.0,53.16644386,,3.59934,7.77828,,,2747.0,12477.9,648710.3,,73.3,,,,,,,,,,,3619.9,360116.2,,905.0,46.487572167,,-0.2204,23.44967,,,1700.0,7788.3,404901.9,3770.6,375056.1,,942.7,49.334809484,,4.78635,16.49873,,,1579.8,7642.9,397345.4,10.05351,-441.9,,-183.8,,,456.3
2003-Q1,,,,-25.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25642.7,2532138.1,,6410.7,48.39298947,,2.25109,3.58059,,,10997.3,52988.5,2754794.6,,,,,,,,4799.4,,7786.8,16251.5,1604765.4,,4062.9,49.815378214,,1.67958,3.51243,,,6476.9,32623.2,1696033.9,3027.1,298914.2,,756.8,44.764456072,,1.56702,4.34698,,,1342.0,6762.3,351563.2,,1814.6,,2995.9,6734.5,665008.5,,1683.6,53.781173516,,0.32384,6.07018,,,2755.9,12518.4,650811.1,,90.0,,,,,,,,,,,3636.9,359183.5,,909.2,46.378763526,,0.70619,18.9155,,,1712.0,7843.3,407761.3,4245.0,419179.2,,1061.3,50.509585565,,9.96335,25.16783,,,1737.2,8404.4,436934.4,10.12704,237.3,,-30.7,,,1645.7
2003-Q2,,,,-0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26522.4,2605088.1,,6630.6,48.816555927,,2.5332,5.54613,,,11275.9,54330.8,2824579.0,,,,,,,,4917.6,,7883.6,16719.9,1642250.3,,4180.0,50.427356474,,1.63403,5.2874,,,6582.8,33156.3,1723747.7,2893.0,284148.4,,723.2,44.951341197,,-4.82924,4.83568,,,1277.2,6435.8,334585.4,,1890.6,,3084.3,7052.8,692739.9,,1763.2,54.171903591,,3.97127,10.80939,,,2865.4,13015.5,676656.6,,73.1,,,,,,,,,,,3709.8,364434.9,,927.5,48.328560252,,-2.11118,1.70163,,,1675.9,7677.7,399152.7,4170.4,409622.3,,1042.6,51.412341066,,-3.48287,17.79899,,,1676.7,8111.7,421716.5,10.18115,316.8,,6.1,,,2157.3
2003-Q3,,,,106.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27230.0,2693193.9,,6807.5,48.83357716,,2.63211,7.68505,,,11572.6,55760.8,2898925.2,,,,,,,,5033.1,,8018.1,17050.9,1686404.7,,4262.7,50.674514607,,1.48189,6.08782,,,6680.3,33647.6,1749291.7,3244.4,320886.8,,811.1,44.674470882,,12.84424,14.21108,,,1441.3,7262.4,377560.3,,2004.0,,3241.4,7514.5,743227.5,,1878.6,54.518730323,,5.86914,14.4047,,,3033.5,13779.4,716370.5,,85.0,,,,,,,,,,,3982.3,393925.3,,995.6,48.155653837,,7.73079,5.96707,,,1805.5,8271.3,430010.4,4247.2,420062.3,,1061.8,51.676605915,,1.31949,12.68085,,,1698.9,8218.8,427281.0,10.11081,-315.5,,-163.8,,,1018.9
2003-Q4,,,,129.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28549.1,2794175.2,,7137.3,49.571672971,,3.28321,11.13362,,,11952.6,57591.6,2994102.9,,,,,,,,5114.3,,8091.6,17447.9,1707653.7,,4362.0,51.070411301,,1.53528,6.48255,,,6782.9,34164.2,1776148.3,3060.0,299485.7,,765.0,46.121377006,,-8.64335,-0.35036,,,1316.7,6634.7,344926.4,,2085.9,,3344.2,7629.4,746707.6,,1907.3,54.785686054,,1.03367,11.57144,,,3064.9,13921.8,723775.4,,99.4,,,,,,,,,,,4378.9,428631.5,,1094.7,50.209221852,,5.46121,12.001,,,1904.1,8723.0,453494.1,4277.2,418614.6,,1069.3,49.830915558,,4.43702,12.30521,,,1774.2,8583.4,446239.6,10.21751,309.5,,-22.0,,,2731.3
2004-Q1,,,,64.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29008.0,2821031.5,,7252.0,50.185566263,,0.36449,9.08313,,,11996.2,57801.5,3005016.1,,,,,,,,5180.4,,8130.8,17771.5,1728261.0,,4442.9,51.4711768,,1.06152,5.83529,,,6854.9,34526.9,1795002.4,3015.5,293258.5,,753.9,48.270779604,,-5.84066,-7.61819,,,1239.8,6247.2,324780.5,,2261.4,,3540.8,8236.6,801009.4,,2059.2,55.970650289,,5.67319,17.52052,,,3238.8,14711.6,764836.6,,119.2,,,,,,,,,,,4749.3,461926.0,,1187.3,51.167192831,,6.42686,18.36327,,,2026.4,9283.6,482639.6,4841.5,470828.4,,1210.4,51.017471436,,10.56032,12.91488,,,1961.6,9489.9,493363.9,10.28291,76.0,,-100.2,,,2522.1
2004-Q2,-10.1,55.5,-17.9,196.9,6678.8,6678.8,10837.1,10837.1,1361.4,1393.9,2705.5,2785.0,1659.6,1681.6,2522.2,2584.4,1227.2,1243.9,1793.8,1849.4,597.8,597.8,1013.9,1021.0,1158.3,1200.8,1738.9,1818.0,3095.2,3205.2,4859.1,5055.5,1148.1,1148.1,1707.9,1707.9,788.8,856.4,1412.3,1529.5,7225.3,7604.7,11733.6,12281.5,30418.8,2900933.0,7225.3,7604.7,51.40389476,,2.37817,8.9182,,11733.6,12281.5,59176.1,3076480.6,,,,,-19.9,16.0,4936.9,5208.1,7715.7,8057.2,17705.1,1688471.4,4289.5,4426.3,52.049546514,,-1.48136,2.59112,,6604.2,6753.4,34015.9,1768435.7,2625.4,250376.3,656.4,656.4,47.066263883,,-10.70934,-13.32597,,1107.0,1107.0,5578.1,289998.6,2565.0,2681.0,3772.1,3955.0,9440.5,900304.5,2254.7,2360.1,59.755029158,,7.33807,21.32607,,3307.4,3478.1,15798.6,821348.5,229.4,229.4,346.4,346.4,309.4,325.5,463.2,489.9,96.1,96.1,143.6,143.6,5111.6,487472.8,1212.2,1277.9,55.75586623,,-1.24121,19.41521,,1927.5,2001.2,9167.8,476620.0,4889.4,466283.7,1222.3,1222.3,56.015149718,,-8.02075,7.60604,,1804.3,1804.3,8728.7,453792.4,10.48588,425.6,-194.5,-123.0,245.4,399.7,3344.4
2004-Q3,-274.7,-210.4,-312.1,-180.4,6787.9,6787.9,10771.3,10771.3,1126.7,1417.0,2170.0,2807.8,1769.7,1800.4,2640.7,2695.8,1315.9,1330.7,1904.1,1931.5,618.8,618.8,1026.8,1051.7,1231.8,1264.2,1809.1,1872.5,3288.7,3320.6,5061.9,5141.3,1176.9,1176.9,1712.9,1712.9,880.0,879.4,1539.9,1555.8,7466.7,7853.7,11859.4,12575.9,31414.7,2985291.0,7466.7,7853.7,51.84384807,,2.39764,8.66936,,11859.4,12575.9,60594.9,3150243.4,,,,,12.3,-7.1,5071.1,5362.6,7731.8,8210.0,18202.8,1729782.5,4340.2,4550.7,52.533397339,,1.86416,2.97757,,6518.9,6879.3,34650.0,1801402.2,2945.3,279885.4,736.3,736.3,48.248059552,,9.43572,-15.944,,1211.5,1211.5,6104.5,317362.1,2761.5,2813.3,4001.9,4107.0,9912.6,941975.6,2426.6,2478.1,60.47732342,,3.7467,18.89375,,3507.6,3608.4,16390.6,852122.0,245.9,245.9,367.7,367.7,333.9,350.9,492.8,521.1,105.0,105.0,153.5,153.5,5322.9,505824.1,1266.4,1330.7,56.86015504,,2.11132,13.18625,,1968.7,2043.4,9361.3,486683.0,6164.4,585794.6,1541.1,1541.1,57.298289093,,23.25404,30.90155,,2223.8,2223.8,10758.5,559317.5,10.52318,1195.6,-7.6,53.0,508.9,689.5,4847.1
2004-Q4,-292.5,-278.3,-333.1,-226.3,7719.2,7719.2,12178.9,12178.9,1769.9,1435.7,3436.0,2814.5,1865.0,1883.1,2761.7,2762.8,1383.5,1403.2,1991.9,1993.1,653.2,653.2,1075.3,1070.9,1339.7,1328.1,1952.1,1927.7,3455.6,3470.2,5265.7,5294.0,1234.4,1234.4,1782.4,1782.4,881.5,907.7,1531.2,1584.0,8425.9,8074.9,13303.4,12819.5,32299.5,3062150.3,8425.9,8074.9,52.291352364,,1.93661,7.25254,,13303.4,12819.5,61768.4,3211251.5,,,,,16.8,-10.8,5866.1,5515.0,8888.1,8397.6,18937.7,1795380.6,5119.2,4734.4,52.985801562,,3.14876,4.61396,,7639.9,7095.9,35741.0,1858124.0,3035.6,287786.6,758.9,758.9,48.505464188,,2.51856,-5.67407,,1242.0,1242.0,6258.2,325355.1,2914.9,2935.3,4197.1,4220.0,10338.3,980120.7,2564.7,2584.6,61.417672992,,2.69803,20.85233,,3683.1,3705.7,16832.8,875112.5,258.6,258.6,384.6,384.6,349.1,367.1,512.2,542.0,108.6,108.6,157.4,157.4,5902.8,559608.7,1461.5,1475.7,56.143979501,,12.30854,20.53515,,2261.2,2294.9,10513.6,546586.6,7016.0,665152.9,1754.0,1754.0,57.520730128,,13.37476,42.10412,,2521.3,2521.3,12197.4,634124.9,10.548,1101.3,17.1,16.8,613.9,617.5,4620.2
2005-Q1,36.3,-107.8,25.2,63.2,7932.7,7932.7,12546.5,12546.5,1462.0,1473.4,2957.7,2861.8,2003.7,1932.9,2913.1,2794.6,1476.5,1425.3,2111.9,2027.6,689.3,689.3,1131.7,1104.1,1444.0,1380.7,2098.5,1980.4,3771.0,3614.6,5753.9,5449.8,1287.3,1287.3,1853.9,1853.9,1039.7,946.5,1801.4,1615.4,8738.3,8323.0,13824.5,13043.9,33292.2,3132454.5,8738.3,8323.0,52.970860683,,1.75097,8.73418,,13824.5,13043.9,62850.0,3267479.5,,,,,-51.9,33.1,5931.3,5719.7,8964.6,8635.3,19500.1,1834760.6,4837.5,4875.0,53.507690074,,1.96559,5.54982,,7201.2,7235.4,36443.5,1894647.1,4345.2,408843.2,1086.3,1086.3,48.633893098,,42.76618,43.01876,,1773.1,1773.1,8934.6,464497.0,3275.9,3087.8,4696.1,4385.3,10883.9,1024067.8,2897.9,2721.0,62.251327785,,3.86789,18.78772,,4143.1,3849.1,17483.9,908960.9,275.9,275.9,407.8,407.8,376.2,395.2,549.6,580.8,119.3,119.3,173.0,173.0,6624.3,623274.5,1800.2,1656.1,55.280460858,,13.97611,29.08516,,2797.8,2615.7,11983.0,622978.2,7055.6,663860.2,1763.9,1763.9,57.137641378,,1.23826,30.12241,,2552.5,2552.5,12348.4,641977.0,10.62814,-1005.8,-395.6,-527.4,54.0,-284.6,353.4
2005-Q2,-345.0,-265.4,-435.6,-283.3,7608.1,7608.1,11851.9,11851.9,1449.6,1525.1,2778.4,2900.9,1959.8,1981.8,2796.7,2857.7,1460.5,1477.6,2017.3,2072.8,693.7,693.7,1126.0,1144.0,1372.4,1417.1,1971.5,2051.2,3537.4,3657.9,5375.3,5591.2,1288.9,1288.9,1900.4,1900.4,876.2,952.0,1503.4,1639.6,8223.8,8629.1,12815.9,13457.0,34516.3,3247412.5,8223.8,8629.1,53.2326776,,3.1669,9.57187,,12815.9,13457.0,64840.4,3370957.3,,,,,25.4,-13.0,5531.1,5808.5,8393.2,8718.7,20003.9,1882034.5,4847.4,5001.0,53.61826786,,2.37185,9.67803,,7252.4,7407.0,37307.9,1939585.4,2784.7,261994.5,696.2,696.2,48.742591619,,-36.05674,2.41929,,1133.8,1133.8,5713.1,297014.5,3073.9,3225.0,4354.5,4571.3,11394.0,1071985.7,2698.3,2848.5,62.275438351,,4.64563,15.80808,,3815.5,4027.9,18296.1,951187.9,308.9,308.9,448.1,448.1,374.7,399.4,537.4,577.1,90.6,90.6,129.0,129.0,6516.6,613101.6,1549.5,1629.1,55.093805371,,-1.29232,29.01835,,2489.6,2581.9,11828.1,614927.3,7578.2,712984.5,1894.6,1894.6,54.671917679,,12.25105,58.80079,,2865.2,2865.2,13861.2,720625.9,10.62885,1395.4,18.2,40.0,541.8,723.6,5556.4
2005-Q3,-337.4,-266.6,-415.5,-260.7,7669.6,7669.6,11730.2,11730.2,1232.4,1582.6,2252.6,2942.5,1996.7,2033.0,2827.4,2891.1,1498.1,1515.8,2077.2,2109.3,707.3,707.3,1130.1,1174.8,1428.6,1465.6,2023.3,2093.9,3738.6,3775.2,5607.6,5699.2,1331.0,1331.0,1934.3,1934.3,979.0,978.6,1649.9,1671.0,8404.1,8888.2,12860.7,13644.3,35552.8,3306272.0,8404.1,8888.2,54.078798738,,1.39142,8.49515,,12860.7,13644.3,65742.6,3417861.3,,,,,-17.2,18.3,5747.3,6045.0,8532.1,8998.3,20332.9,1890879.0,4862.1,5083.2,54.015158161,,0.89789,8.63764,,7116.7,7473.5,37642.9,1957000.7,3552.2,330342.0,888.1,888.1,49.773514421,,24.91964,16.91046,,1416.3,1416.3,7136.8,371029.5,3296.0,3383.6,4621.0,4755.8,11933.5,1109772.5,2891.1,2983.4,62.841021202,,3.79282,15.85956,,4041.5,4180.7,18990.0,987264.7,316.8,316.8,461.4,461.4,403.9,427.8,578.2,617.1,111.0,111.0,155.7,155.7,6658.8,619243.0,1593.9,1664.7,55.987495948,,0.55164,27.04768,,2508.7,2596.1,11893.4,618319.5,7725.2,718415.1,1931.3,1931.3,55.895955655,,-0.29244,28.46345,,2856.8,2856.8,13820.7,718518.5,10.75314,800.6,-216.5,-116.7,173.0,373.1,3900.2
2005-Q4,-261.9,-245.1,-328.7,-166.4,8840.3,8840.3,13349.7,13349.7,2059.5,1649.5,3702.1,2997.9,2103.6,2127.4,2969.4,2977.2,1567.7,1593.3,2171.7,2179.7,781.7,781.7,1237.9,1222.5,1546.4,1536.5,2170.4,2150.0,3916.1,3934.9,5809.1,5840.7,1378.7,1378.7,1990.1,1990.1,991.0,1019.7,1648.6,1700.6,9591.9,9212.6,14497.1,13989.2,36850.5,3400002.0,9591.9,9212.6,54.670689542,,2.52791,9.12449,,14497.1,13989.2,67404.5,3504261.7,,,,,-28.7,24.5,6690.6,6256.0,9745.4,9189.2,21248.7,1960509.9,5735.3,5312.2,54.964573138,,2.69921,8.16416,,8236.6,7675.3,38659.0,2009824.3,3851.9,355393.5,963.0,963.0,50.744674285,,6.36101,21.29233,,1506.4,1506.4,7590.7,394630.7,3536.5,3539.3,4923.7,4941.2,12458.6,1149492.9,3115.5,3114.7,63.362183463,,3.5415,16.81112,,4322.8,4328.7,19662.6,1022228.7,331.5,331.5,482.4,482.4,419.4,444.7,598.6,639.7,113.2,113.2,157.3,157.3,7502.4,692210.7,1858.8,1875.6,55.876782757,,12.89271,27.70852,,2890.7,2930.8,13426.8,698037.6,8482.7,782657.6,2120.7,2120.7,56.612509866,,8.41599,22.84473,,3097.2,3097.2,14983.9,778989.0,10.83837,271.5,-291.5,-263.6,155.4,162.8,3049.3
2006-Q1,-35.5,-202.8,-81.8,-67.4,9107.0,9107.0,13793.2,13793.2,1710.4,1694.7,3115.3,3007.1,2261.8,2179.8,3170.4,3037.9,1692.8,1632.4,2323.8,2228.2,821.3,821.3,1297.0,1249.7,1671.6,1599.9,2349.1,2219.1,4300.9,4125.1,6398.9,6059.7,1468.3,1468.3,2122.9,2122.9,1160.9,1056.8,1926.9,1717.6,10069.3,9559.3,15256.4,14339.7,38237.2,3487022.7,10069.3,9559.3,55.341393666,,2.50557,9.93377,,15256.4,14339.7,69093.4,3592063.5,,,,,-23.0,16.5,6545.7,6405.3,9521.0,9285.6,21879.1,1995253.9,5421.4,5469.8,55.503254237,,1.96731,8.16598,,7776.4,7826.3,39419.5,2049363.7,4483.4,408865.0,1120.9,1120.9,50.821342079,,16.22037,-1.26066,,1750.8,1750.8,8822.0,458641.3,3951.6,3710.0,5484.4,5115.4,13037.5,1188951.3,3501.1,3259.4,64.140046434,,3.37751,16.25962,,4832.3,4474.9,20326.7,1056754.5,358.0,358.0,516.1,516.1,448.0,475.7,648.5,691.8,117.7,117.7,175.6,175.6,8055.2,734590.8,2181.1,2013.8,55.269591436,,8.54748,21.62581,,3401.1,3181.3,14574.4,757702.3,8866.4,808565.0,2216.6,2216.6,56.414461547,,4.88963,27.27537,,3248.7,3248.7,15716.5,817078.6,10.96558,-351.7,-296.5,-445.9,228.3,-161.0,1667.3
2006-Q2,-389.8,-296.4,-482.9,-280.4,8811.7,8811.7,12955.8,12955.8,1633.0,1731.5,2885.7,3033.5,2284.8,2305.1,3105.6,3167.3,1720.3,1737.5,2271.5,2326.5,834.7,834.7,1253.3,1272.6,1593.1,1641.1,2173.9,2266.9,4106.7,4234.0,5928.1,6140.2,1521.2,1521.2,2155.0,2155.0,992.4,1071.7,1599.2,1718.3,9356.4,9913.6,13765.0,14545.7,39654.6,3542144.0,9356.4,9913.6,56.580075629,,1.43638,8.08975,,13765.0,14545.7,70085.8,3643659.3,,,,,-45.5,38.9,6532.6,6713.3,9370.3,9565.8,22692.8,2027034.8,5495.2,5673.2,56.622323785,,1.66923,7.42359,,7780.1,7956.9,40077.5,2083572.3,4155.3,371168.2,1038.8,1038.8,51.78746023,,-9.04888,40.44409,,1592.3,1592.3,8023.7,417139.4,3704.1,3873.7,4989.7,5236.2,13484.4,1204491.1,3193.3,3371.1,65.403635398,,1.42912,12.68613,,4296.2,4538.9,20617.2,1071856.8,421.3,421.3,580.7,580.7,511.7,545.4,696.1,747.6,124.1,124.1,166.9,166.9,8658.0,773375.4,2071.1,2164.5,57.805636246,,2.76771,26.6285,,3164.0,3269.4,14977.8,778673.2,9843.5,879266.4,2460.9,2460.9,57.318696031,,9.26861,23.89374,,3549.8,3549.8,17173.2,892810.4,11.19508,507.6,-402.4,-294.4,-98.5,157.3,3562.9
2006-Q3,-403.6,-330.9,-488.2,-281.9,8965.0,8965.0,12877.1,12877.1,1381.4,1793.1,2330.8,3067.6,2380.3,2426.2,3184.8,3261.6,1821.0,1843.9,2368.9,2408.6,851.2,851.2,1247.0,1297.3,1698.1,1741.9,2268.4,2351.7,4369.0,4407.5,6173.1,6271.5,1587.5,1587.5,2200.5,2200.5,1083.5,1078.0,1704.2,1719.3,9866.3,10369.9,14177.5,15026.1,41479.6,3664488.2,9866.3,10369.9,57.291635051,,3.303,10.12762,,14177.5,15026.1,72400.7,3764009.2,,,,,9.5,3.7,6523.1,6867.5,9133.1,9646.4,23797.9,2102415.8,5724.0,5949.5,57.411784863,,3.42786,10.1172,,7907.5,8229.7,41451.3,2154994.3,3256.7,287714.0,814.2,814.2,53.088910016,,-23.54523,-14.04377,,1217.4,1217.4,6134.5,318922.9,3943.3,4069.1,5222.2,5381.1,14130.7,1248372.3,3403.0,3532.7,66.626941354,,2.86936,11.68355,,4501.1,4669.1,21208.7,1102612.3,445.9,445.9,605.6,605.6,541.2,576.9,723.6,777.4,131.0,131.0,171.8,171.8,9369.5,827743.6,2269.7,2342.4,58.845093132,,6.30627,33.87553,,3381.4,3475.5,15922.3,827778.5,10693.3,944692.9,2673.3,2673.3,58.825609278,,5.85066,31.52697,,3757.5,3757.5,18178.0,945045.7,11.31933,1617.9,-117.2,-41.4,322.0,586.3,5861.8
2006-Q4,-426.2,-413.1,-500.7,-366.5,10305.4,10305.4,14598.7,14598.7,2317.4,1845.8,3850.7,3074.4,2523.9,2560.6,3353.8,3375.2,1915.3,1954.2,2475.2,2496.1,930.8,930.8,1351.6,1335.7,1841.1,1834.0,2438.4,2412.8,4571.3,4596.3,6391.1,6426.0,1652.6,1652.6,2281.2,2281.2,1077.6,1109.7,1671.5,1732.0,11194.3,10757.2,15871.1,15283.2,43028.7,3716452.2,11194.3,10757.2,58.431341416,,1.71129,9.25047,,15871.1,15283.2,73639.7,3828422.2,,,,,4.7,6.1,7517.8,7111.8,10304.1,9792.8,24339.9,2102270.9,6550.0,6085.0,58.316737776,,0.69003,7.96289,,8857.5,8286.4,41737.3,2169864.4,3930.0,339442.4,982.5,982.5,54.184326241,,18.23437,-4.44825,,1439.4,1439.4,7253.1,377076.5,4343.5,4339.5,5718.8,5741.0,15060.7,1300814.0,3778.0,3765.2,66.737749349,,6.404,14.77115,,4968.7,4968.1,22567.0,1173223.6,469.0,469.0,632.7,632.7,565.3,603.2,750.4,807.2,134.1,134.1,174.4,174.4,8888.4,767704.5,2209.0,2222.1,59.086128693,,-5.52181,12.03838,,3247.7,3283.6,15043.1,782070.1,10540.7,910416.7,2635.2,2635.2,59.690768482,,-2.85568,17.85253,,3650.2,3650.2,17658.9,918058.2,11.57789,1350.4,-159.0,-131.4,375.1,323.1,4698.1
2007-Q1,-94.1,-273.4,-151.2,-143.0,10657.7,10657.7,15147.2,15147.2,1982.1,1943.6,3273.5,3165.2,2742.5,2639.5,3636.5,3476.8,2111.5,2032.5,2704.1,2588.5,988.7,988.7,1434.4,1380.5,1965.8,1881.0,2622.0,2471.4,4962.6,4772.0,6985.9,6640.5,1742.0,1742.0,2420.4,2420.4,1254.8,1148.9,1943.5,1748.8,11780.6,11156.9,16751.5,15710.2,44627.7,3842556.6,11780.6,11156.9,58.955843673,,2.7934,9.55723,,16751.5,15710.2,75696.8,3935365.2,,,,,-20.1,19.5,7452.2,7333.0,10185.9,9988.5,25194.7,2169330.2,6237.1,6298.7,58.957042587,,2.38799,8.4083,,8412.3,8484.3,42734.0,2221680.4,4859.4,418408.1,1214.9,1214.9,54.258971397,,23.47831,1.51894,,1777.4,1777.4,8956.0,465607.8,4871.8,4580.3,6415.6,5988.0,15887.5,1367952.8,4266.5,3971.9,67.434852174,,4.39929,15.90555,,5596.7,5186.7,23559.7,1224837.1,517.1,517.1,691.3,691.3,604.1,647.3,818.0,880.1,130.2,130.2,188.8,188.8,9596.1,826247.0,2578.3,2399.0,58.843306863,,8.40737,11.89377,,3795.1,3559.7,16307.9,847821.6,10689.6,920405.4,2672.4,2672.4,59.674883217,,1.43995,13.97651,,3702.7,3702.7,17913.1,931277.7,11.61405,-220.4,-360.8,-572.2,181.6,-286.4,2052.3
