country,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN,CHN
2013-Q3,15222270.0,1636700.0,5588210.0,,1118800.0,2347150.0,6878570.0,,1031990.0,876130.0,,2623300.0,15222270.0,17000866.6,15222270.0,2.1,7.9,17000866.6,3.67596
2013-Q4,16777230.0,2044710.0,6105750.0,,1350490.0,2551430.0,7276290.0,,1038080.0,985090.0,,2701690.0,16777230.0,18807525.5,16777230.0,1.6,7.7,18807525.5,3.70668
2014-Q1,14075980.0,742850.0,5265950.0,,676470.0,2358670.0,7390710.0,,1181510.0,887690.0,,2962840.0,14075980.0,15765518.9,14075980.0,1.8,7.5,15765518.9,3.71965
2014-Q2,15648960.0,1150060.0,5843230.0,,1135540.0,2503920.0,7520130.0,,1137770.0,918860.0,,2959580.0,15648960.0,17474432.0,15648960.0,1.8,7.6,17474432.0,3.73897
2014-Q3,16548470.0,1737100.0,5890400.0,,1240000.0,2608120.0,7680980.0,,1162070.0,933250.0,,2977540.0,16548470.0,18233367.0,16548470.0,1.8,7.2,18233367.0,3.77286
2014-Q4,18082890.0,2117210.0,6320150.0,,1488150.0,2822650.0,8157370.0,,1203990.0,1068840.0,,3061890.0,18082890.0,20186708.2,18082890.0,1.8,7.3,20186708.2,3.80392
2015-Q1,15113790.0,768680.0,5347110.0,4506660.0,735090.0,2533620.0,8262900.0,448510.0,1411040.0,945740.0,425200.0,2498790.0,15113790.0,16890562.5,15113790.0,1.7,7.1,16890562.5,3.83947
2015-Q2,16854970.0,1229620.0,5932790.0,5049330.0,1197290.0,2683620.0,8495270.0,452400.0,1397800.0,1045930.0,428260.0,2487260.0,16854970.0,18719846.5,16854970.0,2.0,7.1,18719846.5,3.86314
2015-Q3,17659770.0,1773920.0,5899300.0,4981980.0,1288350.0,2803370.0,8698200.0,404860.0,1405750.0,1065190.0,467120.0,2551910.0,17659770.0,19508359.5,17659770.0,1.7,7.0,19508359.5,3.87633
2015-Q4,19257290.0,2213040.0,6317690.0,5405630.0,1555390.0,3033920.0,9171170.0,445910.0,1415390.0,1200530.0,488390.0,2587030.0,19257290.0,21587079.9,19257290.0,1.6,6.9,21587079.9,3.90386
2016-Q1,16241000.0,866550.0,5366640.0,4578400.0,776300.0,2720960.0,9231520.0,512880.0,1534040.0,1128300.0,498530.0,2836810.0,16241000.0,18012381.0,16241000.0,1.4,6.9,18012381.0,3.93312
2016-Q2,18140820.0,1304550.0,6083920.0,5237830.0,1294380.0,2908710.0,9457970.0,513070.0,1481170.0,1220970.0,507510.0,2826540.0,18140820.0,20042052.5,18140820.0,1.9,6.8,20042052.5,3.95807
2016-Q3,19101060.0,1816220.0,6190250.0,5246830.0,1387060.0,3057780.0,9707530.0,466230.0,1494540.0,1261530.0,545240.0,2882210.0,19101060.0,21001819.1,19101060.0,1.7,6.8,21001819.1,4.00639
2016-Q4,21156620.0,2257780.0,6899840.0,5887840.0,1692150.0,3348640.0,10306840.0,520230.0,1486640.0,1386140.0,601580.0,2963610.0,21156620.0,22903001.3,21156620.0,1.6,6.9,22903001.3,4.05777
2017-Q1,18186770.0,859580.0,6090930.0,5141970.0,872530.0,3023990.0,10363710.0,591520.0,1675880.0,1304700.0,581190.0,3186430.0,18186770.0,19281684.3,18186770.0,1.8,7.0,19281684.3,4.12906
2017-Q2,20195030.0,1320420.0,6809980.0,5817210.0,1457440.0,3231220.0,10607190.0,597790.0,1585630.0,1405900.0,586840.0,3199810.0,20195030.0,21445791.3,20195030.0,1.7,7.0,21445791.3,4.17411
2017-Q3,21278930.0,1894420.0,6932720.0,5863260.0,1559010.0,3387010.0,10892780.0,553980.0,1629040.0,1405490.0,646460.0,3270800.0,21278930.0,22453973.7,21278930.0,1.6,6.9,22453973.7,4.21014
2017-Q4,23542870.0,2391580.0,7678290.0,6565210.0,1901580.0,3691210.0,11571410.0,637600.0,1593880.0,1592510.0,712840.0,3343370.0,23542870.0,24471663.7,23542870.0,1.6,6.8,24471663.7,4.22194
2018-Q1,20203570.0,900580.0,6690560.0,5663190.0,1007380.0,3317980.0,11605050.0,721220.0,1805060.0,1486350.0,687950.0,3586490.0,20203570.0,20621306.5,20203570.0,1.9,6.9,20621306.5,4.23854
2018-Q2,22396220.0,1366220.0,7512210.0,6429490.0,1640430.0,3532870.0,11877380.0,730960.0,1740100.0,1617610.0,688530.0,3567310.0,22396220.0,22928022.1,22396220.0,1.7,6.9,22928022.1,4.2194
2018-Q3,23447430.0,1896180.0,7623960.0,6434820.0,1729450.0,3712900.0,12197840.0,669090.0,1778060.0,1591400.0,753330.0,3693060.0,23447430.0,23951716.0,23447430.0,1.4,6.7,23951716.0,4.22826
2018-Q4,25880890.0,2592900.0,8282210.0,7066210.0,2172040.0,4012410.0,12833750.0,752080.0,1737810.0,1766950.0,817040.0,3747460.0,25880890.0,26068464.8,25880890.0,1.4,6.5,26068464.8,4.23059
2019-Q1,21716830.0,924870.0,6989240.0,5922730.0,1110280.0,3543060.0,12692460.0,863390.0,1942300.0,1618010.0,759580.0,3966120.0,21716830.0,21914416.8,21716830.0,1.6,6.3,21914416.8,4.20737
2019-Q2,24150260.0,1511170.0,7849010.0,6676830.0,1788930.0,3791610.0,13001160.0,860230.0,1886450.0,1769220.0,752900.0,3940750.0,24150260.0,24295994.6,24150260.0,1.4,6.0,24295994.6,4.19663
2019-Q3,25104630.0,2063280.0,7819630.0,6557300.0,1866690.0,3975420.0,13355030.0,762550.0,1918600.0,1757630.0,833420.0,4107410.0,25104630.0,25353060.6,25104630.0,1.3,5.9,25353060.6,4.20673
2019-Q4,27679800.0,2858380.0,8527990.0,7256820.0,2298900.0,4291940.0,13994520.0,853020.0,1877710.0,1899620.0,917900.0,4154330.0,27679800.0,27573890.4,27679800.0,1.2,5.8,27573890.4,4.22263
2020-Q1,20524480.0,1074770.0,6351760.0,5291490.0,927340.0,2904300.0,12170610.0,924490.0,2097900.0,1526030.0,726370.0,3991520.0,20524480.0,20397243.7,20524480.0,-10.3,-6.9,20397243.7,4.21544
2020-Q2,24834770.0,1666810.0,7901590.0,6807850.0,1894340.0,3731640.0,13372030.0,990960.0,2057620.0,1852250.0,729290.0,4010270.0,24834770.0,25037176.8,24834770.0,11.8,3.1,25037176.8,4.12308
2020-Q3,26435570.0,2306530.0,8057060.0,6838810.0,1976010.0,4040290.0,14095980.0,894830.0,2143540.0,1908690.0,814410.0,4294220.0,26435570.0,26579994.4,26435570.0,3.3,4.8,26579994.4,4.16546
2020-Q4,29561880.0,3091540.0,8979890.0,7703620.0,2446780.0,4519210.0,15043660.0,1014140.0,2062710.0,2055550.0,976700.0,4415350.0,29561880.0,29342285.1,29561880.0,2.5,6.4,29342285.1,4.21065
2021-Q1,24920020.0,1194150.0,8114470.0,6916030.0,1172350.0,3812470.0,14439060.0,1109750.0,2269040.0,1912370.0,844650.0,4490780.0,24920020.0,24551370.0,24920020.0,0.7,18.7,24551370.0,4.24651
2021-Q2,28284920.0,1798180.0,9407110.0,8088970.0,2078830.0,4358530.0,15000830.0,1179410.0,2216620.0,1988810.0,840000.0,4417460.0,28284920.0,26848190.0,28284920.0,1.6,8.3,26848190.0,4.14955
2021-Q3,29128810.0,2415000.0,9338630.0,7819850.0,2067530.0,4553020.0,15307640.0,1040500.0,2308220.0,1856950.0,943760.0,4605190.0,29128810.0,27852100.0,29128810.0,0.4,5.2,27852100.0,4.14902
2021-Q4,32589940.0,3292140.0,10594350.0,8833300.0,2555410.0,4935780.0,16148040.0,1121370.0,2236990.0,1963460.0,1120020.0,4770420.0,32589940.0,30668130.0,32589940.0,1.6,4.3,30668130.0,4.20429
2022-Q1,27150920.0,1158150.0,9385540.0,7879990.0,1280730.0,4056230.0,15326500.0,1224890.0,2445760.0,1885260.0,907430.0,4806930.0,27150920.0,25728610.0,27150920.0,0.8,4.8,25728610.0,4.12173
2022-Q2,29391950.0,1912600.0,10089920.0,8494220.0,2215260.0,4372060.0,15174180.0,1251790.0,2400250.0,1852860.0,819210.0,4478010.0,29391950.0,26967440.0,29391950.0,-2.3,0.4,26967440.0,4.02407
2022-Q3,30927060.0,2681820.0,10004430.0,8257640.0,2205840.0,4783640.0,16034970.0,1105890.0,2457600.0,1797440.0,1000360.0,4890040.0,30927060.0,28950490.0,30927060.0,3.9,3.9,28950490.0,3.98421
2022-Q4,33550790.0,3505670.0,10684540.0,8889680.0,2636470.0,4992760.0,16724130.0,1210810.0,2377500.0,1846570.0,1188330.0,5108160.0,33550790.0,31558850.0,33550790.0,0.6,2.9,31558850.0,3.95745
2023-Q1,28499660.0,1225740.0,9482330.0,7956710.0,1357360.0,4426870.0,16434220.0,1351990.0,2664030.0,1961090.0,969160.0,5061080.0,28499660.0,26899180.0,28499660.0,2.2,4.5,26899180.0,
