country,KOR,KOR,KOR,KOR,KOR,KOR,KOR,KOR,KOR,KOR,KOR,KOR,KOR,KOR,KOR,KOR,KOR,KOR,KOR,KOR,KOR,KOR,KOR,KOR,KOR,KOR,KOR,KOR,KOR,KOR,KOR,KOR,KOR,KOR,KOR,KOR,KOR,KOR,KOR,KOR,KOR,KOR,KOR,KOR,KOR,KOR,KOR,KOR,KOR,KOR,KOR,KOR,KOR,KOR,KOR,KOR,KOR,KOR,KOR,KOR,KOR,KOR,KOR,KOR,KOR,KOR,KOR,KOR,KOR,KOR,KOR,KOR,KOR,KOR,KOR,KOR,KOR,KOR,KOR,KOR,KOR,KOR,KOR,KOR,KOR,KOR,KOR,KOR,KOR,KOR,KOR,KOR,KOR,KOR,KOR,KOR,KOR,KOR,KOR,KOR,KOR,KOR,KOR,KOR,KOR,KOR,KOR,KOR,KOR,KOR,KOR,KOR,KOR,KOR,KOR,KOR,KOR,KOR,KOR,KOR,KOR,KOR,KOR,KOR,KOR,KOR,KOR,KOR,KOR,KOR,KOR,KOR,KOR,KOR,KOR,KOR,KOR,KOR,KOR,KOR,KOR,KOR,KOR,KOR,KOR,KOR,KOR,KOR,KOR,KOR,KOR,KOR,KOR,KOR,KOR,KOR,KOR,KOR,KOR,KOR,KOR,KOR,KOR,KOR,KOR,KOR,KOR,KOR,KOR,KOR,KOR,KOR,KOR,KOR,KOR,KOR,KOR,KOR,KOR,KOR,KOR,KOR,KOR,KOR,KOR,KOR,KOR,KOR,KOR,KOR,KOR,KOR,KOR,KOR,KOR,KOR,KOR,KOR,KOR,KOR,KOR,KOR,KOR,KOR,KOR,KOR,KOR,KOR,KOR,KOR,KOR,KOR,KOR,KOR,KOR,KOR,KOR,KOR,KOR,KOR,KOR,KOR,KOR,KOR,KOR,KOR,KOR,KOR,KOR,KOR,KOR,KOR,KOR,KOR,KOR,KOR,KOR,KOR,KOR,KOR,KOR,KOR,KOR,KOR,KOR,KOR,KOR,KOR,KOR,KOR,KOR,KOR,KOR,KOR,KOR,KOR,KOR,KOR,KOR,KOR,KOR,KOR,KOR,KOR,KOR,KOR,KOR,KOR,KOR,KOR,KOR,KOR,KOR,KOR,KOR,KOR,KOR,KOR,KOR,KOR,KOR,KOR,KOR,KOR,KOR,KOR,KOR,KOR,KOR,KOR,KOR,KOR,KOR,KOR,KOR,KOR,KOR,KOR,KOR,KOR,KOR,KOR,KOR,KOR,KOR,KOR,KOR,KOR,KOR,KOR,KOR,KOR,KOR,KOR,KOR,KOR,KOR,KOR,KOR,KOR,KOR,KOR,KOR,KOR,KOR,KOR,KOR,KOR,KOR,KOR,KOR,KOR,KOR,KOR,KOR
subject,B11,B11,B11,B11,B1G,B1G,B1G,B1G,B1GVA,B1GVA,B1GVA,B1GVA,B1GVB_E,B1GVB_E,B1GVC,B1GVC,B1GVC,B1GVC,B1GVF,B1GVF,B1GVF,B1GVF,B1GVG_I,B1GVG_I,B1GVG_U,B1GVG_U,B1GVG_U,B1GVG_U,B1GVJ,B1GVJ,B1GVJ,B1GVJ,B1GVK,B1GVK,B1GVK,B1GVK,B1GVL,B1GVL,B1GVL,B1GVL,B1GVM_N,B1GVM_N,B1GVM_N,B1GVM_N,B1GVO_Q,B1GVO_Q,B1GVR_U,B1GVR_U,B1GVR_U,B1GVR_U,B1_GA,B1_GA,B1_GA,B1_GA,B1_GE,B1_GE,B1_GE,B1_GE,B1_GE,B1_GE,B1_GE,B1_GE,B1_GE,B1_GE,B1_GE,B1_GE,B1_GE,B1_GE,B1_GE,B1_GS1,B1_GS1,B1_GS1,B1_GS1,B5_GS1,B5_GS1,B5_GS1,B5_GS1,D1_D4NFRS2,D1_D4NFRS2,D21_D31,D21_D31,D21_D31,D21_D31,DB1_GA,DB1_GA,DB1_GA,DB1_GA,DB1_GE,DB1_GE,DB1_GE,DB1_GE,EEM,EEMNC,EEMNC,EEMVA,EEMVB_E,EEMVC,EEMVF,EEMVG_I,EEMVJ,EEMVK,EEMVL,EEMVM_N,EEMVO_Q,EEMVR_U,ESE,ESENC,ESENC,ESEVA,ESEVB_E,ESEVC,ESEVF,ESEVG_I,ESEVJ,ESEVK,ESEVL,ESEVM_N,ESEVO_Q,ESEVR_U,ETO,ETO,ETONC,ETONC,ETOVA,ETOVA,ETOVB_E,ETOVB_E,ETOVC,ETOVC,ETOVF,ETOVF,ETOVG_I,ETOVG_I,ETOVJ,ETOVJ,ETOVK,ETOVK,ETOVL,ETOVL,ETOVM_N,ETOVM_N,ETOVO_Q,ETOVO_Q,ETOVR_U,ETOVR_U,GDIS1,GDIS1,P3,P3,P3,P3,P3,P311B,P311B,P311B,P311B,P312B,P312B,P312B,P312B,P312N,P312N,P313B,P313B,P313B,P313B,P314B,P314B,P314B,P314B,P31DC,P31DC,P31DC,P31DC,P31NC,P31NC,P31NC,P31NC,P31S14,P31S14,P31S14,P31S14,P31S14_S15,P31S14_S15,P31S14_S15,P31S14_S15,P31S14_S15,P31S14_S15,P31S14_S15,P31S14_S15,P31S14_S15,P31S14_S15,P31S14_S15,P31S14_S15,P31S14_S15,P31S14_S15B,P31S14_S15B,P31S14_S15B,P31S14_S15B,P31S15,P31S15,P31S15,P31S15,P31S15B,P31S15B,P31S15B,P31S15B,P3S1,P3S1,P3S13,P3S13,P3S13,P3S13,P3S13,P3S13,P3S13,P3S13,P3S13,P3S13,P3S13,P3S13,P3S13,P3_P5,P3_P5,P3_P6,P3_P6,P5,P5,P5,P5,P5,P51,P51,P51,P51,P51,P51,P51,P51,P51,P51,P51,P51,P51,P51A,P51A,P51A,P51A,P51N1113,P51N1113,P51N1113,P51N1113,P51N112,P51N112,P51N112,P51N112,P51S,P51S,P51S,P51S,P51S13,P51S13,P51S13,P51S13,P51S1LESSS13,P51S1LESSS13,P51S1LESSS13,P51S1LESSS13,P52_P53,P52_P53,P52_P53,P52_P53,P5S1,P5S1,P6,P6,P6,P6,P6,P6,P6,P6,P6,P6,P6,P6,P6,P61,P61,P61,P61,P62,P62,P62,P62,P7,P7,P7,P7,P7,P7,P7,P7,P7,P7,P7,P7,P7,P71,P71,P71,P71,P72,P72,P72,P72,POPNC,POPNC,PPPGDP,RB1_GA,RB1_GA,RB1_GA,RB1_GA,RB1_GE,RB1_GE,RB1_GE,RB1_GE,RB1_GE,RB1_GE,RP31DC,RP31DC,RP31DC,RP31DC,TGLS1,TGLS1
measure,CQR,CQRSA,LNBQR,LNBQRSA,CQR,CQRSA,LNBQR,LNBQRSA,CQR,CQRSA,LNBQR,LNBQRSA,CQR,CQRSA,CQR,CQRSA,LNBQR,LNBQRSA,CQR,CQRSA,LNBQR,LNBQRSA,CQR,CQRSA,CQR,CQRSA,LNBQR,LNBQRSA,CQR,CQRSA,LNBQR,LNBQRSA,CQR,CQRSA,LNBQR,LNBQRSA,CQR,CQRSA,LNBQR,LNBQRSA,CQR,CQRSA,LNBQR,LNBQRSA,CQR,CQRSA,CQR,CQRSA,LNBQR,LNBQRSA,CQR,CQRSA,LNBQR,LNBQRSA,CARSA,CPCARSA,CQR,CQRSA,DNBSA,DOBSA,GPSA,GYSA,HCPCARSA,HVPVOBARSA,LNBQR,LNBQRSA,VIXOBSA,VOBARSA,VPVOBARSA,CQR,CQRSA,LNBQR,LNBQRSA,CQR,CQRSA,LNBQR,LNBQRSA,LNBQR,LNBQRSA,CQR,CQRSA,LNBQR,LNBQRSA,CQR,CQRSA,LNBQR,LNBQRSA,CQR,CQRSA,LNBQR,LNBQRSA,PER,PER,PERSA,PER,PER,PER,PER,PER,PER,PER,PER,PER,PER,PER,PER,PER,PERSA,PER,PER,PER,PER,PER,PER,PER,PER,PER,PER,PER,PER,PERSA,PER,PERSA,PER,PERSA,PER,PERSA,PER,PERSA,PER,PERSA,PER,PERSA,PER,PERSA,PER,PERSA,PER,PERSA,PER,PERSA,PER,PERSA,PER,PERSA,LNBQR,LNBQRSA,CQR,CQRSA,DNBSA,LNBQR,LNBQRSA,CQR,CQRSA,LNBQR,LNBQRSA,CQR,CQRSA,LNBQR,LNBQRSA,CQR,CQRSA,CQR,CQRSA,LNBQR,LNBQRSA,CQR,CQRSA,LNBQR,LNBQRSA,CQR,CQRSA,LNBQR,LNBQRSA,CQR,CQRSA,LNBQR,LNBQRSA,CQR,CQRSA,LNBQR,LNBQRSA,CARSA,CPCARSA,CQR,CQRSA,DNBSA,DOBSA,GPSA,GYSA,LNBQR,LNBQRSA,VIXOBSA,VOBARSA,VPVOBARSA,CQR,CQRSA,LNBQR,LNBQRSA,CQR,CQRSA,LNBQR,LNBQRSA,CQR,CQRSA,LNBQR,LNBQRSA,CQR,CQRSA,CARSA,CPCARSA,CQR,CQRSA,DNBSA,DOBSA,GPSA,GYSA,LNBQR,LNBQRSA,VIXOBSA,VOBARSA,VPVOBARSA,CQR,CQRSA,CQR,CQRSA,CQR,CQRSA,DNBSA,LNBQR,LNBQRSA,CARSA,CPCARSA,CQR,CQRSA,DNBSA,DOBSA,GPSA,GYSA,LNBQR,LNBQRSA,VIXOBSA,VOBARSA,VPVOBARSA,CQR,CQRSA,LNBQR,LNBQRSA,CQR,CQRSA,LNBQR,LNBQRSA,CQR,CQRSA,LNBQR,LNBQRSA,CQR,CQRSA,LNBQR,LNBQRSA,CQR,CQRSA,LNBQR,LNBQRSA,CQR,CQRSA,LNBQR,LNBQRSA,CQR,CQRSA,LNBQR,LNBQRSA,CQR,CQRSA,CARSA,CPCARSA,CQR,CQRSA,DNBSA,DOBSA,GPSA,GYSA,LNBQR,LNBQRSA,VIXOBSA,VOBARSA,VPVOBARSA,CQR,CQRSA,LNBQR,LNBQRSA,CQR,CQRSA,LNBQR,LNBQRSA,CARSA,CPCARSA,CQR,CQRSA,DNBSA,DOBSA,GPSA,GYSA,LNBQR,LNBQRSA,VIXOBSA,VOBARSA,VPVOBARSA,CQR,CQRSA,LNBQR,LNBQRSA,CQR,CQRSA,LNBQR,LNBQRSA,PER,PERSA,CD,CQR,CQRSA,LNBQR,LNBQRSA,CARSA,CQR,CQRSA,LNBQR,LNBQRSA,VOBARSA,CQR,CQRSA,LNBQR,LNBQRSA,LNBQR,LNBQRSA
unit,Won,Won,Won,Won,Won,Won,Won,Won,Won,Won,Won,Won,Won,Won,Won,Won,Won,Won,Won,Won,Won,Won,Won,Won,Won,Won,Won,Won,Won,Won,Won,Won,Won,Won,Won,Won,Won,Won,Won,Won,Won,Won,Won,Won,Won,Won,Won,Won,Won,Won,Won,Won,Won,Won,Won,US Dollar,Won,Won,Index,Index,Percentage,Percentage,US Dollar,US Dollar,Won,Won,Index,Won,US Dollar,Won,Won,Won,Won,Won,Won,Won,Won,Won,Won,Won,Won,Won,Won,Won,Won,Won,Won,Won,Won,Won,Won,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Won,Won,Won,Won,Index,Won,Won,Won,Won,Won,Won,Won,Won,Won,Won,Won,Won,Won,Won,Won,Won,Won,Won,Won,Won,Won,Won,Won,Won,Won,Won,Won,Won,Won,Won,Won,Won,Won,US Dollar,Won,Won,Index,Index,Percentage,Percentage,Won,Won,Index,Won,US Dollar,Won,Won,Won,Won,Won,Won,Won,Won,Won,Won,Won,Won,Won,Won,Won,US Dollar,Won,Won,Index,Index,Percentage,Percentage,Won,Won,Index,Won,US Dollar,Won,Won,Won,Won,Won,Won,Index,Won,Won,Won,US Dollar,Won,Won,Index,Index,Percentage,Percentage,Won,Won,Index,Won,US Dollar,Won,Won,Won,Won,Won,Won,Won,Won,Won,Won,Won,Won,Won,Won,Won,Won,Won,Won,Won,Won,Won,Won,Won,Won,Won,Won,Won,Won,Won,Won,Won,US Dollar,Won,Won,Index,Index,Percentage,Percentage,Won,Won,Index,Won,US Dollar,Won,Won,Won,Won,Won,Won,Won,Won,Won,US Dollar,Won,Won,Index,Index,Percentage,Percentage,Won,Won,Index,Won,US Dollar,Won,Won,Won,Won,Won,Won,Won,Won,Persons,Persons,Won,Won,Won,Won,Won,Won,Won,Won,Won,Won,Won,Won,Won,Won,Won,Won,Won
powercode,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Units,Units,Units,Units,Units,Units,Millions,Millions,Units,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Thousands,Thousands,Thousands,Thousands,Thousands,Thousands,Thousands,Thousands,Thousands,Thousands,Thousands,Thousands,Thousands,Thousands,Thousands,Thousands,Thousands,Thousands,Thousands,Thousands,Thousands,Thousands,Thousands,Thousands,Thousands,Thousands,Thousands,Thousands,Thousands,Thousands,Thousands,Thousands,Thousands,Thousands,Thousands,Thousands,Thousands,Thousands,Thousands,Thousands,Thousands,Thousands,Thousands,Thousands,Thousands,Thousands,Thousands,Thousands,Thousands,Thousands,Thousands,Thousands,Thousands,Thousands,Millions,Millions,Millions,Millions,Units,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Units,Units,Units,Units,Millions,Millions,Units,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Units,Units,Units,Units,Millions,Millions,Units,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Units,Millions,Millions,Millions,Millions,Millions,Millions,Units,Units,Units,Units,Millions,Millions,Units,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Units,Units,Units,Units,Millions,Millions,Units,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Units,Units,Units,Units,Millions,Millions,Units,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Thousands,Thousands,Units,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions
reference_period,,,2015,2015,,,2015,2015,,,2015,2015,,,,,2015,2015,,,2015,2015,,,,,2015,2015,,,2015,2015,,,2015,2015,,,2015,2015,,,2015,2015,,,,,2015,2015,,,2015,2015,,,,,2015,2015,,,,2015,2015,2015,2015,2015,2015,,,2015,2015,,,2015,2015,2015,2015,,,2015,2015,,,2015,2015,,,2015,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015,2015,,,2015,2015,2015,,,2015,2015,,,2015,2015,,,,,2015,2015,,,2015,2015,,,2015,2015,,,2015,2015,,,2015,2015,,,,,2015,2015,,,2015,2015,2015,2015,2015,,,2015,2015,,,2015,2015,,,2015,2015,,,,,,,2015,2015,,,2015,2015,2015,2015,2015,,,,,,,2015,2015,2015,,,,,2015,2015,,,2015,2015,2015,2015,2015,,,2015,2015,,,2015,2015,,,2015,2015,,,2015,2015,,,2015,2015,,,2015,2015,,,2015,2015,,,,,,,2015,2015,,,2015,2015,2015,2015,2015,,,2015,2015,,,2015,2015,,,,,2015,2015,,,2015,2015,2015,2015,2015,,,2015,2015,,,2015,2015,,,,,,2015,2015,,,,2015,2015,2015,,,2015,2015,2015,2015
time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1960,-23370.0,-23370.0,-1247100.0,-1247100.0,232250.0,232250.0,27946300.0,27946300.0,91350.0,91350.0,8014200.0,8014200.0,35590.0,35590.0,28490.0,28490.0,1293900.0,1293900.0,7710.0,7710.0,1651000.0,1651000.0,35190.0,35190.0,97660.0,97660.0,,,2100.0,2100.0,49000.0,49000.0,3370.0,3370.0,122800.0,122800.0,17840.0,17840.0,3953800.0,3953800.0,1230.0,1230.0,395900.0,395900.0,33520.0,33520.0,4410.0,4410.0,880800.0,880800.0,249870.0,249870.0,29070100.0,29070100.0,249870.0,5276.0,249870.0,249870.0,0.859542967,0.859542967,,,,,29070100.0,29070100.0,1.753301708,29070100.0,33901.6,249870.0,249870.0,29070100.0,29070100.0,252130.0,252130.0,33236400.0,33236400.0,422400.0,422400.0,17610.0,17610.0,1459300.0,1459300.0,0.0,0.0,0.0,0.0,-1350.0,-1350.0,-2200.0,-2200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33106700.0,33106700.0,248290.0,248290.0,0.62126861,39965000.0,39965000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,212720.0,4491.6,212720.0,212720.0,0.71131442,0.71131442,,,29905200.0,29905200.0,3.715798081,29905200.0,34875.5,212720.0,212720.0,29905200.0,29905200.0,,,,,,,,,248290.0,248290.0,35570.0,751.1,35570.0,35570.0,0.29808345,0.29808345,,,11932900.0,11932900.0,4.771480439,11932900.0,13916.2,274580.0,274580.0,281130.0,281130.0,26280.0,26280.0,1.172743094,2240900.0,2240900.0,28090.0,593.1,28090.0,28090.0,1.657422705,1.65742236,,,1694800.0,1694800.0,0.3523481,1694800.4,1976.5,28090.0,28090.0,1694800.0,1694800.0,7760.0,7770.0,246000.0,246100.0,800.0,810.0,61900.0,61900.0,28090.0,28090.0,1694800.0,1694800.0,,,,,,,,,-1810.0,-1810.0,113200.0,113200.0,26280.0,26280.0,6550.0,138.3,6550.0,6550.0,3.736451797,3.736452321,,,175300.0,175300.0,0.024593989,175300.0,204.4,3420.0,3420.0,83600.0,83600.0,3130.0,3130.0,140700.0,140700.0,29920.0,631.8,29920.0,29920.0,2.103487064,2.103487415,,,1422400.0,1422400.0,0.237360519,1422399.8,1658.8,26120.0,26120.0,1240800.0,1240800.0,3810.0,3810.0,175800.0,175800.0,,,47.35973,10.0,10.0,-335500.0,-335500.0,-3140.0,-1330.0,-1330.0,-13328900.0,-13328900.0,-13215700.6,,,,,4036700.0,4036700.0
1961,-29940.0,-29940.0,-1062100.0,-1062100.0,283750.0,283750.0,30029800.0,30029800.0,116710.0,116710.0,9208900.0,9208900.0,44870.0,44870.0,36040.0,36040.0,1363900.0,1363900.0,9090.0,9090.0,1809900.0,1809900.0,42550.0,42550.0,113100.0,113100.0,,,2360.0,2360.0,55100.0,55100.0,3660.0,3660.0,136500.0,136500.0,18470.0,18470.0,4045000.0,4045000.0,1780.0,1780.0,446600.0,446600.0,38540.0,38540.0,5740.0,5740.0,876400.0,876400.0,301710.0,301710.0,31086400.0,31086400.0,301710.0,5798.9,301710.0,301710.0,0.970553039,0.970553039,6.935992652,6.935992652,,,31086400.0,31086400.0,1.874910586,31086400.0,36253.1,301710.0,301710.0,31086400.0,31086400.0,305440.0,305440.0,35168800.0,35168800.0,347300.0,347300.0,17940.0,17940.0,1460500.0,1460500.0,0.0,0.0,0.0,0.0,290.0,290.0,2700.0,2700.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35102500.0,35102500.0,293040.0,293040.0,0.718201848,40801900.0,40801900.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,252990.0,4862.5,252990.0,252990.0,0.826753899,0.826753899,2.32467932,2.32467932,30600400.0,30600400.0,3.802178471,30600400.0,35686.3,252990.0,252990.0,30600400.0,30600400.0,,,,,,,,,293040.0,293040.0,40040.0,769.6,40040.0,40040.0,0.3331586,0.3331586,0.715668446,0.715668446,12018300.0,12018300.0,4.805628419,12018300.0,14015.8,331340.0,331340.0,343530.0,343530.0,38300.0,38300.0,1.338786353,2860800.0,2860800.0,35420.0,680.8,35420.0,35420.0,1.958204334,1.958203927,6.726457399,6.726457399,1808800.0,1808800.0,0.376048645,1808800.4,2109.4,35420.0,35420.0,1808800.0,1808800.0,10960.0,10960.0,242600.0,242600.0,1040.0,1040.0,69200.0,69200.0,35420.0,35420.0,1808800.0,1808800.0,,,,,,,,,2880.0,2880.0,334700.0,334700.0,38300.0,38300.0,12180.0,234.1,12180.0,12180.0,5.128421053,5.128421772,35.482030804,35.482030804,237500.0,237500.0,0.033320435,237500.0,277.0,5330.0,5330.0,103200.0,103200.0,6870.0,6870.0,209200.0,209200.0,42120.0,809.6,42120.0,42120.0,3.24099723,3.240997771,-8.633295838,-8.633295838,1299600.0,1299600.0,0.216868483,1299599.8,1515.6,35930.0,35930.0,1150500.0,1150500.0,6180.0,6180.0,144200.0,144200.0,,,52.02842,20.0,20.0,-403900.0,-403900.0,3200.0,320.0,320.0,-12613700.0,-12613700.0,-12279000.6,,,,,4016100.0,4016100.0
1962,-42890.0,-42890.0,-1481800.0,-1481800.0,339750.0,339750.0,31098000.0,31098000.0,134040.0,134040.0,8625600.0,8625600.0,54460.0,54460.0,42800.0,42800.0,1571400.0,1571400.0,10960.0,10960.0,2075100.0,2075100.0,54310.0,54310.0,140300.0,140300.0,,,3290.0,3290.0,73200.0,73200.0,4590.0,4590.0,163400.0,163400.0,20770.0,20770.0,4195800.0,4195800.0,2100.0,2100.0,466900.0,466900.0,48440.0,48440.0,6800.0,6800.0,996200.0,996200.0,365880.0,365880.0,32297300.0,32297300.0,365880.0,6226.6,365880.0,365880.0,1.132850114,1.132850114,3.895272531,3.895272531,,,32297300.0,32297300.0,1.947943463,32297300.0,37665.2,365880.0,365880.0,32297300.0,32297300.0,370030.0,370030.0,36588500.0,36588500.0,388500.0,388500.0,26120.0,26120.0,1595400.0,1595400.0,0.0,0.0,0.0,0.0,3530.0,3530.0,-4800.0,-4800.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36485700.0,36485700.0,353730.0,353730.0,0.795605088,44460500.0,44460500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,304090.0,5175.0,304090.0,304090.0,0.90550677,0.90550677,9.744643861,9.744643861,33582300.0,33582300.0,4.172687222,33582300.0,39163.8,304090.0,304090.0,33582300.0,33582300.0,,,,,,,,,353730.0,353730.0,49630.0,844.6,49630.0,49630.0,0.396865379,0.396865379,4.053817928,4.053817928,12505500.0,12505500.0,5.000439845,12505500.0,14584.0,405220.0,405230.0,419400.0,419400.0,51490.0,51490.0,1.87618423,2744400.0,2744400.0,50620.0,861.5,50620.0,50620.0,2.160109243,2.160108794,29.555506413,29.555506413,2343400.0,2343400.0,0.487191727,2343400.5,2732.9,50620.0,50620.0,2343400.0,2343400.0,15790.0,15800.0,334000.0,334000.0,1390.0,1380.0,81900.0,81800.0,50620.0,50620.0,2343400.0,2343400.0,,,,,,,,,870.0,870.0,-734800.0,-734800.0,51490.0,51490.0,14170.0,241.1,14170.0,14170.0,5.158354569,5.158355292,15.663157895,15.663157895,274700.0,274700.0,0.038539468,274700.0,320.4,7070.0,7070.0,137600.0,137600.0,7110.0,7110.0,213100.0,213100.0,57060.0,971.0,57060.0,57060.0,3.248505551,3.248506093,35.156971376,35.156971376,1756500.0,1756500.0,0.293112874,1756499.7,2048.4,50150.0,50150.0,1597100.0,1597100.0,6920.0,6920.0,164300.0,164300.0,,,58.76127,10.0,10.0,-396100.0,-396100.0,4430.0,3560.0,3560.0,-13917300.0,-13917300.0,-14652100.7,,,,,4188300.0,4188300.0
1963,-55530.0,-55530.0,-1880900.0,-1880900.0,489630.0,489630.0,33884500.0,33884500.0,223510.0,223510.0,9450900.0,9450900.0,79990.0,79990.0,66600.0,66600.0,1823500.0,1823500.0,13720.0,13720.0,2429700.0,2429700.0,73130.0,73130.0,172420.0,172420.0,,,4330.0,4330.0,87900.0,87900.0,6180.0,6180.0,187500.0,187500.0,24460.0,24460.0,4383400.0,4383400.0,2550.0,2550.0,494100.0,494100.0,53280.0,53280.0,8490.0,8490.0,1166600.0,1166600.0,518540.0,518540.0,35210800.0,35210800.0,518540.0,7081.5,518540.0,518540.0,1.472673157,1.472673157,9.020877906,9.020877906,,,35210800.0,35210800.0,2.123665065,35210800.0,41063.0,518540.0,518540.0,35210800.0,35210800.0,523210.0,523210.0,40704400.0,40704400.0,417000.0,417000.0,28910.0,28910.0,1751900.0,1751900.0,0.0,0.0,0.0,0.0,4140.0,4140.0,-47900.0,-47900.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40606500.0,40606500.0,472500.0,472500.0,1.016817844,46468500.0,46468500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,417860.0,5706.6,417860.0,417860.0,1.192590901,1.192590901,4.334723947,4.334723947,35038000.0,35038000.0,4.353561694,35038000.0,40861.4,417860.0,417860.0,35038000.0,35038000.0,,,,,,,,,472500.0,472500.0,54630.0,746.1,54630.0,54630.0,0.413572256,0.413572256,5.627923714,5.627923714,13209300.0,13209300.0,5.281860785,13209300.0,15404.7,569920.0,569920.0,590380.0,590380.0,97420.0,97420.0,2.259905354,4310800.0,4310800.0,70210.0,958.8,70210.0,70210.0,2.388663968,2.388663471,25.428864044,25.428864044,2939300.0,2939300.0,0.611079048,2939300.6,3427.8,70210.0,70210.0,2939300.0,2939300.0,24000.0,23990.0,447400.0,447400.0,1780.0,1750.0,84200.0,84400.0,70210.0,70210.0,2939300.0,2939300.0,,,,,,,,,27210.0,27210.0,1183200.0,1183200.0,97420.0,97420.0,20460.0,279.4,20460.0,20460.0,6.499364676,6.499365588,14.597742992,14.597742992,314800.0,314800.0,0.04416536,314800.0,367.1,14390.0,14390.0,205300.0,205300.0,6070.0,6070.0,170900.0,170900.0,75990.0,1037.8,75990.0,75990.0,3.460855308,3.460855886,25.004269855,25.004269855,2195700.0,2195700.0,0.366403608,2195699.6,2560.6,67670.0,67670.0,2096500.0,2096500.0,8310.0,8310.0,130800.0,130800.0,,,73.22425,0.0,0.0,-425600.0,-425600.0,31370.0,4160.0,4160.0,-15278100.0,-15278100.0,-14094900.9,,,,,5395700.0,5395700.0
