country,NAFTA,NAFTA,NAFTA,NAFTA,NAFTA,NAFTA,NAFTA,NAFTA,NAFTA,NAFTA,NAFTA,NAFTA,NAFTA,NAFTA,NAFTA,NAFTA,NAFTA,NAFTA,NAFTA,NAFTA,NAFTA,NAFTA,NAFTA,NAFTA,NAFTA,NAFTA,NAFTA,NAFTA,NAFTA,NAFTA,NAFTA,NAFTA,NAFTA,NAFTA,NAFTA,NAFTA,NAFTA,NAFTA,NAFTA,NAFTA,NAFTA
1965,874701.2,17.002207744,6.484926,6.484926341,,,23.175177175,5144632.9,532472.0,17.401466266,6.35311898,6.35311898,20.652742218,3059926.3,130222.2,11.008805276,3.592449719,3.592449719,36.829993621,1182891.5,198965.6,21.676926982,7.883105577,7.883105577,19.558084765,917868.3,53973.0,25.09617506,3.685113641,3.685113641,6.028599979,215064.8,49402.2,21.373276406,10.408296445,10.408296445,5.530675139,231140.2,,8470.5,22.2
1966,958483.9,17.481515138,6.574024,6.574024022,,,24.698718889,5482842.4,577067.6,17.864406082,5.566745323,5.566745323,21.802427779,3230264.6,147990.0,11.493567246,8.851072345,8.851072345,40.089843001,1287590.1,217886.5,22.183449099,7.009151352,7.009151352,20.928940528,982203.1,59815.8,25.645640871,8.450860063,8.450860063,6.538068527,233239.6,56790.6,21.794744042,12.7324295,12.7324295,6.234864452,260569.9,,12514.5,10114.8
1967,1016101.8,17.990637025,3.011309,3.011308699,,,25.44247356,5647947.7,611629.3,18.313943397,3.387560267,3.387560267,22.54099816,3339691.8,167569.9,12.006313417,8.39488188,8.39488188,43.455337967,1395681.8,225564.4,22.820450708,0.634083181,0.634083181,21.06164742,988431.1,63871.6,26.395721007,3.746119711,3.746119711,6.782992401,241977.0,60996.2,21.874758926,7.012703738,7.012703738,6.672097025,278842.9,,8462.8,-38991.1
1968,1113330.4,18.754620181,5.105426,5.105425958,,,26.741420209,5936299.4,673717.1,19.071714667,5.774612674,5.774612674,23.842653497,3532546.0,187107.5,12.76637224,5.011576579,5.011576579,45.633135506,1465627.5,244474.1,23.651105032,4.576712438,4.576712438,22.025578457,1033668.7,71231.9,26.955848529,9.206248085,9.206248085,7.407451509,264254.1,70628.2,23.02744506,9.994888888,9.994888888,7.338965709,306713.0,,7428.0,-53083.9
1969,1208589.0,19.673992376,3.483319,3.483319067,,,27.672909198,6143079.7,731417.4,19.889146656,4.102537269,4.102537269,24.820807242,3677470.1,202945.8,13.599347038,1.821243319,1.821243319,46.464225938,1492320.1,265815.6,24.858969571,3.446523247,3.446523247,22.784695139,1069294.4,78190.2,27.839394427,6.28474725,6.28474725,7.872991114,280861.8,78036.4,22.955272683,10.836512808,10.836512808,8.134253668,339950.0,,8256.5,-36916.6
1970,1283904.5,20.710298254,0.916045,0.916044654,,,27.926405404,6199353.1,786773.1,20.825064137,2.733961469,2.733961469,25.499398549,3778010.7,219607.6,14.753754097,-0.256922418,-0.256922418,46.344848925,1488486.0,274016.0,26.1645551,-2.058836725,-2.058836725,22.315595468,1047279.4,88128.3,28.490370472,10.134778422,10.134778422,8.670901318,309326.5,84212.6,23.964956231,3.367849686,3.367849686,8.408203104,351399.0,,-407.8,-72350.4
1971,1395200.8,21.760280941,3.425073,3.42507287,,,28.882905139,6411685.4,854668.8,21.735330112,4.080275753,4.080275753,26.539844325,3932163.9,238779.1,15.973488587,0.427280971,0.427280971,46.542871645,1494846.0,297620.8,27.500804101,3.336876332,3.336876332,23.060239291,1082225.8,93017.8,29.288924923,2.6704671,2.6704671,8.902454885,317586.9,92533.2,25.171892149,4.611936097,4.611936097,8.795984059,367605.3,,3647.5,-47531.9
1972,1536446.1,22.701448491,5.558099,5.55809913,,,30.488245638,6768053.2,939515.3,22.488543408,6.245588264,6.245588264,28.197413727,4177750.7,259495.7,17.16473949,1.133846169,1.133846169,47.070596212,1511795.3,338987.3,28.926955517,8.283634979,8.283634979,24.970465339,1171873.4,104890.1,30.385506872,8.693953378,8.693953378,9.676430162,345197.8,108981.2,26.50794291,11.83912454,11.83912454,9.837351566,411126.5,,2538.9,-27437.4
1973,1717515.5,23.945397606,5.977786,5.97778644,,,32.310767852,7172633.0,1040318.6,23.656368077,5.263002685,5.263002685,29.681444368,4397625.8,277354.1,18.356469447,-0.056972166,-0.056972166,47.043779074,1510934.0,388024.8,30.493439813,8.585637453,8.585637453,27.114338964,1272486.2,136217.9,33.933120419,16.289969129,16.289969129,11.252717649,401430.4,132662.5,29.844705483,8.11980557,8.11980557,10.636125386,444509.2,,8262.6,34665.8
1974,1879079.8,26.099994948,0.375149,0.375148692,,,32.431981274,7199541.0,1145669.7,25.986994069,0.250164937,0.250164937,29.755696935,4408627.1,309198.2,19.944653803,2.604177187,2.604177187,48.268882436,1550281.4,418341.0,33.755706022,-2.606456248,-2.606456248,26.407615582,1239319.4,175205.5,41.738340861,4.56882051,4.56882051,11.76683412,419771.0,180217.5,39.545423296,2.52269254,2.52269254,10.904442128,455722.8,,10883.0,37264.9
1975,2063367.9,28.517202949,0.499738,0.499737719,,,32.594056118,7235519.9,1275605.8,28.151064367,2.782291022,2.782291022,30.583587019,4531288.0,350587.5,21.905551929,3.23611744,3.23611744,49.830920159,1600450.3,441912.5,37.802529282,-5.67382802,-5.67382802,24.909292889,1169002.6,187222.5,45.887453056,-2.803261015,-2.803261015,11.436979047,408003.8,180028.8,43.164645444,-8.480634761,-8.480634761,9.979676218,417074.6,,-11931.7,-56150.1
1976,2292446.3,30.085161848,5.311811,5.311811466,,,34.325390928,7619857.0,1415381.5,29.630555476,5.417341994,5.417341994,32.240404522,4776763.3,374879.3,23.265074948,0.680367682,0.680367682,50.169953635,1611339.2,498796.4,39.826196623,7.136894836,7.136894836,26.687042927,1252433.0,205773.4,47.66321658,5.813662241,5.813662241,12.101886379,431723.7,212677.2,44.417604031,14.802685761,14.802685761,11.456936329,478812.9,,10292.9,26410.6
1977,2542361.7,31.95394664,4.41575,4.415749905,,,35.841114345,7956330.9,1564334.8,31.530105404,3.865321398,3.865321398,33.486599777,4961400.6,408024.5,24.816749781,2.036209064,2.036209064,51.191518779,1644149.5,580918.9,42.763090817,8.465568219,8.465568219,28.946252752,1358458.6,227040.2,50.495856951,4.145648592,4.145648592,12.603588061,449621.5,251821.8,49.276662893,6.72994398,6.72994398,12.227981726,511036.7,,13865.2,53737.4
1978,2875218.0,34.20154553,5.660389,5.660389177,,,37.869860903,8406690.2,1753551.5,33.754739207,4.707908663,4.707908663,35.063118309,5194978.8,445135.7,26.462143834,2.311882577,2.311882577,52.375006582,1682160.3,695817.7,46.173973726,10.930708711,10.930708711,32.110283323,1506947.8,267618.2,53.846339061,10.538194097,10.538194097,13.931778635,497003.4,295298.6,53.095499191,8.830753008,8.830753008,13.30780459,556165.1,,8393.5,81765.0
1979,3232825.7,37.039073095,3.823852,3.823851562,,,39.31794817,8728149.5,1960651.4,36.595335418,3.131391442,3.131391442,36.161081794,5357653.9,487781.6,28.58575175,1.439819188,1.439819188,53.129111977,1706380.3,811070.5,50.255007272,7.097928777,7.097928777,34.389448363,1613909.8,328953.7,60.810900792,8.841350864,8.841350864,15.163536065,540945.3,355916.7,60.771804348,5.303428079,5.303428079,14.013574435,585660.9,,285.1,94921.0
1980,3555206.8,40.38499969,0.860846,0.860846215,,,39.656415239,8803285.5,2174035.9,40.263403708,0.781676189,0.781676189,36.443744361,5399533.4,548267.5,31.40620871,2.306014299,2.306014299,54.354276896,1745729.7,864337.4,54.762320868,-2.203756247,-2.203756247,33.631588747,1578343.2,401051.3,68.43240259,8.338998858,8.338998858,16.428023165,586054.7,414902.1,72.285847262,-1.995474972,-1.995474972,13.733937064,573974.2,,-17583.2,67598.6
1981,4022132.7,44.229075357,3.300816,3.300815524,,,40.965400349,9093865.7,2423686.8,43.982415242,2.056622968,2.056622968,37.193254777,5510581.5,619034.1,34.663037786,2.298894688,2.298894688,55.60382448,1785862.2,979965.3,59.897551877,3.657365871,3.657365871,34.861618995,1636069.0,439274.5,73.219316688,2.369864966,2.369864966,16.81734513,599943.4,457533.6,76.425820946,4.301500196,4.301500196,14.324702394,598663.7,,17705.7,160073.3
1982,4192313.0,46.924825776,-1.756802,-1.756801662,,,40.245719515,8934104.5,2571593.4,46.270920711,0.854837349,0.854837349,37.511196611,5557688.0,674692.8,36.991136912,2.131672337,2.131672337,56.789115825,1823930.9,957426.3,63.519727117,-7.871261594,-7.871261594,32.117569768,1507289.7,442424.8,76.105178035,-3.101972176,-3.101972176,16.295675763,581333.3,422019.7,76.984883108,-8.43186451,-8.43186451,13.116862897,548185.2,,-31804.6,12047.7
1983,4503397.6,48.73420379,3.432111,3.432111383,,,41.626997436,9240732.9,2790277.7,48.176772166,4.211479636,4.211479636,39.090973017,5791748.9,712489.7,38.075706031,2.594060611,2.594060611,58.262259909,1871244.8,985885.5,63.889956427,2.375763482,2.375763482,32.880607262,1543099.4,458295.9,77.402121903,1.851609182,1.851609182,16.597407992,592097.3,449138.8,76.569119822,7.003907685,7.003907685,14.035555865,586579.6,,5587.7,29122.1
1984,4977875.4,50.488815947,6.694595,6.694595363,,,44.413756476,9859362.6,3053396.9,50.263014794,4.887804974,4.887804974,41.001663541,6074838.3,761792.2,39.943701883,1.91957354,1.91957354,59.380646834,1907164.7,1136800.9,64.531293514,14.161622635,14.161622635,37.537034783,1761627.3,502388.7,77.346177759,9.700318396,9.700318396,18.207409413,649532.7,547716.9,76.206392366,22.528703562,22.528703562,17.19758464,718728.3,,71213.8,184928.0
1985,5342395.9,52.104283923,3.995321,3.9953214,,,46.188228793,10253275.8,3322018.8,52.124994488,4.911075091,4.911075091,43.015286025,6373178.1,827155.5,41.24704868,5.149226524,5.149226524,62.438290851,2005369.0,1233436.5,65.4547928,6.969837314,6.969837314,40.15330504,1884409.8,504930.0,76.066807522,2.196258749,2.196258749,18.607291235,663798.1,577612.0,74.970971082,7.195929609,7.195929609,18.435110725,770447.5,,32467.1,96968.3
1986,5590020.1,53.114550429,2.644864,2.644863946,,,47.409844604,10524461.0,3526929.8,53.539992672,3.362368837,3.362368837,44.461618598,6587467.9,877209.6,41.751183633,4.770802886,4.770802886,65.417098633,2101041.2,1286087.1,67.289901344,1.425024624,1.425024624,40.725499524,1911263.1,534075.2,75.615475127,6.403447068,6.403447068,19.79879928,706304.0,635998.2,77.369903243,6.694193179,6.694193179,19.669192649,822022.8,,1716.8,40407.5
1987,5922388.6,54.461019979,3.326393,3.326392925,,,48.98688232,10874545.9,3732417.0,54.977039756,3.060038605,3.060038605,45.822161291,6789047.0,920157.8,43.126772718,1.550197023,1.550197023,66.431192548,2133611.4,1329205.9,68.202358948,1.969995024,1.969995024,41.527789838,1948914.9,596679.2,77.534148694,8.957265164,8.957265164,21.572230231,769569.6,696507.1,80.116396754,5.75972147,5.75972147,20.802083361,869369.0,,40435.8,102772.0
1988,6376130.3,56.430891691,3.903252,3.903251937,,,50.898963753,11299006.9,4046173.7,57.380696684,3.865159452,3.865159452,47.593260889,7051454.5,971218.8,44.753102336,1.713499631,1.713499631,67.569490788,2170170.9,1407576.1,69.902628499,3.32026256,3.32026256,42.906621496,2013624.0,676683.5,77.941651062,12.81533141,12.81533141,24.336783027,868192.5,767341.3,81.066586878,8.878606548,8.878606548,22.649018497,946556.8,,41819.5,142121.9
1989,6857200.3,58.574515976,3.609089,3.609089254,,,52.735952784,11706798.1,4348430.7,59.625379109,3.424325885,3.424325885,49.223009241,7292919.2,1042252.4,46.94723405,2.298425602,2.298425602,69.122525263,2220050.6,1483520.6,71.133827346,3.571200581,3.571200581,44.438903012,2085534.6,740953.7,78.573584689,8.617174269,8.617174269,26.433926032,943006.1,822098.3,81.831029834,6.135103376,6.135103376,24.038559195,1004629.1,,64141.3,169916.6
1990,7265874.2,60.801829485,2.078222,2.078221971,,,53.831922942,11950091.4,4646941.1,62.19221646,2.454190465,2.454190465,50.431035641,7471901.4,1124646.4,49.366469079,2.617410732,2.617410732,70.931745658,2278158.5,1516521.8,72.400872067,0.435551793,0.435551793,44.632457451,2094618.1,802168.4,79.078220914,7.570741461,7.570741461,28.43517023,1014398.7,879740.3,83.254361285,5.182076009,5.182076009,25.284255604,1056689.7,,55336.8,147704.4
1991,7511206.9,62.741482186,0.180623,0.180622643,,,53.929155584,11971675.9,4830865.9,64.266719017,0.602257689,0.602257689,50.734760431,7516901.5,1197345.3,51.735141003,1.589735626,1.589735626,72.059372889,2314375.2,1478681.2,73.200695731,-3.560601575,-3.560601575,43.043273468,2020037.1,834711.0,77.969612362,5.536354124,5.536354124,30.00944195,1070559.4,881902.5,81.655588458,2.208544747,2.208544747,25.842669703,1080027.2,,51506.0,129830.0
1992,7934642.1,64.145150465,3.325749,3.325749007,,,55.72270394,12369823.8,5131007.8,65.854135304,3.652735305,3.652735305,52.587966937,7791474.0,1257758.2,54.045745427,0.554587851,0.554587851,72.459005416,2327210.4,1552867.9,73.310718397,4.859476992,4.859476992,45.134951438,2118200.4,883955.2,77.324480605,6.783092654,6.783092654,32.045010202,1143176.4,954754.4,81.55083744,8.399822418,8.399822418,28.013408066,1170747.5,,63807.4,160510.2
1993,8266024.2,65.092549458,2.660146,2.660145565,,,57.205008978,12698879.1,5369769.5,66.818872951,3.142314597,3.142314597,54.240446298,8036306.6,1287912.3,55.422466638,-0.146159257,-0.146159257,72.353099872,2323809.0,1638402.0,74.007956601,4.514132547,4.514132547,47.172402972,2213818.8,925920.9,77.062519241,5.103565818,5.103565818,33.680448389,1201519.2,1014428.2,80.585427862,7.523036478,7.523036478,30.120866974,1258823.3,,58447.6,182249.0
1994,8788554.3,66.48245976,4.09862,4.09862009,,,59.549624968,13219357.9,5685871.9,68.069967701,3.940553646,3.940553646,56.377820182,8352981.6,1332786.0,57.205216538,0.259232534,0.259232534,72.540662646,2329833.0,1796501.7,75.266389856,7.816317824,7.816317824,50.859547913,2386857.9,1043874.9,79.198904946,9.697962515,9.697962515,36.946765649,1318042.0,1159506.3,82.248305121,11.990548029,11.990548029,33.732523995,1409763.1,,89026.1,241406.6
1995,9139615.1,67.876985491,1.857965,1.857965268,,,60.656036317,13464969.0,5905216.7,69.335602106,1.961924034,1.961924034,57.483910186,8516860.7,1356060.9,58.198492792,0.009820229,0.009820229,72.547786306,2330061.8,1851869.5,76.686959459,1.172458946,1.172458946,51.455855233,2414842.8,1246829.8,84.797393143,11.556636726,11.556636726,41.216569137,1470363.4,1298251.4,88.071302479,4.563045337,4.563045337,35.271754358,1474091.3,,77889.6,206931.6
1996,9663193.5,69.116175574,3.833052,3.833051634,,,62.981013508,13981088.2,6250853.3,70.946317303,3.449860029,3.449860029,59.467024627,8810680.5,1388026.2,59.467937256,0.172230662,0.172230662,72.672735838,2334074.9,2010670.3,76.627908178,8.658831637,8.658831637,55.911331105,2623940.0,1348833.2,84.086767213,9.095267503,9.095267503,44.965326356,1604096.9,1402438.8,87.009898872,9.342971264,9.342971264,38.567184232,1611815.2,,67249.2,220111.2
1997,10290340.3,70.308039337,4.684835,4.684834854,,,65.93156998,14636079.1,6625883.0,72.160267747,4.216425875,4.216425875,61.97440764,9182176.3,1445657.1,60.948456132,1.622010543,1.622010543,73.851495275,2371933.9,2190304.6,76.626316059,8.936315315,8.936315315,60.907743949,2858423.5,1464497.8,82.43935694,10.744846947,10.744846947,49.796781852,1776454.6,1551710.6,83.65611593,15.079449777,15.079449777,44.382903409,1854868.0,,115708.4,301958.9
1998,10884526.9,71.098566689,4.59814,4.598140155,,,68.963195974,15309066.6,7030077.3,72.710966718,5.296650479,5.296650479,65.256975399,9668524.1,1507607.6,62.416016434,1.83327412,1.83327412,75.205395626,2415417.9,2396135.6,76.694434662,9.300203459,9.300203459,66.572288058,3124262.7,1509406.4,81.196159892,4.644545547,4.644545547,52.109616066,1858962.8,1672754.0,81.276252197,10.957174532,10.957174532,49.246015598,2058109.2,,114053.9,300008.2
1999,11548830.0,72.105087096,4.622085,4.622084951,,,72.150733477,16016664.6,7485641.2,73.612015203,5.176839413,5.176839413,68.635224221,10169048.1,1608042.2,64.726077665,2.85511216,2.85511216,77.352594021,2484380.8,2589493.1,76.499176623,8.345391944,8.345391944,72.128006423,3384994.7,1598078.8,80.723620376,6.494417339,6.494417339,55.493832007,1979691.7,1839720.6,80.540222973,10.986625015,10.986625015,54.656490666,2284225.9,,107295.3,282775.3
2000,12306306.4,73.706562164,4.243621,4.243620577,,,75.212536849,16696351.1,8055142.8,75.201666123,5.333249557,5.333249557,72.295712013,10711388.8,1714055.1,67.634724335,2.008623698,2.008623698,78.906316555,2534282.7,2794375.8,77.526187666,6.482537471,6.482537471,76.803731466,3604428.2,1774147.4,81.804915967,9.550089031,9.550089031,60.79354237,2168754.0,2121002.0,81.9094159,13.362180009,13.362180009,61.959789336,2589448.3,,89587.3,266945.8
2001,12694758.0,75.361698176,0.890943,0.890942673,,,75.882637435,16845106.0,8404261.6,76.542791237,2.506046183,2.506046183,74.107475944,10979821.1,1831034.8,69.928077493,3.321321844,3.321321844,81.527049283,2618454.3,2805159.2,78.696481246,-1.106938972,-1.106938972,75.95356103,3564529.4,1674173.7,80.214478432,-3.764020434,-3.764020434,58.505261013,2087121.6,2016610.9,79.920056421,-2.555107487,-2.555107487,60.37665012,2523285.1,,-3260.5,118464.6
2002,13094520.7,76.497822799,1.617097,1.617097165,,,77.109733414,17117507.8,8724827.2,77.488961127,2.546709564,2.546709564,75.994778122,11259445.3,1955377.7,71.805790789,3.998284014,3.998284014,84.786732262,2723147.6,2779407.1,79.772423693,-2.254409567,-2.254409567,74.241256684,3484170.3,1647948.4,79.355911403,-0.501493763,-0.501493763,58.211860777,2076654.8,2062860.5,79.095226556,3.360180127,3.360180127,62.405414319,2608072.0,,49820.9,182161.8
2003,13722691.3,78.154781479,2.575397,2.575397196,,,79.095615325,17558351.6,9188550.0,79.200760794,3.038762561,3.038762561,78.304078988,11601593.1,2080495.9,75.103071448,1.727409043,1.727409043,86.251345942,2770187.5,2931850.3,80.834717835,4.098502502,4.098502502,77.284036446,3626969.1,1706488.9,81.688275508,0.595703767,0.595703767,58.558631025,2089025.6,2205865.7,80.788820293,4.690728319,4.690728319,65.332682761,2730409.6,,21171.9,200985.9
2004,14622212.7,80.255515899,3.765854,3.765853866,,,82.074240613,18219573.4,9748802.6,81.118938597,3.588462918,3.588462918,81.113991826,12017911.9,2194683.7,78.110562513,1.426867513,1.426867513,87.482038377,2809714.4,3204187.9,83.172038184,6.217669904,6.217669904,82.089302721,3852482.1,1912566.0,84.714986998,8.071809171,8.071809171,63.285371974,2257647.7,2522577.4,83.95347412,10.046955617,10.046955617,71.896628401,3004732.6,,84549.9,286549.9
2005,15613623.0,82.927622825,3.339479,3.339479275,35864.4,43247.8,84.815092868,18828012.3,10404539.2,83.702311061,3.432348272,3.432348272,83.898106522,12430408.5,2326846.5,82.031605242,0.954192052,0.954192052,88.316785033,2836524.5,3536864.5,86.463688193,6.180321872,6.180321872,87.162685852,4090577.9,2090897.5,87.486684274,5.860665466,5.860665466,66.994315915,2389960.9,2806770.7,87.68472312,6.531286192,6.531286192,76.592402964,3200980.3,435351.4,61245.9,281520.9
2006,16616849.5,85.722797946,2.955102,2.955102359,37785.9,44079.2,87.321465678,19384399.3,11033333.5,86.065850576,3.131296793,3.131296793,86.525205241,12819641.5,2466227.3,85.706869002,1.445069027,1.445069027,89.593023539,2877514.2,3805130.1,89.875643654,3.500591038,3.500591038,90.213895021,4233772.3,2323885.6,90.392998805,7.569499567,7.569499567,72.065450368,2570869.0,3097568.6,90.912073534,6.442817133,6.442817133,81.527111425,3407213.6,439763.3,85841.5,289816.0
2007,17410902.1,88.045686325,2.01425,2.014250137,39183.7,44503.8,89.08033842,19774849.6,11592418.0,88.279803022,2.432269282,2.432269282,88.629731229,13131449.7,2611751.8,84.068128642,7.965012974,7.965012974,96.729119488,3106708.6,3900383.2,91.782018203,0.374219073,0.374219073,90.551492622,4249615.9,2542716.4,93.133682335,6.196743955,6.196743955,76.531161807,2730179.1,3278068.0,93.01751444,3.431748627,3.431748627,84.324916953,3524140.6,444340.3,41700.8,81037.0
2008,17842990.8,89.999045011,0.257428,0.257428465,39735.3,44150.7,89.309656568,19825755.7,11997437.1,90.993707,0.407105767,0.407105767,88.990547976,13184908.6,2795713.1,87.719046336,2.588384142,2.588384142,99.232840678,3187122.1,3859242.9,93.377392368,-2.745278892,-2.745278892,88.065601609,4132952.1,2764642.6,98.67087599,2.626345971,2.626345971,78.541134892,2801883.1,3522042.8,100.859544306,-0.911240536,-0.911240536,83.556514127,3492027.2,449046.9,-52002.1,10917.1
2009,17486637.7,90.894534511,-2.962681,-2.962680624,38544.7,42406.0,86.663696678,19238381.9,11819808.7,91.300470932,-1.811572482,-1.811572482,87.378419697,12946054.4,2914203.5,87.908079235,4.014139877,4.014139877,103.216185706,3315057.7,3402418.8,93.934980377,-12.360467452,-12.360467452,77.180281586,3622099.9,2406617.4,94.794083402,-9.390065508,-9.390065508,71.166070874,2538784.4,2871260.1,94.665006335,-13.142876072,-13.142876072,72.574785025,3033074.4,453671.6,-185150.6,-150540.1
2010,18220176.8,91.996971277,2.946246,2.946246032,39774.3,43234.3,89.217022402,19805192.0,12312626.2,92.982915336,2.284566406,2.284566406,89.37463772,13241815.7,3007672.9,90.403348016,0.358695089,0.358695089,103.586417096,3326948.6,3483647.4,92.922742338,3.502718404,3.502718404,79.883689514,3748971.8,2779493.9,96.307092567,13.679363857,13.679363857,80.901136652,2886074.0,3359733.9,97.363517397,13.769425392,13.769425392,82.567915902,3450711.3,458089.6,-3529.8,52093.2
2011,19020426.6,94.275945092,1.868592,1.868591814,41323.1,43832.0,90.884124379,20175270.2,12889698.9,95.390184211,2.044957232,2.044957232,91.202310838,13512605.1,3039287.0,93.432156725,-2.224680603,-2.224680603,101.281950167,3252934.6,3726376.2,94.571146334,5.103183153,5.103183153,83.960300499,3940288.7,3160593.3,102.12287273,7.235389077,7.235389077,86.754648656,3094892.7,3781949.2,104.236296409,5.144871011,5.144871011,86.815928672,3628246.0,460286.0,-13579.6,2795.0
2012,19825352.6,95.980103493,2.381231,2.381231259,42690.0,44478.0,93.048285559,20655690.0,13324493.0,97.165058271,1.48491527,1.48491527,92.556587878,13713255.9,3065387.9,95.102973038,-0.913151602,-0.913151602,100.357092417,3223230.4,4029402.9,96.173852726,6.329954604,6.329954604,89.274949406,4189707.2,3326677.3,102.77063631,4.591415947,4.591415947,90.73791543,3236992.1,3930833.2,105.051358755,3.130284674,3.130284674,89.533514381,3741820.4,464402.6,10224.7,34324.9
2013,20585140.1,97.705368609,1.998948,1.9989482,43939.8,44971.7,94.908272588,21068586.5,13779250.5,98.617969017,1.889390112,1.889390112,94.305342897,13972352.8,3104378.7,97.874935072,-1.596201634,-1.596201634,98.755190868,3171781.1,4183443.3,97.084944058,2.848587334,2.848587334,91.818024307,4309054.7,3420670.5,102.721917218,2.874205972,2.874205972,93.345910014,3330029.9,3948855.8,103.727467143,1.740661573,1.740661573,91.091989861,3806952.8,468485.1,46252.8,92320.9
2014,21483970.5,99.437782189,2.548123,2.548123278,45450.3,45707.3,97.326652375,21605440.1,14375459.8,100.160194502,2.720480681,2.720480681,96.870901531,14352467.9,3155861.6,99.92914958,-0.431366875,-0.431366875,98.329193687,3158099.1,4479532.5,98.846373397,5.169532575,5.169532575,96.564586983,4531812.7,3602433.2,103.082849628,4.944911415,4.944911415,97.961782573,3494696.9,4152446.9,103.912698701,4.968251592,4.968251592,95.617669097,3996091.8,472691.0,23130.3,64455.3
