,id,name
0,P7,Imports of goods and services
1,P6,Exports of goods and services
2,B1GVB_E,"Industry, including energy (ISIC Rev.4)"
3,B1_GE,Gross domestic product - expenditure approach
4,D1VL,Real estate activities (ISIC Rev.4)
5,D1VG_I,"Distrib. trade, repairs; transp.; accommod., food serv. activ. (ISIC Rev.4)"
6,P3,Final consumption expenditure
7,P3S13,General government final consumption expenditure
8,DB1_GA,Statistical discrepancy
9,P31S14_S15B,Private final consumption expenditure by durability
10,EEMVB_E,"Industry, including energy (ISIC Rev.4)"
11,B1GVG_I,"Distrib. trade, repairs; transp.; accommod., food serv. activ. (ISIC Rev.4)"
12,P5,Gross capital formation
13,P51,Gross fixed capital formation
14,ETOVG_I,"Distrib. trade, repairs; transp.; accommod., food serv. activ. (ISIC Rev.4)"
15,EEMVG_I,"Distrib. trade, repairs; transp.; accommod., food serv. activ. (ISIC Rev.4)"
16,RB1_GE,Residual item
17,D11VM_N,"Prof., scientif., techn. activ.; admin., support service activ.(ISIC Rev.4)"
18,ETOVJ,Information and communication (ISIC Rev.4)
19,ESEVM_N,"Prof., scientif., techn. activ.; admin., support service activ.(ISIC Rev.4)"
20,RB1_GA,Residual item
21,P41,add. Actual individual consumption
22,B1GVK,Financial and insurance activities (ISIC Rev.4)
23,D21_D31,Taxes less subsidies on products
24,ETOVA,"Agriculture, forestry and fishing (ISIC Rev.4)"
25,P32S13,Collective consumption expenditure of general government
26,D12VA,"Agriculture, forestry and fishing (ISIC Rev.4)"
27,ESEVJ,Information and communication (ISIC Rev.4)
28,ETOVM_N,"Prof., scientif., techn. activ.; admin., support service activ.(ISIC Rev.4)"
29,D1VA,"Agriculture, forestry and fishing (ISIC Rev.4)"
30,P51N1114,Cultivated biological resources
31,P62,Exports of services
32,P31S14_S15,Private final consumption expenditure
33,D2_D3,Taxes less subsidies on production and imports
34,ESEVC,of which: Manufacturing (ISIC Rev.4)
35,EEMVR_U,Other service activities (ISIC Rev.4)
36,P51N1112,Other buildings and structures
37,B1GVC,of which: Manufacturing (ISIC Rev.4)
38,D1,"Compensation of employees, total"
39,ESEVO_Q,Public admin.; compulsory s.s.; education; human health (ISIC Rev.4)
40,D11VO_Q,Public admin.; compulsory s.s.; education; human health (ISIC Rev.4)
41,D1VM_N,"Prof., scientif., techn. activ.; admin., support service activ.(ISIC Rev.4)"
42,EEMVJ,Information and communication (ISIC Rev.4)
43,EEMVO_Q,Public admin.; compulsory s.s.; education; human health (ISIC Rev.4)
44,D21S1,Taxes on products
45,D12VM_N,"Prof., scientific, techn. Act.; admin., support service act. (ISIC Rev.4)"
46,P51N1113,Machinery and equipment+weapon system
47,EEMVM_N,"Prof., scientif., techn. activ.; admin., support service activ.(ISIC Rev.4)"
48,ESEVA,"Agriculture, forestry and fishing (ISIC Rev.4)"
49,ETO,"Employment, total"
50,ESEVB_E,"Industry, including energy (ISIC Rev.4)"
51,D12VL,Real estate activities (ISIC Rev.4)
52,ESEVL,Real estate activities (ISIC Rev.4)
53,P51A,Gross fixed capital formation by asset
54,D11VG_I,"Distrib. trade, repairs; transp.; accommod., food serv. activ. (ISIC Rev.4)"
55,B1G,"Gross value added at basic prices, total activity"
56,D11VB_E,"Industry, including energy (ISIC Rev.4)"
57,D12VG_I,"Distr. Trade, repairs; transport; accommod., food serv. Act. (ISIC Rev.4)"
58,B1GVA,"Agriculture, forestry and fishing (ISIC Rev.4)"
