country,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL,ISL
subject,B11,B11,B11,B11,B1_GE,B1_GE,B1_GE,B1_GE,B1_GE,B1_GE,B1_GE,B1_GE,B1_GE,B1_GE,B1_GE,B1_GE,B1_GE,B1_GE,B1_GE,B1_GE,DB1_GE,DB1_GE,EEM,EEM,EEMNC,EEMNC,EEMVA,EEMVA,EEMVB_E,EEMVB_E,EEMVC,EEMVC,EEMVF,EEMVF,EEMVG_I,EEMVG_I,EEMVJ,EEMVJ,EEMVK,EEMVK,EEMVL,EEMVL,EEMVM_N,EEMVM_N,EEMVO_Q,EEMVO_Q,EEMVR_U,EEMVR_U,ESE,ESE,ESENC,ESENC,ESEVA,ESEVA,ESEVB_E,ESEVB_E,ESEVC,ESEVC,ESEVF,ESEVF,ESEVG_I,ESEVG_I,ESEVJ,ESEVJ,ESEVK,ESEVK,ESEVL,ESEVL,ESEVM_N,ESEVM_N,ESEVO_Q,ESEVO_Q,ESEVR_U,ESEVR_U,ETO,ETO,ETONC,ETONC,ETOVA,ETOVA,ETOVB_E,ETOVB_E,ETOVC,ETOVC,ETOVF,ETOVF,ETOVG_I,ETOVG_I,ETOVJ,ETOVJ,ETOVK,ETOVK,ETOVL,ETOVL,ETOVM_N,ETOVM_N,ETOVO_Q,ETOVO_Q,ETOVR_U,ETOVR_U,P3,P3,P3,P3,P3,P311B,P311B,P311B,P311B,P312B,P312B,P312B,P312B,P312N,P312N,P312N,P312N,P313B,P313B,P313B,P313B,P314B,P314B,P314B,P314B,P31DC,P31DC,P31DC,P31DC,P31NC,P31NC,P31NC,P31NC,P31S13,P31S13,P31S13,P31S13,P31S14,P31S14,P31S14,P31S14,P31S14_S15,P31S14_S15,P31S14_S15,P31S14_S15,P31S14_S15,P31S14_S15,P31S14_S15,P31S14_S15,P31S14_S15,P31S14_S15,P31S14_S15,P31S14_S15,P31S14_S15,P31S14_S15,P31S14_S15B,P31S14_S15B,P31S14_S15B,P31S14_S15B,P31S15,P31S15,P31S15,P31S15,P32S13,P32S13,P32S13,P32S13,P3S13,P3S13,P3S13,P3S13,P3S13,P3S13,P3S13,P3S13,P3S13,P3S13,P3S13,P3S13,P3S13,P3S13,P3_P5,P3_P5,P3_P5,P3_P5,P41,P41,P41,P41,P5,P5,P5,P5,P51,P51,P51,P51,P51,P51,P51,P51,P51,P51,P51,P51,P51,P51,P51A,P51A,P51A,P51A,P51N1111,P51N1111,P51N1111,P51N1111,P51N1112,P51N1112,P51N1112,P51N1112,P51N1113,P51N1113,P51N1113,P51N1113,P51N11131,P51N11131,P51N11131,P51N11131,P51N1113I,P51N1113I,P51N1113I,P51N1113I,P51N1113O,P51N1113O,P51N1113O,P51N1113O,P51N1114,P51N1114,P51N1114,P51N1114,P51N112,P51N112,P51N112,P51N112,P51S,P51S,P51S,P51S,P51S13,P51S13,P51S13,P51S13,P52,P52,P52_P53,P52_P53,P6,P6,P6,P6,P6,P6,P6,P6,P6,P6,P6,P6,P6,P6,P61,P61,P61,P61,P62,P62,P62,P62,P7,P7,P7,P7,P7,P7,P7,P7,P7,P7,P7,P7,P7,P7,P71,P71,P71,P71,P72,P72,P72,P72,POPNC,POPNC,PPPGDP,RB1_GE,RB1_GE,RB1_GE,RB1_GE,RB1_GE,RB1_GE
measure,CQR,CQRSA,LNBQR,LNBQRSA,CARSA,CPCARSA,CQR,CQRSA,DNBSA,DOBSA,GCUMSA,GPSA,GYSA,HCPCARSA,HVPVOBARSA,LNBQR,LNBQRSA,VIXOBSA,VOBARSA,VPVOBARSA,CQR,CQRSA,HRS,PER,PER,PERSA,HRS,PER,HRS,PER,HRS,PER,HRS,PER,HRS,PER,HRS,PER,HRS,PER,HRS,PER,HRS,PER,HRS,PER,HRS,PER,HRS,PER,PER,PERSA,HRS,PER,HRS,PER,HRS,PER,HRS,PER,HRS,PER,HRS,PER,HRS,PER,HRS,PER,HRS,PER,HRS,PER,HRS,PER,HRS,PER,PER,PERSA,HRS,PER,HRS,PER,HRS,PER,HRS,PER,HRS,PER,HRS,PER,HRS,PER,HRS,PER,HRS,PER,HRS,PER,HRS,PER,CQR,CQRSA,DNBSA,LNBQR,LNBQRSA,CQR,CQRSA,LNBQR,LNBQRSA,CQR,CQRSA,LNBQR,LNBQRSA,CQR,CQRSA,LNBQR,LNBQRSA,CQR,CQRSA,LNBQR,LNBQRSA,CQR,CQRSA,LNBQR,LNBQRSA,CQR,CQRSA,LNBQR,LNBQRSA,CQR,CQRSA,LNBQR,LNBQRSA,CQR,CQRSA,LNBQR,LNBQRSA,CQR,CQRSA,LNBQR,LNBQRSA,CARSA,CPCARSA,CQR,CQRSA,DNBSA,DOBSA,GCUMSA,GPSA,GYSA,LNBQR,LNBQRSA,VIXOBSA,VOBARSA,VPVOBARSA,CQR,CQRSA,LNBQR,LNBQRSA,CQR,CQRSA,LNBQR,LNBQRSA,CQR,CQRSA,LNBQR,LNBQRSA,CARSA,CPCARSA,CQR,CQRSA,DNBSA,DOBSA,GCUMSA,GPSA,GYSA,LNBQR,LNBQRSA,VIXOBSA,VOBARSA,VPVOBARSA,CQR,CQRSA,LNBQR,LNBQRSA,CQR,CQRSA,LNBQR,LNBQRSA,CQR,CQRSA,LNBQR,LNBQRSA,CARSA,CPCARSA,CQR,CQRSA,DNBSA,DOBSA,GCUMSA,GPSA,GYSA,LNBQR,LNBQRSA,VIXOBSA,VOBARSA,VPVOBARSA,CQR,CQRSA,LNBQR,LNBQRSA,CQR,CQRSA,LNBQR,LNBQRSA,CQR,CQRSA,LNBQR,LNBQRSA,CQR,CQRSA,LNBQR,LNBQRSA,CQR,CQRSA,LNBQR,LNBQRSA,CQR,CQRSA,LNBQR,LNBQRSA,CQR,CQRSA,LNBQR,LNBQRSA,CQR,CQRSA,LNBQR,LNBQRSA,CQR,CQRSA,LNBQR,LNBQRSA,CQR,CQRSA,LNBQR,LNBQRSA,CQR,CQRSA,LNBQR,LNBQRSA,CQR,CQRSA,CQR,CQRSA,CARSA,CPCARSA,CQR,CQRSA,DNBSA,DOBSA,GCUMSA,GPSA,GYSA,LNBQR,LNBQRSA,VIXOBSA,VOBARSA,VPVOBARSA,CQR,CQRSA,LNBQR,LNBQRSA,CQR,CQRSA,LNBQR,LNBQRSA,CARSA,CPCARSA,CQR,CQRSA,DNBSA,DOBSA,GCUMSA,GPSA,GYSA,LNBQR,LNBQRSA,VIXOBSA,VOBARSA,VPVOBARSA,CQR,CQRSA,LNBQR,LNBQRSA,CQR,CQRSA,LNBQR,LNBQRSA,PER,PERSA,CD,CARSA,CQR,CQRSA,LNBQR,LNBQRSA,VOBARSA
unit,Iceland Krona,Iceland Krona,Iceland Krona,Iceland Krona,Iceland Krona,US Dollar,Iceland Krona,Iceland Krona,Index,Index,Percentage,Percentage,Percentage,US Dollar,US Dollar,Iceland Krona,Iceland Krona,Index,Iceland Krona,US Dollar,Iceland Krona,Iceland Krona,Hours,Persons,Persons,Persons,Hours,Persons,Hours,Persons,Hours,Persons,Hours,Persons,Hours,Persons,Hours,Persons,Hours,Persons,Hours,Persons,Hours,Persons,Hours,Persons,Hours,Persons,Hours,Persons,Persons,Persons,Hours,Persons,Hours,Persons,Hours,Persons,Hours,Persons,Hours,Persons,Hours,Persons,Hours,Persons,Hours,Persons,Hours,Persons,Hours,Persons,Hours,Persons,Hours,Persons,Persons,Persons,Hours,Persons,Hours,Persons,Hours,Persons,Hours,Persons,Hours,Persons,Hours,Persons,Hours,Persons,Hours,Persons,Hours,Persons,Hours,Persons,Hours,Persons,Iceland Krona,Iceland Krona,Index,Iceland Krona,Iceland Krona,Iceland Krona,Iceland Krona,Iceland Krona,Iceland Krona,Iceland Krona,Iceland Krona,Iceland Krona,Iceland Krona,Iceland Krona,Iceland Krona,Iceland Krona,Iceland Krona,Iceland Krona,Iceland Krona,Iceland Krona,Iceland Krona,Iceland Krona,Iceland Krona,Iceland Krona,Iceland Krona,Iceland Krona,Iceland Krona,Iceland Krona,Iceland Krona,Iceland Krona,Iceland Krona,Iceland Krona,Iceland Krona,Iceland Krona,Iceland Krona,Iceland Krona,Iceland Krona,Iceland Krona,Iceland Krona,Iceland Krona,Iceland Krona,Iceland Krona,US Dollar,Iceland Krona,Iceland Krona,Index,Index,Percentage,Percentage,Percentage,Iceland Krona,Iceland Krona,Index,Iceland Krona,US Dollar,Iceland Krona,Iceland Krona,Iceland Krona,Iceland Krona,Iceland Krona,Iceland Krona,Iceland Krona,Iceland Krona,Iceland Krona,Iceland Krona,Iceland Krona,Iceland Krona,Iceland Krona,US Dollar,Iceland Krona,Iceland Krona,Index,Index,Percentage,Percentage,Percentage,Iceland Krona,Iceland Krona,Index,Iceland Krona,US Dollar,Iceland Krona,Iceland Krona,Iceland Krona,Iceland Krona,Iceland Krona,Iceland Krona,Iceland Krona,Iceland Krona,Iceland Krona,Iceland Krona,Iceland Krona,Iceland Krona,Iceland Krona,US Dollar,Iceland Krona,Iceland Krona,Index,Index,Percentage,Percentage,Percentage,Iceland Krona,Iceland Krona,Index,Iceland Krona,US Dollar,Iceland Krona,Iceland Krona,Iceland Krona,Iceland Krona,Iceland Krona,Iceland Krona,Iceland Krona,Iceland Krona,Iceland Krona,Iceland Krona,Iceland Krona,Iceland Krona,Iceland Krona,Iceland Krona,Iceland Krona,Iceland Krona,Iceland Krona,Iceland Krona,Iceland Krona,Iceland Krona,Iceland Krona,Iceland Krona,Iceland Krona,Iceland Krona,Iceland Krona,Iceland Krona,Iceland Krona,Iceland Krona,Iceland Krona,Iceland Krona,Iceland Krona,Iceland Krona,Iceland Krona,Iceland Krona,Iceland Krona,Iceland Krona,Iceland Krona,Iceland Krona,Iceland Krona,Iceland Krona,Iceland Krona,Iceland Krona,Iceland Krona,Iceland Krona,Iceland Krona,Iceland Krona,Iceland Krona,Iceland Krona,Iceland Krona,US Dollar,Iceland Krona,Iceland Krona,Index,Index,Percentage,Percentage,Percentage,Iceland Krona,Iceland Krona,Index,Iceland Krona,US Dollar,Iceland Krona,Iceland Krona,Iceland Krona,Iceland Krona,Iceland Krona,Iceland Krona,Iceland Krona,Iceland Krona,Iceland Krona,US Dollar,Iceland Krona,Iceland Krona,Index,Index,Percentage,Percentage,Percentage,Iceland Krona,Iceland Krona,Index,Iceland Krona,US Dollar,Iceland Krona,Iceland Krona,Iceland Krona,Iceland Krona,Iceland Krona,Iceland Krona,Iceland Krona,Iceland Krona,Persons,Persons,Iceland Krona,Iceland Krona,Iceland Krona,Iceland Krona,Iceland Krona,Iceland Krona,Iceland Krona
powercode,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Units,Units,Units,Units,Units,Units,Units,Millions,Millions,Units,Millions,Millions,Millions,Millions,Millions,Thousands,Thousands,Thousands,Millions,Thousands,Millions,Thousands,Millions,Thousands,Millions,Thousands,Millions,Thousands,Millions,Thousands,Millions,Thousands,Millions,Thousands,Millions,Thousands,Millions,Thousands,Millions,Thousands,Millions,Thousands,Thousands,Thousands,Millions,Thousands,Millions,Thousands,Millions,Thousands,Millions,Thousands,Millions,Thousands,Millions,Thousands,Millions,Thousands,Millions,Thousands,Millions,Thousands,Millions,Thousands,Millions,Thousands,Millions,Thousands,Thousands,Thousands,Millions,Thousands,Millions,Thousands,Millions,Thousands,Millions,Thousands,Millions,Thousands,Millions,Thousands,Millions,Thousands,Millions,Thousands,Millions,Thousands,Millions,Thousands,Millions,Thousands,Millions,Millions,Units,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Units,Units,Units,Units,Units,Millions,Millions,Units,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Units,Units,Units,Units,Units,Millions,Millions,Units,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Units,Units,Units,Units,Units,Millions,Millions,Units,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Units,Units,Units,Units,Units,Millions,Millions,Units,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Units,Units,Units,Units,Units,Millions,Millions,Units,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Thousands,Thousands,Units,Millions,Millions,Millions,Millions,Millions,Millions
reference_period,,,2015,2015,,,,,2015,2015,,,,,2015,2015,2015,2015,2015,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015,2015,2015,,,2015,2015,,,2015,2015,,,2015,2015,,,2015,2015,,,2015,2015,,,2015,2015,,,2015,2015,,,2015,2015,,,2015,2015,,,,,2015,2015,,,,2015,2015,2015,2015,2015,,,2015,2015,,,2015,2015,,,2015,2015,,,,,2015,2015,,,,2015,2015,2015,2015,2015,,,2015,2015,,,2015,2015,,,2015,2015,,,,,2015,2015,,,,2015,2015,2015,2015,2015,,,2015,2015,,,2015,2015,,,2015,2015,,,2015,2015,,,2015,2015,,,2015,2015,,,2015,2015,,,2015,2015,,,2015,2015,,,2015,2015,,,2015,2015,,,,,,,,,2015,2015,,,,2015,2015,2015,2015,2015,,,2015,2015,,,2015,2015,,,,,2015,2015,,,,2015,2015,2015,2015,2015,,,2015,2015,,,2015,2015,,,,,,,2015,2015,2015
time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1960-Q1,,,,,90.8,372.5,,,,,,,,,,,,,315715.1,2223.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.6,236.3,,,,,,,,,,,165339.7,1164.6,,,,,,,,,,,,,9.4,38.7,,,,,,,,,,,51710.8,364.2,,,,,,,,,,,,,34.6,141.9,,,,,,,,,,,102791.8,724.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.1,148.1,,,,,,,,,,,104583.0,736.6,,,,,,,,,42.4,173.7,,,,,,,,,,,103045.2,725.8,,,,,,,,,,,0.24377,-4.6,,,,,-5665.0
1960-Q2,,,,,93.7,373.5,,,,,,-0.35800593,,,,,,,314584.8,2215.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.7,234.2,,,,,,-0.521889838,,,,,164476.8,1158.5,,,,,,,,,,,,,9.7,38.5,,,,,,0.332788602,,,,,51882.8,365.4,,,,,,,,,,,,,33.1,132.0,,,,,,-6.331915473,,,,,96283.1,678.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.9,147.2,,,,,,-1.015127864,,,,,103521.4,729.2,,,,,,,,,41.4,165.1,,,,,,-3.244547116,,,,,99701.8,702.2,,,,,,,,,,,0.25077,-3.3,,,,,-1877.5
1960-Q3,,,,,96.5,374.7,,,,,,-0.361266351,,,,,,,313448.4,2207.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.8,232.3,,,,,,-0.527510388,,,,,163609.2,1152.4,,,,,,,,,,,,,9.9,38.4,,,,,,0.333507237,,,,,52055.9,366.7,,,,,,,,,,,,,31.6,122.7,,,,,,-6.797092361,,,,,89738.6,632.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.7,146.5,,,,,,-1.031173216,,,,,102453.9,721.6,,,,,,,,,40.5,157.1,,,,,,-3.371773064,,,,,96340.1,678.6,,,,,,,,,,,0.25761,-2.1,,,,,1930.9
1960-Q4,,,,,99.4,375.7,,,,,,-0.364557508,,,,,,,312305.7,2199.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.0,230.4,,,,,,-0.533205674,,,,,162736.8,1146.2,,,,,,,,,,,,,10.1,38.3,,,,,,0.33421505,,,,,52229.9,367.9,,,,,,,,,,,,,30.1,113.8,,,,,,-7.332641347,,,,,83158.4,585.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.5,145.7,,,,,,-1.047610723,,,,,101380.6,714.1,,,,,,,,,39.5,149.3,,,,,,-3.508496596,,,,,92960.0,654.8,,,,,,,,,,,0.26461,-0.8,,,,,5760.0
