country,EU15,EU15,EU15,EU15,EU15,EU15,EU15,EU15,EU15,EU15,EU15,EU15,EU15,EU15,EU15,EU15,EU15,EU15,EU15,EU15,EU15,EU15,EU15,EU15,EU15,EU15,EU15,EU15,EU15,EU15,EU15,EU15,EU15,EU15,EU15,EU15,EU15,EU15
subject,B1_GE,B1_GE,B1_GE,B1_GE,B1_GE,B1_GE,P31S14_S15,P31S14_S15,P31S14_S15,P31S14_S15,P31S14_S15,P31S14_S15,P3S13,P3S13,P3S13,P3S13,P3S13,P3S13,P51,P51,P51,P51,P51,P51,P6,P6,P6,P6,P6,P6,P7,P7,P7,P7,P7,P7,RB1_GE,RB1_GE
measure,CPCARSA,DOBSA,GPSA,GYSA,VIXOBSA,VPVOBARSA,CPCARSA,DOBSA,GPSA,GYSA,VIXOBSA,VPVOBARSA,CPCARSA,DOBSA,GPSA,GYSA,VIXOBSA,VPVOBARSA,CPCARSA,DOBSA,GPSA,GYSA,VIXOBSA,VPVOBARSA,CPCARSA,DOBSA,GPSA,GYSA,VIXOBSA,VPVOBARSA,CPCARSA,DOBSA,GPSA,GYSA,VIXOBSA,VPVOBARSA,CPCARSA,VPVOBARSA
unit,US Dollar,Index,Percentage,Percentage,Index,US Dollar,US Dollar,Index,Percentage,Percentage,Index,US Dollar,US Dollar,Index,Percentage,Percentage,Index,US Dollar,US Dollar,Index,Percentage,Percentage,Index,US Dollar,US Dollar,Index,Percentage,Percentage,Index,US Dollar,US Dollar,Index,Percentage,Percentage,Index,US Dollar,US Dollar,US Dollar
powercode,Millions,Units,Units,Units,Units,Millions,Millions,Units,Units,Units,Units,Millions,Millions,Units,Units,Units,Units,Millions,Millions,Units,Units,Units,Units,Millions,Millions,Units,Units,Units,Units,Millions,Millions,Units,Units,Units,Units,Millions,Millions,Millions
reference_period,,2015,,,2015,2015,,2015,,,2015,2015,,2015,,,2015,2015,,2015,,,2015,2015,,2015,,,2015,2015,,2015,,,2015,2015,,2015
time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1960,582808.9,14.043683745,,,24.376705978,4149971.6,355061.8,15.96921302,,,23.381954796,2223414.8,82797.1,9.137505603,,,25.62159168,906123.5,141663.4,15.551507584,,,27.547811993,910930.2,101503.3,26.093045208,,,5.439226339,389005.4,103429.6,27.298717402,,,5.771411083,378880.8,5212.8,99378.6
1961,625962.0,14.309013331,5.412759,5.412759013,25.696158328,4374599.6,377275.4,16.091849703,5.446468111,5.446468111,24.655445507,2344512.3,89553.6,9.435329093,4.746231548,4.746231548,26.837651747,949130.2,157597.8,15.828753131,9.299535074,9.299535074,30.109630431,995642.5,105069.3,25.587921862,5.556514336,5.556514336,5.74145773,410620.5,107691.7,26.57993417,6.936487892,6.936487892,6.171744313,405161.8,4157.8,79855.9
1962,666817.1,14.539007859,4.8416,4.841599948,26.940263516,4586400.2,402107.0,16.232275212,5.659775662,5.659775662,26.050888411,2477206.5,98609.3,9.820622967,5.792022486,5.792022486,28.392094571,1004104.1,169656.6,16.125129138,5.673049214,5.673049214,31.817764584,1052125.7,109102.4,25.33415908,4.878633067,4.878633067,6.021562385,430653.2,114380.2,26.129556372,8.041429914,8.041429914,6.668040807,437742.6,1722.1,60053.4
1963,709287.5,14.754545224,4.815266,4.815265509,28.237508733,4807247.5,429992.5,16.397305035,5.858619751,5.858619751,27.577110905,2622336.6,107243.0,10.163106726,5.090558249,5.090558249,29.837410683,1055218.6,181143.3,16.465031804,4.566355813,4.566355813,33.270676927,1100169.5,115677.9,25.537168255,5.184066954,5.184066954,6.333724211,452978.5,124384.1,26.324008265,7.942848975,7.942848975,7.197673218,472511.9,-385.1,49056.2
1964,764776.0,15.031671195,5.83529,5.835290327,29.885249349,5087764.4,455633.1,16.627168019,4.49814233,4.49814233,28.817568604,2740293.0,114136.6,10.514167262,2.874512335,2.874512335,30.695090734,1085551.0,200715.2,16.674646967,9.411747008,9.411747008,36.402028867,1203714.7,126177.6,25.570756727,8.933430396,8.933430396,6.899543055,493445.0,136386.6,26.273439065,9.86060738,9.86060738,7.907407514,519104.4,4500.0,83865.1
1965,815719.5,15.36910108,4.319478,4.319477608,31.176136003,5307529.2,485507.2,16.913033648,4.755570508,4.755570508,30.188008398,2870609.6,124992.0,11.098521363,3.744938554,3.744938554,31.844603021,1126204.2,210286.1,16.790312123,4.046670741,4.046670741,37.875099118,1252425.1,135503.8,25.398197242,8.120927249,8.120927249,7.459849927,533517.4,145538.1,26.033706239,7.692645288,7.692645288,8.515696326,559037.3,4968.6,83810.3
1966,872467.2,15.830417458,3.839917,3.839917197,32.373273811,5511334.0,519520.1,17.369238346,4.195145519,4.195145519,31.45443928,2991035.8,135479.1,11.642142112,3.329046848,3.329046848,32.904724774,1163696.0,223849.4,17.144392908,4.251444977,4.251444977,39.485338117,1305671.3,147475.3,25.64581688,7.783995816,7.783995816,8.040524333,575046.3,155888.7,26.123982733,6.741784658,6.741784658,9.089806234,596726.4,2031.8,72610.9
1967,927816.5,16.290773369,3.338856,3.338855945,33.454170788,5695349.5,553457.0,17.814963282,3.866936097,3.866936097,32.670762346,3106697.3,148083.4,12.183001377,4.450953203,4.450953203,34.369298675,1215491.6,233729.8,17.394870577,2.91035723,2.91035723,40.634502509,1343671.0,156856.2,25.924888767,5.216035224,5.216035224,8.459920914,605040.9,162742.9,26.174685044,4.194645748,4.194645748,9.471091405,621756.9,-1567.0,46205.6
1968,1019028.5,16.96060924,5.493207,5.493207462,35.291877794,6008206.8,602215.1,18.487310589,4.852541417,4.852541417,34.25612462,3257451.0,160826.5,12.844996526,3.008164234,3.008164234,35.403183625,1252055.6,256369.6,17.916934509,6.490281439,6.490281439,43.271796084,1430879.0,181482.4,26.766697978,12.061107226,12.061107226,9.480281047,678015.6,184830.0,27.036571574,9.951232669,9.951232669,10.413581747,683629.4,2964.8,73435.0
1969,1135356.4,17.80850047,6.110895,6.110895436,37.448527543,6375362.1,660846.4,19.173403141,5.809198164,5.809198164,36.246130783,3446682.8,178239.0,13.799056362,3.164383753,3.164383753,36.523476216,1291675.4,288738.3,18.868150579,6.94787867,6.94787867,46.278267974,1530294.7,209702.4,27.633155975,11.926605206,11.926605206,10.61095674,758879.8,215076.3,27.626835225,13.878216936,13.878216936,11.858801212,778505.0,12906.5,126334.2
1970,1260081.6,18.790007392,5.188161,5.188161379,39.391417586,6706126.1,720286.8,19.785414693,5.623110536,5.623110536,38.284290781,3640493.6,199801.8,14.840106009,4.233913646,4.233913646,38.069848659,1346363.8,333049.4,20.657560604,5.354853977,5.354853977,48.756401647,1612239.8,240166.2,28.9305261,9.391227931,9.391227931,11.607455873,830147.9,247515.8,28.405025677,11.92997714,11.92997714,13.273553486,871380.4,14293.3,148261.4
1971,1372885.5,19.768166695,3.56099,3.560990352,40.794142166,6944930.6,785662.6,20.647950825,4.519866447,4.519866447,40.014689595,3805039.1,227540.8,16.123248392,4.820043962,4.820043962,39.904832101,1411259.2,362926.8,21.551436499,4.451132589,4.451132589,50.92661373,1684002.7,262330.4,29.609115644,6.725392759,6.725392759,12.38810287,885978.7,264811.6,28.958338582,4.943503596,4.943503596,13.92973208,914457.2,-763.6,73108.2
1972,1501928.3,20.659603084,4.678936,4.678936226,42.702874062,7269879.5,860848.0,21.47918707,5.329375928,5.329375928,42.14722283,4007823.9,251602.9,17.053717618,4.541766342,4.541766342,41.717216334,1475355.3,396471.9,22.407203756,5.070774491,5.070774491,53.508987468,1769394.7,286248.7,29.943039956,7.900709223,7.900709223,13.366850856,955977.3,289007.1,28.921817353,9.274688371,9.274688371,15.221671321,999270.2,-4236.1,60598.6
1973,1681990.8,21.851302311,5.881253,5.88125286,45.214338064,7697439.5,958147.4,22.728883628,5.183011261,5.183011261,44.331718135,4215549.9,281802.4,18.30150709,4.366533859,4.366533859,43.53881271,1539777.2,445867.6,24.090112693,4.602581939,4.602581939,55.971782461,1850832.5,337084.3,31.888660346,10.57442822,10.57442822,14.780318905,1057066.4,352858.3,31.867056168,10.809112361,10.809112361,16.866998878,1107282.4,11947.3,141496.0
