country,OECD,OECD,OECD,OECD,OECD,OECD,OECD,OECD,OECD,OECD,OECD,OECD,OECD,OECD,OECD,OECD,OECD,OECD,OECD,OECD,OECD,OECD,OECD,OECD,OECD,OECD,OECD,OECD,OECD,OECD,OECD,OECD,OECD,OECD,OECD,OECD,OECD,OECD,OECD,OECD,OECD,OECD,OECD,OECD,OECD,OECD,OECD,OECD,OECD
subject,B11,B1_GE,B1_GE,B1_GE,B1_GE,B1_GE,B1_GE,B1_GE,B1_GE,P31S14_S15,P31S14_S15,P31S14_S15,P31S14_S15,P31S14_S15,P31S14_S15,P31S14_S15,P3S13,P3S13,P3S13,P3S13,P3S13,P3S13,P3S13,P51,P51,P51,P51,P51,P51,P51,P52_P53,P6,P6,P6,P6,P6,P6,P6,P7,P7,P7,P7,P7,P7,P7,POPNC,POPNC,RB1_GE,RB1_GE
measure,CTQRGPSA,CPCARSA,DOBSA,GPSA,GYSA,HCPCARSA,HVPVOBARSA,VIXOBSA,VPVOBARSA,CPCARSA,CTQRGPSA,DOBSA,GPSA,GYSA,VIXOBSA,VPVOBARSA,CPCARSA,CTQRGPSA,DOBSA,GPSA,GYSA,VIXOBSA,VPVOBARSA,CPCARSA,CTQRGPSA,DOBSA,GPSA,GYSA,VIXOBSA,VPVOBARSA,CTQRGPSA,CPCARSA,CTQRGPSA,DOBSA,GPSA,GYSA,VIXOBSA,VPVOBARSA,CPCARSA,CTQRGPSA,DOBSA,GPSA,GYSA,VIXOBSA,VPVOBARSA,PER,PERSA,CPCARSA,VPVOBARSA
unit,Percentage points,US Dollar,Index,Percentage,Percentage,US Dollar,US Dollar,Index,US Dollar,US Dollar,Percentage points,Index,Percentage,Percentage,Index,US Dollar,US Dollar,Percentage points,Index,Percentage,Percentage,Index,US Dollar,US Dollar,Percentage points,Index,Percentage,Percentage,Index,US Dollar,Percentage points,US Dollar,Percentage points,Index,Percentage,Percentage,Index,US Dollar,US Dollar,Percentage points,Index,Percentage,Percentage,Index,US Dollar,Persons,Persons,US Dollar,US Dollar
powercode,Units,Millions,Units,Units,Units,Units,Units,Units,Millions,Millions,Units,Units,Units,Units,Units,Millions,Millions,Units,Units,Units,Units,Units,Millions,Millions,Units,Units,Units,Units,Units,Millions,Units,Millions,Units,Units,Units,Units,Units,Millions,Millions,Units,Units,Units,Units,Units,Millions,Thousands,Thousands,Millions,Millions
reference_period,,,2015,,,,2015,2015,2015,,,2015,,,2015,2015,,,2015,,,2015,2015,,,2015,,,2015,2015,,,,2015,,,2015,2015,,,2015,,,2015,2015,,,,2015
time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1969,,2826540.1,18.07952076,5.570686645,5.570686645,,,28.961105137,15633932.7,1647398.8,,18.207796264,5.435503643,5.435503643,27.806090717,9047765.7,431388.6,,12.795539021,2.683109747,2.683109747,36.127180275,3371398.4,713463.2,,21.348395149,7.263323205,7.263323205,28.365279438,3341999.4,,349558.3,,28.287663281,11.350284607,11.350284607,8.047983627,1235726.9,352160.6,,24.910194973,12.753187126,12.753187126,9.286351268,1413720.6,,,36891.8,50762.8
1970,,3096823.3,19.05736109,3.94064917,3.94064917,,,30.102360686,16250011.2,1792922.0,,18.978169508,4.415678589,4.415678589,29.033918311,9447286.0,477740.4,,13.863862563,2.211004135,2.211004135,36.925953725,3445940.1,795928.2,,22.791392595,4.495281773,4.495281773,29.640378674,3492231.7,,399989.8,,29.368255079,10.216904062,10.216904062,8.870238393,1361980.0,403246.8,,25.720155796,10.900551276,10.900551276,10.298614749,1567823.9,,,33489.7,70397.3
1971,,3377576.8,20.042072955,3.707204127,3.707204127,,,31.218316644,16852432.3,1961646.7,,19.864084934,4.531013123,4.531013123,30.34944896,9875343.8,534511.2,,15.085764471,2.820983117,2.820983117,37.967628645,3543149.5,863026.3,,23.728495026,4.14796007,4.14796007,30.869849746,3637088.1,,436874.3,,30.07592561,6.651440956,6.651440956,9.460237062,1452571.3,434144.9,,26.329464741,5.170859247,5.170859247,10.831141622,1648893.9,,,15663.3,-6826.5
1972,,3719073.8,20.922112471,5.47916152,5.47916152,,,32.928818636,17775804.3,2159501.3,,20.617678428,6.062409567,6.062409567,32.189356858,10474027.6,589309.8,,16.134811548,3.083761262,3.083761262,39.138459669,3652411.8,960116.3,,24.656501602,7.062786681,7.062786681,33.050121382,3893967.9,,478455.9,,30.524348417,7.909091307,7.909091307,10.20845585,1567456.5,477480.4,,26.490937509,9.311403643,9.311403643,11.839672938,1802429.1,,,9170.9,-9630.4
1973,,4167303.8,22.093980533,6.108930523,6.108930523,,,34.940417289,18861715.8,2397188.7,,21.694813317,5.495172559,5.495172559,33.958217562,11049593.4,648618.7,,17.319138686,2.537668762,2.537668762,40.131664134,3745097.9,1101184.0,,26.329845242,7.403698304,7.403698304,35.497052659,4182265.5,,573033.7,,32.842946077,11.312144494,11.312144494,11.363251126,1744769.4,586702.7,,29.15535704,11.645586447,11.645586447,13.218472285,2012332.5,,,33981.5,152322.0
1974,,4594875.0,24.103500254,1.067701723,1.067701723,,,35.313476726,19063102.7,2667596.4,,23.982744371,0.664176901,0.664176901,34.183760199,11122982.3,742439.2,,19.248860552,2.989437968,2.989437968,41.331375339,3857055.3,1189823.2,,29.338046365,-3.029501072,-3.029501072,34.421669068,4055563.7,,735291.5,,39.470660673,6.769471301,6.769471301,12.13248315,1862881.1,801672.6,,38.739783579,2.83479885,2.83479885,13.593189385,2069378.1,,,61397.3,233998.3
1975,,5039243.0,26.311605055,0.467217126,0.467217126,,,35.478467338,19152168.7,2981546.4,,26.099560102,2.703947665,2.703947665,35.108071185,11423741.9,861801.7,,21.267812402,5.057886607,5.057886607,43.421869437,4052140.8,1242909.1,,31.990300317,-4.199049147,-4.199049147,32.976286266,3885268.6,,760706.1,,41.86769615,-2.466751929,-2.466751929,11.833204888,1816928.4,785378.6,,40.707001584,-6.766902346,-6.766902346,12.673351534,1929345.3,,,-22341.6,-96565.7
1976,,5581268.6,27.777459804,4.91134058,4.91134058,,,37.220935701,20092797.0,3292992.8,,27.56141424,4.587767729,4.587767729,36.718747945,11947836.7,935070.7,,22.528911049,2.428246136,2.428246136,44.476259304,4150536.7,1361406.5,,33.593159537,4.307591178,4.307591178,34.396769865,4052630.1,,870227.9,,43.629758552,9.777256199,9.777256199,12.990167646,1994574.2,918409.4,,42.774849378,11.285313044,11.285313044,14.103578928,2147077.9,,,39980.1,94297.3
1977,,6153467.5,29.53791684,3.681113356,3.681113356,,,38.591080536,20832435.6,3625757.3,,29.241533786,3.778956436,3.778956436,38.106333434,12399340.2,1022813.5,,24.110550961,2.208042557,2.208042557,45.458314037,4242182.3,1520038.3,,35.934985576,4.375864565,4.375864565,35.901925929,4229967.7,,962686.2,,45.654515418,5.718457695,5.718457695,13.733004887,2108633.0,1010223.9,,45.385092485,3.670840502,3.670840502,14.621298815,2225893.7,,,32396.2,78206.0
1978,,6881670.5,31.630872906,4.434177108,4.434177108,,,40.302277395,21756182.7,4025141.3,,31.208784495,4.017328523,4.017328523,39.637190036,12897462.4,1127967.6,,25.729751432,3.340772247,3.340772247,46.976972776,4383904.0,1734575.2,,38.479786307,6.567169409,6.567169409,38.259666225,4507756.9,,1057399.2,,47.236167873,6.160585664,6.160585664,14.579038418,2238537.2,1080419.0,,46.084031584,5.326421852,5.326421852,15.400090871,2344454.2,,,17006.3,72976.5
1979,,7746449.5,34.265577529,3.911099284,3.911099284,,,41.878539478,22607088.6,4534148.1,,33.935112668,3.595795843,3.595795843,41.062462468,13361228.8,1256310.3,,27.953996345,2.516081011,2.516081011,48.158951468,4494206.6,2006963.4,,42.100614739,5.752470293,5.752470293,40.460542159,4767064.2,,1246860.8,,52.202913286,6.69864712,6.69864712,15.555636755,2388488.9,1325144.9,,52.134912619,8.415893211,8.415893211,16.696146073,2541761.0,,,27311.8,137861.0
1980,,8562174.8,37.388925319,1.296973884,1.296973884,,,42.421693198,22900296.6,5057342.5,,37.334200374,1.383927638,1.383927638,41.630737235,13546138.6,1418814.2,,30.835427754,2.381740119,2.381740119,49.305972536,4601246.9,2196591.8,,46.454812876,-0.810056347,-0.810056347,40.13278897,4728448.3,,1461045.3,,58.716199459,4.179561704,4.179561704,16.205794192,2488317.3,1580822.2,,62.228191379,-0.054985529,-0.054985529,16.686965608,2540363.4,,,9203.2,76509.0
1981,,9595335.8,40.965848129,2.281506898,2.281506898,,,43.389547054,23422768.5,5629717.3,,41.0663642,1.201003942,1.201003942,42.13072403,13708828.2,1615746.3,,33.934004885,3.481449475,3.481449475,51.022535058,4761437.0,2428021.9,,50.769578464,1.141734197,1.141734197,40.590998745,4782434.7,,1677810.4,,64.140980064,5.123918579,5.123918579,17.036165891,2615816.6,1764832.5,,69.008527869,0.671116985,0.671116985,16.798954669,2557412.2,,,8872.4,111664.2
1982,,10207797.0,43.492523588,0.202646563,0.202646563,,,43.47747448,23470233.9,6055189.1,,43.490708175,1.561918867,1.561918867,42.788771758,13922949.0,1749351.4,,36.030002303,1.970542416,1.970542416,52.027955753,4855263.1,2465894.3,,53.562489513,-3.735833371,-3.735833371,39.074586668,4603770.9,,1772455.9,,67.495373558,0.390850136,0.390850136,17.102751769,2626040.5,1814183.9,,71.688564247,-1.046607838,-1.046607838,16.623135492,2530646.1,,,-20909.8,-7143.5
1983,,10907578.6,45.203702275,2.810371423,2.810371423,,,44.699352998,24129834.7,6503579.5,,45.337082151,3.030937923,3.030937923,44.085672868,14344945.0,1860074.3,,37.303841845,2.698468128,2.698468128,53.431913556,4986280.8,2542954.3,,54.593595912,1.17731472,1.17731472,39.534617529,4657971.7,,1877704.6,,69.177934558,3.361370021,3.361370021,17.677638539,2714311.5,1882379.9,,72.833447727,2.128037536,2.128037536,16.976882055,2584499.2,,,5645.8,10824.9
1984,,11843753.6,46.848154899,4.771347206,4.771347206,,,46.832114328,25281152.9,7004079.5,,47.200276231,3.444556638,3.444556638,45.604228839,14839064.7,1971215.1,,38.77973108,1.941842665,1.941842665,54.469477251,5083106.6,2780914.2,,55.725672925,7.135998112,7.135998112,42.35580709,4990364.5,,2127096.1,,71.371492214,9.800078943,9.800078943,19.410061071,2980316.1,2153592.1,,75.183952873,10.831161802,10.831161802,18.81567562,2864430.5,,,114040.9,252731.5
1985,,12688139.3,48.327100004,3.850915259,3.850915259,,,48.635579365,26254708.6,7512777.3,,48.769380917,3.811805383,3.811805383,47.342573288,15404701.0,2108196.2,,40.089893783,3.453908355,3.453908355,56.350803076,5258672.4,3009734.3,,57.0902888,5.641277838,5.641277838,44.745215848,5271884.8,,2240547.0,,72.309001911,3.96791899,3.96791899,20.180236571,3098572.7,2267154.8,,75.896683022,4.284577799,4.284577799,19.62184788,2987159.3,,,84039.4,208037.0
1986,,13317109.8,49.30460087,2.876298492,2.876298492,,,50.034483801,27009872.4,7902808.7,,49.401494927,3.845601379,3.845601379,49.16317994,15997104.4,2214680.2,,40.700363599,3.475282096,3.475282096,58.309152447,5441426.1,3162255.4,,58.13683394,3.176229838,3.176229838,46.166426745,5439332.0,,2158365.7,,67.946320024,2.517357214,2.517357214,20.688245212,3176574.8,2179153.5,,68.663144593,6.244327828,6.244327828,20.847100387,3173687.3,,,58153.3,129122.4
1987,,14144721.7,50.546298631,3.605429226,3.605429226,,,51.838441703,27983694.2,8398699.6,,50.70322944,3.546410369,3.546410369,50.906708051,16564427.3,2339411.6,,41.991346933,2.384474228,2.384474228,59.69951916,5571175.5,3372102.7,,58.67627903,5.655633139,5.655633139,48.777430475,5746960.7,,2281729.2,,67.86943118,5.835363542,5.835363542,21.89547953,3361939.5,2327162.8,,68.146864976,7.60110957,7.60110957,22.43171133,3414922.8,,,79941.3,154114.0
1988,,15311925.2,52.323796222,4.574430217,4.574430217,,,54.209755044,29263788.8,9040227.8,,52.4145679,4.124022441,4.124022441,53.006112115,17247548.0,2482301.4,,43.580678593,2.238315185,2.238315185,61.035782562,5695876.0,3724944.5,,60.464962178,7.195807597,7.195807597,52.287360523,6160500.9,,2503230.5,,68.845036421,8.152933937,8.152933937,23.680603512,3636036.2,2563099.4,,68.81948044,9.061927742,9.061927742,24.464456802,3724380.6,,,124320.4,248208.3
1989,,16523723.1,54.367141526,3.858215441,3.858215441,,,56.301284184,30392848.8,9743179.6,,54.491538505,3.66789353,3.66789353,54.950319872,17880169.7,2657775.4,,45.775754247,1.934745678,1.934745678,62.216669727,5806076.7,4063106.5,,62.203078472,6.030375685,6.030375685,55.440484799,6532002.3,,2771362.7,,70.962749124,7.407532883,7.407532883,25.434752004,3905376.8,2877762.4,,70.971510082,8.872158052,8.872158052,26.634982076,4054813.5,,,166061.3,324036.9
1990,,17691202.2,56.395159625,3.215306154,3.215306154,,,58.111542839,31370072.0,10447894.9,,56.547211537,3.334647929,3.334647929,56.782719575,18476410.5,2879190.8,,48.187445497,2.90910009,2.90910009,64.026614922,5974981.3,4337023.0,,63.879427719,3.940399599,3.940399599,57.625061439,6789389.3,,2953290.4,,70.915364115,6.635760986,6.635760986,27.122541354,4164528.3,3062832.3,,70.884088272,6.562298832,6.562298832,28.382849194,4320902.5,,,136635.4,285665.2
1991,,18539880.3,58.255330057,1.450862314,1.450862314,,,58.954661314,31825208.5,10979827.4,,58.571724031,1.45884276,1.45884276,57.611090169,18745952.2,3086984.5,,50.31761074,2.678117035,2.678117035,65.741322604,6134998.3,4410539.7,,65.320172756,-0.547958799,-0.547958799,57.309299844,6752186.2,,3086479.9,,70.492042789,5.137474502,5.137474502,28.515955,4378479.8,3123755.2,,70.121792014,3.097829927,3.097829927,29.26210159,4454756.7,,,99804.0,268348.7
1992,,19383147.3,59.561664673,2.255390542,2.255390542,,,60.284319169,32542991.3,11564104.9,,60.008785519,2.799186944,2.799186944,59.223732283,19270686.5,3263602.6,,52.205052456,1.899086767,1.899086767,66.989807361,6251507.2,4484516.7,,65.598382095,1.246054289,1.246054289,58.023404833,6836322.1,,3204851.6,,69.65540374,5.082343752,5.082343752,29.965233858,4601009.2,3230708.1,,69.051283747,5.027246135,5.027246135,30.733179461,4678708.3,,,96779.7,262174.5
1993,,20066164.5,60.757896855,1.485539791,1.485539791,,,61.179866718,33026430.3,12033978.1,,61.274444484,1.913718619,1.913718619,60.357107874,19639473.2,3377417.3,,53.49791912,0.986447388,0.986447388,67.650626566,6313175.0,4536791.2,,66.247144494,0.174944672,0.174944672,58.124913688,6848281.9,,3322218.9,,70.108085514,2.992841084,2.992841084,30.862045688,4738710.1,3274911.6,,69.055166307,1.362527522,1.362527522,31.15192749,4742457.0,,,70670.5,229247.1
1994,,21108954.6,62.059920179,2.989720055,2.989720055,,,63.008973463,34013828.2,12656275.4,,62.653908128,2.855594275,2.855594275,62.080661991,20200296.9,3493737.1,,54.769251074,1.042851634,1.042851634,68.356122231,6379012.1,4774164.3,,67.223176903,3.704283803,3.704283803,60.278025452,7101961.7,,3696252.7,,71.420666109,9.213825331,9.213825331,33.705620671,5175326.6,3638186.1,,70.147403839,9.362873515,9.362873515,34.068643058,5186487.2,,,126711.2,343718.2
1995,,,,2.532430398,2.532430398,,,64.604631861,34875204.7,,,,2.260935745,2.260935745,63.484265869,20657012.6,,,,1.169320433,1.169320433,69.155424336,6453603.2,,,,2.85964786,2.85964786,62.001764716,7305052.8,,,,,9.406951732,9.406951732,36.876292138,5662167.1,,,,7.898500771,7.898500771,36.759555093,5596142.0,,,,393511.0
1996,,24365414.9,67.709038245,3.183534758,3.183534758,,,66.661342771,35985468.9,14591339.5,,68.482741153,3.144603734,3.144603734,65.480594464,21306593.8,3956531.9,,60.501181309,1.332454659,1.332454659,70.076889009,6539594.5,5620495.3,,72.37521897,6.306871508,6.306871508,65.912136349,7765773.1,,4768690.4,,78.846103323,6.815976786,6.815976786,39.38977165,6048099.1,4739636.8,,78.857021574,7.402890589,7.402890589,39.480824738,6010418.2,,,167994.6,335826.7
1997,,25664768.4,68.785781356,3.683943777,3.683943777,,,69.11710916,37311153.4,15362898.7,,69.734544095,3.397770845,3.397770845,67.705475012,22030543.0,4110504.4,,61.91215913,1.523912935,1.523912935,71.144799785,6639252.2,5916721.6,,72.791956106,4.667789534,4.667789534,68.988776152,8128263.0,,5314455.9,,78.744098283,11.589131245,11.589131245,43.954703984,6749021.2,5250454.2,,78.551956667,11.207780894,11.207780894,43.905749069,6684052.7,,,210641.9,448126.7
1998,,26549577.3,69.125670927,2.938912571,2.938912571,,,71.148400569,38407695.6,15924469.2,,69.974050027,3.300578135,3.300578135,69.940147116,22757678.3,4245818.1,,62.647702188,2.079155379,2.079155379,72.624010717,6777292.6,6140503.0,,72.611289093,4.040410242,4.040410242,71.776205729,8456678.2,,5568602.3,,77.883262456,5.940317864,5.940317864,46.565753116,7149934.5,5521529.9,,76.85695465,7.48216032,7.48216032,47.190847605,7184164.3,,,191714.5,450276.2
1999,,27773148.0,70.017603063,3.276049799,3.276049799,,,73.479257604,39665950.8,16770576.9,,70.859650207,3.997055973,3.997055973,72.735693944,23667315.4,4487711.2,,64.49249644,2.673763008,2.673763008,74.56580465,6958501.3,6441023.8,,72.881857725,4.50466166,4.50466166,75.009480949,8837622.9,,5781542.4,,76.640236866,5.50785934,5.50785934,49.130529299,7543742.9,5879049.7,,75.664517698,8.153008948,8.153008948,51.038321632,7769889.8,,,171343.3,428658.1
2000,,29697038.1,71.885060823,4.14936408,4.14936408,,,76.528179525,41311835.5,17991206.5,,72.973257875,4.171172471,4.171172471,75.769625186,24654520.0,4788139.6,,67.104009267,2.542197551,2.542197551,76.46141471,7135400.2,6970774.0,,74.794724955,5.456793699,5.456793699,79.10259358,9319873.8,,6737428.4,,79.537030836,12.289179993,12.289179993,55.168268475,8470807.0,6995075.2,,79.992142777,12.546033594,12.546033594,57.44160661,8744702.8,,,204564.9,475937.4
2001,,30847543.7,73.660580778,1.370352832,1.370352832,,,77.5768856,41877953.4,18783901.8,,74.550744228,2.196794475,2.196794475,77.434128126,25196129.1,5104604.7,,69.484694836,2.956703163,2.956703163,78.722151778,7346372.8,7045502.9,,76.157785645,-0.736940326,-0.736940326,78.519654669,9251191.9,,6872883.4,,80.389003935,0.929364745,0.929364745,55.680982913,8549531.7,7049198.4,,80.426292579,0.229746468,0.229746468,57.573576673,8764793.5,,,89849.4,299521.4
