country,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA
2009-Q2,4995.5,2923.0,2873.9,1485.3,689723.5,222189.8,221812.0,40931.1,15965.3,14307.1,136689.0,30155.8,30367.5,106721.9,30155.8,30367.5,36319.9,13925.4,14031.9,114402.3,25903.3,26124.3,475783.5,155422.2,156186.4,29510.3,8713.5,8837.3,45328.3,28500.3,28834.3,60415.0,24231.9,24247.2,111989.0,32195.2,32585.8,114138.7,36676.3,36439.4,803577.5,258381.4,258481.5,3240255.3,2532043.8,803577.5,810063.8,62.336448136,,1.745875792,-1.897180343,258381.4,258481.5,86.694388277,5198010.9,2613623.3,803577.5,784501.0,786095.9,130991.1,-12332.7,-19076.5,113854.0,35886.8,1594.8,-2.7,156.2,655104.7,665137.5,216463.6,218243.7,2031043.8,1587125.5,504220.0,507760.9,62.929918359,,2.491837916,3.972473887,167343.0,169000.3,84.15402532,3227469.3,1622810.9,655104.7,626925.9,489900.8,150884.8,156731.5,58.778763618,,-1.192301725,2.085165854,49120.6,49243.5,89.948325698,1066585.7,536292.3,143477.2,143449.3,599181.6,468220.5,147361.7,149795.4,65.486543846,,6.46170972,-8.075646398,48603.7,49351.8,85.559342693,914969.0,460057.6,-3884.5,-6346.1,143477.2,367309.4,287027.8,93899.8,91827.3,59.115325787,,3.33533391,-10.474670004,31421.4,30655.2,80.332188667,621343.8,312419.2,355617.2,277891.2,88904.3,88904.3,58.479022934,,5.483905308,-12.955743374,28547.5,29169.9,72.169556354,608110.8,305765.5,1.2797,-28588.1,0.0,-800.9,-24246.1,-156.2
2009-Q3,-2957.0,-9185.9,456.2,-474.4,731387.1,231645.3,226714.6,37986.2,14906.0,14441.5,150354.5,33492.9,31676.3,116572.9,33492.9,31676.3,42573.4,15551.9,14918.1,123550.0,27804.4,27028.6,500472.9,160510.1,159006.6,30771.7,8827.3,8842.5,50060.2,29266.5,29276.1,62785.7,24567.0,24594.4,117078.6,33560.1,33107.9,116226.7,36813.7,36711.7,852843.2,270139.1,264566.9,3383886.9,2591765.4,852843.2,845971.7,63.602271703,,2.35428405,-1.055960885,270139.1,264566.9,88.735420432,5320386.8,2675155.4,852843.3,835465.3,837119.7,145242.9,-18625.3,-17378.0,121456.1,38103.9,1654.4,1.5,53.7,691876.8,694911.4,223629.4,222720.4,2118438.3,1622541.0,534397.2,529609.6,64.144966696,,2.327208226,4.456010335,173836.7,172933.3,86.11246472,3302579.2,1660577.1,691876.8,655265.3,501876.7,157479.6,163816.3,60.764887148,,1.104087259,0.290777345,49792.7,49787.1,90.941433702,1078361.7,542213.4,163923.4,159918.2,655652.1,502173.0,172381.6,163913.0,65.568895394,,9.287178423,-3.949686924,56607.9,53935.2,93.505391506,999943.9,502784.0,-8458.2,-3994.9,163923.4,346710.2,265550.1,92906.4,86677.6,56.754301102,,-1.68134915,-10.159952889,32922.0,30139.8,78.981524096,610896.8,307166.4,383453.7,293692.4,95863.4,95863.4,60.081802645,,4.951154325,-11.138893503,32465.8,30614.2,75.742782465,638219.3,320904.4,1.30563,-8725.4,0.0,1813.5,-33175.5,-53.7
2009-Q4,-9125.7,-10298.2,-4562.1,-3853.1,781546.4,233473.4,232234.9,29117.3,10918.7,15060.3,165591.0,33982.8,33036.9,124849.3,33982.8,33036.9,44885.3,15984.0,15676.9,129633.7,28604.3,27886.7,541952.8,164379.7,161316.6,34238.3,9254.2,8841.3,49635.5,30437.5,29793.7,65090.9,25008.9,24948.7,119960.5,34574.4,33428.5,143394.0,36992.8,37146.1,920491.5,273121.7,271227.7,3561491.9,2663243.7,920491.5,890373.0,65.29655171,,2.517617507,5.344868273,273121.7,271227.7,90.969438912,5454333.8,2742505.6,920491.5,899489.9,900724.2,152494.0,-28710.6,-21001.7,138945.1,39175.0,1234.3,72.4,110.0,748230.2,712645.9,231434.8,224926.7,2166091.9,1619779.2,552152.4,541523.0,65.198814348,,0.596747096,6.951795749,179186.2,173965.2,86.626338353,3322287.3,1670486.6,748230.2,685164.2,512358.1,196077.7,171291.1,62.073349272,,2.35876739,6.275624694,52248.6,50961.5,93.086530584,1103797.7,555003.0,181387.0,188855.0,725403.4,542448.5,181987.7,181350.9,67.093739463,,8.123967969,12.739643568,58970.8,58316.9,101.101739561,1081179.0,543630.0,-600.7,7504.2,181387.0,345148.2,258097.9,87459.6,86287.0,55.977581535,,0.930766802,-3.757125307,30966.2,30420.3,79.716657902,616582.8,310025.4,386340.9,288901.4,96585.2,96585.2,54.071182589,,11.952779246,5.976235428,35528.3,34273.4,84.796150048,714504.2,359261.4,1.33728,26025.1,0.0,-997.9,44991.2,-110.0
2010-Q1,-14472.9,-4943.5,-6171.5,-5039.8,753060.0,230087.6,237193.7,43763.3,17354.8,15350.0,147986.0,30860.3,33418.1,107286.0,30860.3,33418.1,44725.3,15035.7,15939.0,126433.2,27710.4,28977.1,516585.2,159911.0,163771.9,29054.4,8820.2,9123.4,53715.0,30217.9,30516.8,65789.1,25107.6,25153.1,120515.4,32246.4,33520.9,121078.0,36861.3,37149.7,886397.4,269207.9,277076.4,3678246.2,2730001.9,886397.4,919561.6,66.013618189,,2.156393302,9.06537461,269207.9,277076.4,92.9310978,5571950.7,2801644.8,886397.4,856924.8,858201.0,148083.6,-42530.2,-29472.6,133337.4,38717.9,1276.2,-13.2,152.2,710117.4,735557.6,222458.6,228518.8,2233324.1,1657577.8,546391.8,558331.0,66.016245024,,1.827189402,7.43062464,172316.6,177143.9,88.209165626,3382991.7,1701009.5,710117.4,712659.1,528937.0,163725.5,178164.8,64.044730631,,0.811232223,3.08452308,50142.0,51374.9,93.841678516,1112752.1,559505.3,190752.9,192056.6,742405.6,551015.0,177984.2,185601.4,66.938971581,,2.580457012,29.047398737,57135.8,59821.8,103.710626489,1109078.3,557658.1,12768.7,6455.2,190752.9,385322.2,285986.9,86801.2,96330.5,56.759443427,,10.101798726,12.90228833,29546.7,33493.3,87.769474234,678868.8,341343.5,405096.3,300663.3,101274.1,101274.1,50.428667293,,12.428380878,39.342710946,35718.2,38533.1,95.334938546,803305.5,403911.8,1.34734,9631.5,0.0,-4047.3,91565.2,-152.2
2010-Q2,-5887.4,-7836.8,-5226.0,-6410.5,802015.5,240022.5,239540.1,40361.8,17570.6,15716.2,169750.2,33797.3,33993.4,122207.4,33797.3,33993.4,51397.2,16432.2,16496.1,138595.2,29113.9,29364.8,540506.3,164788.1,165613.7,30236.6,9148.1,9272.1,54228.7,30758.4,31127.0,67426.0,25535.2,25550.9,123501.2,33273.5,33668.3,126518.5,37576.1,37321.4,944145.0,280389.6,280519.5,3800987.9,2778929.6,944145.0,950247.0,67.379185617,,1.242640846,8.525937434,280389.6,280519.5,94.085897581,5641190.0,2836459.2,944145.0,913795.1,915111.8,173741.5,-34860.1,-30349.9,142129.6,39961.0,1316.7,5.5,54.9,741370.2,752592.9,228022.5,229897.8,2292800.8,1676283.2,568567.3,573200.2,67.370152326,,0.599972596,5.447595774,176376.5,178206.7,88.738396448,3403288.8,1711215.1,741370.2,715867.8,523376.1,172802.9,178966.9,63.939576042,,0.615440525,4.970512238,51646.0,51691.1,94.419218235,1119600.4,562948.8,208662.2,206960.9,784635.1,573652.4,193392.8,196158.8,69.747335079,,1.432681127,22.951469414,59745.7,60678.8,105.196469062,1124967.9,565647.6,15269.4,10802.1,208662.2,413379.3,302224.6,105294.3,103344.8,61.771960694,,-1.423929874,7.702404112,33641.4,33016.4,86.51969847,669202.2,336483.0,444726.7,325142.9,111181.7,111181.7,54.106959315,,2.319714198,35.162860324,38867.4,39426.9,97.546436651,821939.9,413281.4,1.36779,39031.6,0.0,-1044.2,146070.7,-54.9
2010-Q3,-12622.4,-19410.5,-7847.8,-8381.4,849928.7,246418.7,241306.8,41883.9,15731.5,15361.7,190549.6,35880.9,33982.0,132753.5,35880.9,33982.0,54980.4,17003.8,16351.6,141627.9,30637.7,29821.5,562514.7,169699.1,168049.1,32101.0,9390.3,9407.9,57751.9,32126.6,32138.8,68896.6,25791.6,25835.3,133558.1,34607.1,34148.7,128579.2,37627.4,37519.2,997934.7,288798.0,283003.1,3962615.0,2811383.6,997934.7,990653.8,69.6278381,,0.885382508,6.968465578,288798.0,283003.1,94.918917661,5691136.1,2861572.7,997934.7,966573.8,967644.8,190972.5,-42705.6,-31361.0,148006.1,41933.4,1071.0,26.3,180.5,776672.3,780945.8,235215.5,234330.4,2371891.4,1682802.0,596732.4,592972.8,68.190801008,,2.204543213,5.321190189,183014.9,182135.4,90.694672744,3478315.7,1748939.6,776672.3,749581.2,531810.5,179939.9,187395.3,66.304411354,,0.974842872,4.836325284,52200.5,52195.0,95.339657254,1130514.8,568436.6,233884.8,223102.7,821819.9,583062.2,214814.0,205455.0,71.171013784,,2.643949624,15.477630723,65246.0,62283.1,107.97781071,1154711.5,580603.0,19070.8,17647.8,233884.8,429747.0,304895.5,114224.8,107436.7,62.300511095,,3.077502486,12.915451256,36716.9,34032.5,89.182344342,689796.9,346838.3,507389.0,359980.7,126847.2,126847.2,57.383346522,,7.575919401,38.543201947,44564.7,42413.9,104.936476071,884209.4,444591.3,1.40949,96964.6,0.0,6593.4,122006.7,-180.5
2010-Q4,-7469.3,-8261.1,-9059.0,-8198.5,897835.9,245652.1,244677.4,33923.0,11258.5,15626.2,188945.2,35134.0,34380.0,132105.1,35134.0,34380.0,55824.0,17169.4,16879.3,151232.7,30793.6,30079.2,619143.7,173084.1,169929.6,35150.0,9894.2,9453.7,58865.3,33848.5,33101.6,72308.3,26107.3,26051.9,139918.3,35913.1,34735.4,161669.3,37649.9,37772.8,1057369.8,288660.5,286880.9,4101538.8,2870772.8,1057369.8,1025384.7,71.09475444,,1.370197755,5.771230086,288660.5,286880.9,96.21949454,5769115.9,2900781.9,1057369.8,1028518.7,1029539.5,178566.5,-35278.8,-28851.2,159533.9,42540.3,1020.9,5.7,15.1,850973.1,810036.7,245120.9,238100.4,2462651.7,1723673.5,628475.5,615662.9,69.435184705,,1.965767534,6.75450554,191414.3,185715.7,92.477519176,3546691.3,1783319.7,850973.1,777756.0,544371.5,222497.6,194439.0,68.547474261,,0.363468117,2.792730495,53706.5,52384.7,95.686186511,1134623.8,570502.7,213866.1,225045.7,842923.4,589983.8,211755.0,210730.8,72.320348279,,0.937866109,7.802791995,63566.7,62867.3,108.990498002,1165541.1,586048.3,2111.1,14314.9,213866.1,460431.5,322267.9,115899.7,115107.9,66.100017197,,0.98160441,12.972325405,35160.5,34366.5,90.057762167,696568.0,350242.9,493476.1,345396.6,123369.0,123369.0,55.611723086,,0.35628671,24.192372802,44219.6,42565.0,105.310350789,887359.8,446175.3,1.42872,51252.3,0.0,-1501.8,113051.4,-15.1
2011-Q1,-12629.8,-856.7,-9091.7,-8104.2,861193.7,241378.4,248289.0,53738.2,18286.9,15994.2,175929.9,32375.4,34822.2,119607.9,32375.4,34822.2,52706.1,16330.9,17207.7,147303.5,29113.3,30405.4,578819.5,167436.2,171465.6,30700.0,9362.5,9682.6,59175.8,32672.3,33057.5,73848.9,26041.7,26062.6,135234.4,34037.7,35363.2,132557.0,37735.4,38051.0,1016530.6,283193.6,291090.9,4204261.2,2935990.6,1016530.6,1051065.3,71.821325846,,1.467511187,5.057971656,283193.6,291090.9,97.631526386,5853778.4,2943351.2,1016530.6,990195.0,991543.4,190172.2,-37492.8,-26335.6,155337.0,41367.1,1348.4,18.8,105.4,801371.2,829512.2,234798.5,241152.5,2540226.1,1773933.5,623584.9,635056.5,70.618745845,,1.421253375,6.328926674,183360.3,188355.2,93.791859038,3597098.8,1808665.2,801371.2,777393.4,542882.5,177786.2,194348.4,67.980110376,,0.787595353,2.768629029,51438.2,52797.3,96.439806469,1143560.1,574996.0,227789.3,229571.2,870865.0,608157.1,209986.7,217716.3,72.797437145,,2.637756436,7.863008512,61837.0,64525.6,111.865401877,1196285.3,601506.8,17802.6,11855.0,227789.3,462068.6,322679.6,103744.1,115517.2,65.457693801,,1.340324573,3.982425872,30798.3,34827.1,91.264828484,705904.2,354937.3,465495.6,325072.7,116373.9,116373.9,52.010869487,,0.860645664,11.414242645,39890.0,42931.3,106.216699757,894996.8,450015.3,1.43197,19203.7,0.0,-7054.0,105926.8,-105.4
2011-Q2,-5958.8,-8398.9,-8516.2,-9557.8,926222.4,250373.9,249945.9,53828.0,17697.6,15841.4,192977.9,35279.4,35490.8,129067.9,35279.4,35490.8,57420.5,17636.6,17709.2,158243.2,30370.2,30615.4,621996.1,171954.9,172751.9,33426.8,9800.8,9933.2,60212.7,33123.0,33472.9,77026.8,25940.5,25958.7,147271.7,35301.1,35711.2,145814.9,38390.7,38150.3,1086712.2,293569.3,293667.2,4364897.7,2976017.6,1086712.2,1091224.4,73.911315556,,0.885060387,4.68691577,293569.3,293667.2,98.495624352,5905587.8,2969401.6,1086712.2,1060627.2,1061586.4,213917.7,-31033.7,-26085.0,160489.8,42736.9,959.2,26.9,23.9,847668.7,859443.3,241409.2,243525.4,2616417.4,1783891.6,648648.8,654104.4,72.025934685,,0.987067705,6.738066023,188065.2,190214.4,94.717648188,3632604.6,1826517.9,847668.7,818829.9,558283.9,199019.9,204707.5,70.913595179,,0.972991809,3.133831975,53344.0,53311.0,97.378157886,1154686.8,580590.6,245002.3,238424.2,892271.4,608356.8,220961.6,223067.9,73.428414911,,1.577629515,8.017145906,64604.3,65543.5,113.630223474,1215158.2,610996.4,24040.7,15356.3,245002.3,490209.8,334228.4,124992.6,122552.4,68.708368033,,1.070995096,6.614183766,35828.5,35200.1,92.242270321,713464.4,358738.6,523805.4,357134.2,130951.4,130951.4,56.137380501,,4.254877729,13.521410172,44344.7,44758.0,110.736090459,933077.8,469162.9,1.46669,70974.6,0.0,2387.3,122751.6,-23.9
2011-Q3,-4492.6,-12661.9,-8853.3,-9364.0,945813.4,254796.5,249649.9,48550.8,16938.6,16653.0,202210.7,36543.9,34549.0,134760.9,36543.9,34549.0,61174.3,18600.6,17954.9,165199.2,31021.4,30204.1,633877.7,174480.0,172834.5,34620.7,9968.5,9993.7,60112.7,33997.9,34026.5,78874.4,26087.2,26155.5,151286.1,36173.8,35715.7,143784.6,38274.0,38145.7,1112334.2,299013.8,293193.1,4418936.8,2979013.9,1112334.2,1104734.2,74.947354684,,-0.161430052,3.600657527,299013.8,293193.1,98.336622814,5896054.4,2964608.1,1112334.2,1082323.3,1083352.8,215713.5,-33291.9,-30010.9,166520.8,43741.6,1029.5,-18.7,200.9,867639.3,873145.4,243383.1,242641.0,2664070.6,1795975.7,668612.0,666017.6,73.599230709,,-0.355272981,4.064703164,190260.4,189538.6,94.381141976,3619699.0,1820028.8,867639.3,828450.2,558497.4,199027.3,207112.5,72.028597497,,-0.391310084,1.73846868,53122.7,53102.4,96.997107335,1150168.4,578318.7,249187.6,239595.7,912705.4,615297.8,237137.1,228176.4,74.396551416,,0.958991887,6.243984152,69004.4,66172.1,114.719928098,1226811.5,616855.8,12050.5,11419.4,249187.6,515667.6,347635.8,137086.2,128916.9,70.882599803,,1.966576556,5.465140973,38349.5,35892.4,94.056285183,727495.3,365793.5,566315.1,381779.8,141578.8,141578.8,60.024837887,,1.113540406,6.701869324,47202.8,45256.4,111.96918157,943468.0,474387.2,1.48336,64358.2,0.0,4670.2,115348.3,-200.9
2011-Q4,-10589.8,-11753.4,-10689.7,-10367.3,987231.5,251647.8,252066.9,33907.1,12483.4,17461.6,206371.6,34522.7,33949.8,132267.3,34522.7,33949.8,62243.2,18486.7,18345.7,173053.1,31150.7,30407.7,684709.7,176691.4,173515.2,38258.5,10539.5,10097.1,59924.8,35039.4,34261.9,81630.0,26452.7,26279.9,155940.9,36816.1,35699.3,175902.6,38161.6,38366.6,1160804.9,296073.3,295899.5,4517432.3,2990002.6,1160804.9,1129358.1,75.917119259,,0.923067829,3.143689351,296073.3,295899.5,99.244336543,5950479.0,2991973.4,1160804.9,1130776.7,1131892.5,193719.6,-39434.3,-30028.2,173573.4,43929.2,1115.8,1.1,67.0,938172.9,892751.1,250648.3,243511.7,2730541.9,1807293.8,696968.2,682635.5,75.043837818,,0.522055535,2.591272774,196279.8,190528.1,94.873863952,3638595.8,1829530.4,938172.9,843478.5,558282.4,241204.7,210869.6,73.499630229,,-0.22369649,1.143259795,54368.4,52983.6,96.78012821,1147595.5,577025.0,233221.9,247609.9,931866.2,616784.5,233841.7,232966.5,75.720567081,,0.314071452,5.587397757,67039.4,66379.9,115.080230642,1230664.5,618793.1,-619.8,14643.3,233221.9,559634.0,370411.1,141072.1,139908.5,76.313143058,,0.803264849,5.278883218,36588.5,36180.7,94.811806261,733339.0,368731.8,606647.8,401528.7,151662.0,151662.0,62.515605768,,2.85396127,9.357473205,47278.2,46548.0,115.164738646,970394.2,487926.0,1.51085,58559.5,0.0,-3.4,170678.4,-66.9
2012-Q1,-18005.1,-4691.7,-10070.3,-8860.0,962009.7,244940.3,248168.6,54309.5,16233.6,14045.0,186516.0,31868.2,34222.1,118697.1,31868.2,34222.1,61617.5,17753.4,18325.4,165451.8,29238.6,30543.6,659566.7,171071.3,175091.9,34633.5,9995.3,10203.5,71001.3,33764.5,34181.8,86325.0,26752.0,26754.2,157474.9,35066.5,35971.6,144680.1,38250.7,38159.8,1129474.2,288028.3,291832.9,4657339.9,2934001.7,1129474.2,1164335.0,79.358959581,,-1.374312315,0.254920748,288028.3,291832.9,97.880409404,5868700.9,2950854.4,1129474.2,1102144.7,1103195.2,213953.9,-44233.4,-27329.5,167464.5,42616.5,1050.5,1.6,49.1,889241.3,920377.4,241337.3,245599.6,2826653.8,1780717.6,694700.9,706663.4,77.269093877,,0.538635857,1.698473172,188825.7,191554.4,95.384888602,3658194.6,1839384.9,889241.3,853206.2,537497.5,194540.4,213301.6,72.886952711,,2.003568951,2.363524383,52511.5,54045.2,98.719184809,1170588.4,588586.1,258238.1,251281.6,962759.8,606513.3,233274.7,240689.9,78.467997336,,-0.3021773,2.562975132,63779.9,66179.3,114.732484308,1226945.7,616923.3,24963.4,10591.6,258238.0,529423.9,333523.1,119042.6,132356.0,72.902654667,,-0.97259476,2.87607303,32442.9,35828.8,93.889671601,726206.6,365145.5,548190.7,345345.7,137047.7,137047.7,58.841823326,,-3.994224632,4.093612907,42513.2,44688.8,110.564800287,931634.5,468437.2,1.58737,33487.0,0.0,-2219.9,18400.1,-49.1
2012-Q2,-14427.3,-17647.7,-10009.9,-11113.5,1008373.1,252255.9,251976.9,55518.3,17669.3,15793.7,199649.8,33185.1,33396.8,126118.4,33185.1,33396.8,64284.1,17962.5,18042.4,177138.4,30600.9,30893.6,688920.8,176093.5,176931.6,35242.1,10267.2,10408.8,63984.7,33801.5,34097.3,88536.7,27433.9,27468.4,164720.7,36172.9,36574.5,159298.1,39124.1,38883.8,1183125.7,296465.3,296814.0,4747115.1,2978735.2,1183125.7,1186778.8,79.531215684,,1.706842374,1.07156979,296465.3,296814.0,99.551073708,5968870.3,3001220.8,1183125.7,1156231.1,1157558.9,223924.1,-39909.7,-26894.5,174752.6,43727.5,1327.7,16.3,68.1,933634.8,946464.1,246715.8,249032.1,2901877.2,1820879.3,718125.7,725469.3,78.053831597,,1.629080228,2.345008366,192241.5,194675.0,96.938784963,3717789.5,1869349.9,933634.8,882727.3,553896.6,215509.1,220681.8,74.976043934,,0.577260246,1.96234307,54474.3,54357.2,99.289051419,1177345.7,591983.8,263918.2,255622.8,982841.0,616716.3,244239.5,245710.3,80.101616438,,0.003829912,0.973909012,65322.9,66181.9,114.736878461,1226992.7,616946.9,19678.7,9912.5,263918.2,573101.8,359611.7,146495.8,143275.4,81.601744955,,-3.289835395,-1.562639734,35433.1,34650.1,90.800855953,702315.6,353132.8,643692.4,403906.2,160923.1,160923.1,67.470032466,,2.405174369,2.246770728,45442.9,45763.6,113.224076525,954041.9,479703.9,1.59367,50260.3,0.0,2652.5,98468.7,-68.1
2012-Q3,-9511.3,-18556.9,-7658.0,-8582.5,1042215.9,260694.6,256724.4,51699.2,17740.9,17577.7,210189.4,36068.1,33992.5,136395.4,36068.1,33992.5,70044.7,19135.7,18675.3,192074.8,32350.4,31507.7,710282.5,180213.7,178607.2,37087.2,10728.4,10802.4,64192.3,34018.3,34088.7,91096.1,27699.3,27675.8,170584.4,37341.0,36983.6,155247.8,38679.4,38615.5,1230448.8,306445.5,301980.2,4892017.2,3033960.9,1230448.8,1223004.3,80.556724013,,1.740538759,2.997027793,306445.5,301980.2,101.28379873,6072760.8,3053458.2,1230448.8,1199516.6,1200710.6,231607.0,-39034.3,-30932.2,188232.9,45251.6,1194.0,18.5,196.7,969103.7,976529.6,251881.8,251753.5,3007419.7,1865159.8,753551.0,751854.9,79.666507761,,1.539136936,4.290755066,197728.4,197671.3,98.430805607,3775011.4,1898121.8,969103.7,898279.1,557100.2,215552.7,224569.8,76.684856885,,-0.505822883,1.845124449,54153.4,54082.2,98.786824677,1171390.5,588989.4,270856.4,259247.0,1005581.7,623647.7,259597.1,251395.4,82.768814263,,-0.983258893,-0.968628743,67979.5,65531.1,113.608717901,1214928.2,610880.7,11259.4,7851.6,270856.4,577028.0,357864.7,153302.6,144257.0,80.533574206,,2.020542456,-1.510541675,36980.7,35350.2,92.635525798,716506.1,360268.0,651255.4,403899.5,162813.9,162813.9,71.107633734,,-4.000787211,-2.924875731,44638.8,43932.7,108.694222152,915872.7,460512.0,1.61242,54964.1,0.0,5889.4,110797.4,-196.7
2012-Q4,-23498.4,-24545.8,-10431.8,-10018.2,1081660.3,256396.0,256050.2,39167.9,11746.8,16652.4,204089.7,34300.2,33909.2,132810.1,34300.2,33909.2,69290.6,18465.5,18253.5,196737.0,32232.6,31442.5,769112.0,183230.6,179872.0,41488.1,11457.4,10941.6,61133.7,35337.1,34581.4,92989.2,27956.0,27883.8,183889.0,38879.3,37649.3,192875.0,38559.0,38642.8,1271711.3,303424.2,302163.2,4962567.7,3045711.3,1271711.3,1240641.9,81.668978739,,0.060609635,2.116846161,303424.2,302163.2,101.345186471,6076441.5,3055308.9,1271711.3,1236737.4,1238058.9,181024.6,-57086.8,-34973.9,190051.0,46492.4,1321.5,16.6,47.3,1057034.3,1005642.9,261662.3,253421.8,3091385.3,1897297.5,790456.4,772846.3,81.403655096,,0.598376547,4.36993745,205694.8,198854.1,99.019792463,3797600.1,1909479.7,1057034.3,934507.4,573541.8,266577.9,233626.9,79.067865633,,0.897652074,2.989723718,55967.5,54567.7,99.673586657,1181905.5,594276.5,238175.4,265036.6,1038657.5,637462.5,260348.8,259664.4,83.739033758,,2.092494692,0.78705408,67447.0,66902.4,115.985974293,1240350.5,623663.4,-22173.4,5372.2,238175.4,607946.4,373119.2,153034.0,151986.6,82.108431019,,3.337415059,0.965440446,37709.9,36530.0,95.727157786,740418.9,372291.7,706129.5,433377.8,176532.4,176532.4,72.766985389,,5.953380714,0.000403218,48141.7,46548.2,115.165203011,970398.1,487928.0,1.62936,-3799.5,0.0,-6322.1,86564.6,-47.3
2013-Q1,-38958.9,-24807.1,-14578.9,-12847.4,1061255.2,251470.1,257221.0,70382.6,19725.8,16802.0,191759.5,31872.9,34098.0,128208.0,31872.9,34098.0,68074.2,17971.8,18650.5,184253.0,30069.1,31381.7,731038.9,175831.8,179868.2,36225.9,10522.9,10847.7,68051.2,33949.5,34348.7,99891.7,28681.4,28650.0,177597.6,35723.7,37032.0,165019.5,38853.2,39312.1,1241613.4,295865.8,303634.5,5106062.9,3072326.3,1241613.4,1276515.7,83.623312901,,0.486904111,4.043946047,295865.8,303634.5,101.838640351,6106028.0,3070185.3,1241613.4,1222491.0,1224081.2,231880.3,-56293.6,-19122.4,180358.2,43903.6,1590.3,15.0,182.4,992200.9,1026325.4,248521.4,255236.1,3158318.4,1900365.3,777712.7,789579.6,82.223714165,,1.146203357,5.000657983,196074.8,201133.4,100.154760648,3841128.4,1931366.2,992200.9,943176.7,567510.9,214488.2,235794.2,80.487170109,,-0.85206844,0.106478465,52446.6,54102.7,98.824299482,1171834.8,589212.8,288371.4,276409.0,1055442.2,635061.3,256607.1,263860.5,84.046597623,,1.244134067,2.350259405,65664.2,67734.7,117.428995311,1255782.2,631422.6,31764.3,12548.5,288371.4,557890.3,335683.5,125320.8,139472.6,77.811018715,,-3.165474274,-1.270355246,30833.9,35373.6,92.696939232,716981.2,360506.9,657118.8,395389.5,164279.7,164279.7,65.367237713,,3.593816845,7.904169471,45412.8,48221.0,119.304029477,1005272.5,505463.3,1.66195,48354.1,0.0,-460.0,125573.9,-182.4
2013-Q2,-25076.1,-28468.4,-10937.5,-12596.1,1129823.1,261942.6,261811.0,65606.4,19463.9,17372.0,208278.7,35162.0,35410.7,142291.3,35162.0,35410.7,73381.7,19387.0,19489.7,200952.7,32019.4,32376.8,782556.3,181544.4,182500.4,38770.3,10849.9,11011.2,66815.1,35026.1,35266.7,103003.2,28763.2,28810.7,188225.1,36721.6,37090.8,184789.8,39655.1,39381.5,1322579.7,308388.7,308054.6,5308143.8,3125377.2,1322579.7,1327035.9,85.685484231,,1.455742687,3.787076385,308388.7,308054.6,103.321148911,6194916.0,3114879.3,1322579.7,1308273.5,1309439.5,256422.1,-38142.7,-14306.2,192756.7,45932.8,1166.0,5.1,68.5,1053017.5,1067485.0,255264.7,257909.5,3260240.7,1919594.2,805984.5,815060.2,84.117725934,,0.902825083,4.250309087,200152.1,202949.2,101.058982949,3875807.0,1948803.1,1053017.5,1008817.0,593980.5,247033.0,252204.3,84.745500271,,1.58494456,1.109446013,55112.6,54960.2,100.390609841,1190407.8,598551.5,294638.4,291222.5,1125101.6,662447.6,279534.7,281275.4,84.626013726,,5.870157003,8.354230453,70867.8,71710.8,124.322261703,1329498.5,668488.1,15103.7,9947.1,294638.3,611601.6,360104.3,156292.7,152900.4,83.315690844,,2.384462446,4.52243202,37513.8,36217.1,94.907262937,734077.3,369103.0,725475.1,427151.8,181368.8,181368.8,71.291487944,,1.22808642,6.66387377,48451.3,48813.2,120.769186061,1017618.1,511670.8,1.6984,27857.9,0.0,-2982.6,82743.4,-68.5
