country,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA
2013-Q3,-32009.0,-41708.1,-11748.4,-12305.7,1163576.9,267135.9,262249.2,58678.0,17265.2,17320.1,224545.4,37331.4,35186.2,148787.2,37331.4,35186.2,76609.7,20193.5,19657.5,212738.7,33176.7,32327.1,803743.7,185153.5,183580.5,39101.0,10846.3,10906.4,71112.8,35087.3,35202.6,106083.4,28861.6,28972.3,197569.4,38048.1,37653.8,177138.3,39894.7,39676.6,1354134.1,314900.2,309311.5,5390165.3,3155044.2,1354134.1,1347541.3,86.655935781,,0.408005738,2.427739112,314900.2,309311.5,103.742705126,6220191.6,3127588.2,1354134.1,1332705.5,1334265.8,256755.2,-51556.1,-21428.7,190557.2,47239.4,1560.4,21.0,300.2,1077510.7,1086758.3,260094.2,259734.1,3331688.3,1950148.7,833144.9,832922.1,85.356242091,,0.708684645,3.397683089,204598.0,204387.5,101.775172443,3903274.3,1962613.9,1077510.7,1018609.6,596226.3,244365.8,254652.4,84.970837491,,0.702930308,2.33782308,55496.2,55346.6,101.096285864,1198775.5,602758.9,308632.5,294413.6,1134567.8,664100.5,291365.2,283641.9,86.604121057,,-1.461937612,7.830411313,72974.7,70662.5,122.504747799,1310062.1,658715.2,17267.3,10771.7,308632.5,640444.7,374873.7,169810.3,160111.2,88.62719279,,-1.559726308,0.854362928,37901.5,35652.2,93.426969388,722627.7,363346.0,807277.2,472526.4,201819.3,201819.3,80.744893738,,-1.752202907,9.162255843,49649.9,47957.9,118.653064872,999787.3,502705.3,1.70843,72132.2,0.0,7261.4,85239.4,-300.2
2013-Q4,-26663.0,-27723.4,-10350.5,-9657.9,1199104.9,262906.7,262810.5,45622.9,12236.0,17538.9,216401.5,35136.0,34890.9,139446.4,35136.0,34890.9,72575.4,19060.7,18870.7,219563.6,33141.8,32301.7,864505.1,187648.2,184161.4,43411.7,11930.1,11388.1,66591.8,35328.4,34624.7,110223.7,29160.4,29068.9,205474.9,39328.6,38124.1,219239.3,39629.3,39714.7,1413291.8,311097.1,309870.0,5522104.1,3180343.7,1413291.8,1380526.0,88.617063831,,0.180562931,2.550530138,311097.1,309870.0,103.930025995,6231423.0,3133235.5,1413291.8,1394065.3,1396946.3,221978.3,-42896.7,-19226.5,214186.9,47669.5,2881.0,9.9,101.9,1174968.0,1117128.3,268225.5,259411.7,3411440.6,1964749.9,873579.9,852860.1,87.788176384,,-0.442790805,2.327543633,210895.6,203482.5,101.324521338,3885990.9,1953923.7,1174968.0,1058496.7,609619.7,301388.1,264624.2,87.378341776,,1.052686515,2.495070418,57330.0,55929.2,102.160512832,1211394.8,609104.1,264986.8,294583.9,1144664.4,659246.2,287437.0,286166.1,88.258749651,,-1.001516493,4.562507049,70437.2,69954.8,121.277842546,1296941.6,652118.1,-22450.2,8417.8,264986.8,694267.4,399849.2,174627.2,173566.9,89.762505884,,7.032878117,4.461029228,38926.7,38159.6,99.997574274,773449.2,388899.7,805160.9,463716.1,201290.2,201290.2,80.769714165,,-0.292807329,2.726897456,49277.2,47817.5,118.305640002,996859.9,501233.3,1.73632,18395.8,0.0,-3818.9,60506.2,-101.9
2014-Q1,-46414.5,-30860.6,-13806.6,-11802.2,1188872.6,259973.7,265291.0,74133.8,21085.8,17671.6,207138.6,32065.8,34179.0,134166.6,32065.8,34179.0,76142.0,19442.9,19976.9,214904.4,31433.4,32711.2,831458.3,180768.0,184761.7,39682.5,11228.3,11550.6,78449.1,34480.7,34805.4,111645.9,29128.1,29087.3,200739.2,37107.7,38421.8,186037.2,38947.7,39416.1,1385982.2,306130.5,312203.1,5682802.2,3218454.5,1385982.2,1420700.5,90.514390403,,0.752928172,2.82201734,306130.5,312203.1,104.71254444,6278341.1,3156826.5,1385982.2,1357125.1,1358494.2,240182.0,-73702.5,-28857.1,197109.5,45634.6,1369.2,18.6,181.3,1118312.2,1155579.3,256589.9,263555.5,3541905.0,2005957.5,873828.3,885476.2,89.042956478,,2.361241916,3.556773273,203075.3,208287.2,103.717038407,3977748.6,2000060.5,1118312.2,1072728.7,607539.8,244483.9,268182.2,89.612074857,,-1.181639258,2.154373607,53514.7,55268.3,100.953344107,1197080.5,601906.7,314084.5,302883.1,1174390.8,665116.1,287396.6,293597.7,90.17776793,,0.413642682,3.704795518,68397.1,70244.1,121.779499466,1302306.3,654815.5,26687.8,9285.4,314084.5,640183.6,362567.9,144492.0,160045.9,87.706526324,,-5.628510232,1.804009231,31576.5,36011.8,94.369200573,729915.6,367010.5,763626.1,432479.6,190906.5,190906.5,76.608783659,,-0.007345534,-0.844128786,45383.1,47814.0,118.296949821,996786.7,501196.5,1.76569,17220.3,0.0,-4980.3,68076.8,-181.3
2014-Q2,-27457.4,-31932.6,-9256.8,-11536.6,1226179.7,260885.9,260817.8,72794.4,19500.1,17372.6,209779.5,32457.3,32723.8,143424.9,32457.3,32723.8,76022.9,18832.0,19030.5,220306.5,31490.3,31940.7,867582.9,182746.4,183858.3,40728.8,11444.8,11626.9,79473.7,34420.7,34652.1,114081.6,28933.8,28996.1,213834.6,37898.5,38232.4,199157.6,39870.7,39640.1,1422322.9,307046.4,308085.3,5711555.4,3185224.8,1422322.9,1427888.8,92.188282396,,-1.318950538,0.009958137,307046.4,308085.3,103.331437772,6195532.9,3115189.5,1422322.9,1400654.4,1401526.7,243977.0,-48217.2,-21668.5,196143.1,45631.8,872.3,32.5,3.9,1157549.7,1173749.9,259019.2,261954.4,3601305.0,2008378.7,888392.1,900326.3,91.394719824,,-0.939282087,1.666214963,203223.9,206330.8,102.742842843,3940386.3,1981274.3,1157549.7,1094648.3,610464.3,269157.6,273662.1,90.85911155,,0.642810271,1.206958233,55795.4,55623.6,101.602282572,1204775.5,605775.8,292230.6,291064.4,1139392.7,635417.5,282408.1,284848.2,91.542267792,,-4.426247445,-6.381016652,66335.0,67135.0,116.389237482,1244663.0,625831.7,9822.5,6216.3,292230.6,630336.0,351526.3,162059.2,157584.0,87.786490618,,-1.627927973,-2.185633547,37152.6,35425.5,92.832937959,718033.1,361035.8,758066.4,422759.1,189516.6,189516.6,77.430485862,,-1.781555877,-3.792161437,46409.5,46962.1,116.189423559,979028.3,492267.4,1.79314,3939.7,0.0,-5231.3,66703.4,-3.8
2014-Q3,-32777.8,-43009.6,-10522.6,-11094.8,1267672.6,265470.9,260904.2,58875.8,17447.0,17748.6,239394.1,35424.4,33264.1,167173.0,35424.4,33264.1,76007.5,18376.3,17946.2,232769.3,33151.5,32288.8,893395.2,185875.6,184295.5,42333.3,11549.5,11630.3,80907.7,34413.0,34587.4,116943.3,28914.3,29030.0,222576.5,38493.6,38135.0,197865.1,39833.2,39569.0,1462125.5,312888.7,307795.7,5824945.0,3177066.0,1462125.5,1456236.3,94.106915168,,-0.093987642,-0.49004519,312888.7,307795.7,103.23431899,6189709.9,3112261.6,1462125.5,1434410.1,1435609.2,250675.5,-59158.8,-27715.4,194452.9,46892.9,1199.0,62.9,72.5,1184933.7,1195718.9,262929.6,262550.2,3653502.9,1992708.9,912055.4,913375.7,92.557410039,,0.175024273,1.127480589,206858.5,206691.9,102.922667757,3947282.9,1984742.0,1184933.7,1134165.6,618601.4,272878.3,283541.4,93.743696045,,0.421863654,0.924484814,56071.1,55858.2,102.030905674,1209858.0,608331.4,309969.7,293672.4,1131073.6,616914.9,289656.2,282768.4,93.089259019,,-2.379844959,-7.253101514,67540.0,65537.3,113.619354081,1215042.0,610937.9,20313.4,10904.1,309969.7,645693.5,352176.8,171655.1,161423.4,85.742808334,,4.87796005,4.211120434,39448.1,37153.6,97.361291586,753058.4,378647.0,817731.7,446010.6,204432.9,204432.9,81.298133325,,2.738915323,0.605705898,49970.7,48248.4,119.371753484,1005843.1,505750.2,1.83344,78241.2,0.0,8656.2,70311.6,-72.5
2014-Q4,-47158.2,-48005.2,-11928.0,-10594.0,1290009.1,261935.3,262045.3,44170.9,12575.1,18228.0,219835.9,33016.3,32864.7,152611.6,33016.3,32864.7,78773.7,18321.7,18126.4,236338.8,33378.4,32504.0,947228.5,187983.1,184484.9,45865.3,12249.6,11686.4,79849.5,35289.4,34573.7,121110.1,29338.6,29230.1,230316.7,39119.1,37969.7,233748.1,39534.6,39610.6,1508522.5,310386.2,309136.8,5896509.4,3169253.7,1508522.5,1474127.4,94.849844595,,0.435692531,-0.236623425,310386.2,309136.8,103.684103208,6216678.0,3125821.5,1508522.5,1479076.5,1481271.9,196789.5,-74225.6,-29446.0,218513.4,47981.8,2195.5,50.2,133.0,1284482.4,1220229.9,273625.2,264358.6,3756903.2,2019258.9,964128.2,939225.8,94.140086057,,1.101395442,2.696022596,216829.2,208968.4,104.056253328,3990758.1,2006601.9,1284482.4,1125953.4,605177.0,320354.2,281488.4,93.851324531,,-0.837922982,-0.963726139,56796.1,55390.2,101.175965266,1199720.3,603234.0,271198.3,299863.0,1148954.9,617539.9,288992.1,287238.7,94.726132971,,-0.174405533,-6.478221198,65846.9,65423.0,113.421195642,1212922.9,609872.4,-17793.8,12624.3,271198.3,629286.9,338228.9,158168.7,157321.7,89.330399391,,-6.454961764,-8.921133234,34719.9,34755.3,91.076657442,704448.8,354205.5,821307.8,441436.2,205326.9,205326.9,86.873527155,,-6.008573411,-5.161567917,46647.9,45349.4,112.199214044,945406.3,475361.8,1.86054,56718.8,0.0,1555.4,54234.1,-133.0
2015-Q1,-48375.6,-31653.1,-10088.9,-8040.4,1249967.1,256145.4,260858.5,78593.1,22591.0,18642.1,204867.3,30066.6,32072.6,146129.8,30066.6,32072.6,73641.7,17556.2,17973.5,223945.9,30320.5,31574.1,892865.0,178582.2,182479.4,42878.7,11555.9,11869.8,85352.5,34219.6,34513.4,122330.6,29085.9,29054.7,215470.4,36392.9,37639.5,202886.9,39127.6,39664.3,1456653.7,301173.0,306627.9,5959169.4,3106075.8,1456653.7,1489792.4,96.642108677,,-0.811581938,-1.785767595,301173.0,306627.9,102.842621753,6166224.5,3100452.9,1456653.7,1432367.8,1433675.5,230796.1,-71130.7,-24285.9,206686.6,44452.2,1307.7,41.0,182.1,1202879.4,1242088.9,255108.1,262071.1,3794663.3,1977878.3,936563.6,948665.8,96.021369528,,-0.973838034,-0.649965002,201796.8,206933.4,103.042913956,3951894.6,1987060.8,1202879.4,1165364.0,607418.3,266315.7,291341.0,97.58110231,,-0.455823846,-0.236310168,53311.4,55137.7,100.71478109,1194251.7,600484.3,302149.9,293090.5,1130594.9,589295.8,277305.4,282648.7,96.103346904,,-3.008127953,-9.665139508,61943.6,63454.9,110.00934095,1176436.6,591526.7,24844.5,10441.7,302149.9,680274.1,354576.7,153346.1,170068.5,90.980202242,,6.14208153,2.438782366,32882.2,36890.0,96.670659996,747716.6,375961.0,806886.5,420570.5,201721.6,201721.6,86.143833954,,-0.923701159,-6.030689066,42971.1,44930.5,111.162828603,936673.6,470970.9,1.91855,-4840.4,0.0,-11651.8,32598.6,-182.0
2015-Q2,-15080.7,-19760.3,-833.9,-3818.8,1273652.7,254420.4,254422.6,72124.8,20376.1,18100.8,212260.9,30377.1,30670.9,155310.7,30377.1,30670.9,71368.7,16810.4,17017.1,222391.0,29942.3,30443.2,917898.3,178694.9,179818.5,43002.7,11350.6,11540.6,87920.4,34031.9,34260.3,123169.1,28826.2,28892.2,224044.3,36776.1,37060.1,217370.8,39779.6,39531.7,1479965.1,298632.1,299653.0,5942313.2,3029229.2,1479965.1,1485578.3,98.6118724,,-2.274703708,-2.736999513,298632.1,299653.0,100.503256824,6025961.2,3029926.8,1479965.1,1453110.5,1454622.4,225850.7,-40225.6,-26854.5,206312.4,43599.6,1511.9,125.4,72.3,1228771.7,1246170.0,253684.2,256837.2,3810850.5,1942667.7,938592.5,952712.6,98.720609638,,-2.319308055,-2.034021478,198798.6,202134.0,100.653031353,3860238.0,1940974.8,1228771.7,1176931.7,599967.7,290179.3,294232.9,99.33240378,,-0.78794199,-1.65456473,54885.7,54703.2,99.92120704,1184841.7,595752.9,266274.0,260473.4,1076931.3,548990.2,267001.2,269232.8,98.398556831,,-6.968348218,-12.067894579,58205.9,59033.2,102.343507001,1094458.4,550307.0,-727.2,-8759.4,266274.0,740673.1,377575.0,189847.9,185168.3,95.295449766,,3.948301081,8.245533234,40424.2,38346.6,100.48750871,777238.7,390805.1,819714.5,417868.1,204928.6,204928.6,93.252198222,,-6.15410983,-10.214077285,41258.1,42165.4,104.32174604,879029.6,441986.8,1.96166,-43359.0,0.0,-2080.4,-11786.0,-72.3
2015-Q3,-7106.2,-18689.5,230.7,-361.9,1297694.6,255338.7,251107.5,61127.2,17408.8,17961.3,230581.6,31940.3,29786.8,166931.4,31940.3,29786.8,76556.7,17128.9,16762.1,231873.2,30690.8,29810.2,929429.1,179562.9,177950.7,42689.8,11311.8,11400.2,92425.0,33909.7,34141.7,125409.3,28843.1,28956.2,226428.6,36503.7,36187.8,210603.1,39976.7,39674.7,1508228.2,299550.7,294989.8,6013325.8,2979712.7,1508228.2,1503331.4,101.367810332,,-1.55620786,-4.160536719,299550.7,294989.8,98.939217242,5932184.7,2982774.8,1508228.2,1477056.3,1479227.4,231705.2,-35581.2,-31171.9,210533.6,43585.1,2171.1,83.7,442.1,1247522.2,1258901.4,253831.4,253286.6,3841473.0,1903520.0,959600.4,960368.3,101.346121219,,-1.807894588,-3.973213287,198758.3,198479.6,98.833330646,3790449.0,1905884.0,1247522.2,1198026.7,593644.1,287921.8,299506.7,100.921395465,,0.189666187,-1.881961037,55073.1,54807.0,100.110723783,1187088.9,596882.8,267812.2,251286.1,1054451.3,522499.9,270304.2,263612.8,102.102831326,,-5.639660103,-15.004198141,57462.2,55703.9,96.571681068,1032734.7,519271.6,-2492.0,-12326.7,267812.2,804220.7,398506.0,212638.4,201055.2,104.096893237,,-0.600764935,2.590889424,40290.0,38116.2,99.883814994,772569.3,388457.3,878978.6,435549.9,219744.6,219744.6,109.576479991,,-8.744839361,-20.249997046,40059.3,38478.1,95.19897693,802159.9,403335.8,2.01809,-5867.4,0.0,10859.9,-48497.3,-442.1
2015-Q4,1416.5,956.9,1659.7,3250.6,1334286.6,249339.9,249670.0,47121.9,12572.3,18372.4,217059.2,29298.8,29204.4,162441.1,29298.8,29204.4,74450.8,16726.5,16512.4,233998.0,30121.8,29260.1,995654.6,180375.1,177134.5,47432.8,11814.8,11268.4,99578.0,34768.1,33989.2,127975.0,29115.9,28989.5,231944.7,37268.5,36218.4,254726.2,39685.5,39770.8,1550940.1,293254.4,292125.8,6068339.6,2950154.7,1550940.1,1517084.9,103.298083991,,-0.970873756,-5.502734444,293254.4,292125.8,97.978642347,5874590.7,2953815.9,1550940.1,1520430.1,1523835.7,182040.0,-25038.5,-30510.0,216653.5,43360.9,3405.6,3.6,645.8,1341795.7,1273808.7,259652.0,250785.3,3893785.1,1892983.8,1000436.6,973446.3,103.776731936,,-1.012276032,-5.980792697,203936.6,196470.5,97.832864528,3752079.2,1886591.2,1341795.7,1202781.6,584738.5,341359.2,300695.4,102.240086695,,-0.898027456,-1.941432695,55715.4,54314.8,99.211701997,1176428.6,591522.6,207727.9,239114.0,1015610.5,493744.3,254786.2,253902.6,103.838648676,,-5.293586972,-19.362889253,53114.0,52755.2,91.45957514,978066.0,491783.5,-47058.3,-14788.6,207727.9,868704.1,422325.0,217635.6,217176.0,108.11243397,,4.006083996,14.063523453,39045.7,39643.2,103.885244521,803519.1,404019.2,864876.4,420464.2,216219.1,216219.1,113.997138683,,-5.420032077,-19.75063051,37385.9,36392.6,90.039161843,758682.6,381474.9,2.05696,-47665.2,0.0,2872.3,-76819.5,-645.8
2016-Q1,-454.8,19497.9,3222.7,5078.4,1287517.7,244612.1,245700.0,87706.1,20865.6,17043.1,193784.0,27216.1,29144.0,149089.5,27216.1,29144.0,68365.9,15933.3,16102.3,220910.5,27536.1,28762.6,937661.7,172844.9,176614.0,42578.5,11087.8,11242.0,104216.0,33428.2,33750.8,129263.6,29066.5,29076.0,226780.6,35502.5,36261.6,213912.5,39276.0,39376.4,1500319.3,285698.2,288096.1,6132692.6,2916297.8,1500319.3,1533173.1,105.853717336,,-1.379439494,-6.04373497,285698.2,288096.1,96.627086259,5793554.3,2913069.8,1500319.3,1460615.4,1463279.8,203923.4,-37148.8,-39703.9,212801.6,40437.9,2664.3,69.9,275.6,1259356.3,1301294.4,243704.8,248097.0,3955149.3,1880804.1,974608.1,988787.3,107.320076142,,-1.777741698,-6.744049434,190467.3,192977.7,96.093648901,3685376.9,1853052.5,1259356.3,1247799.9,593370.1,284748.3,311950.0,104.518673325,,1.481179025,-0.03333788,53237.5,55119.3,100.681204917,1193853.6,600284.1,241417.7,229932.9,986107.8,468926.8,240660.8,246527.0,103.132140437,,-2.239764405,-18.724087101,50334.7,51573.6,89.411096132,956159.6,480768.7,756.9,-16594.0,241417.7,861265.0,409559.9,195363.5,215316.2,107.655648754,,-0.435677042,6.994863141,36872.4,39470.4,103.432640361,800018.4,402259.0,783273.4,372472.4,195818.4,195818.4,109.246732124,,-5.497166666,-23.45502528,33649.7,34392.0,85.089559052,716976.5,360504.5,2.1029,-134356.0,0.0,-16995.0,-124877.6,-275.6
2016-Q2,15384.7,8341.5,4621.0,1407.6,1347934.7,247411.5,247467.0,88584.2,19294.8,17063.9,217414.1,29022.9,29309.0,170142.9,29022.9,29309.0,69036.9,15426.1,15641.9,228242.9,28052.2,28585.5,972899.6,174854.0,175949.2,43802.4,11129.4,11325.9,105015.0,32965.2,33184.3,130634.3,28953.3,29017.5,235073.1,36081.8,36329.3,230131.7,40113.4,39852.6,1559071.0,289020.9,288996.5,6256741.1,2950109.2,1559071.0,1564185.3,107.658396866,,0.312533564,-3.55628126,289020.9,288996.5,96.929078335,5811661.1,2922174.1,1559071.0,1533351.4,1535668.2,236771.9,-7932.6,-25719.6,211136.2,40956.3,2316.9,87.6,-2.2,1298896.3,1318071.2,245069.3,248354.4,4011606.3,1891508.1,986793.1,1002901.6,108.621502261,,0.212198891,-4.327214725,189890.1,193387.2,96.297558559,3693197.2,1856984.6,1298896.3,1265925.0,596894.9,312103.2,316481.3,106.330300142,,-0.275956323,0.482541936,55179.1,54967.2,100.403368766,1190559.0,598627.6,244790.0,240608.6,999525.7,471285.3,247848.0,249881.4,102.010772521,,2.474914011,-10.474101814,51971.8,52850.0,91.623943877,979823.7,492667.3,-3058.0,-9272.8,244790.0,804267.3,379219.2,208110.0,201066.8,100.481295361,,0.049570691,2.981867063,41485.1,39490.0,103.483912636,800414.9,402458.4,770901.3,363486.8,192725.3,192725.3,97.101808759,,10.730302749,-9.683330732,36864.0,38082.4,94.219926346,793910.3,399187.8,2.12085,-53682.0,0.0,-4147.6,-58423.6,2.2
2016-Q3,8299.2,-3491.4,2606.7,2083.1,1368072.6,249771.6,245709.8,76307.9,16639.4,17345.3,232150.6,31046.6,28948.9,180573.9,31046.6,28948.9,70763.0,15413.6,15073.2,241386.6,29040.1,28113.9,988851.0,176644.4,174900.3,45094.9,11327.9,11425.2,106930.8,32504.5,32770.4,132040.6,28846.5,28937.6,240212.7,36502.6,36211.8,223185.4,40139.8,39830.0,1577171.6,292199.2,287605.8,6292743.9,2942548.9,1577171.6,1573186.0,108.801445498,,-0.481203727,-2.503117887,292199.2,287605.8,96.462651998,5783695.1,2908112.5,1577171.6,1543395.3,1545055.5,225763.7,-23537.9,-33776.3,209099.0,41788.2,1660.1,94.0,185.1,1319291.8,1331339.3,248116.9,247369.0,4061191.2,1899052.9,1016028.3,1015297.8,110.408438155,,-0.402447783,-2.957827544,193065.8,192608.9,95.910011169,3678334.0,1849511.2,1319291.8,1265425.1,591725.2,303263.5,316356.3,106.690304117,,-0.376785367,-0.085565477,55051.1,54760.1,100.025063565,1186073.2,596372.1,249580.6,233132.8,958034.4,447986.3,246620.5,239508.6,104.128972388,,-6.100870087,-10.911682243,51376.6,49625.7,86.034086093,920045.9,462610.3,2960.1,-6375.8,249580.6,724413.7,338743.0,192894.1,181103.4,94.797788267,,-4.528607391,-1.08754604,39883.3,37701.7,98.797532519,764167.3,384232.6,738379.5,345273.5,184594.9,184594.9,99.438728796,,-6.469635371,-7.43152552,37276.6,35618.6,88.124240665,742547.2,373361.8,2.13854,22059.1,0.0,11890.6,-22378.1,-185.1
2016-Q4,1828.0,709.0,-1443.4,365.2,1416297.0,244005.7,245447.7,54056.8,12337.3,18189.9,232184.3,28596.4,28515.4,176431.7,28596.4,28515.4,67021.2,14637.6,14504.7,245206.0,28784.7,27971.6,1063034.8,176940.0,173891.1,47554.1,11551.9,11032.4,109370.2,33353.9,32503.4,135067.5,29199.2,28956.0,247945.6,36896.7,35944.7,277891.4,39448.2,39627.6,1632766.2,286622.9,287233.0,6395134.4,2947015.5,1632766.2,1598783.6,110.715307726,,-0.129641669,-1.674901899,286622.9,287233.0,96.337596206,5776197.1,2904342.4,1632766.2,1598959.6,1601498.1,173261.5,-29195.1,-33806.6,216469.2,42047.6,2538.5,19.6,225.4,1428236.6,1355076.1,255023.1,246661.9,4084597.3,1882270.3,1050706.6,1021149.3,111.363551552,,-0.2862608,-2.246081759,199043.2,192057.6,95.635458404,3667804.4,1844216.8,1428236.6,1331430.0,613551.6,377530.0,332857.5,112.575567047,,-0.284494095,0.53299778,55979.9,54604.3,99.740498166,1182698.9,594675.4,202701.6,234815.7,949416.0,437511.3,238141.6,237354.0,105.067266118,,-1.784591949,-7.610844912,49056.0,48740.1,84.498728719,903626.9,454354.6,-35440.0,-2538.3,202701.6,736362.0,339331.5,185209.4,184090.5,97.419927851,,-1.086600449,-5.93081959,35718.8,37292.0,97.723998088,755863.9,380057.6,733525.8,338024.5,183381.5,183381.5,95.285441291,,3.672793583,1.467917126,37162.2,36926.8,91.360862121,769819.4,387074.6,2.17004,26854.9,0.0,9252.0,36022.5,-225.4
2017-Q1,8321.7,27404.3,-33.5,1821.3,1371111.8,245344.2,248277.5,97910.6,25120.4,20371.8,219829.9,27239.0,29097.0,157876.5,27239.0,29097.0,61589.7,14020.0,14267.0,231265.7,27066.7,28260.6,991781.6,170729.8,174482.8,46183.0,11204.4,11463.9,110020.4,32090.1,32467.2,135711.2,28937.2,29081.7,234449.3,35030.0,36107.6,234152.0,39155.3,39580.8,1585584.5,286503.3,290021.4,6475750.2,2978874.7,1585584.5,1618937.5,111.033083917,,0.970773358,0.66826983,286503.3,290021.4,97.272815924,5832270.9,2932536.9,1585584.5,1550203.1,1551511.5,231195.3,-25373.1,-35381.4,214472.7,40500.8,1308.3,114.5,263.8,1320316.2,1365725.1,241823.4,248059.7,4137553.2,1903293.4,1017499.2,1034388.3,111.812847207,,0.889440818,0.408383188,189428.3,193765.8,96.486079208,3700427.4,1860620.0,1320316.2,1325941.1,609939.0,302817.0,331485.3,112.752472212,,-0.568502811,-1.497533019,52395.2,54293.9,99.17347063,1175975.2,591294.7,256946.7,238900.6,947446.5,435829.7,230526.2,236861.6,104.449271001,,0.382997349,-5.132181261,47675.5,48926.7,84.82235661,907087.7,456094.8,26420.5,2038.9,256946.7,845700.1,389025.9,192342.4,211425.0,104.902082559,,6.656841383,0.770249382,37439.1,39774.5,104.229329633,806180.5,405357.4,736082.8,338601.5,184020.7,184020.7,93.031724954,,2.779553981,10.354651789,37472.6,37953.2,93.900286601,791217.0,397833.5,2.17389,-44808.0,0.0,-13240.9,33817.0,-263.8
2017-Q2,31236.2,23946.5,5934.5,2702.4,1414516.1,249447.3,249555.9,84402.7,22400.7,19727.7,232399.6,29056.7,29354.6,173027.8,29056.7,29354.6,59780.8,13664.1,13912.7,244253.0,28262.7,28836.2,1037933.0,175352.2,176478.2,46940.3,11165.4,11379.8,107174.7,32470.8,32704.2,139001.8,29267.3,29323.7,247104.0,36308.8,36559.1,253459.1,40030.7,39807.6,1630637.6,291296.0,292294.4,6542133.8,3003729.0,1630637.6,1635533.4,111.299007115,,0.783734214,1.14114149,291296.0,292294.4,98.035176264,5877980.4,2955520.2,1630637.6,1603384.8,1604887.0,235677.0,5678.1,-27252.8,216121.5,41179.5,1502.2,65.4,127.2,1369209.9,1390261.5,247495.6,251113.0,4220117.6,1937607.8,1035652.6,1055029.4,112.34509908,,1.512269058,1.710998488,192828.4,196696.1,97.945208329,3756387.8,1888757.6,1369210.0,1347554.3,618710.6,333557.4,336888.6,114.33137399,,0.226525465,-1.001206416,54667.2,54416.9,99.398123796,1178639.1,592634.1,230191.5,233347.9,944839.0,433809.6,233222.9,236209.8,104.243245673,,-0.078117612,-7.49569182,48004.0,48888.5,84.756095411,906379.1,455738.5,-3031.5,-2861.9,230191.5,835987.2,383831.8,216286.5,208996.8,101.387586044,,2.278081767,3.014812905,42342.7,40680.6,106.603758988,824546.0,414591.8,740201.1,339853.0,185050.3,185050.3,93.490844927,,0.065659967,-0.273811346,36408.2,37978.1,93.961941497,791736.5,398094.8,2.178,-66163.2,0.0,-13678.9,3764.9,-127.2
2017-Q3,10183.5,-1800.4,2775.7,2449.8,1421254.0,253505.6,250320.1,70387.8,18374.8,19277.8,250410.3,31899.4,29861.7,191242.0,31899.4,29861.7,61104.8,13942.1,13669.7,256466.2,30123.6,29139.1,1039351.1,179269.9,177398.8,48732.6,11296.6,11427.7,103971.4,32325.4,32572.3,140970.1,29533.1,29484.9,252265.1,37008.2,36798.5,236945.6,40163.9,39979.8,1648630.7,296993.0,293425.5,6576285.1,3027137.0,1648630.7,1644071.3,111.448708035,,0.386996871,2.023495405,296993.0,293425.5,98.414569328,5900728.0,2966958.0,1648630.7,1616892.0,1618738.2,233973.7,-19245.2,-31738.6,227376.7,42861.9,1846.1,65.4,398.4,1384764.4,1396404.4,253703.7,253108.3,4273861.6,1967305.9,1070403.7,1068465.4,112.600111183,,1.044159458,3.188302534,199078.1,198749.9,98.967912486,3795610.5,1908479.2,1384764.4,1307636.4,601919.5,314360.7,326909.1,111.064035,,-0.107541987,-0.733650607,54625.6,54358.4,99.291229079,1177371.6,591996.8,253682.8,236869.5,947260.1,436034.3,245493.5,236815.0,104.23742475,,0.26184152,-1.227494917,50889.5,49016.5,84.97802206,908752.4,456931.8,8189.3,54.4,253682.8,793999.3,365486.7,210483.7,198499.8,94.51902013,,1.879323597,9.92904966,42842.2,41445.1,108.607188586,840041.8,422383.3,801200.7,368801.6,200300.2,200300.2,98.555676596,,2.678389334,9.480214966,40066.5,38995.3,96.478608117,812942.3,408757.3,2.17244,54728.4,0.0,13627.7,-8106.1,-398.4
