,id,name
0,B11,External balance of goods and services
1,P6,Exports of goods and services
2,P7,Imports of goods and services
3,B1_GE,Gross domestic product - expenditure approach
4,P3S13,General government final consumption expenditure
5,RB1_GE,Residual item
6,P51,Gross fixed capital formation
7,P31S14_S15,Private final consumption expenditure
8,P52_P53,Changes in inventories and acquisitions less disposals of valuables
9,POPNC,Total population
