country,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG
2007-Q3,24176.6,28923.0,6044.2,7230.8,137.0,17771.4,21112.5,4442.9,5278.1,914104.0,916786.6,662272.4,228526.0,229196.7,146.796607466,17.786828728,,1.324432646,8.229503989,86.561274739,610425.7,624528.5,152606.4,156132.1,5154300.5,750639.3,,,,,707738.7,706015.6,176934.7,176503.9,147.622560033,468594.6,478257.2,117148.7,119564.3,589438.2,585266.2,422787.2,147359.6,146316.5,142.009880086,18.858554526,,2.13960131,8.195052646,79.08153006,403183.0,412130.6,100795.8,103032.7,3103452.1,451966.8,118300.4,120836.4,87290.4,29575.1,30209.1,182.734998703,16.412519012,,0.109405308,7.360561241,68.318278447,65411.6,66126.6,16352.9,16531.7,736245.6,107222.1,182188.7,185438.5,45547.2,46359.6,124059.7,31014.9,189101.6,182872.4,132104.2,47275.4,45718.1,145.980417773,22.193897645,,3.179774913,20.92917438,88.905081515,128893.7,125271.9,32223.4,31318.0,823976.2,119998.6,189101.6,47275.4,128893.7,125271.9,32223.4,31318.0,104784.9,26196.2,64856.9,16214.2,64403.9,16101.0,49509.1,12377.3,19281.1,4820.3,14034.0,3508.5,631.7,157.9,493.7,123.4,-6912.9,-1728.2,-4834.0,-1208.5,-6912.9,-6912.9,-1728.2,-1728.2,-4834.0,-1208.5,,,,,207489.6,202982.5,146631.4,51872.4,50745.6,134.839764101,28.588736317,,4.453312823,10.458516494,111.379268628,153960.0,150536.1,38490.0,37634.0,710008.6,103401.1,183313.0,174059.4,125737.8,45828.3,43514.9,134.488258612,33.797026355,,7.117435387,23.308152116,73.418676273,136188.6,129423.5,34047.1,32355.9,515014.1,75003.3,1.3843,0.0,0.0,0.0,0.0,295632.2
2007-Q4,59967.9,52666.5,14992.0,13166.6,216.8,23950.2,24295.5,5987.5,6073.9,995078.6,1002434.7,686296.1,248769.6,250608.7,155.721230113,18.868193871,,3.075639908,9.222614526,89.223587851,625876.9,643736.7,156469.2,160934.2,5312828.3,773726.2,,,,,710251.8,743882.5,177562.9,185970.6,152.806237414,457726.9,486814.2,114431.7,121703.6,571294.9,614564.0,420748.5,142823.7,153641.0,146.57373988,19.464623616,,1.73633156,10.159313776,80.454647625,384630.1,419286.6,96157.5,104821.6,3157338.3,459814.5,138956.9,129469.8,88638.8,34739.2,32367.4,191.728513002,17.220280116,,2.118750681,7.427844832,69.765772436,73096.8,67527.7,18274.2,16881.9,751844.8,109493.9,224858.9,205979.2,56214.7,51494.8,144199.8,36050.0,192087.6,197893.2,135483.5,48021.9,49473.3,153.324541431,23.310449654,,3.030443358,20.989785675,91.599299653,126843.7,129068.2,31710.9,32267.0,848946.4,123635.1,192087.6,48021.9,126843.7,129068.2,31710.9,32267.0,109105.4,27276.3,64792.5,16198.1,64084.8,16021.2,49449.9,12362.5,18156.3,4539.1,12084.1,3021.0,741.1,185.3,517.2,129.3,32771.3,8192.8,17356.1,4339.0,32771.3,32771.3,8192.8,8192.8,17356.1,4339.0,,,,,244066.6,236722.9,162067.4,61016.6,59180.7,148.915466056,31.573067641,,5.59902332,10.912629067,117.615419852,160654.2,158964.6,40163.6,39741.2,749762.1,109190.5,184098.7,184056.4,126010.4,46024.7,46014.1,136.673073539,34.346072409,,4.053015618,21.747777231,76.394346689,136704.1,134669.1,34176.0,33667.3,535887.7,78043.2,1.46064,0.0,0.0,0.0,0.0,340824.4
2008-Q1,42286.7,56860.9,10571.7,14215.2,730.5,-409.5,7784.2,-102.4,1946.1,1032356.9,1079350.8,695873.6,258089.2,269837.7,166.129091069,20.129277785,,0.927297377,7.720662642,90.05095584,616720.4,649706.1,154180.1,162426.5,5362094.0,780901.0,,,,,804220.6,816874.1,201055.2,204218.5,161.143014817,498245.0,506924.9,124561.3,126731.2,674136.8,676981.0,436459.8,168534.2,169245.2,154.33905211,20.495837529,,4.613970865,12.041320712,84.166801625,434706.9,438632.3,108676.7,109658.1,3303016.9,481030.2,130083.9,140169.0,90369.1,32521.0,35042.3,205.247776708,18.434525741,,1.132776659,4.608764839,70.556062822,63538.1,68292.6,15884.5,17073.1,760361.5,110734.2,185849.6,208255.6,46462.4,52063.9,118884.9,29721.2,202936.4,212626.6,137083.6,50734.1,53156.7,154.347555458,23.465981944,,6.732989337,17.925037689,97.766670731,130866.3,137758.3,32716.6,34439.6,906105.8,131959.4,202936.4,50734.1,130866.3,137758.3,32716.6,34439.6,115899.0,28974.7,64603.9,16151.0,66141.9,16535.5,50905.7,12726.4,20185.1,5046.3,14857.3,3714.3,710.4,177.6,499.4,124.8,-17086.8,-4271.7,-11981.4,-2995.3,-17086.8,-17086.8,-4271.7,-4271.7,-11981.4,-2995.3,,,,,233518.7,260628.7,168031.2,58379.7,65157.2,169.789477394,35.998777001,,-3.436934362,7.461932635,113.573055073,138205.7,153501.1,34551.4,38375.3,723993.3,105437.7,191232.0,203767.8,131372.2,47808.0,50942.0,139.83814133,35.141456933,,8.203678985,23.563314601,82.661493653,138615.2,145716.9,34653.8,36429.2,579850.2,84445.7,1.55107,0.0,0.0,0.0,0.0,248466.6
2008-Q2,28667.8,14168.4,7167.0,3542.1,-110.9,726.0,-12773.6,181.5,-3193.4,1213883.4,1154517.0,704228.0,303470.9,288629.2,176.719515024,21.412482215,,0.553891776,5.993137556,90.549740679,711405.5,653304.7,177851.4,163326.2,5391794.2,785226.3,,,,,937441.9,889421.5,234360.5,222355.4,174.356144383,554726.8,510117.7,138681.7,127529.4,786479.3,737943.8,450128.3,196619.8,184486.0,167.476926579,22.24051418,,0.454101431,9.201245618,84.549004276,485578.5,440624.2,121394.6,110156.0,3318016.0,483214.6,150962.6,151772.9,92577.9,37740.7,37943.2,218.398729694,19.615691185,,1.758482762,5.206586211,71.796779024,69148.4,69493.5,17287.1,17373.4,773732.3,112681.4,247773.7,242476.3,61943.4,60619.1,155952.6,38988.2,234221.8,227434.2,138729.5,58555.5,56858.6,158.004878986,24.022017234,,4.488246068,18.55674227,102.154679486,146972.6,143941.3,36743.2,35985.3,946774.1,137882.1,234221.8,58555.5,146972.6,143941.3,36743.2,35985.3,129926.5,32481.6,68801.8,17200.5,80096.1,20024.0,61174.0,15293.5,23469.5,5867.4,16498.9,4124.7,729.7,182.4,497.9,124.5,13551.9,3388.0,8980.0,2245.0,13551.9,13551.9,3388.0,3388.0,8980.0,2245.0,,,,,249293.1,235311.6,143534.5,62323.3,58827.9,170.13743149,36.072550253,,-9.898513733,-4.032292585,102.33101062,147769.6,138306.8,36942.4,34576.7,652328.7,95001.0,220625.3,221143.2,134892.1,55156.3,55285.8,146.37455258,36.784063251,,3.680718291,25.041697857,85.70403037,147043.5,151080.3,36760.9,37770.1,601192.8,87553.9,1.63941,0.0,0.0,0.0,0.0,302135.9
2008-Q3,59283.3,65912.5,14820.8,16478.1,321.2,16164.5,20520.1,4041.1,5130.0,1183692.3,1187516.6,712402.3,295923.1,296879.1,180.428459425,21.861881966,,0.743915726,5.385872278,91.223354439,647088.0,658164.8,161772.0,164541.2,5431904.6,791067.7,,,,,894766.5,894062.8,223691.6,223515.7,176.686835698,494935.6,506015.5,123733.9,126503.9,735708.4,732253.5,439285.7,183927.1,183063.4,168.042068264,22.315563573,,-1.104826005,5.732507738,83.61488489,425312.7,435756.0,106328.2,108939.0,3281357.7,477875.9,159058.1,162117.6,97255.9,39764.5,40529.4,230.741270724,20.724248335,,1.102209413,6.249940033,72.588129881,69622.8,70259.5,17405.7,17564.9,782260.5,113923.4,229642.5,231274.5,57410.6,57818.6,135987.9,33997.0,230523.3,222387.8,133412.5,57630.8,55596.9,166.082341882,25.250061293,,-6.974471723,6.889199843,95.029930251,138451.5,133902.1,34612.9,33475.5,880741.6,128265.6,230523.3,57630.8,138451.5,133902.1,34612.9,33475.5,131462.0,32865.5,67512.3,16878.1,74818.0,18704.5,55368.9,13842.2,23485.8,5871.4,15030.5,3757.6,757.4,189.4,539.8,134.9,-880.8,-220.2,-2463.6,-615.9,-880.8,-880.8,-220.2,-220.2,-2463.6,-615.9,,,,,290934.4,284793.9,170850.5,72733.6,71198.5,172.88176449,36.654403929,,19.107190653,9.431129704,121.883591916,169221.3,164733.3,42305.3,41183.3,776970.4,113153.0,231651.1,218881.3,131309.0,57912.8,54720.3,151.776143468,38.141488141,,-4.545307971,11.427394771,81.808518247,153056.8,144213.3,38264.2,36053.3,573866.8,83574.3,1.66692,0.0,0.0,0.0,0.0,284441.2
2008-Q4,40789.4,34085.3,10197.4,8521.3,238.3,13350.8,14301.0,3337.7,3575.3,1168651.8,1177200.0,680966.1,292163.0,294300.0,187.592914492,22.729973793,,-4.654719938,-2.517747977,86.977162772,613490.8,627529.0,153372.7,156882.3,5179064.6,754245.7,,,,,891057.5,927128.1,222764.4,231782.0,185.627048665,474608.1,499457.4,118652.0,124864.4,704213.5,753359.7,435790.4,176053.4,188339.9,175.51788582,23.308333322,,-1.49969479,2.369371129,82.360916818,398635.4,429221.0,99658.9,107305.3,3232147.3,470709.2,186844.0,172889.0,100009.8,46711.0,43222.3,246.152969937,22.108464868,,-0.03282706,4.011320736,72.564301332,75972.7,70236.4,18993.2,17559.1,782003.7,113886.0,236804.9,218064.2,59201.2,54516.1,125531.9,31383.0,206516.8,211749.6,122489.2,51629.2,52937.4,176.753623753,26.872452441,,-10.532187753,-7.181386869,85.021199576,119110.7,119799.3,29777.7,29949.8,787980.3,114756.4,206516.8,51629.2,119110.7,119799.3,29777.7,29949.8,120293.6,30073.4,59939.0,14984.8,66600.1,16650.0,47218.5,11804.6,18829.4,4707.3,11418.2,2854.5,793.7,198.4,534.9,133.7,30288.1,7572.0,6421.2,1605.3,30288.1,30288.1,7572.0,7572.0,6421.2,1605.3,,,,,240742.9,233754.9,135218.5,60185.7,58438.7,161.955420392,34.337799681,,-12.383910451,-9.20439074,106.789637039,145677.6,144332.9,36419.4,36083.2,680751.1,99140.2,199953.5,199669.6,115501.4,49988.4,49917.4,153.554398437,38.588365293,,-9.833636525,-3.443423352,73.763765915,132326.8,130031.9,33081.7,32508.0,517434.8,75355.9,1.72872,0.0,0.0,0.0,0.0,213617.1
2009-Q1,46229.4,62437.8,11557.3,15609.4,221.3,18773.6,28209.1,4693.4,7052.3,1112307.5,1162283.9,655153.1,278076.9,290571.0,192.28698649,23.29873799,,-3.677331496,-6.965202768,83.778724171,578553.0,604452.7,144638.3,151113.2,4988613.3,726509.6,,,,,914508.1,927455.2,228627.0,231863.8,193.853674059,476274.2,478430.6,119068.6,119607.6,745582.8,746253.7,420646.3,186395.7,186563.4,182.997853441,24.301654189,,-4.992143423,-7.030634152,78.249341725,410435.2,407793.7,102608.8,101948.4,3070793.9,447210.7,168925.3,183235.9,103285.9,42231.3,45809.0,259.405598194,23.298762374,,0.570132285,3.432661805,72.978013842,65839.1,70636.9,16459.8,17659.2,786462.2,114535.3,151570.0,170674.2,37892.5,42668.6,83505.2,20876.3,171002.4,179748.8,101320.3,42750.6,44937.2,173.013451829,26.303821428,,-13.277501431,-24.583185625,73.732508586,95500.6,103893.0,23875.1,25973.2,683356.2,99519.6,171002.4,42750.6,95500.6,103893.0,23875.1,25973.2,104812.7,26203.2,49448.5,12362.1,51412.6,12853.2,36840.4,9210.1,13926.3,3481.6,8690.2,2172.6,850.8,212.7,521.5,130.4,-19432.4,-4858.1,-11995.4,-2998.8,-19432.4,-19432.4,-4858.1,-4858.1,-11995.4,-2998.8,,,,,204977.7,231697.8,130602.8,51244.4,57924.4,161.947250948,34.336067595,,-0.875050663,-6.795521575,105.855173612,127658.2,143069.9,31914.6,35767.5,674794.1,98272.7,158748.3,169260.0,95408.0,39687.1,42315.0,147.361041414,37.031968826,,-11.667209807,-21.175398962,65.157592585,108884.6,114860.8,27221.1,28715.2,457064.6,66564.0,1.77406,0.0,0.0,0.0,0.0,230271.5
2009-Q2,97639.8,73737.1,24409.9,18434.3,258.2,43122.2,28562.0,10780.5,7140.5,1251464.7,1189359.0,640443.4,312866.2,297339.8,201.2656578,24.38665202,,-2.235551733,-9.546060721,81.905807451,631197.8,590939.9,157799.4,147735.0,4877090.2,710268.1,,,,,975104.1,933386.9,243776.0,233346.7,199.801800936,495327.8,467156.4,123832.0,116789.1,783242.4,741806.2,399446.1,195810.6,185451.5,187.734021553,24.93060539,,-3.103754093,-10.323397385,75.820674579,423959.3,395136.8,105989.8,98784.2,2975484.0,433330.4,191861.7,192301.9,103550.3,47965.4,48075.5,267.013294618,23.982054918,,1.957562851,3.635017254,74.40660433,71368.5,72019.6,17842.1,18004.9,801857.6,116777.4,178720.9,175811.9,44680.2,43953.0,92747.7,23186.9,183569.7,179293.4,96545.5,45892.4,44823.4,182.964459896,27.816706909,,-5.678324617,-31.92114375,69.5457374,99870.8,97993.6,24967.7,24498.4,644553.0,93868.6,183569.7,45892.4,99870.8,97993.6,24967.7,24498.4,107913.3,26978.3,49992.9,12498.2,57519.6,14379.9,38705.4,9676.3,17282.7,4320.7,10647.0,2661.7,854.0,213.5,525.5,131.4,-4848.8,-1212.2,-7123.0,-1780.8,-4848.8,-4848.8,-1212.2,-1212.2,-7123.0,-1780.8,,,,,262406.9,238893.8,128639.0,65601.7,59723.5,174.836114997,37.068765462,,-4.49512621,-1.206047565,101.096849958,147851.6,136638.7,36962.9,34159.7,644461.3,93855.2,164767.2,165156.7,88933.2,41191.8,41289.2,152.81429703,38.402377111,,-5.906301436,-28.464054148,61.309188758,104729.5,108076.7,26182.4,27019.2,430069.0,62632.5,1.85709,0.0,0.0,0.0,0.0,240803.3
2009-Q3,49975.7,57737.3,12493.9,14434.3,506.4,8491.5,11401.3,2122.9,2850.3,1269734.7,1272722.7,665531.5,317433.7,318180.7,207.227824977,25.109066852,,3.930356887,-6.685082435,85.124997995,610519.9,614165.9,152630.0,153541.5,5068777.3,738184.2,,,,,1010846.8,1008960.4,252711.7,252240.1,200.917648452,493649.1,502176.1,123412.3,125544.0,811737.1,806343.3,421652.7,202934.3,201585.8,188.721352442,25.061720446,,8.131317975,-1.948205958,81.98589472,419318.0,427266.6,104829.5,106816.7,3217430.1,468565.9,199109.7,203209.5,106262.2,49777.4,50802.4,271.273427312,24.364682818,,4.012584372,6.618302791,77.392232107,74331.0,74909.5,18582.8,18727.4,834032.9,121463.2,208912.2,211237.5,52228.1,52809.4,108379.3,27094.8,207506.7,199492.2,104318.4,51876.7,49873.1,193.410791567,29.404898115,,5.256190714,-22.970380177,73.201193991,108714.1,103144.3,27178.5,25786.1,678431.9,98802.5,207506.7,51876.7,108714.1,103144.3,27178.5,25786.1,123527.0,30881.8,56070.2,14017.6,64854.3,16213.6,42303.8,10575.9,18187.4,4546.9,9808.3,2452.1,937.9,234.5,531.7,132.9,1405.6,351.4,-334.8,-83.7,1405.6,1405.6,351.4,351.4,-334.8,-83.7,,,,,245558.2,242421.7,126767.1,61389.6,60605.4,190.36795618,40.361827528,,-6.802581957,-22.697015733,94.219653883,131625.1,127343.8,32906.3,31835.9,600621.3,87470.6,195582.6,184684.4,96575.1,48895.6,46171.1,159.289737122,40.029661319,,7.277902706,-19.603467614,65.771211866,123133.6,115942.5,30783.4,28985.6,461369.0,67190.8,1.91234,0.0,0.0,0.0,0.0,199630.1
2009-Q4,58977.8,58910.5,14744.5,14727.6,552.6,8445.8,10660.6,2111.4,2665.2,1358210.1,1367351.4,681283.4,339552.5,341837.9,218.450133187,26.468834475,,1.915942831,-0.254340879,86.755944292,615220.9,625933.0,153805.2,156483.2,5165892.2,752327.4,,,,,1037109.4,1067766.0,259277.4,266941.5,215.152216391,478795.9,496284.0,119699.0,124071.0,803128.6,849287.7,423158.0,200782.2,212321.9,202.264909951,26.860270784,,-1.726743788,-2.174221112,80.570208376,396373.4,419888.8,99093.3,104972.2,3161873.3,460474.9,233980.8,215130.2,107188.7,58495.2,53782.5,281.601741013,25.29233021,,1.983362573,8.76863585,78.927200673,82422.6,76395.2,20605.6,19098.8,850574.8,123872.3,262122.8,243602.4,65530.7,60900.6,127979.1,31994.8,215718.3,219262.6,109247.7,53929.6,54815.6,200.212501254,30.43898509,,6.176427275,-8.584667248,77.722412502,110460.3,109514.9,27615.1,27378.7,720334.8,104904.9,215718.3,53929.6,110460.3,109514.9,27615.1,27378.7,129210.0,32302.5,57068.1,14267.0,66380.5,16595.1,42675.0,10668.8,19135.5,4783.9,10195.0,2548.7,992.2,248.1,522.2,130.6,46404.6,11601.1,17518.8,4379.7,46404.6,46404.6,11601.1,11601.1,17518.8,4379.7,,,,,263486.2,263415.7,131247.0,65871.5,65853.9,191.356071652,40.57132784,,8.099000541,-4.625105033,101.850504161,137574.8,137657.3,34393.7,34414.3,649265.6,94554.9,204508.3,204505.2,101894.8,51127.1,51126.3,161.031908338,40.467470591,,9.53425206,-2.334155402,72.042004989,129129.0,126996.7,32282.2,31749.2,505357.1,73597.0,2.00702,0.0,0.0,0.0,0.0,289200.8
2010-Q1,32669.6,52818.1,8167.4,13204.5,2029.6,-6270.7,2602.4,-1567.7,650.6,1418858.0,1482726.5,704121.1,354714.5,370681.6,229.988826112,27.866937322,,2.997449789,6.657640165,89.356410161,611607.3,644695.0,152901.8,161173.8,5320737.2,774878.0,,,,,1164293.4,1177801.9,291073.3,294450.5,229.566030604,510030.3,513055.8,127507.6,128264.0,955921.1,953599.7,452847.9,238980.3,238399.9,218.029662443,28.953790223,,4.163658698,7.253141067,83.924876865,439461.2,437371.6,109865.3,109342.9,3293522.9,479647.5,208372.3,225637.0,107151.1,52093.1,56409.3,298.129357739,26.776773944,,-0.930585011,7.145579686,78.192715974,70569.0,75684.3,17642.3,18921.1,842659.4,122719.5,221894.9,251044.3,55473.7,62761.1,107847.8,26961.9,223217.9,235012.2,111603.2,55804.5,58753.0,198.554961604,30.18698372,,8.077744354,13.926179783,84.00063029,108785.9,118361.3,27196.5,29590.3,778521.6,113378.9,223217.9,55804.5,108785.9,118361.3,27196.5,29590.3,136394.8,34098.7,55352.1,13838.0,64627.3,16156.8,41050.7,10262.7,21085.2,5271.3,11885.3,2971.3,1110.5,277.6,497.8,124.4,-1322.9,-330.7,-938.1,-234.5,-1322.9,-1322.9,-330.7,-330.7,-938.1,-234.5,,,,,245386.5,279559.3,132757.9,61346.6,69889.8,197.13795883,41.797203968,,3.015922703,-0.881333373,104.92223664,124821.3,141809.0,31205.3,35452.2,668847.0,97406.6,212716.9,226741.3,107675.5,53179.2,56685.3,162.881188812,40.932196519,,9.614291683,21.195904191,78.968333482,131091.9,139206.5,32773.0,34801.6,553943.6,80672.8,2.10578,0.0,0.0,0.0,0.0,291129.9
2010-Q2,82173.8,47390.5,20543.4,11847.6,746.9,24324.3,6344.7,6081.1,1586.2,1686067.0,1603356.3,737346.3,421516.7,400839.1,238.033496118,28.841681698,,4.481080026,13.985253689,93.360542409,733730.8,673584.3,183432.7,168396.1,5559163.7,809600.9,,,,,1315855.1,1266394.5,328963.8,316598.6,237.008226537,564483.0,534325.1,141120.8,133581.3,1074344.7,1024152.3,470983.9,268586.2,256038.1,224.214772105,29.775157213,,4.435895517,15.598677012,87.647696715,487297.6,456772.9,121824.4,114193.2,3439620.1,500924.2,241510.4,240841.9,110757.6,60377.6,60210.5,310.55453443,27.892753094,,2.468089877,7.68208441,80.122582481,77185.4,77552.2,19296.4,19388.1,863457.0,125748.3,288038.1,281032.3,72009.5,70258.1,144923.5,36230.9,269536.5,264942.3,121840.8,67384.1,66235.6,205.301918747,31.21274648,,9.030674747,31.69240477,91.586453996,130038.9,129050.1,32509.7,32262.5,848827.3,123617.8,269536.5,67384.1,130038.9,129050.1,32509.7,32262.5,156830.3,39207.6,61422.4,15355.6,83562.1,20890.5,52489.0,13122.3,27946.1,6986.5,15649.3,3912.3,1198.0,299.5,478.2,119.6,18501.7,4625.4,14884.6,3721.2,18501.7,18501.7,4625.4,4625.4,14884.6,3721.2,,,,,340952.3,306746.7,141065.7,85238.1,76686.7,188.686816668,40.00539221,,14.639569723,18.977397097,120.282400627,175584.3,162569.2,43896.1,40642.3,766763.3,111666.5,258778.5,259356.2,119271.9,64694.6,64839.0,166.01502271,41.719731937,,12.224993489,44.549632614,88.622207109,151260.1,156224.5,37815.0,39056.1,621663.1,90535.0,2.1745,0.0,0.0,0.0,0.0,262159.0
2010-Q3,46340.2,50241.0,11585.1,12560.3,8667.4,-3853.9,579.7,-963.5,144.9,1712834.5,1718100.2,744158.3,428208.6,429525.0,253.646730954,30.73348246,,0.560457989,10.289328915,93.883789028,668566.5,677359.5,167141.6,169339.9,5590320.4,814138.4,,,,,1353694.3,1352596.8,338423.6,338149.2,250.652732832,533090.4,539629.8,133272.6,134907.4,1099323.2,1093269.8,473526.4,274830.8,273317.5,236.1444015,31.359381961,,1.35598002,8.355446109,88.83618197,456779.1,462966.6,114194.8,115741.7,3486260.7,507716.6,254371.1,259493.9,112394.2,63592.8,64873.5,338.485825104,30.401428731,,-1.146410268,2.34108361,79.204048968,76311.4,76663.2,19077.8,19165.8,853558.3,124306.7,312800.1,314800.3,78200.0,78700.1,139329.9,34832.5,299912.1,288787.8,125082.2,74978.0,72196.9,216.002359025,32.839570679,,3.600532499,29.62091035,94.884054038,139804.0,133696.6,34951.0,33424.1,879389.6,128068.7,299912.1,74978.0,139804.0,133696.6,34951.0,33424.1,171225.0,42806.3,65565.6,16391.4,95760.5,23940.1,57935.3,14483.8,31663.7,7915.9,15814.3,3953.6,1262.9,315.7,488.8,122.2,12888.0,3222.0,-474.0,-118.5,12888.0,12888.0,3222.0,3222.0,-474.0,-118.5,,,,,339698.4,327749.5,141957.7,84924.6,81937.4,201.799938005,42.785637122,,-0.096023291,27.539103101,120.166901508,168049.6,162413.1,42012.4,40603.3,766027.0,111559.3,293358.2,277508.5,120196.9,73339.6,69377.1,171.477834782,43.092541768,,3.590290633,39.580827697,91.80400191,171903.5,161833.4,42975.9,40458.4,643982.6,93785.5,2.30878,0.0,0.0,0.0,0.0,249067.5
2010-Q4,31352.2,42086.3,7838.1,10521.6,-221.4,-23678.0,-19005.0,-5919.5,-4751.3,1829124.3,1842700.8,757616.3,457281.1,460675.2,268.436866914,32.525551226,,1.342927868,9.669235199,95.144580595,668190.1,686455.9,167047.5,171614.0,5665394.4,825071.7,,,,,1443638.9,1480688.4,360909.7,370172.1,265.509407105,537085.4,557678.3,134271.3,139419.6,1139978.0,1198545.1,492775.2,284994.5,299636.3,250.957126951,33.326474605,,3.158527546,13.741914159,91.642097249,451162.8,477589.6,112790.7,119397.4,3596375.2,523753.0,303660.9,281941.8,115918.8,75915.2,70485.5,352.036751102,31.618518135,,4.468373584,4.834811148,82.74318177,85922.6,80088.8,21480.7,20022.2,891698.4,129861.2,354133.1,329989.3,88533.3,82497.3,154782.7,38695.7,313472.5,317396.6,130495.9,78368.1,79349.2,223.086587834,33.916609994,,6.416390875,29.913859558,100.972185823,144754.3,142275.1,36188.6,35568.8,935814.7,136286.0,313472.5,78368.1,144754.3,142275.1,36188.6,35568.8,170014.8,42503.7,63202.0,15800.5,103981.3,25995.3,62377.8,15594.5,38022.7,9505.7,18699.9,4675.0,1453.7,363.4,474.6,118.7,40660.6,10165.2,10028.4,2507.1,40660.6,40660.6,10165.2,10165.2,10028.4,2507.1,,,,,332472.0,344453.7,141620.2,83118.0,86113.4,224.229916566,47.541242763,,-5.416311978,11.593249502,113.658287228,151952.4,153616.3,37988.1,38404.1,724536.6,105516.9,301119.7,302367.4,124316.7,75279.9,75591.9,175.162263761,44.018442248,,6.666035355,35.925824316,97.923689134,175630.4,172621.3,43907.6,43155.3,686910.8,100037.3,2.43223,0.0,0.0,0.0,0.0,203880.2
2011-Q1,19260.6,51703.7,4815.1,12925.9,-210.5,-33400.9,-24557.7,-8350.2,-6139.4,1888827.2,1974724.1,777006.1,472206.8,493681.0,281.076382756,34.057036915,,2.345656078,8.975220755,97.376345232,662325.6,702557.8,165581.4,175639.5,5798285.1,844425.0,,,,,1548769.7,1574659.8,387192.4,393665.0,275.888293531,558579.6,570759.9,139644.9,142690.0,1263267.6,1267535.5,498744.5,315816.9,316883.9,258.073079998,34.271455254,,2.840122617,12.296673764,94.244845179,484514.0,491153.7,121128.5,122788.4,3698516.7,538628.2,285502.1,305147.5,120068.1,71375.5,76286.9,383.321110598,34.428352861,,-0.602483869,5.182006307,82.244667447,74065.6,79606.2,18516.4,19901.6,886326.1,129078.8,320796.9,362444.4,80199.2,90611.1,137146.9,34286.7,324979.7,342739.7,134859.8,81244.9,85684.9,228.600895781,34.754968919,,5.379857004,26.670888858,106.404345035,139564.5,149929.3,34891.1,37482.3,986160.2,143618.0,324979.7,81244.9,139564.5,149929.3,34891.1,37482.3,193369.3,48342.3,62947.7,15736.9,98656.2,24664.0,60014.5,15003.6,31460.3,7865.1,16105.2,4026.3,1493.9,373.5,497.1,124.3,-4182.8,-1045.7,-2417.5,-604.4,-4182.8,-4182.8,-1045.7,-1045.7,-2417.5,-604.4,,,,,323761.2,376229.7,148037.3,80940.3,94057.4,238.456701953,50.557606806,,2.7084769,11.260205101,116.736695682,138279.5,157777.0,34569.9,39444.2,744160.5,108374.8,304500.7,324526.1,127693.1,76125.2,81131.5,177.983753183,44.727485204,,5.62696316,30.981387711,103.433819047,171680.5,182334.7,42920.1,45583.7,725563.0,105666.3,2.54145,0.0,0.0,0.0,0.0,208684.6
