country,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN
2007,,142506.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4323057.0,1838206.1,,4323057.0,74.4,58.0,6.345022245,6.345022245,64.7,,5813255.1,7459547.5,1713527.9,,,,,,,,,,,,,,,,,,,,2590436.2,1101478.8,,2590436.2,77.1,58.0,5.006740933,5.006740933,67.5,,3360913.0,4468602.1,1026479.7,,,,,,,,,374998.2,159452.9,,374998.2,77.4,53.4,3.893843811,3.893843811,62.4,,484213.9,701749.6,161198.5,,,,,,,,,,1223705.0,520331.4,,1223705.0,71.3,54.9,9.323906319,9.323906319,58.9,,1715172.3,2228103.3,511816.2,,,,,,,,,,,,,,,,,,,,,,,,,1212795.9,515692.7,,1212795.9,89.9,73.9,8.542983386,8.542983386,67.3,,1348536.3,1640870.2,376923.2,,,,,,,,,1070289.6,455097.6,,1070289.6,81.0,63.0,9.064254323,9.064254323,70.9,,1321608.5,1698978.4,390271.2,,,,,,,,,2351.7803,,,-8588.7,,,,,119200.6
2008,20361.8,20361.8,23295.3,23295.3,,,,,,,,,,,,,,,,,,,,,,,,,,,5414841.9,6162847.0,5414841.9,1986656.2,5414841.9,5414841.9,87.9,68.5,6.013702503,6.013702503,68.6,6162847.0,6162847.0,7908142.5,1816574.4,,,38163.0,38163.0,29592.8,29592.8,3569527.6,3569527.6,87.6,4074965.5,4074965.5,,,,,3033914.7,3033914.7,3473025.0,3473025.0,3095473.1,1135700.9,3095473.1,3095473.1,87.4,65.8,5.336150219,5.336150219,71.1,3540256.3,3540256.3,4707053.5,1081254.2,61558.5,61558.5,67231.3,67231.3,,,,,474054.5,173926.3,474054.5,474054.5,88.7,61.2,10.428309773,10.428309773,69.0,534709.2,534709.2,774930.3,178008.7,,,,,1786789.5,1786789.5,87.8,2034993.4,2034993.4,1701813.1,624379.7,1701813.1,1701813.1,88.7,68.3,11.886126931,11.886126931,65.9,1919039.9,1919039.9,2492938.5,572651.3,,,,,,,,,,,,,,,,,84976.4,84976.4,115953.5,115953.5,84976.4,84976.4,115953.5,115953.5,1538313.5,564393.2,1538313.5,1538313.5,104.1,85.6,9.533468431,9.533468431,73.7,1477098.6,1477098.6,1797302.0,412857.1,1396651.7,1396651.7,1338824.4,1338824.4,141661.9,141661.9,138274.1,138274.1,1517951.7,556922.7,1517951.7,1517951.7,104.4,81.2,10.002558192,10.002558192,78.0,1453803.2,1453803.2,1868919.7,429308.3,1285218.0,1285218.0,1227534.6,1227534.6,232733.7,232733.7,226268.6,226268.6,2725.60595,,,123139.4,38163.0,38163.0,29592.8,29592.8,4837.9
2009,148817.4,148817.4,127910.8,127910.8,,,,,,,,,,,,,,,,,,,,,,,,,,,6011375.0,6452609.8,6011375.0,2052493.7,6011375.0,6011375.0,93.2,72.6,4.701768517,4.701768517,71.8,6452609.8,6452609.8,8279965.1,1901985.5,,,-11280.0,-11280.0,34282.1,34282.1,3999913.7,3999913.7,93.0,4301406.6,4301406.6,,,,,3363555.1,3363555.1,3631417.6,3631417.6,3435626.3,1173043.0,3435626.3,3435626.3,92.7,69.7,4.709159444,4.709159444,74.4,3706972.6,3706972.6,4928716.1,1132172.2,72071.2,72071.2,75555.0,75555.0,,,,,564287.4,192667.5,564287.4,564287.4,94.9,65.5,11.169590816,11.169590816,76.7,594434.0,594434.0,861486.8,197891.6,,,,,1873923.9,1873923.9,94.2,1989010.3,1989010.3,1879080.1,641583.7,1879080.1,1879080.1,94.2,72.5,3.924871448,3.924871448,68.5,1994359.7,1994359.7,2590783.2,595127.1,,,,,,,,,,,,,,,,,-5156.2,-5156.2,-5349.5,-5349.5,-5156.2,-5156.2,-5349.5,-5349.5,1419336.9,484611.3,1419336.9,1419336.9,98.1,80.6,-2.045563539,-2.045563539,72.2,1446883.6,1446883.6,1760537.1,404411.8,1280934.7,1280934.7,1317386.2,1317386.2,138402.2,138402.2,129497.4,129497.4,1270519.5,433799.8,1270519.5,1270519.5,96.3,74.9,-9.274327259,-9.274327259,70.8,1318972.7,1318972.7,1695589.9,389492.9,1032006.3,1032006.3,1102881.0,1102881.0,238513.2,238513.2,216091.8,216091.8,2928.81527,,,-16436.2,-11280.0,-11280.0,34282.1,34282.1,-165968.1
2010,130198.1,130198.1,130198.1,130198.1,6683679.8,6683679.8,956119.7,956119.7,2309287.0,2309287.0,1512760.8,1512760.8,626905.4,626905.4,1369581.0,1369581.0,2791367.7,2791367.7,256048.1,256048.1,239728.4,239728.4,198213.5,198213.5,99085.4,99085.4,527650.3,527650.3,101061.0,101061.0,6864133.1,6864133.1,6864133.1,2056981.0,6864133.1,6864133.1,100.0,77.9,6.377625686,6.377625686,76.4,6864133.1,6864133.1,8808030.3,2023287.0,180453.3,180453.3,0.0,0.0,0.0,0.0,4476999.8,4476999.8,100.0,4476999.8,4476999.8,237114.5,237114.5,237114.5,237114.5,3786062.9,3786062.9,3786062.9,3786062.9,3858821.8,1156376.6,3858821.8,3858821.8,100.0,75.2,4.096311255,4.096311255,77.5,3858821.8,3858821.8,5130611.7,1178549.5,72758.9,72758.9,72758.9,72758.9,381063.5,381063.5,381063.5,381063.5,618178.0,185250.0,618178.0,618178.0,100.0,69.0,3.994386418,3.994386418,79.7,618178.0,618178.0,895897.9,205796.1,4095936.3,4095936.3,4095936.3,4095936.3,2256935.3,2256935.3,100.0,2256935.3,2256935.3,2127840.7,637652.0,2127840.7,2127840.7,100.0,77.0,6.692923519,6.692923519,73.1,2127840.7,2127840.7,2764182.3,634958.6,2127840.7,2127840.7,1580435.0,1580435.0,374233.6,374233.6,123094.8,123094.8,30761.1,30761.1,220377.7,220377.7,125663.4,125663.4,47508.6,47508.6,129094.6,129094.6,129094.6,129094.6,129094.6,129094.6,129094.6,129094.6,1667917.8,499826.5,1667917.8,1667917.8,100.0,82.2,15.276575408,15.276575408,83.2,1667917.8,1667917.8,2029486.8,466192.1,1520295.0,1520295.0,1520295.0,1520295.0,147622.9,147622.9,147622.9,147622.9,1537719.8,460809.9,1537719.8,1537719.8,100.0,77.8,16.584651123,16.584651123,82.5,1537719.8,1537719.8,1976797.6,454088.9,1280688.6,1280688.6,1280688.6,1280688.6,257031.2,257031.2,257031.2,257031.2,3336.99389,0.0,0.0,129094.6,0.0,0.0,0.0,0.0,-35350.9
2011,193811.2,193811.2,145446.1,145446.1,7675899.3,7142634.2,1058245.3,993857.3,2726994.6,2439211.5,1704250.5,1607452.0,712184.4,683421.9,1566429.8,1492995.6,3178475.0,3026143.5,281777.6,281693.8,270586.3,256443.0,218796.6,213441.4,113975.3,108239.3,613887.4,563958.0,113022.0,109372.4,7831726.0,7287635.3,7831726.0,2229511.7,7831726.0,7831726.0,107.5,83.7,6.169784208,6.169784208,81.1,7287635.3,7287635.3,9351466.7,2148119.5,155826.7,145001.1,4616.0,4616.0,1252.2,1252.2,5050056.2,5050056.2,107.3,4706370.6,4706370.6,265162.2,265162.2,244306.5,244306.5,4260075.5,4260075.5,3977288.6,3977288.6,4340605.4,1235670.2,4340605.4,4340605.4,107.1,80.5,5.060019215,5.060019215,81.4,4054078.9,4054078.9,5390221.6,1238184.4,80529.9,80529.9,76790.3,76790.3,444288.6,444288.6,407985.2,407985.2,709450.8,201964.3,709450.8,709450.8,108.8,75.0,5.518427288,5.518427288,84.1,652291.7,652291.7,945337.4,217152.8,4605767.6,4605767.6,4298385.4,4298385.4,2583242.6,2583242.6,106.1,2434566.4,2434566.4,2451914.0,698003.4,2451914.0,2451914.0,105.9,81.5,8.859611704,8.859611704,79.6,2316359.1,2316359.1,3009078.1,691213.4,2451914.0,2316359.1,1791932.4,1675388.7,462113.3,450776.3,146579.8,143012.2,35531.1,34347.7,280002.3,273416.3,145934.1,139608.7,51934.2,50585.4,131328.6,131328.6,118207.3,118207.3,131328.6,131328.6,118207.3,118207.3,2061886.2,586971.4,2061886.2,2061886.2,107.7,88.5,14.769919232,14.769919232,95.5,1914267.9,1914267.9,2329240.4,535048.3,1890412.3,1890412.3,1746663.4,1746663.4,171473.9,171473.9,167604.6,167604.6,1868075.0,531797.9,1868075.0,1868075.0,105.6,82.2,15.02888272,15.02888272,94.9,1768821.9,1768821.9,2273888.2,522333.4,1596455.7,1596455.7,1495887.8,1495887.8,271619.3,271619.3,272934.0,272934.0,3512.75391,0.0,0.0,135944.6,4616.0,4616.0,1252.2,1252.2,-48522.6
2012,-33958.0,-33958.0,34764.2,34764.2,8429699.5,7560262.8,1152262.1,1039440.7,2950700.1,2560071.6,1848150.9,1697787.2,805208.1,728226.4,1704252.9,1580806.7,3521529.2,3232524.1,311362.4,316278.7,320534.3,280896.1,237913.9,229254.2,127724.2,116293.3,697175.3,593319.7,122566.2,115675.4,8615704.5,7727083.4,8615704.5,2413435.2,8615704.5,8615704.5,111.5,86.9,6.030050653,6.030050653,86.0,7727083.4,7727083.4,9915364.9,2277652.1,186005.0,166820.6,-27181.5,-27181.5,30882.1,30882.1,5655179.1,5655179.1,114.0,4959525.2,4959525.2,303885.0,303885.0,260931.5,260931.5,4768745.1,4768745.1,4195787.6,4195787.6,4858330.8,1360917.9,4858330.8,4858330.8,113.6,85.4,5.51610678,5.51610678,85.9,4277706.2,4277706.2,5687552.0,1306483.9,89585.8,89585.8,81918.6,81918.6,492963.2,492963.2,420887.5,420887.5,796848.3,223213.5,796848.3,796848.3,116.9,80.6,4.526702291,4.526702291,87.9,681819.0,681819.0,988130.0,226982.7,5162215.9,5162215.9,4538637.7,4538637.7,3021664.9,3021664.9,111.8,2701911.9,2701911.9,2819026.5,789667.0,2819026.5,2819026.5,111.5,85.9,9.125082805,9.125082805,86.8,2527728.8,2527728.8,3283659.0,754287.2,2819026.5,2527728.8,2053896.4,1811558.0,546666.6,513820.8,179038.9,171258.9,38480.5,35907.6,329147.2,306654.3,159227.3,146767.2,59236.1,55582.8,202638.4,202638.4,174183.1,174183.1,202638.4,202638.4,174183.1,174183.1,2118979.0,593569.4,2118979.0,2118979.0,108.9,89.5,1.608748751,1.608748751,97.0,1945063.7,1945063.7,2366712.0,543655.9,1918040.0,1918040.0,1761024.3,1761024.3,200939.0,200939.0,184039.4,184039.4,2152937.0,603081.7,2152937.0,2152937.0,112.7,87.7,7.998411213,7.998411213,102.5,1910299.5,1910299.5,2455763.1,564111.8,1850040.0,1850040.0,1632008.0,1632008.0,302897.0,302897.0,278291.5,278291.5,3569.89258,0.0,0.0,175456.9,-27181.5,-27181.5,30882.1,30882.1,45075.0
2013,-75435.5,-75435.5,80246.4,80246.4,9308331.6,7953312.3,1275048.4,1083141.8,3164068.4,2658361.3,2007426.8,1771961.9,905990.5,772719.6,1925949.8,1667526.6,3963224.3,3439089.6,341009.4,349150.1,370131.9,305515.1,264275.0,244237.5,144604.1,125490.7,776938.6,624086.5,140315.5,123083.1,9546134.0,8156497.8,9546134.0,2535041.4,9546134.0,9546134.0,117.0,91.2,5.557263689,5.557263689,90.8,8156497.8,8156497.8,10466387.9,2404227.3,237802.4,203185.5,58391.9,58391.9,57575.9,57575.9,6333590.9,6333590.9,120.9,5239847.0,5239847.0,340443.2,340443.2,271922.0,271922.0,5321087.6,5321087.6,4423416.9,4423416.9,5425016.6,1440650.4,5425016.6,5425016.6,120.2,90.4,5.477905297,5.477905297,90.6,4512034.9,4512034.9,5999110.7,1378051.9,103929.0,103929.0,88618.0,88618.0,568131.1,568131.1,455890.1,455890.1,908574.3,241278.1,908574.3,908574.3,124.8,86.1,6.745643071,6.745643071,93.9,727812.1,727812.1,1054785.7,242294.2,5765459.8,5765459.8,4783956.9,4783956.9,3229586.7,3229586.7,116.2,2778828.6,2778828.6,3051496.2,810345.7,3051496.2,3051496.2,115.0,88.5,5.010278266,5.010278266,91.2,2654375.0,2654375.0,3448179.4,792079.1,3051496.2,2654375.0,2242779.8,1933672.0,557287.5,506847.0,172446.3,161592.5,41709.1,37472.1,343132.0,307782.4,177279.6,149080.2,74149.2,64775.8,178090.5,178090.5,124453.6,124453.6,178090.5,178090.5,124453.6,124453.6,2283776.7,606472.6,2283776.7,2283776.7,112.7,92.6,4.166957513,4.166957513,101.1,2026113.7,2026113.7,2465331.9,566309.8,2044358.2,2044358.2,1828150.1,1828150.1,239418.5,239418.5,197963.5,197963.5,2359212.1,626505.0,2359212.1,2359212.1,121.2,94.3,1.861896666,1.861896666,104.5,1945867.3,1945867.3,2501486.9,574615.0,2012939.9,2012939.9,1665064.2,1665064.2,346272.2,346272.2,280803.2,280803.2,3765.67188,0.0,0.0,236482.4,58391.9,58391.9,57575.9,57575.9,467.0
2014,-79083.2,-79083.2,60773.2,60773.2,10306232.4,8351368.7,1409655.7,1129052.7,3389752.7,2749675.9,2227584.0,1854256.7,1041949.5,826615.6,2207270.4,1762046.0,4464874.5,3646024.5,369457.3,384475.6,408438.8,319825.5,294573.4,256440.2,165990.6,137795.3,855595.2,651371.8,163548.8,134070.1,10569705.3,8564866.6,10569705.3,2622251.6,10569705.3,10569705.3,123.4,96.2,5.006668426,5.006668426,95.4,8564866.6,8564866.6,10990405.2,2524599.0,263472.9,213497.9,-43999.6,-43999.6,81318.5,81318.5,7035633.7,7035633.7,128.2,5486721.6,5486721.6,373423.2,373423.2,276686.9,276686.9,5915194.2,5915194.2,4651018.4,4651018.4,6039436.2,1498331.4,6039436.2,6039436.2,127.1,95.6,5.283725363,5.283725363,95.4,4750438.4,4750438.4,6316087.2,1450864.4,124242.0,124242.0,99420.0,99420.0,622774.3,622774.3,459596.2,459596.2,996197.4,247147.9,996197.4,996197.4,135.3,93.4,1.163904956,1.163904956,95.0,736283.1,736283.1,1067062.4,245114.2,6412859.4,6412859.4,5027125.3,5027125.3,3657154.4,3657154.4,124.6,2936053.4,2936053.4,3436923.7,852670.8,3436923.7,3436923.7,124.0,95.4,4.449097391,4.449097391,95.2,2772470.8,2772470.8,3601592.3,827319.5,3436923.7,2772470.8,2569122.4,2040386.9,570372.6,493157.8,163609.3,152090.5,49215.1,40913.1,357548.3,300154.2,201675.9,160304.3,95752.8,78621.7,220230.6,220230.6,163582.6,163582.6,220230.6,220230.6,163582.6,163582.6,2501424.8,620581.7,2501424.8,2501424.8,122.1,100.4,1.074639602,1.074639602,102.2,2047887.1,2047887.1,2491825.4,572395.6,2223342.0,2223342.0,1842728.3,1842728.3,278082.9,278082.9,205158.8,205158.8,2580508.0,640201.5,2580508.0,2580508.0,129.9,101.0,2.11970235,2.11970235,106.7,1987113.9,1987113.9,2554511.0,586795.1,2177253.0,2177253.0,1704444.3,1704444.3,403255.1,403255.1,282669.6,282669.6,4030.77466,0.0,0.0,176231.1,-43999.6,-43999.6,81318.5,81318.5,68348.9
2015,44113.4,44113.4,141528.0,141528.0,11163205.7,8699535.3,1555207.0,1171445.8,3438965.8,2804124.2,2418891.7,1934533.2,1177084.1,879163.9,2452896.8,1824942.8,4991948.8,3844801.4,406016.5,421769.8,464399.9,347269.0,327601.4,266979.6,190267.9,148395.5,960185.3,690540.5,190581.0,144904.2,11526332.8,8982517.1,11526332.8,2647706.5,11526332.8,11526332.8,128.3,100.0,4.8763223,4.8763223,100.0,8982517.1,8982517.1,11526332.8,2647706.5,363127.1,282981.8,-189601.5,-189601.5,60956.5,60956.5,7745630.1,7745630.1,134.6,5755828.7,5755828.7,431995.0,431995.0,298571.9,298571.9,6490929.7,6490929.7,4881630.7,4881630.7,6621880.3,1521107.9,6621880.3,6621880.3,133.0,100.0,4.841494513,4.841494513,100.0,4980430.7,4980430.7,6621880.3,1521107.9,130950.6,130950.6,98800.0,98800.0,691754.8,691754.8,476826.1,476826.1,1123749.9,258135.9,1123749.9,1123749.9,144.9,100.0,5.312477593,5.312477593,100.0,775398.0,775398.0,1123749.9,258135.9,7053875.3,7053875.3,5279002.5,5279002.5,3926190.8,3926190.8,129.8,3024203.9,3024203.9,3782011.9,868763.5,3782011.9,3782011.9,129.9,100.0,5.00943842,5.00943842,100.0,2911356.0,2911356.0,3782011.9,868763.5,3782011.9,2911356.0,2844114.6,2165135.2,610358.3,499681.3,173850.6,152887.4,59036.1,44887.4,377471.6,301906.5,225515.5,166125.9,102023.4,80413.6,144178.9,144178.9,112847.9,112847.9,144178.9,144178.9,112847.9,112847.9,2438992.7,560259.5,2438992.7,2438992.7,121.7,100.0,-2.120239728,-2.120239728,100.0,2004467.0,2004467.0,2438992.7,560259.5,2131563.4,2131563.4,1797134.5,1797134.5,307429.3,307429.3,207332.4,207332.4,2394879.3,550126.2,2394879.3,2394879.3,128.6,100.0,-6.249011055,-6.249011055,100.0,1862939.0,1862939.0,2394879.3,550126.2,1963460.3,1963460.3,1596173.6,1596173.6,431419.0,431419.0,266765.4,266765.4,4353.32715,0.0,0.0,-45422.6,-189601.5,-189601.5,60956.5,60956.5,-45422.6
2016,93837.2,93837.2,153049.5,153049.5,11958855.5,9097697.9,1671597.8,1210955.5,3587325.7,2899114.5,2545203.6,2016876.9,1287600.8,925040.3,2643459.8,1913427.6,5412331.2,4062587.6,449188.7,459208.1,520206.8,378279.4,350488.2,279500.5,211623.6,159321.7,1025936.2,716342.8,211427.9,156507.5,12401728.5,9434613.4,12401728.5,2744896.6,12401728.5,12401728.5,131.4,102.4,5.033069183,5.033069183,105.0,9434613.4,9434613.4,12106461.1,2780967.5,442873.0,336915.5,-244313.6,-244313.6,100604.3,100604.3,8353136.0,8353136.0,139.1,6005974.8,6005974.8,450219.8,450219.8,296637.6,296637.6,7027023.5,7027023.5,5126308.0,5126308.0,7171522.8,1587285.9,7171522.8,7171522.8,137.1,103.1,5.044535223,5.044535223,105.0,5231670.2,5231670.2,6955923.3,1597840.7,144499.4,144499.4,105362.3,105362.3,731393.3,731393.3,477666.9,477666.9,1181613.1,261528.5,1181613.1,1181613.1,152.6,105.3,-0.141019027,-0.141019027,99.9,774304.5,774304.5,1122165.2,257771.8,7621742.7,7621742.7,5528307.9,5528307.9,4199068.9,4199068.9,132.3,3174984.8,3174984.8,4040201.8,894225.1,4040201.8,4040201.8,132.8,102.3,4.473128483,4.473128483,104.5,3041584.7,3041584.7,3951186.1,907624.4,4040201.8,3041584.7,3037239.9,2277210.0,641847.4,503688.8,208133.1,171279.9,68916.2,50685.8,364798.1,281723.1,246681.3,174086.7,114433.3,86599.2,158867.1,158867.1,133400.1,133400.1,158867.1,158867.1,133400.1,133400.1,2367365.2,523973.2,2367365.2,2367365.2,120.1,98.7,-1.660508611,-1.660508611,98.3,1971182.6,1971182.6,2398493.0,550956.3,2039591.4,2039591.4,1752865.0,1752865.0,327773.8,327773.8,218317.7,218317.7,2273528.0,503204.0,2273528.0,2273528.0,125.0,97.3,-2.405113086,-2.405113086,97.6,1818133.2,1818133.2,2337279.7,536895.0,1851967.2,1851967.2,1558338.3,1558338.3,421560.8,421560.8,259794.8,259794.8,4518.104,0.0,0.0,-85446.5,-244313.6,-244313.6,100604.3,100604.3,15973.2
2017,135777.6,135777.6,181745.3,181745.3,13066595.8,9531259.1,1787963.2,1258375.7,3941044.9,2992681.1,2739711.9,2103466.1,1410513.6,987924.9,2891107.9,2016555.6,5927074.1,4292277.4,513715.9,503420.7,571203.6,398971.4,382259.2,289568.5,238217.0,172763.8,1091311.9,740822.6,239258.6,170174.8,13589825.7,9912928.1,13589825.7,2894125.5,13589825.7,13589825.7,137.1,106.8,5.069785901,5.069785901,110.4,9912928.1,9912928.1,12720232.8,2921956.5,523229.9,381669.0,-150283.2,-150283.2,92486.8,92486.8,9023120.3,9023120.3,143.6,6283049.4,6283049.4,478172.3,478172.3,305300.8,305300.8,7623056.1,7623056.1,5379628.6,5379628.6,7783650.5,1657627.0,7783650.5,7783650.5,141.7,106.6,4.981635726,4.981635726,110.3,5492293.0,5492293.0,7302442.1,1677439.3,160594.4,160594.4,112664.4,112664.4,761297.5,761297.5,485455.6,485455.6,1239469.7,263960.8,1239469.7,1239469.7,156.7,108.2,2.124728272,2.124728272,102.0,790756.4,790756.4,1146008.1,263248.8,8261822.8,8261822.8,5797593.8,5797593.8,4581211.1,4581211.1,136.5,3355646.6,3355646.6,4370574.8,930769.3,4370574.8,4370574.8,135.4,104.2,6.153974017,6.153974017,110.9,3228763.0,3228763.0,4194341.1,963479.4,4370574.8,3228763.0,3283435.9,2419271.8,717377.0,550374.9,233934.3,186458.5,77498.9,55376.0,405943.8,308540.4,254662.0,175833.9,115099.8,83282.3,210636.3,210636.3,126883.6,126883.6,210636.3,210636.3,126883.6,126883.6,2742060.5,583956.5,2742060.5,2742060.5,127.7,105.0,8.897292179,8.897292179,107.1,2146564.5,2146564.5,2611893.9,599976.5,2386700.5,2386700.5,1915737.3,1915737.3,355360.0,355360.0,230827.3,230827.3,2606283.0,555041.0,2606283.0,2606283.0,132.6,103.2,8.06794625,8.06794625,105.5,1964819.2,1964819.2,2525850.2,580211.4,2154432.5,2154432.5,1694413.1,1694413.1,451850.5,451850.5,270406.1,270406.1,4695.65869,0.0,0.0,60353.1,-150283.2,-150283.2,92486.8,92486.8,-8602.3
2018,-158599.0,-158599.0,83125.0,83125.0,14236758.4,10002892.8,1900621.7,1307253.0,4333101.8,3105411.4,2947450.8,2193368.4,1562297.0,1048082.8,3142299.7,2127283.8,6440737.9,4542145.6,558938.0,538762.7,616315.1,415620.6,406013.7,299648.2,267094.0,187691.1,1181502.7,787733.6,268574.7,185405.6,14838756.0,10425851.9,14838756.0,3116958.9,14838756.0,14838756.0,142.3,110.9,5.17429154,5.17429154,116.1,10425851.9,10425851.9,13378414.7,3073147.1,601997.6,422959.1,73763.9,73763.9,97744.4,97744.4,9793746.3,9793746.3,148.3,6603302.7,6603302.7,516938.4,516938.4,320866.0,320866.0,8274214.4,8274214.4,5651456.3,5651456.3,8455107.7,1776039.9,8455107.7,8455107.7,146.4,110.1,5.136891248,5.136891248,115.9,5774426.1,5774426.1,7677560.6,1763607.5,180893.3,180893.3,122969.8,122969.8,821700.2,821700.2,508010.6,508010.6,1338638.6,281188.1,1338638.6,1338638.6,161.5,111.4,4.820725302,4.820725302,106.9,828876.6,828876.6,1201254.0,275939.3,8972046.1,8972046.1,6095292.1,6095292.1,5129844.9,5129844.9,140.9,3641679.9,3641679.9,4791211.3,1006419.2,4791211.3,4791211.3,139.1,107.1,6.675845942,6.675845942,118.3,3444310.3,3444310.3,4474348.8,1027799.8,4791211.3,3444310.3,3566926.7,2550271.6,843321.2,631252.5,256440.5,201829.7,86978.2,59995.5,499902.5,369427.4,264525.3,180624.1,116438.0,82162.0,338633.6,338633.6,197369.6,197369.6,338633.6,338633.6,197369.6,197369.6,3116546.3,654647.0,3116546.3,3116546.3,136.3,112.0,6.514147378,6.514147378,114.1,2286394.9,2286394.9,2782036.5,639059.8,2708682.5,2708682.5,2038478.4,2038478.4,407863.8,407863.8,247916.5,247916.5,3275145.3,687961.5,3275145.3,3275145.3,148.6,115.6,12.136016143,12.136016143,118.3,2203269.9,2203269.9,2832387.8,650626.0,2753480.5,2753480.5,1915577.8,1915577.8,521664.8,521664.8,287692.1,287692.1,4760.65178,0.0,0.0,412397.4,73763.9,73763.9,97744.4,97744.4,75602.5
2019,-70411.3,-70411.3,229244.1,229244.1,15181161.8,10498610.4,2012742.8,1354399.1,4465358.7,3203315.6,3119593.8,2276667.8,1701741.2,1108425.0,3381982.0,2236616.2,7001319.1,4832470.7,626532.6,589536.1,671433.8,443093.1,439455.9,316901.1,304285.5,206936.2,1268627.3,834376.6,309002.0,205011.4,15832657.2,10949155.4,15832657.2,3331833.2,15832657.2,15832657.2,144.6,112.7,5.01928768,5.01928768,121.9,10949155.4,10949155.4,14049915.8,3227397.2,651495.4,450545.0,-11772.6,-11772.6,63903.5,63903.5,10566546.9,10566546.9,152.5,6928389.9,6928389.9,526522.7,526522.7,324467.8,324467.8,8965837.4,8965837.4,5936399.5,5936399.5,9171931.9,1930146.4,9171931.9,9171931.9,151.0,113.6,5.160699211,5.160699211,121.9,6072426.9,6072426.9,8073776.4,1854622.0,206094.5,206094.5,136027.4,136027.4,868092.3,868092.3,531495.2,531495.2,1394615.1,293483.6,1394615.1,1394615.1,162.9,112.4,3.267844747,3.267844747,110.4,855963.0,855963.0,1240509.2,284956.6,9698454.6,9698454.6,6396894.6,6396894.6,5348294.1,5348294.1,143.5,3727618.0,3727618.0,5121371.3,1077744.2,5121371.3,5121371.3,142.4,109.6,4.452382704,4.452382704,123.6,3597664.1,3597664.1,4673564.0,1073561.4,5121371.3,3597664.1,3841446.6,2687303.1,882063.3,638635.6,253821.4,193520.2,84941.3,58113.5,543300.6,387001.9,278745.2,189751.1,119116.2,81974.4,226922.8,226922.8,129953.8,129953.8,226922.8,226922.8,129953.8,129953.8,2943532.9,619438.7,2943532.9,2943532.9,129.4,106.3,-0.477023227,-0.477023227,113.5,2275488.3,2275488.3,2768765.6,636011.4,2525396.0,2525396.0,2026847.8,2026847.8,418136.9,418136.9,248640.4,248640.4,3013944.2,634256.1,3013944.2,3013944.2,147.3,114.6,-7.126940514,-7.126940514,109.8,2046244.2,2046244.2,2630525.2,604256.3,2479523.5,2479523.5,1756455.9,1756455.9,534420.7,534420.7,289788.3,289788.3,4751.93574,0.0,0.0,215150.2,-11772.6,-11772.6,63903.5,63903.5,-76174.1
