,id,name
0,CARSA,"National currency, current prices, annual levels, seasonally adjusted"
1,GPSA,"Growth rate based on seasonally adjusted volume data, percentage change on the previous quarter"
2,GYSA,"Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year"
3,VOBARSA,"National currency, volume estimates, OECD reference year, annual levels, seasonally adjusted"
4,VPVOBARSA,"US dollars, volume estimates, fixed PPPs, OECD reference year, annual levels, seasonally adjusted"
5,VIXOBSA,"Volume index, OECD reference year, seasonally adjusted"
6,CD,National currency per US Dollar
7,DOBSA,"Deflator, OECD reference year, seasonally adjusted"
8,CPCARSA,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted"
9,CQR,"National currency, current prices, quarterly levels"
10,VNBQR,"National currency, constant prices, national base year, quarterly levels"
11,VNBQRSA,"National currency, constant prices, national base year, quarterly levels, seasonally adjusted"
12,PER,Persons
13,HVPVOBARSA,"Per Head, US dollars, volume estimates, fixed PPPs, OECD reference year, seasonally adjusted"
14,HCPCARSA,"Per Head, US $, current prices, current PPPs, seasonally adjusted"
15,GCUMSA,"Cumulative growth based on seasonally adjusted volume data, percentage change on Q4-2019"
