country,G-20,G-20,G-20,G-20,G-20,G-20
subject,B1_GE,B1_GE,B1_GE,B1_GE,B1_GE,B1_GE
measure,CPCARSA,DOBSA,GPSA,GYSA,VIXOBSA,VPVOBARSA
unit,US Dollar,Index,Percentage,Percentage,Index,US Dollar
powercode,Millions,Units,Units,Units,Units,Millions
reference_period,,2015,,,2015,2015
time,,,,,,
1997,34313658.5,71.405601777,,,53.88511716,48054575.1
1998,35418775.1,71.900704131,2.50986,2.50986,55.237559704,49260679.0
1999,37230956.8,72.882205726,3.70085,3.70085,57.281816267,51083740.5
2000,39889905.7,74.568518305,4.71884,4.71884,59.984851205,53494298.4
2001,41797541.2,76.422817094,2.23985,2.23985,61.328420743,54692489.4
2002,43800043.2,78.03971264,2.61981,2.61981,62.935105905,56125326.1
2003,46175882.5,79.566626063,3.40115,3.40115,65.075625543,58034234.7
2004,49582125.4,81.636959816,4.65357,4.65357,68.103966404,60734899.4
2005,53279016.8,83.94809701,4.49777,4.49777,71.167127316,63466616.5
2006,58248452.8,87.391860767,5.01904,5.01904,74.73903694,66652034.0
2007,62999020.4,89.841156454,5.2071,5.2071,78.630774377,70122673.0
2008,66804606.6,92.756882087,2.70742,2.70742,80.759637118,72021186.0
2009,66958630.4,93.758729487,-0.84044,-0.84044,80.080898686,71415889.3
2010,71422397.2,94.987535509,5.28656,5.28656,84.314426965,75191336.2
2011,76076519.7,97.187649571,4.10504,4.10504,87.775567801,78277970.6
2012,79800470.4,98.875794853,3.10409,3.10409,90.500203052,80707791.6
2013,83660396.7,100.386305917,3.25949,3.25949,93.450049697,83338455.4
2014,86893927.1,100.812566178,3.4259,3.4259,96.651554965,86193547.5
2015,89179680.1,100.0,3.46445,3.46445,100.0,89179680.1
2016,92790207.5,100.80765745,3.21498,3.21498,103.214975262,92046784.7
2017,97691872.3,102.311686446,3.73482,3.73482,107.069871054,95484568.5
2018,103822205.6,104.886119577,3.66664,3.66664,110.995742948,98985648.5
2019,108902435.3,106.982769314,2.8375,2.8375,114.145250634,101794369.4
2020,107295695.4,108.69943564,-3.03137,-3.03137,110.685084071,98708603.9
2021,,,6.3,6.3,,
