country,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS
subject,B11,B11,B11,B11,B1G,B1G,B1G,B1GVA,B1GVA,B1GVA,B1GVB_E,B1GVB_E,B1GVB_E,B1GVC,B1GVC,B1GVC,B1GVF,B1GVF,B1GVF,B1GVG_I,B1GVG_I,B1GVG_I,B1GVJ,B1GVJ,B1GVJ,B1GVK,B1GVK,B1GVK,B1GVL,B1GVL,B1GVL,B1GVM_N,B1GVM_N,B1GVM_N,B1GVO_Q,B1GVO_Q,B1GVO_Q,B1GVR_U,B1GVR_U,B1GVR_U,B1_GA,B1_GA,B1_GA,B1_GE,B1_GE,B1_GE,B1_GE,B1_GE,B1_GE,B1_GE,B1_GE,B1_GE,B1_GE,B1_GE,B1_GE,B1_GE,B1_GE,B1_GI,B2G_B3G,D1,D11,D11VA,D11VB_E,D11VC,D11VF,D11VG_I,D11VJ,D11VK,D11VL,D11VM_N,D11VO_Q,D11VR_U,D12,D12VA,D12VB_E,D12VC,D12VF,D12VG_I,D12VJ,D12VK,D12VL,D12VM_N,D12VO_Q,D12VR_U,D1S1,D1VA,D1VB_E,D1VC,D1VF,D1VG_I,D1VJ,D1VK,D1VL,D1VM_N,D1VO_Q,D1VR_U,D21S1,D21S1,D21S1,D21_D31,D21_D31,D21_D31,D2S1,D2_D3,D31S1,D31S1,D31S1,D3S1,DB1_GE,DB1_GE,DB1_GE,DB1_GE,EEM,EEMA_B,EEMC_E,EEMD,EEMF,EEMG_I,EEMJ_K,EEML_P,EEMNC,ESE,ESEA_B,ESEC_E,ESED,ESEF,ESEG_I,ESEJ_K,ESEL_P,ESENC,ETO,ETOA_B,ETOC_E,ETOD,ETOF,ETOG_I,ETOJ_K,ETOL_P,ETONC,P3,P3,P3,P3,P31S13,P31S13,P31S13,P31S13,P31S14,P31S14,P31S14,P31S14,P31S14_S15,P31S14_S15,P31S14_S15,P31S14_S15,P31S14_S15,P31S14_S15,P31S14_S15,P31S14_S15,P31S14_S15,P31S14_S15,P31S14_S15,P31S14_S15,P31S15,P31S15,P31S15,P31S15,P32S13,P32S13,P32S13,P32S13,P3S13,P3S13,P3S13,P3S13,P3S13,P3S13,P3S13,P3S13,P3S13,P3S13,P3S13,P3S13,P3_P5,P3_P5,P3_P5,P41,P41,P41,P5,P5,P5,P5,P51,P51,P51,P51,P51,P51,P51,P51,P51,P51,P51,P51,P52,P52,P52_P53,P52_P53,P6,P6,P6,P6,P6,P6,P6,P6,P6,P6,P6,P6,P61,P61,P61,P61,P62,P62,P62,P62,P7,P7,P7,P7,P7,P7,P7,P7,P7,P7,P7,P7,P71,P71,P71,P71,P72,P72,P72,P72,POPNC,POPNC,PPPGDP,RB1_GA,RB1_GA,RB1_GA,RB1_GE,RB1_GE,RB1_GE,RB1_GE,RB1_GE,RB1_GE,RB1_GI
measure,CQR,CQRSA,LNBQR,LNBQRSA,CQR,LNBQR,LNBQRSA,CQR,LNBQR,LNBQRSA,CQR,LNBQR,LNBQRSA,CQR,LNBQR,LNBQRSA,CQR,LNBQR,LNBQRSA,CQR,LNBQR,LNBQRSA,CQR,LNBQR,LNBQRSA,CQR,LNBQR,LNBQRSA,CQR,LNBQR,LNBQRSA,CQR,LNBQR,LNBQRSA,CQR,LNBQR,LNBQRSA,CQR,LNBQR,LNBQRSA,CQR,LNBQR,LNBQRSA,CARSA,CPCARSA,CQR,CQRSA,DOBSA,GPSA,GYSA,HCPCARSA,HVPVOBARSA,LNBQR,LNBQRSA,VIXOBSA,VOBARSA,VPVOBARSA,CQR,CQR,CQR,CQR,CQR,CQR,CQR,CQR,CQR,CQR,CQR,CQR,CQR,CQR,CQR,CQR,CQR,CQR,CQR,CQR,CQR,CQR,CQR,CQR,CQR,CQR,CQR,CQR,CQR,CQR,CQR,CQR,CQR,CQR,CQR,CQR,CQR,CQR,CQR,CQR,LNBQR,LNBQRSA,CQR,LNBQR,LNBQRSA,CQR,CQR,CQR,LNBQR,LNBQRSA,CQR,CQR,CQRSA,LNBQR,LNBQRSA,PER,PER,PER,PER,PER,PER,PER,PER,PER,PER,PER,PER,PER,PER,PER,PER,PER,PER,PER,PER,PER,PER,PER,PER,PER,PER,PER,CQR,CQRSA,LNBQR,LNBQRSA,CQR,CQRSA,LNBQR,LNBQRSA,CQR,CQRSA,LNBQR,LNBQRSA,CARSA,CPCARSA,CQR,CQRSA,DOBSA,GPSA,GYSA,LNBQR,LNBQRSA,VIXOBSA,VOBARSA,VPVOBARSA,CQR,CQRSA,LNBQR,LNBQRSA,CQR,CQRSA,LNBQR,LNBQRSA,CARSA,CPCARSA,CQR,CQRSA,DOBSA,GPSA,GYSA,LNBQR,LNBQRSA,VIXOBSA,VOBARSA,VPVOBARSA,CQR,LNBQR,LNBQRSA,CQR,CQRSA,LNBQR,CQR,CQRSA,LNBQR,LNBQRSA,CARSA,CPCARSA,CQR,CQRSA,DOBSA,GPSA,GYSA,LNBQR,LNBQRSA,VIXOBSA,VOBARSA,VPVOBARSA,CQR,CQRSA,CQR,CQRSA,CARSA,CPCARSA,CQR,CQRSA,DOBSA,GPSA,GYSA,LNBQR,LNBQRSA,VIXOBSA,VOBARSA,VPVOBARSA,CQR,CQRSA,LNBQR,LNBQRSA,CQR,CQRSA,LNBQR,LNBQRSA,CARSA,CPCARSA,CQR,CQRSA,DOBSA,GPSA,GYSA,LNBQR,LNBQRSA,VIXOBSA,VOBARSA,VPVOBARSA,CQR,CQRSA,LNBQR,LNBQRSA,CQR,CQRSA,LNBQR,LNBQRSA,PER,PERSA,CD,CQR,LNBQR,LNBQRSA,CARSA,CQR,CQRSA,LNBQR,LNBQRSA,VOBARSA,CQR
unit,Russian Ruble,Russian Ruble,Russian Ruble,Russian Ruble,Russian Ruble,Russian Ruble,Russian Ruble,Russian Ruble,Russian Ruble,Russian Ruble,Russian Ruble,Russian Ruble,Russian Ruble,Russian Ruble,Russian Ruble,Russian Ruble,Russian Ruble,Russian Ruble,Russian Ruble,Russian Ruble,Russian Ruble,Russian Ruble,Russian Ruble,Russian Ruble,Russian Ruble,Russian Ruble,Russian Ruble,Russian Ruble,Russian Ruble,Russian Ruble,Russian Ruble,Russian Ruble,Russian Ruble,Russian Ruble,Russian Ruble,Russian Ruble,Russian Ruble,Russian Ruble,Russian Ruble,Russian Ruble,Russian Ruble,Russian Ruble,Russian Ruble,Russian Ruble,US Dollar,Russian Ruble,Russian Ruble,Index,Percentage,Percentage,US Dollar,US Dollar,Russian Ruble,Russian Ruble,Index,Russian Ruble,US Dollar,Russian Ruble,Russian Ruble,Russian Ruble,Russian Ruble,Russian Ruble,Russian Ruble,Russian Ruble,Russian Ruble,Russian Ruble,Russian Ruble,Russian Ruble,Russian Ruble,Russian Ruble,Russian Ruble,Russian Ruble,Russian Ruble,Russian Ruble,Russian Ruble,Russian Ruble,Russian Ruble,Russian Ruble,Russian Ruble,Russian Ruble,Russian Ruble,Russian Ruble,Russian Ruble,Russian Ruble,Russian Ruble,Russian Ruble,Russian Ruble,Russian Ruble,Russian Ruble,Russian Ruble,Russian Ruble,Russian Ruble,Russian Ruble,Russian Ruble,Russian Ruble,Russian Ruble,Russian Ruble,Russian Ruble,Russian Ruble,Russian Ruble,Russian Ruble,Russian Ruble,Russian Ruble,Russian Ruble,Russian Ruble,Russian Ruble,Russian Ruble,Russian Ruble,Russian Ruble,Russian Ruble,Russian Ruble,Russian Ruble,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Russian Ruble,Russian Ruble,Russian Ruble,Russian Ruble,Russian Ruble,Russian Ruble,Russian Ruble,Russian Ruble,Russian Ruble,Russian Ruble,Russian Ruble,Russian Ruble,Russian Ruble,US Dollar,Russian Ruble,Russian Ruble,Index,Percentage,Percentage,Russian Ruble,Russian Ruble,Index,Russian Ruble,US Dollar,Russian Ruble,Russian Ruble,Russian Ruble,Russian Ruble,Russian Ruble,Russian Ruble,Russian Ruble,Russian Ruble,Russian Ruble,US Dollar,Russian Ruble,Russian Ruble,Index,Percentage,Percentage,Russian Ruble,Russian Ruble,Index,Russian Ruble,US Dollar,Russian Ruble,Russian Ruble,Russian Ruble,Russian Ruble,Russian Ruble,Russian Ruble,Russian Ruble,Russian Ruble,Russian Ruble,Russian Ruble,Russian Ruble,US Dollar,Russian Ruble,Russian Ruble,Index,Percentage,Percentage,Russian Ruble,Russian Ruble,Index,Russian Ruble,US Dollar,Russian Ruble,Russian Ruble,Russian Ruble,Russian Ruble,Russian Ruble,US Dollar,Russian Ruble,Russian Ruble,Index,Percentage,Percentage,Russian Ruble,Russian Ruble,Index,Russian Ruble,US Dollar,Russian Ruble,Russian Ruble,Russian Ruble,Russian Ruble,Russian Ruble,Russian Ruble,Russian Ruble,Russian Ruble,Russian Ruble,US Dollar,Russian Ruble,Russian Ruble,Index,Percentage,Percentage,Russian Ruble,Russian Ruble,Index,Russian Ruble,US Dollar,Russian Ruble,Russian Ruble,Russian Ruble,Russian Ruble,Russian Ruble,Russian Ruble,Russian Ruble,Russian Ruble,Persons,Persons,Russian Ruble,Russian Ruble,Russian Ruble,Russian Ruble,Russian Ruble,Russian Ruble,Russian Ruble,Russian Ruble,Russian Ruble,Russian Ruble,Russian Ruble
powercode,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Units,Units,Units,Units,Units,Millions,Millions,Units,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Thousands,Thousands,Thousands,Thousands,Thousands,Thousands,Thousands,Thousands,Thousands,Thousands,Thousands,Thousands,Thousands,Thousands,Thousands,Thousands,Thousands,Thousands,Thousands,Thousands,Thousands,Thousands,Thousands,Thousands,Thousands,Thousands,Thousands,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Units,Units,Units,Millions,Millions,Units,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Units,Units,Units,Millions,Millions,Units,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Units,Units,Units,Millions,Millions,Units,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Units,Units,Units,Millions,Millions,Units,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Units,Units,Units,Millions,Millions,Units,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Thousands,Thousands,Units,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions
reference_period,,,2016,2016,,2016,2016,,2016,2016,,2016,2016,,2016,2016,,2016,2016,,2016,2016,,2016,2016,,2016,2016,,2016,2016,,2016,2016,,2016,2016,,2016,2016,,2016,2016,,,,,2015,,,,2015,2016,2016,2015,2015,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016,2016,,2016,2016,,,,2016,2016,,,,2016,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016,2016,,,2016,2016,,,2016,2016,,,,,2015,,,2016,2016,2015,2015,2015,,,2016,2016,,,2016,2016,,,,,2015,,,2016,2016,2015,2015,2015,,2016,2016,,,2016,,,2016,2016,,,,,2015,,,2016,2016,2015,2015,2015,,,,,,,,,2015,,,2016,2016,2015,2015,2015,,,2016,2016,,,2016,2016,,,,,2015,,,2016,2016,2015,2015,2015,,,2016,2016,,,2016,2016,,,,,2016,2016,,,,2016,2016,2015,
time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1530309.6,892220.4,,,,,,,,,,,43962557.7,1865774.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,821505.6,478964.5,,,,,,,,,17380080.5,737612.0,,,,,,,,,290179.5,169184.1,,,,,,,,,12351369.3,524193.1,,,,,,,,,,,329009.1,191823.0,,,,,,,,,9094683.6,385979.1,,,,,416598.0,242890.2,,,,,,,,,9326956.0,395836.8,,,,,,,,,365231.0,212941.6,,,,,,,,,5550791.8,235576.1,,,,,,,,,,,1.71517,,,,38248.4,,,,,1360260.0,
1996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2150890.1,875778.5,,,,,,,,,,,42376491.2,1798461.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1153153.4,469529.8,,,,,,,,,16559672.1,702793.8,,,,,,,,,416771.4,169696.9,,,,,,,,,12734261.6,540443.1,,,,,,,,,,,453104.5,184490.7,,,,,,,,,7266652.3,308397.3,,,,,521123.3,212185.9,,,,,,,,,9672052.9,410482.7,,,,,,,,,433153.5,176367.2,,,,,,,,,5622952.3,238638.6,,,,,,,,,,,2.45598,,,,39891.0,,,,,1766804.5,
1997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2509426.9,903184.5,,,,,,,,,,,42961772.1,1823301.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1415997.6,509641.1,,,,,,,,,17353944.1,736502.8,,,,,,,,,525593.1,189169.7,,,,,,,,,12428639.1,527472.5,,,,,,,,,,,469046.8,168817.8,,,,,,,,,6569054.2,278791.2,,,,,576697.2,207562.9,,,,,,,,,9623693.0,408430.3,,,,,,,,,521046.6,187533.4,,,,,,,,,5645443.7,239593.1,,,,,,,,,,,2.77842,,,,43138.8,,,,,2631885.4,
