country,OECDE,OECDE,OECDE,OECDE,OECDE,OECDE,OECDE,OECDE,OECDE,OECDE,OECDE,OECDE,OECDE,OECDE,OECDE,OECDE,OECDE,OECDE,OECDE,OECDE,OECDE,OECDE,OECDE,OECDE,OECDE,OECDE,OECDE,OECDE,OECDE,OECDE,OECDE,OECDE,OECDE,OECDE,OECDE,OECDE,OECDE,OECDE,OECDE,OECDE,OECDE,OECDE
subject,B1_GE,B1_GE,B1_GE,B1_GE,B1_GE,B1_GE,B1_GE,B1_GE,P31S14_S15,P31S14_S15,P31S14_S15,P31S14_S15,P31S14_S15,P31S14_S15,P3S13,P3S13,P3S13,P3S13,P3S13,P3S13,P51,P51,P51,P51,P51,P51,P6,P6,P6,P6,P6,P6,P7,P7,P7,P7,P7,P7,POPNC,POPNC,RB1_GE,RB1_GE
measure,CPCARSA,DOBSA,GPSA,GYSA,HCPCARSA,HVPVOBARSA,VIXOBSA,VPVOBARSA,CPCARSA,DOBSA,GPSA,GYSA,VIXOBSA,VPVOBARSA,CPCARSA,DOBSA,GPSA,GYSA,VIXOBSA,VPVOBARSA,CPCARSA,DOBSA,GPSA,GYSA,VIXOBSA,VPVOBARSA,CPCARSA,DOBSA,GPSA,GYSA,VIXOBSA,VPVOBARSA,CPCARSA,DOBSA,GPSA,GYSA,VIXOBSA,VPVOBARSA,PER,PERSA,CPCARSA,VPVOBARSA
unit,US Dollar,Index,Percentage,Percentage,US Dollar,US Dollar,Index,US Dollar,US Dollar,Index,Percentage,Percentage,Index,US Dollar,US Dollar,Index,Percentage,Percentage,Index,US Dollar,US Dollar,Index,Percentage,Percentage,Index,US Dollar,US Dollar,Index,Percentage,Percentage,Index,US Dollar,US Dollar,Index,Percentage,Percentage,Index,US Dollar,Persons,Persons,US Dollar,US Dollar
powercode,Millions,Units,Units,Units,Units,Units,Units,Millions,Millions,Units,Units,Units,Units,Millions,Millions,Units,Units,Units,Units,Millions,Millions,Units,Units,Units,Units,Millions,Millions,Units,Units,Units,Units,Millions,Millions,Units,Units,Units,Units,Millions,Thousands,Thousands,Millions,Millions
reference_period,,2015,,,,,2015,2015,,2015,,,2015,2015,,2015,,,2015,2015,,2015,,,2015,2015,,2015,,,2015,2015,,2015,,,2015,2015,,,,2015
time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1960,682897.8,14.051250274,,,,,,4860049.8,417468.9,15.790280624,,,,2643834.8,93563.1,9.069622955,,,,1031609.6,166541.8,16.141455106,,,,1031764.3,122241.6,26.022566517,,,,469752.2,125341.6,27.301342034,,,,459104.2,,,8424.0,142193.0
1961,732821.9,14.310069631,5.369758,5.369758446,,,,5121022.7,442829.7,15.908882895,5.284077104,5.284077104,,2783537.1,101544.6,9.373257576,5.01488009,5.01488009,,1083343.6,185574.6,16.431468427,9.461579088,9.461579088,,1129385.5,126822.3,25.540351244,5.706086587,5.706086587,,496556.6,131638.7,26.596213035,7.808356577,7.808356577,,494952.7,,,7689.4,123152.6
1962,780954.4,14.541889345,4.869245,4.869245042,,,,5370377.8,473045.0,16.068712192,5.760710973,5.760710973,,2943888.6,111660.4,9.742141355,5.798222309,5.798222309,,1146158.3,199920.2,16.713677245,5.911369168,5.911369168,,1196147.6,131820.0,25.27695419,5.023792772,5.023792772,,521502.6,139947.1,26.108890666,8.295878112,8.295878112,,536013.4,,,4456.0,98694.1
1963,832119.6,14.758895396,4.984955,4.984954521,,,,5638088.7,506577.0,16.234295441,5.996286361,5.996286361,,3120412.6,121516.5,10.075078825,5.230680993,5.230680993,,1206110.1,213854.2,17.072693954,4.720295474,4.720295474,,1252609.3,139796.3,25.462030482,5.28007819,5.28007819,,549038.4,151809.1,26.278652386,7.77523402,7.77523402,,577689.7,,,2184.7,87607.9
1964,896650.2,15.039693811,5.743132,5.743132389,,,,5961891.6,535749.8,16.456646586,4.329868974,4.329868974,,3255522.4,129583.0,10.432065196,2.988997495,2.988997495,,1242160.7,236489.4,17.2966567,9.152571306,9.152571306,,1367255.3,152334.9,25.525131292,8.699819581,8.699819581,,596803.7,165627.2,26.210810471,9.384720163,9.384720163,,631904.2,,,8120.2,132053.7
1965,955767.9,15.381588125,4.223873,4.223872897,,,,6213714.4,570366.6,16.750615665,4.593004259,4.593004259,,3405048.7,141828.8,10.996512808,3.832100711,3.832100711,,1289761.6,247102.3,17.429520289,3.691164867,3.691164867,,1417722.9,163626.9,25.390714108,7.981200388,7.981200388,,644435.8,175930.4,25.987826657,7.132114061,7.132114061,,676972.3,,,8773.8,133717.7
1966,1025224.7,15.849742293,4.098763,4.098762725,,,,6468399.8,611661.7,17.208657658,4.38568648,4.38568648,,3554383.4,153816.8,11.535628586,3.383962592,3.383962592,,1333406.6,263442.6,17.799590412,4.396169929,4.396169929,,1480048.4,178010.1,25.670586097,7.604207285,7.604207285,,693440.1,188432.5,26.084610297,6.708859296,6.708859296,,722389.5,,,6726.0,129510.6
1967,1091521.3,16.319480578,3.402025,3.402025041,,,,6688456.3,651852.7,17.670045964,3.788093218,3.788093218,,3689026.8,168146.5,12.060272207,4.560627744,4.560627744,,1394218.4,275373.6,18.069789755,2.965884988,2.965884988,,1523945.0,189289.6,25.955003772,5.171151825,5.171151825,,729298.9,196694.8,26.123691849,4.228592022,4.228592022,,752936.4,,,3553.6,104903.7
1968,1199622.4,17.010046595,5.441887,5.441886712,,,,7052434.6,710648.9,18.359605852,4.925230409,4.925230409,,3870719.8,182901.5,12.722461078,3.113470626,3.113470626,,1437626.9,301998.4,18.624998937,6.39936669,6.39936669,,1621467.8,218478.5,26.817499935,11.708159764,11.708159764,,814686.4,222676.2,26.953543937,9.723496351,9.723496351,,826148.1,,,8271.3,134081.7
1969,1336274.4,17.867911677,6.043193,6.043193389,,,,7478626.8,781169.4,19.078662085,5.780495015,5.780495015,,4094466.6,202730.1,13.653449629,3.283186083,3.283186083,,1484826.9,339454.6,19.618784798,6.709057747,6.709057747,,1730253.0,252128.0,27.668767915,11.851224941,11.851224941,,911236.7,258668.7,27.59617507,13.458508909,13.458508909,,937335.3,,,19461.0,195178.9
1970,1484933.2,18.876629845,5.186645,5.186644621,,,,7866516.6,852147.9,19.747095422,5.393645568,5.393645568,,4315307.6,227498.0,14.696670895,4.251592063,4.251592063,,1547955.7,392910.0,21.457034073,5.831206658,5.831206658,,1831147.6,288639.1,29.032541282,9.103570107,9.103570107,,994191.8,299818.9,28.51492014,12.173908784,12.173908784,,1051445.7,,,23557.1,229359.5
1971,1620019.0,19.860841835,3.690746,3.69074575,,,,8156849.7,932096.8,20.615198831,4.775975213,4.775975213,,4521405.6,259389.5,15.977574828,4.877648016,4.877648016,,1623459.5,429190.4,22.43441334,4.474892565,4.474892565,,1913089.5,314610.2,29.711491509,6.507020892,6.507020892,,1058884.0,321614.2,29.09760078,5.121410681,5.121410681,,1105294.5,,,6346.3,145305.5
1972,1773266.5,20.749681983,4.770761,4.770760624,,,,8545993.5,1021532.5,21.440229486,5.377841395,5.377841395,,4764559.7,287271.8,16.918674164,4.588810988,4.588810988,,1697957.0,469282.1,23.279044025,5.374030869,5.374030869,,2015899.5,343200.1,30.012878069,7.991941821,7.991941821,,1143509.4,349889.4,29.021808477,9.075766974,9.075766974,,1205608.5,,,1869.3,129676.3
1973,1981274.0,21.943455198,5.651817,5.651817232,,,,9028997.4,1132903.0,22.671774802,4.878008815,4.878008815,,4996975.3,322076.0,18.157300659,4.467291524,4.467291524,,1773809.7,526973.5,24.956794362,4.744467302,4.744467302,,2111543.2,402929.0,31.90513301,10.440472321,10.440472321,,1262897.2,424255.6,31.772106183,10.758048348,10.758048348,,1335308.4,,,20648.1,219080.4
1974,2209742.5,23.965290368,2.122031,2.122031349,,,,9220595.6,1275398.6,25.297301627,0.893809129,0.893809129,,5041638.7,374100.9,20.297361497,3.906371531,3.906371531,,1843101.3,578379.8,27.822053892,-1.548135351,-1.548135351,,2078853.7,511902.1,38.295169874,5.846111984,5.846111984,,1336727.6,569186.6,41.859097703,1.831746388,1.831746388,,1359767.9,,,39147.7,280042.1
1975,2399076.4,26.130040355,-0.426215,-0.426214956,,,,9181296.0,1409249.2,27.340855989,2.236027259,2.236027259,,5154371.1,434945.8,22.477681032,4.986742802,4.986742802,,1935012.0,596068.2,30.089151751,-4.70676658,-4.70676658,,1981006.9,518335.2,40.122511938,-3.354936708,-3.354936708,,1291881.2,550098.8,42.841395394,-5.569498423,-5.569498423,,1284035.6,,,-9423.2,103060.3
1976,2654078.4,27.607712596,4.707871,4.707871452,,,,9613539.7,1550950.5,28.876239009,4.203336078,4.203336078,,5371026.7,478014.8,23.8571807,3.547239923,3.547239923,,2003651.5,645733.0,31.893712798,2.20259103,2.20259103,,2024640.4,598521.9,42.228673356,9.710964458,9.710964458,,1417335.4,649157.7,45.766843762,10.464361437,10.464361437,,1418401.8,,,30015.9,215287.4
1977,2905145.5,29.404894554,2.769665,2.769665179,,,,9879802.5,1697399.8,30.483599802,3.67178739,3.67178739,,5568239.4,523718.2,25.646354818,1.917753794,1.917753794,,2042076.6,704265.0,34.40324014,1.108784319,1.108784319,,2047089.3,665347.7,44.640710422,5.158635917,5.158635917,,1490450.5,702326.6,48.458323731,2.181314129,2.181314129,,1449341.6,,,16741.4,181288.2
1978,3207659.6,31.514864213,3.020717,3.020716782,,,,10178243.4,1858623.0,32.397718503,3.028883712,3.028883712,,5736894.9,581967.1,27.475075503,3.72596372,3.72596372,,2118163.7,767837.5,36.971721066,1.452526731,1.452526731,,2076823.8,725121.0,46.212143152,5.277795392,5.277795392,,1569113.5,732273.2,48.985042293,3.142800068,3.142800068,,1494891.5,,,6384.2,172139.0
1979,3596298.1,34.161898796,3.428647,3.428647365,,,,10527219.4,2093708.5,35.307645157,3.364300052,3.364300052,,5929901.2,653225.2,29.915188367,3.08884536,3.08884536,,2183590.5,872212.2,40.267470455,4.296126324,4.296126324,,2166046.7,838647.1,50.341315021,6.16964694,6.16964694,,1665922.2,882197.7,54.021564072,9.241868639,9.241868639,,1633047.4,,,20702.7,214806.1
1980,3979726.7,37.322353664,1.290928,1.290928397,,,,10663118.3,2343763.1,38.723107975,2.069514639,2.069514639,,6052621.4,737656.1,33.085898563,2.103309845,2.103309845,,2229518.1,971805.1,44.670819992,0.435539958,0.435539958,,2175480.7,946544.3,56.424905934,0.696733361,0.696733361,,1677529.2,1045297.7,62.798036008,1.928384428,1.928384428,,1664538.8,,,25255.8,192507.5
1981,4384336.6,40.900471056,0.528997,0.528996542,,,,10719525.8,2588452.3,42.780029275,-0.03324664,-0.03324664,,6050609.1,844092.0,36.424608339,3.940278325,3.940278325,,2317367.4,1043617.5,49.165383208,-2.427670866,-2.427670866,,2122667.2,1100180.8,62.412130275,5.081186485,5.081186485,,1762767.6,1174417.9,71.706696701,-1.605910567,-1.605910567,,1637807.8,,,-17588.2,103922.2
1982,4706402.4,43.492219889,0.948973,0.948972672,,,,10821251.2,2786462.8,45.485425601,1.246936786,1.246936786,,6126056.4,903818.1,38.468441339,1.386828896,1.386828896,,2349505.3,1077368.1,51.648841728,-1.72985481,-1.72985481,,2085948.2,1181000.6,66.019000019,1.481323455,1.481323455,,1788879.9,1248248.8,74.886105166,1.774028643,1.774028643,,1666863.0,,,6001.5,137724.3
1983,4991645.2,45.258827213,1.920825,1.920825004,,,,11029108.5,2953415.9,47.413475338,1.681474462,1.681474462,,6229064.4,959677.0,40.048396899,1.991389185,1.991389185,,2396293.1,1118990.2,53.183062796,0.86707287,0.86707287,,2104034.9,1264660.5,68.338188115,3.449717855,3.449717855,,1850591.2,1303374.0,77.153929111,1.347051661,1.347051661,,1689316.5,,,-1724.4,138441.3
1984,5311277.2,46.904056145,2.671087,2.671086687,,,,11323705.6,3131504.0,49.238734627,2.099418632,2.099418632,,6359838.6,1005634.9,41.382003984,1.411889745,1.411889745,,2430126.1,1167516.5,54.812481382,1.23499121,1.23499121,,2130019.5,1439216.2,71.524532389,8.732780734,8.732780734,,2012199.3,1461386.4,81.32498175,6.372673028,6.372673028,,1796971.1,,,28792.0,188493.0
1985,5633070.7,48.426237803,2.724942,2.724941953,,,,11632270.0,3301525.5,50.65127805,2.489211484,2.489211484,,6518148.4,1060849.1,42.639706303,2.378934421,2.378934421,,2487937.2,1244855.1,56.81832375,2.860064683,2.860064683,,2190939.4,1540154.4,73.36195844,4.333158526,4.333158526,,2099391.1,1551575.5,82.762570706,4.327273443,4.327273443,,1874730.9,,,37262.1,210584.6
1986,5915393.9,49.461912657,2.813062,2.813061634,,,,11959492.9,3440446.5,50.622486887,4.267049166,4.267049166,,6796281.0,1103786.1,43.330708651,2.388153308,2.388153308,,2547353.0,1316854.0,57.938373282,3.73873359,3.73873359,,2272852.8,1443927.2,67.959612212,1.204786395,1.204786395,,2124684.3,1436006.6,72.430895246,5.753229476,5.753229476,,1982588.5,,,46386.8,200910.2
1987,6265464.4,50.716010444,3.298834,3.298833793,,,,12354016.7,3657968.6,51.8910605,3.723246288,3.723246288,,7049323.3,1169821.5,44.733067625,2.660128803,2.660128803,,2615115.8,1423605.9,57.984365145,8.020843714,8.020843714,,2455154.8,1492112.3,67.253772398,4.42162938,4.42162938,,2218629.9,1513666.1,70.663168449,8.044932966,8.044932966,,2142086.4,,,35622.1,157879.1
1988,6753943.7,52.509171871,4.115188,4.115187696,,,,12862407.7,3894468.7,53.140771975,3.961595362,3.961595362,,7328589.0,1241792.1,46.497429461,2.124283379,2.124283379,,2670668.3,1595267.2,60.128142623,8.062934023,8.062934023,,2653112.3,1622407.6,68.762028331,6.347287968,6.347287968,,2359452.8,1661405.1,71.919953158,7.842300579,7.842300579,,2310075.3,,,61413.2,160660.5
1989,7264759.4,54.605635853,3.433565,3.433565192,,,,13304046.8,4186243.2,55.315226048,3.266486307,3.266486307,,7567976.3,1319280.8,48.881373978,1.058742117,1.058742117,,2698943.8,1751009.2,62.14601616,6.198775238,6.198775238,,2817572.8,1815785.3,71.614031429,7.462039835,7.462039835,,2535516.1,1886395.2,75.201700383,8.587261835,8.587261835,,2508447.5,,,78836.0,192485.2
1990,7791072.0,56.651357794,3.37205,3.372049979,,,,13752665.9,4471710.9,57.063444942,3.546630091,3.546630091,,7836384.4,1430632.1,51.555409632,2.815803711,2.815803711,,2774940.8,1881487.0,63.868301817,4.554015968,4.554015968,,2945885.5,1915007.7,71.114117932,6.205820845,6.205820845,,2692865.7,1976433.7,73.600682828,7.052151672,7.052151672,,2685347.0,,,68668.0,187936.5
1991,8204174.3,58.643538504,1.725028,1.725028487,,,,13989903.3,4730541.0,59.233467009,1.912611017,1.912611017,,7986264.0,1539967.0,53.763389456,3.221709997,3.221709997,,2864341.3,1933874.2,65.695864682,-0.074959181,-0.074959181,,2943677.3,2004242.7,71.337872758,4.331505631,4.331505631,,2809507.3,2039310.2,73.433373375,3.416393513,3.416393513,,2777089.0,,,34859.5,163202.4
1992,8512548.8,59.989179087,1.431298,1.43129801,,,,14190140.5,4937139.1,60.671686478,1.893301964,1.893301964,,8137468.1,1632976.6,55.484938724,2.749588251,2.749588251,,2943098.9,1934012.6,65.814166026,-0.17261,-0.17261,,2938596.2,2056787.9,70.384297224,4.012027158,4.012027158,,2922225.5,2076296.9,71.837769201,4.075096168,4.075096168,,2890258.1,,,27929.6,139009.8
1993,8747194.9,61.455984075,0.303925,0.303925058,,,,14233267.9,5092298.6,62.213894901,0.585915042,0.585915042,,8185146.7,1691669.5,56.757423471,1.271676176,1.271676176,,2980525.6,1890315.2,66.436768693,-3.175377537,-3.175377537,,2845284.7,2136742.9,71.829370076,1.797355312,1.797355312,,2974748.3,2065417.1,72.846228411,-1.901115342,-1.901115342,,2835311.0,,,1585.7,82873.5
1994,9126569.6,62.791228161,2.118392,2.118392044,,,,14534784.3,5296136.0,63.798215992,1.420121299,1.420121299,,8301385.7,1736531.2,57.773783664,0.846060622,0.846060622,,3005742.6,1943284.4,67.702772059,0.879794496,0.879794496,,2870317.3,2388203.4,73.546810703,9.158420227,9.158420227,,3247188.2,2263020.6,74.594828644,6.998844383,6.998844383,,3033750.0,,,25435.1,143900.2
1995,9458423.6,63.383724112,2.667365,2.667364629,18256.7,28803.5,67.959109402,14922480.0,5456610.6,64.46280677,1.967824216,1.967824216,68.954028,8464742.4,1775111.7,58.417309438,1.095615402,1.095615402,70.155247031,3038674.1,2009420.9,67.728804868,3.363590563,3.363590563,64.866034238,2966863.1,2607552.4,74.115403741,8.347053667,8.347053667,37.261186334,3518232.8,2480095.3,75.43962365,8.365007294,8.365007294,37.597818873,3287523.4,518078.5,518078.5,89823.3,221491.0
1996,9872527.7,64.816852019,2.070306,2.070306321,18987.9,29294.7,69.366071139,15231421.1,5705723.7,65.60522936,2.74448707,2.74448707,70.846462382,8697056.2,1852795.4,59.94705486,1.712728921,1.712728921,71.356846469,3090719.7,2114140.8,68.890628667,3.437083167,3.437083167,67.095533782,3068836.6,2762175.7,74.388514762,5.540913577,5.540913577,39.325796466,3713175.0,2636231.6,76.120222666,5.345178663,5.345178663,39.607489465,3463247.4,519937.9,519938.1,73923.6,124882.3
1997,10347632.5,65.708944778,3.389416,3.389415582,19834.3,30185.0,71.717175563,15747677.2,5990939.0,66.752143285,3.194704063,3.194704063,73.109797195,8974901.4,1915433.0,61.270033915,1.148450043,1.148450043,72.176344203,3126215.1,2213919.2,69.312778909,4.081774617,4.081774617,69.834222249,3194099.6,3093534.1,74.654515969,11.597229432,11.597229432,43.886499308,4143800.4,2936089.9,76.229637489,11.214646799,11.214646799,44.049329514,3851638.3,521704.7,521704.9,69897.1,160299.1
1998,10628258.1,65.472155037,3.083451,3.083451308,20307.1,31016.5,73.92853975,16233249.2,6141850.1,66.311866696,3.199662128,3.199662128,75.449063687,9262067.9,1963149.5,61.346760541,2.362970546,2.362970546,73.881849958,3200086.6,2313736.5,68.387592603,5.922476022,5.922476022,73.970137317,3383269.4,3224832.9,72.734708753,6.995789312,6.995789312,46.956706336,4433692.0,3102410.4,73.290071629,9.902762258,9.902762258,48.411429892,4233056.9,523375.3,523375.3,87099.5,187190.2
1999,11036008.2,66.232912983,2.643796,2.643795529,21012.2,31724.7,75.883059179,16662423.1,6404230.7,66.898050953,3.358343276,3.358343276,77.982902244,9573120.0,2063814.9,63.116840712,2.179496978,2.179496978,75.492102645,3269832.4,2421347.4,68.923917074,3.83662521,3.83662521,76.808094252,3513072.8,3362763.0,72.442187491,4.698192247,4.698192247,49.162822673,4641995.3,3286902.8,72.745283892,6.740176359,6.740176359,51.674445644,4518372.4,525218.9,525219.1,70755.2,182775.1
2000,11835517.6,68.247825992,4.07832,4.078320156,22442.5,32883.8,78.977813277,17341970.1,6863288.9,69.414168543,3.283431023,3.283431023,80.54341705,9887446.7,2194606.9,65.351485124,2.701265337,2.701265337,77.531344646,3358159.2,2646745.5,71.485485133,5.391885161,5.391885161,80.949498489,3702493.6,4007890.7,76.28173544,13.185449497,13.185449497,55.645161828,5254063.3,3973372.6,78.471690925,12.063519386,12.063519386,57.908202413,5063447.1,527371.5,527371.4,96358.1,203254.3
