country,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA
subject,B11,B11,B11,B11,B11,B11,B11,B1_GE,B1_GE,B1_GE,B1_GE,B1_GE,B1_GE,B1_GE,B1_GE,B1_GE,B1_GE,B1_GE,B1_GE,B1_GE,B1_GE,B1_GE,B1_GE,B1_GE,B1_GI,B1_GI,B1_GI,B1_GS1,B1_GS1,B1_GS1,B1_GS1,B2G_B3G,B2G_B3G,B2N_B3N,B2N_B3N,B2N_B3N,B5_GS1,B5_GS1,B5_GS1,B5_GS1,B5_NS1,B5_NS1,B8NS1,B8NS1,B9S1,B9S1,D1S1,D1S1,D1S1,D1_D4NFRS2,D1_D4NFRS2,D1_D4NFRS2,D1_D4NFRS2,D2S1,D2S1,D2S1,D2_D3,D2_D3,D3S1,D3S1,D3S1,D9NFRS2,D9NFRS2,DB1_GE,DB1_GE,DB1_GE,GDIS1,GDIS1,GDIS1,GDIS1,K1,K1,K1,K1MS1,K1MS1,K1MS1,K1MS1,K1S1,K1S1,P3,P3,P3,P3,P311B,P311B,P311B,P311B,P311B,P311B,P313B,P313B,P313B,P313B,P313B,P313B,P314B,P314B,P314B,P314B,P314B,P314B,P31DC,P31DC,P31DC,P31DC,P31DC,P31DC,P31S14,P31S14,P31S14,P31S14,P31S14_S15,P31S14_S15,P31S14_S15,P31S14_S15,P31S14_S15,P31S14_S15,P31S14_S15,P31S14_S15,P31S14_S15,P31S14_S15,P31S14_S15,P31S14_S15,P31S14_S15,P31S14_S15,P31S14_S15,P31S14_S15B,P31S14_S15B,P31S14_S15B,P31S14_S15B,P31S14_S15B,P31S14_S15B,P31S15,P31S15,P31S15,P31S15,P3S1,P3S1,P3S13,P3S13,P3S13,P3S13,P3S13,P3S13,P3S13,P3S13,P3S13,P3S13,P3S13,P3S13,P3_P5,P3_P5,P3_P5,P3_P5,P3_P51,P3_P51,P3_P51,P3_P51,P5,P5,P5,P5,P51,P51,P51,P51,P51,P51,P51,P51,P51,P51,P51,P51,P51A,P51A,P51A,P51A,P51N1111,P51N1111,P51N1111,P51N1111,P51N1112,P51N1112,P51N1112,P51N1112,P51N1113,P51N1113,P51N1113,P51N1113,P51N11131,P51N11131,P51N11131,P51N11131,P51N1113I,P51N1113I,P51N1113I,P51N1113I,P51N1113O,P51N1113O,P51N1113O,P51N1113O,P51N112,P51N112,P51N112,P51N112,P51N11321G,P51N11321G,P51N11321G,P51N11321G,P51N11322G,P51N11322G,P51N11322G,P51N11322G,P51N1171G,P51N1171G,P51N1171G,P51N1171G,P51N11731G,P51N11731G,P51N11731G,P51N11731G,P51N1173G,P51N1173G,P51N1173G,P51N1173G,P51N1174G,P51N1174G,P51N1174G,P51N1174G,P51S,P51S,P51S,P51S,P51S13,P51S13,P51S13,P51S13,P51S1LESSS13,P51S1LESSS13,P51S1LESSS13,P51S1LESSS13,P51S1LESSS13,P51S1LESSS13,P52,P52,P52,P52,P52,P52,P52,P52_P53,P52_P53,P52_P53,P52_P53,P52_P53,P52_P53,P52_P53,P5S1,P5S1,P6,P6,P6,P6,P6,P6,P6,P6,P6,P6,P6,P6,P6,P6,P6,P61,P61,P61,P61,P61,P61,P61,P62,P62,P62,P62,P62,P62,P62,P7,P7,P7,P7,P7,P7,P7,P7,P7,P7,P7,P7,P7,P7,P7,P71,P71,P71,P71,P71,P71,P71,P72,P72,P72,P72,P72,P72,P72,POPNC,POPNC,PPPGDP,RB1_GE,RB1_GE,RB1_GE,RB1_GE,RB1_GE,RB1_GI,RB1_GI,RB1_GI,RB9S1,RB9S1,RP31DC,RP31DC,RP31DC,RP31DC,RP31DC,RP51,RP51,RP51,RP51
measure,CAR,CARSA,CQR,CQRSA,LNBARSA,LNBQR,LNBQRSA,CAR,CARSA,CPCARSA,CQR,CQRSA,DNBSA,DOBSA,GPSA,GYSA,HCPCARSA,HVPVOBARSA,LNBARSA,LNBQR,LNBQRSA,VIXOBSA,VOBARSA,VPVOBARSA,CARSA,CQR,CQRSA,CARSA,CQRSA,LNBARSA,LNBQRSA,CARSA,CQRSA,CARSA,CQR,CQRSA,CARSA,CQRSA,LNBARSA,LNBQRSA,CARSA,CQRSA,CARSA,CQRSA,CARSA,CQRSA,CARSA,CQR,CQRSA,CARSA,CQRSA,LNBARSA,LNBQRSA,CARSA,CQR,CQRSA,CARSA,CQRSA,CARSA,CQR,CQRSA,CARSA,CQRSA,LNBARSA,LNBQR,LNBQRSA,CARSA,CQRSA,LNBARSA,LNBQRSA,CARSA,CQR,CQRSA,CARSA,CQRSA,LNBARSA,LNBQRSA,CARSA,CQRSA,CARSA,CQRSA,LNBARSA,LNBQRSA,CARSA,CQR,CQRSA,LNBARSA,LNBQR,LNBQRSA,CARSA,CQR,CQRSA,LNBARSA,LNBQR,LNBQRSA,CARSA,CQR,CQRSA,LNBARSA,LNBQR,LNBQRSA,CARSA,CQR,CQRSA,LNBARSA,LNBQR,LNBQRSA,CARSA,CQRSA,LNBARSA,LNBQRSA,CAR,CARSA,CPCARSA,CQR,CQRSA,DNBSA,DOBSA,GPSA,GYSA,LNBARSA,LNBQR,LNBQRSA,VIXOBSA,VOBARSA,VPVOBARSA,CARSA,CQR,CQRSA,LNBARSA,LNBQR,LNBQRSA,CARSA,CQRSA,LNBARSA,LNBQRSA,CARSA,CQRSA,CARSA,CPCARSA,CQRSA,DNBSA,DOBSA,GPSA,GYSA,LNBARSA,LNBQRSA,VIXOBSA,VOBARSA,VPVOBARSA,CARSA,CQRSA,LNBARSA,LNBQRSA,CARSA,CQRSA,LNBARSA,LNBQRSA,CARSA,CQRSA,LNBARSA,LNBQRSA,CARSA,CPCARSA,CQRSA,DNBSA,DOBSA,GPSA,GYSA,LNBARSA,LNBQRSA,VIXOBSA,VOBARSA,VPVOBARSA,CARSA,CQRSA,LNBARSA,LNBQRSA,CARSA,CQRSA,LNBARSA,LNBQRSA,CARSA,CQRSA,LNBARSA,LNBQRSA,CARSA,CQRSA,LNBARSA,LNBQRSA,CARSA,CQRSA,LNBARSA,LNBQRSA,CARSA,CQRSA,LNBARSA,LNBQRSA,CARSA,CQRSA,LNBARSA,LNBQRSA,CARSA,CQRSA,LNBARSA,LNBQRSA,CARSA,CQRSA,LNBARSA,LNBQRSA,CARSA,CQRSA,LNBARSA,LNBQRSA,CARSA,CQRSA,LNBARSA,LNBQRSA,CARSA,CQRSA,LNBARSA,LNBQRSA,CARSA,CQRSA,LNBARSA,LNBQRSA,CARSA,CQRSA,LNBARSA,LNBQRSA,CARSA,CQRSA,LNBARSA,LNBQRSA,CARSA,CQRSA,LNBARSA,LNBQRSA,CARSA,CQR,CQRSA,LNBARSA,LNBQR,LNBQRSA,CAR,CARSA,CQR,CQRSA,LNBARSA,LNBQR,LNBQRSA,CAR,CARSA,CQR,CQRSA,LNBARSA,LNBQR,LNBQRSA,CARSA,CQRSA,CAR,CARSA,CPCARSA,CQR,CQRSA,DNBSA,DOBSA,GPSA,GYSA,LNBARSA,LNBQR,LNBQRSA,VIXOBSA,VOBARSA,VPVOBARSA,CAR,CARSA,CQR,CQRSA,LNBARSA,LNBQR,LNBQRSA,CAR,CARSA,CQR,CQRSA,LNBARSA,LNBQR,LNBQRSA,CAR,CARSA,CPCARSA,CQR,CQRSA,DNBSA,DOBSA,GPSA,GYSA,LNBARSA,LNBQR,LNBQRSA,VIXOBSA,VOBARSA,VPVOBARSA,CAR,CARSA,CQR,CQRSA,LNBARSA,LNBQR,LNBQRSA,CAR,CARSA,CQR,CQRSA,LNBARSA,LNBQR,LNBQRSA,PER,PERSA,CD,CARSA,CQRSA,LNBARSA,LNBQRSA,VOBARSA,CARSA,CQR,CQRSA,CARSA,CQRSA,CARSA,CQR,CQRSA,LNBARSA,LNBQRSA,CARSA,CQRSA,LNBARSA,LNBQRSA
unit,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,Index,Index,Percentage,Percentage,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,Index,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,Index,Index,Percentage,Percentage,US Dollar,US Dollar,US Dollar,Index,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,Index,Index,Percentage,Percentage,US Dollar,US Dollar,Index,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,Index,Index,Percentage,Percentage,US Dollar,US Dollar,Index,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,Index,Index,Percentage,Percentage,US Dollar,US Dollar,US Dollar,Index,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,Index,Index,Percentage,Percentage,US Dollar,US Dollar,US Dollar,Index,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,Persons,Persons,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar
powercode,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Units,Units,Units,Units,Units,Units,Millions,Millions,Millions,Units,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Units,Units,Units,Units,Millions,Millions,Millions,Units,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Units,Units,Units,Units,Millions,Millions,Units,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Units,Units,Units,Units,Millions,Millions,Units,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Units,Units,Units,Units,Millions,Millions,Millions,Units,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Units,Units,Units,Units,Millions,Millions,Millions,Units,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Thousands,Thousands,Units,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions
reference_period,,,,,2017,2017,2017,,,,,,2017,2015,,,,2015,2017,2017,2017,2015,2015,2015,,,,,,2017,2017,,,,,,,,2017,2017,,,,,,,,,,,,2017,2017,,,,,,,,,,,2017,2017,2017,,,2017,2017,,,,,,2017,2017,,,,,2017,2017,,,,2017,2017,2017,,,,2017,2017,2017,,,,2017,2017,2017,,,,2017,2017,2017,,,2017,2017,,,,,,2017,2015,,,2017,2017,2017,2015,2015,2015,,,,2017,2017,2017,,,2017,2017,,,,,,2017,2015,,,2017,2017,2015,2015,2015,,,2017,2017,,,2017,2017,,,2017,2017,,,,2017,2015,,,2017,2017,2015,2015,2015,,,2017,2017,,,2017,2017,,,2017,2017,,,2017,2017,,,2017,2017,,,2017,2017,,,2017,2017,,,2017,2017,,,2017,2017,,,2017,2017,,,2017,2017,,,2017,2017,,,2017,2017,,,2017,2017,,,2017,2017,,,2017,2017,,,,2017,2017,2017,,,,,2017,2017,2017,,,,,2017,2017,2017,,,,,,,,2017,2015,,,2017,2017,2017,2015,2015,2015,,,,,2017,2017,2017,,,,,2017,2017,2017,,,,,,2017,2015,,,2017,2017,2017,2015,2015,2015,,,,,2017,2017,2017,,,,,2017,2017,2017,,,,,,2017,2017,2015,,,,,,,,,2017,2017,,,2017,2017
time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1947,10807.0,10807.0,10807.0,10807.0,,,,249615.0,249615.5,249615.5,249615.0,249615.5,11.426067554,11.74121497,,,1731.9,14750.8,2184614.3,,2184614.3,11.62052221,2125976.7,2125976.7,249615.5,249615.0,249615.5,249615.5,249615.5,2184614.3,2184614.3,,,,,,247861.5,247861.5,2174205.5,2174205.5,218740.8,218740.8,20122.0,20122.0,9289.0,9289.0,132289.5,,132289.5,1110.0,1110.0,11542.0,11542.0,18106.0,,18106.0,17707.5,17707.5,398.5,,398.5,,,-1847.0,,-1847.0,246750.5,246750.5,2159556.8,2159556.8,29120.8,,29120.8,29120.8,29120.8,209570.0,209570.0,29120.8,29120.8,,,,,21832.8,21833.0,21832.8,,,,77595.8,77595.0,77595.8,,,,62423.3,62424.0,62423.3,,,,161851.8,161852.0,161851.8,1370607.8,,1370607.8,,,,,161852.0,161851.8,161851.8,161852.0,161851.8,11.80875783,12.136544591,,,1370607.8,,1370607.8,10.844454718,1333590.0,1333590.0,161851.8,161852.0,161851.8,1370607.8,,1370607.8,,,,,,,34141.0,34141.0,34141.0,,,,,,,,,,238808.5,238808.5,2121270.0,2121270.0,239359.8,239359.8,2156005.3,2156005.3,,,,,47507.0,47507.0,43366.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2440.0,2440.0,18094.0,18094.0,,,,,,,,,968.3,968.3,,,43366.3,43366.3,,,5685.3,5685.3,,,37681.0,37681.0,37681.0,,,,-552.0,-551.5,-552.0,-551.5,-4446.0,,-4446.0,-552.0,-551.5,-552.0,-551.5,-4446.0,,-4446.0,42815.5,42815.5,18740.0,18740.0,18740.0,18740.0,18740.0,21.28553742,21.402114108,,,88041.0,,88041.0,3.856275224,87561.4,87561.4,16097.0,16097.0,16097.0,16097.0,,,,2643.0,2643.0,2643.0,2643.0,,,,7933.0,7933.0,7933.0,7933.0,7933.0,15.200375554,15.007755046,,,52189.5,,52189.5,1.891250085,52859.3,52859.3,5973.0,5973.0,5973.0,5973.0,,,,1960.0,1960.0,1960.0,1960.0,,,,144126.0,144126.0,1.0,1.0,1.0,,,,2865.0,,2865.0,-2865.0,-2865.0,0.0,0.0,0.0,,,,,,
1948,5487.0,5487.0,5487.0,5487.0,,,,274470.0,274467.8,274467.8,274470.0,274467.8,12.066497511,12.399308908,4.120281189,4.120281189,1871.8,15096.2,2274626.5,,2274626.5,12.099320401,2213573.0,2213573.0,274467.8,274470.0,274467.8,274467.8,274467.8,2274626.5,2274626.5,,,,,,276178.3,276178.3,2293892.5,2293892.5,244850.8,244850.8,30173.3,30173.3,2417.0,2417.0,144226.8,,144226.8,1456.0,1456.0,14163.5,14163.5,19726.0,,19726.0,19186.0,19186.0,540.0,,540.0,,,-4368.3,,-4368.3,274722.0,274722.0,2276708.5,2276708.5,31327.5,,31327.5,31327.5,31327.5,209302.8,209302.8,31327.5,31327.5,,,,,24453.5,24454.0,24453.5,,,,82966.5,82966.0,82966.5,,,,67458.5,67460.0,67458.5,,,,174878.3,174879.0,174878.3,1401594.5,,1401594.5,,,,,174879.0,174878.5,174878.5,174879.0,174878.5,12.47711089,12.823449753,2.260803647,2.260803647,1401594.5,,1401594.5,11.089626546,1363739.9,1363739.9,174878.5,174879.0,174878.5,1401594.5,,1401594.5,,,,,,,35273.5,35273.5,35273.5,,,,,,,,,,268980.8,268980.8,2259841.8,2259841.8,263322.5,263322.5,2241354.3,2241354.3,,,,,58554.5,58554.5,53170.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2733.3,2733.3,19364.0,19364.0,,,,,,,,,936.0,936.0,,,53170.5,53170.5,,,8481.8,8481.8,,,44688.8,44689.0,44688.8,,,,5658.0,5658.5,5658.0,5658.5,24121.0,,24121.0,5658.0,5658.5,5658.0,5658.5,24121.0,,24121.0,58828.5,58828.5,15547.0,15547.0,15547.0,15547.0,15547.0,22.420512599,22.543305322,-21.238116332,-21.238116332,69342.8,,69342.8,3.037275006,68965.0,68965.0,13265.0,13265.0,13265.0,13265.0,,,,2282.0,2282.0,2282.0,2282.0,,,,10060.0,10060.0,10060.0,10060.0,10060.0,16.519900651,16.310559003,16.682953468,16.682953468,60896.3,,60896.3,2.206766457,61677.8,61677.8,7557.0,7557.0,7557.0,7557.0,,,,2503.0,2503.0,2503.0,2503.0,,,,146631.5,146631.5,1.0,-0.3,-0.3,,,,-254.0,,-254.0,254.0,254.0,0.0,-1.0,0.0,,,,,,
1949,5235.0,5234.8,5235.0,5234.8,,,,272472.0,272475.3,272475.3,272472.0,272475.3,12.046151784,12.378402017,-0.558278469,-0.558278469,1826.4,14754.6,2261927.8,,2261927.8,12.031772501,2201215.1,2201215.1,272475.3,272472.0,272475.3,272475.3,272475.3,2261927.8,2261927.8,,,,,,272014.0,272014.0,2263354.5,2263354.5,239728.5,239728.5,17267.3,17267.3,879.0,879.0,144275.8,,144275.8,1280.3,1280.3,12896.5,12896.5,20904.0,,20904.0,20405.5,20405.5,498.5,,498.5,,,-58082.0,,-58082.0,270734.0,270734.0,2247437.8,2247437.8,32285.5,,32285.5,32285.5,32285.5,211217.0,211217.0,32285.5,32285.5,,,,,26623.5,26624.0,26623.5,,,,81457.3,81458.0,81457.3,,,,70252.3,70253.0,70252.3,,,,178333.0,178332.0,178333.0,1440564.8,,1440564.8,,,,,178334.0,178333.0,178333.0,178334.0,178333.0,12.379381073,12.723007157,2.780422583,2.780422583,1440564.8,,1440564.8,11.397965027,1401657.6,1401657.6,178333.0,178334.0,178333.0,1440564.8,,1440564.8,,,,,,,38493.0,38493.0,38493.0,,,,,,,,,,267240.5,267240.5,2245226.8,2245226.8,269932.0,269932.0,2291593.0,2291593.0,,,,,58347.2,58347.2,53106.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2699.0,2699.0,19197.3,19197.3,,,,,,,,,1063.0,1063.0,,,53106.0,53106.0,,,11315.0,11315.0,,,41791.0,41790.0,41791.0,,,,-2691.0,-2691.5,-2691.0,-2691.5,-12726.8,,-12726.8,-2691.0,-2691.5,-2691.0,-2691.5,-12726.8,,-12726.8,50414.3,50414.3,14484.0,14483.8,14483.8,14484.0,14483.8,21.082452093,21.197916523,-0.926196322,-0.926196322,68700.5,,68700.5,3.009143876,68326.3,68326.3,12213.0,12213.0,12213.0,12213.0,,,,2271.0,2270.8,2271.0,2270.8,,,,9249.0,9249.0,9249.0,9249.0,9249.0,15.744787699,15.545268351,-3.535521481,-3.535521481,58743.3,,58743.3,2.128745755,59497.2,59497.2,6874.0,6874.0,6874.0,6874.0,,,,2375.0,2375.0,2375.0,2375.0,,,,149188.3,149188.3,1.0,0.0,0.0,,,,1741.3,,1741.3,-1741.3,-1741.3,0.0,-1.0,0.0,,,,,,
1950,738.0,738.0,738.0,738.0,,,,299828.0,299827.3,299827.3,299828.0,299827.3,12.1953784,12.531744519,8.691877979,8.691877979,1976.7,15773.2,2458531.8,,2458531.8,13.077559485,2392542.0,2392542.0,299827.3,299828.0,299827.3,299827.3,299827.3,2458531.8,2458531.8,,,,,,300005.0,300005.0,2465618.0,2465618.0,266612.8,266612.8,31488.0,31488.0,-1843.0,-1843.0,158190.3,,158190.3,1440.0,1440.0,14279.5,14279.5,22950.0,,22950.0,22106.5,22106.5,843.5,,843.5,,,-22220.8,,-22220.8,298564.8,298564.8,2448075.0,2448075.0,33392.3,,33392.3,33392.3,33392.3,215074.3,215074.3,33392.3,33392.3,,,,,32445.3,32446.0,32445.3,,,,84384.3,84384.0,84384.3,,,,75214.8,75215.0,75214.8,,,,192044.3,192044.0,192044.3,1533079.3,,1533079.3,,,,,192044.0,192044.3,192044.3,192044.0,192044.3,12.526700756,12.874416131,6.422099388,6.422099388,1533079.3,,1533079.3,12.129953669,1491673.5,1491673.5,192044.3,192044.0,192044.3,1533079.3,,1533079.3,,,,,,,39059.0,39059.0,39059.0,,,,,,,,,,299089.3,299089.3,2473133.0,2473133.0,293319.8,293319.8,2457608.5,2457608.5,,,,,68831.9,68831.9,62216.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3075.8,3075.8,21243.3,21243.3,,,,,,,,,1068.5,1068.5,,,62216.8,62216.8,,,11455.5,11455.5,,,50761.3,50761.0,50761.3,,,,5769.0,5769.5,5769.0,5769.5,24058.5,,24058.5,5769.0,5769.5,5769.0,5769.5,24058.5,,24058.5,67986.0,67986.0,12350.0,12350.0,12350.0,12350.0,12350.0,20.52952886,20.641965038,-12.435499014,-12.435499014,60157.3,,60157.3,2.634941819,59829.6,59829.6,10203.0,10203.0,10203.0,10203.0,,,,2147.0,2147.0,2147.0,2147.0,,,,11612.0,11612.0,11612.0,11612.0,11612.0,16.724156555,16.512226558,18.196558754,18.196558754,69432.5,,69432.5,2.516104227,70323.6,70323.6,9081.0,9081.0,9081.0,9081.0,,,,2531.0,2531.0,2531.0,2531.0,,,,151684.0,151684.0,1.0,-0.3,-0.3,,,,1262.8,,1262.8,-1262.8,-1262.8,0.0,-1.0,0.0,,,,,,
