2012,-6462.5,-6462.5,-5863.4,-5863.4,89454.8,89454.8,84507.4,84507.4,16236.0,16236.0,15174.1,15174.1,20326.7,20326.7,19289.1,19289.1,15427.8,15427.8,14752.5,14752.5,8266.9,8266.9,7742.0,7742.0,16045.8,16045.8,15192.1,15192.1,44625.2,44625.2,42302.2,42302.2,17265.2,17265.2,16487.1,16487.1,11314.2,11314.2,10623.0,10623.0,96370.5,96370.5,91114.0,91114.0,96370.5,5963209.9,96370.5,96370.5,87.805610454,4.92565,4.92565,81.962930317,91114.0,91114.0,109754.3,5705968.7,6915.7,6915.7,6606.6,6606.6,474.7,474.7,99.0,99.0,64877.5,64877.5,61004.1,61004.1,54328.7,3361749.5,54328.7,54328.7,84.447767527,5.74384,5.74384,81.842205422,51091.0,51091.0,64334.1,3344635.0,10548.9,652742.8,10548.9,10548.9,84.473350529,7.64459,7.64459,88.828804903,9913.1,9913.1,12487.8,649223.0,37480.7,37480.7,35874.3,35874.3,32568.9,2015300.7,32568.9,32568.9,91.89038488,2.40356,2.40356,91.318518469,31211.3,31211.3,35443.3,1842643.6,2148.1,2148.1,2045.9,2045.9,4911.8,4911.8,4662.9,4662.9,2763.7,2763.7,2617.0,2617.0,24049.7,1488144.7,24049.7,24049.7,91.694928714,8.29197,8.29197,95.975033503,22900.2,22900.2,26227.9,1363551.1,30512.2,1888030.9,30512.2,30512.2,87.708344698,11.30323,11.30323,113.321101024,28763.6,28763.6,34788.2,1808588.4,16.16084,5386.5,3238.4,3238.4,2716.1,2716.1,6049.5
2013,-4553.3,-4553.3,-3089.3,-3089.3,101155.9,101155.9,89613.2,89613.2,18831.2,18831.2,15858.5,15858.5,22133.5,22133.5,20032.6,20032.6,16782.4,16782.4,15466.5,15466.5,9095.3,9095.3,8016.2,8016.2,18185.4,18185.4,16256.0,16256.0,51096.1,51096.1,45705.9,45705.9,20141.4,20141.4,18356.9,18356.9,12769.2,12769.2,11093.0,11093.0,108981.3,108981.3,96695.5,96695.5,108981.3,6284120.8,108981.3,108981.3,93.563996951,6.12592,6.12592,86.98391,96695.5,96695.5,116477.8,6055511.5,7825.3,7825.3,7082.4,7082.4,1026.8,1026.8,-40.6,-40.6,74212.4,74212.4,64620.9,64620.9,62433.2,3600046.1,62433.2,62433.2,91.052052599,6.5822,6.5822,87.229220671,54453.9,54453.9,68568.7,3564785.5,11779.2,679218.3,11779.2,11779.2,91.969864356,2.56165,2.56165,91.104287152,10167.0,10167.0,12807.7,665853.8,38295.4,38295.4,35204.5,35204.5,34835.3,2008685.9,34835.3,34835.3,95.913270336,2.47244,2.47244,93.576312928,31983.0,31983.0,36319.6,1888201.8,1637.2,1637.2,1494.9,1494.9,3460.1,3460.1,3221.5,3221.5,1822.9,1822.9,1726.6,1726.6,27143.0,1565132.4,27143.0,27143.0,99.349459806,4.16678,4.16678,99.974104107,23854.4,23854.4,27320.8,1420367.3,31696.4,1827688.7,31696.4,31696.4,97.266486526,-6.32702,-6.32702,106.151252701,26943.7,26943.7,32587.1,1694158.7,17.34233,4486.9,2849.7,2849.7,1686.0,1686.0,4048.2
2014,-3571.3,-3571.3,-1522.1,-1522.1,113226.5,113226.5,95621.0,95621.0,20519.5,20519.5,16110.6,16110.6,24458.5,24458.5,21420.7,21420.7,18425.6,18425.6,16486.2,16486.2,9798.2,9798.2,8301.8,8301.8,20496.3,20496.3,17492.0,17492.0,58450.3,58450.3,49787.9,49787.9,23272.8,23272.8,20307.7,20307.7,14681.2,14681.2,11988.2,11988.2,122141.7,122141.7,103428.4,103428.4,122141.7,6642990.2,122141.7,122141.7,98.03644152,6.96291,6.96291,93.040521785,103428.4,103428.4,124588.0,6477151.4,8915.2,8915.2,7807.4,7807.4,185.1,185.1,-460.2,-460.2,83702.7,83702.7,68689.9,68689.9,70555.1,3837320.2,70555.1,70555.1,96.637840297,6.4769,6.4769,92.878970083,57980.8,57980.8,73009.8,3795673.1,13147.6,715066.4,13147.6,13147.6,97.457749047,5.33169,5.33169,95.961689048,10709.1,10709.1,13490.6,701355.1,41825.2,41825.2,36720.7,36720.7,37186.2,2022465.5,37186.2,37186.2,100.451041035,1.9263,1.9263,95.378872169,32599.1,32599.1,37019.2,1924574.2,2690.1,2690.1,2359.5,2359.5,4639.0,4639.0,4121.6,4121.6,1949.0,1949.0,1762.1,1762.1,29327.7,1595061.6,29327.7,29327.7,100.678441052,6.62236,6.62236,106.594749091,25434.1,25434.1,29130.0,1514429.1,32899.0,1789295.5,32899.0,32899.0,100.910065234,0.0464,0.0464,106.200510502,26956.2,26956.2,32602.3,1694944.8,18.38655,4824.1,2134.1,2134.1,1301.9,1301.9,4540.7
2015,-3370.9,-3370.9,-1521.8,-1521.8,122548.9,122548.9,102740.3,102740.3,21840.5,21840.5,16113.1,16113.1,26812.4,26812.4,23670.2,23670.2,20663.9,20663.9,18376.2,18376.2,9813.0,9813.0,8546.7,8546.7,22213.5,22213.5,19291.3,19291.3,64082.9,64082.9,54410.4,54410.4,25681.8,25681.8,22526.4,22526.4,16187.6,16187.6,12592.7,12592.7,133907.3,133907.3,111164.9,111164.9,133907.3,6961645.6,133907.3,133907.3,100.0,7.48005,7.48005,100.0,111164.9,111164.9,133907.3,6961645.6,11358.5,11358.5,8457.4,8457.4,937.4,937.4,554.0,554.0,92665.7,92665.7,73586.0,73586.0,78607.4,4086687.3,78607.4,78607.4,100.0,7.667,7.667,100.0,62426.2,62426.2,78607.4,4086687.3,14058.3,730869.9,14058.3,14058.3,100.0,4.20825,4.20825,100.0,11159.8,11159.8,14058.3,730869.9,43675.1,43675.1,38546.6,38546.6,38812.8,2017820.3,38812.8,38812.8,100.0,4.84502,4.84502,100.0,34178.5,34178.5,38812.8,2017820.3,2746.1,2746.1,2479.5,2479.5,4862.3,4862.3,4368.1,4368.1,2116.3,2116.3,1888.6,1888.6,27327.8,1420735.2,27327.8,27327.8,100.0,-6.18675,-6.18675,100.0,23860.6,23860.6,27327.8,1420735.2,30698.8,1595985.6,30698.8,30698.8,100.0,-5.83849,-5.83849,100.0,25382.4,25382.4,30698.8,1595985.6,19.235,5799.7,3053.6,3053.6,2442.6,2442.6,5799.7
2016,-2803.4,-2803.4,-1332.1,-1332.1,135697.9,135697.9,111427.8,111427.8,24428.3,24428.3,16910.9,16910.9,29242.0,29242.0,25996.1,25996.1,22821.4,22821.4,20229.8,20229.8,10630.0,10630.0,9146.6,9146.6,24612.8,24612.8,21122.8,21122.8,71397.6,71397.6,59374.2,59374.2,28607.4,28607.4,24760.8,24760.8,18177.5,18177.5,13490.6,13490.6,149647.1,149647.1,121172.0,121172.0,149647.1,7520436.7,149647.1,149647.1,102.524899748,9.0021,9.0021,109.002096428,121172.0,121172.0,145961.7,7588339.6,13821.7,13821.7,9266.3,9266.3,2081.3,2081.3,2215.5,2215.5,104403.0,104403.0,79802.8,79802.8,89143.2,4479842.0,89143.2,89143.2,103.869968317,9.1778,9.1778,109.177801239,68155.6,68155.6,85821.9,4461755.4,15259.9,766876.3,15259.9,15259.9,104.004554604,4.36765,4.36765,104.367653711,11647.2,11647.2,14672.3,762791.8,45966.2,45966.2,40485.9,40485.9,42453.4,2133475.4,42453.4,42453.4,100.084101905,9.28816,9.28816,109.288160032,37353.1,37353.1,42417.8,2205238.6,1713.5,1713.5,1547.7,1547.7,3512.7,3512.7,3132.9,3132.9,1799.2,1799.2,1585.2,1585.2,28618.9,1438225.6,28618.9,28618.9,102.182346697,2.48754,2.48754,102.487541748,24454.1,24454.1,28007.6,1456076.6,31422.2,1579107.4,31422.2,31422.2,100.753363105,1.59123,1.59123,101.591227611,25786.3,25786.3,31187.3,1621381.3,19.89873,5594.0,3880.5,3880.5,3800.6,3800.6,6229.4
2017,-4313.3,-4313.3,-3545.2,-3545.2,150733.2,150733.2,118195.2,118195.2,27455.1,27455.1,18039.4,18039.4,32267.0,32267.0,27539.8,27539.8,24793.1,24793.1,21491.3,21491.3,11461.7,11461.7,9326.7,9326.7,27951.1,27951.1,23154.3,23154.3,79549.4,79549.4,63289.3,63289.3,30768.1,30768.1,25254.7,25254.7,20830.2,20830.2,14880.4,14880.4,166281.3,166281.3,128562.5,128562.5,166281.3,8053222.3,166281.3,166281.3,107.372318718,6.09917,6.09917,115.650317713,128562.5,128562.5,154864.2,8051165.3,16112.7,16112.7,10094.5,10094.5,4575.0,4575.0,3610.5,3610.5,115443.7,115443.7,85171.7,85171.7,97528.1,4723414.9,97528.1,97528.1,107.635073285,5.57909,5.57909,115.268928881,71958.0,71958.0,90610.0,4710680.7,17915.7,867678.8,17915.7,17915.7,107.629485614,13.44964,13.44964,118.404729732,13213.7,13213.7,16645.7,865384.5,50575.8,50575.8,43325.5,43325.5,46132.7,2234268.4,46132.7,46132.7,103.034008525,5.55542,5.55542,115.359575585,39428.2,39428.2,44774.3,2327748.9,2085.6,2085.6,1823.7,1823.7,4443.1,4443.1,3897.3,3897.3,2357.5,2357.5,2073.6,2073.6,31402.5,1520863.3,31402.5,31402.5,106.74439954,5.03699,5.03699,107.649823855,25685.9,25685.9,29418.4,1529418.9,35715.7,1729760.7,35715.7,35715.7,101.024436174,13.35895,13.35895,115.162749164,29231.0,29231.0,35353.6,1837980.9,20.64779,9018.1,6932.5,6932.5,5684.0,5684.0,8769.5
2018,-7465.9,-7465.9,-5085.5,-5085.5,168074.8,168074.8,125843.9,125843.9,29794.6,29794.6,18832.2,18832.2,36018.4,36018.4,29357.1,29357.1,27800.1,27800.1,23185.4,23185.4,13151.1,13151.1,10098.3,10098.3,31294.5,31294.5,24969.6,24969.6,89110.8,89110.8,67556.3,67556.3,34383.3,34383.3,26660.4,26660.4,23433.0,23433.0,15926.4,15926.4,186830.7,186830.7,137917.6,137917.6,186830.7,8918222.4,186830.7,186830.7,112.458375601,7.27671,7.27671,124.065859233,137917.6,137917.6,166133.2,8637025.4,,,,,5169.3,5169.3,2406.9,2406.9,129494.9,129494.9,91424.5,91424.5,109520.5,5227879.6,109520.5,109520.5,112.47999899,7.45937,7.45937,123.867269987,77325.7,77325.7,97368.9,5062068.0,19974.3,953459.7,19974.3,19974.3,112.463455545,6.69879,6.69879,126.336410187,14098.8,14098.8,17760.7,923354.8,59632.4,59632.4,49171.7,49171.7,54432.5,2598295.2,54432.5,54432.5,107.050316715,13.56437,13.56437,131.007377809,44776.4,44776.4,50847.6,2643493.4,2998.5,2998.5,2498.3,2498.3,5199.9,5199.9,4395.3,4395.3,2201.3,2201.3,1897.0,1897.0,36292.1,1732374.0,36292.1,36292.1,111.768990253,10.37522,10.37522,118.818727619,28350.8,28350.8,32470.6,1688099.5,43757.9,2088751.9,43757.9,43757.9,108.205597876,14.38626,14.38626,131.730359274,33436.3,33436.3,40439.6,2102397.5,20.94932,10369.2,7370.7,7370.7,4303.9,4303.9,8125.0
2019,-5268.1,-5268.1,-4621.0,-4621.0,180947.3,180947.3,131196.0,131196.0,32627.5,32627.5,19512.5,19512.5,35894.7,35894.7,29059.1,29059.1,27454.1,27454.1,22888.0,22888.0,13696.1,13696.1,10370.2,10370.2,34077.1,34077.1,26546.4,26546.4,98729.0,98729.0,72254.2,72254.2,38176.4,38176.4,28713.6,28713.6,26475.5,26475.5,16994.2,16994.2,197561.4,197561.4,144251.7,144251.7,197561.4,9374997.1,197561.4,197561.4,113.695836544,4.59265,4.59265,129.763772893,144251.7,144251.7,173763.1,9033694.0,,,,,-340.9,-340.9,2707.6,2707.6,142162.3,142162.3,96886.9,96886.9,120684.3,5726901.9,120684.3,120684.3,116.557545091,6.33841,6.33841,131.718487152,82226.9,82226.9,103540.5,5382922.7,21478.0,1019205.8,21478.0,21478.0,116.300847481,3.97985,3.97985,131.364405123,14660.0,14660.0,18467.6,960102.9,61008.1,61008.1,49278.3,49278.3,57116.6,2710386.2,57116.6,57116.6,109.287301244,2.78318,2.78318,134.653544882,46022.6,46022.6,52262.8,2717066.5,1844.1,1844.1,1499.1,1499.1,3891.6,3891.6,3255.7,3255.7,2047.5,2047.5,1756.6,1756.6,38098.5,1807907.8,38098.5,38098.5,115.458375447,1.6229,1.6229,120.747039023,28810.9,28810.9,32997.6,1715495.7,43366.5,2057897.7,43366.5,43366.5,107.251840479,-0.01313,-0.01313,131.713064737,33431.9,33431.9,40434.3,2102121.5,21.07323,3550.7,1706.6,1706.6,4464.1,4464.1,6929.0
2020,-468.0,-468.0,-2424.9,-2424.9,176360.1,176360.1,124677.5,124677.5,36218.0,36218.0,20581.2,20581.2,34301.4,34301.4,27906.8,27906.8,26311.8,26311.8,22112.3,22112.3,12245.4,12245.4,9269.8,9269.8,28495.5,28495.5,21818.4,21818.4,93595.2,93595.2,66919.7,66919.7,39113.6,39113.6,29070.9,29070.9,25986.0,25986.0,16030.4,16030.4,192205.9,192205.9,135580.1,135580.1,192205.9,8741197.4,192205.9,192205.9,117.688498721,-6.01143,-6.01143,121.963114809,135580.1,135580.1,163317.5,8490639.8,,,,,-116.7,-116.7,4433.6,4433.6,139571.0,139571.0,90810.3,90810.3,118069.7,5369611.3,118069.7,118069.7,122.040269086,-6.56167,-6.56167,123.075552709,76831.4,76831.4,96746.5,5029713.0,21501.2,977839.9,21501.2,21501.2,122.099231,-4.64564,-4.64564,125.261684209,13978.9,13978.9,17609.6,915499.9,53219.6,53219.6,42761.1,42761.1,50855.6,2312828.1,50855.6,50855.6,109.481319499,-11.11948,-11.11948,119.680767551,40905.1,40905.1,46451.4,2414942.8,534.3,534.3,392.4,392.4,2364.0,2364.0,1856.0,1856.0,1829.7,1829.7,1463.6,1463.6,35697.3,1623452.8,35697.3,35697.3,123.213137379,-12.19959,-12.19959,106.016396253,25296.1,25296.1,28972.0,1506212.2,36165.3,1644734.8,36165.3,36165.3,107.868058004,-17.08202,-17.08202,109.213813965,27721.1,27721.1,33527.3,1743036.7,21.98851,2247.2,1712.9,1712.9,5897.2,5897.2,7065.2
2021,-5478.9,-5478.9,-2897.8,-2897.8,207047.6,207047.6,136573.3,136573.3,39258.2,39258.2,21266.7,21266.7,42479.2,42479.2,31974.6,31974.6,33141.7,33141.7,25781.1,25781.1,16598.8,16598.8,11126.9,11126.9,34422.3,34422.3,24210.9,24210.9,108711.4,108711.4,72205.0,72205.0,44798.3,44798.3,30675.0,30675.0,29490.8,29490.8,17319.1,17319.1,227242.9,227242.9,147692.6,147692.6,227242.9,9788502.2,227242.9,227242.9,127.730598256,8.93384,8.93384,132.859100377,147692.6,147692.6,177908.0,9249179.7,,,,,-1955.1,-1955.1,-3034.3,-3034.3,163662.9,163662.9,101243.6,101243.6,138780.7,5977988.2,138780.7,138780.7,128.164953011,11.92433,11.92433,137.751483607,85993.1,85993.1,108282.9,5629472.4,24882.2,1071800.6,24882.2,24882.2,129.516298273,9.09709,9.09709,136.656847462,15250.6,15250.6,19211.6,998783.8,71014.0,71014.0,52381.1,52381.1,65339.4,2814500.2,65339.4,65339.4,119.566446291,17.64326,17.64326,140.796354486,48122.1,48122.1,54647.0,2841017.4,1255.5,1255.5,949.6,949.6,5674.6,5674.6,4259.0,4259.0,4419.1,4419.1,3309.4,3309.4,47191.2,2032765.5,47191.2,47191.2,131.075069143,24.26904,24.26904,131.745559055,31435.2,31435.2,36003.2,1871755.5,52670.2,2268769.7,52670.2,52670.2,126.841881884,23.85203,23.85203,135.263523259,34333.1,34333.1,41524.3,2158786.3,23.21529,3719.5,2464.0,2464.0,275.1,275.1,1287.5
2022,-11201.0,-11201.0,-4198.2,-4198.2,240923.5,240923.5,145236.9,145236.9,44272.0,44272.0,21961.1,21961.1,48412.3,48412.3,32494.1,32494.1,35832.7,35832.7,25904.4,25904.4,19605.7,19605.7,12065.9,12065.9,43096.2,43096.2,27331.4,27331.4,128633.5,128633.5,78715.8,78715.8,51819.4,51819.4,32717.2,32717.2,33717.9,33717.9,18667.2,18667.2,265593.1,265593.1,157598.4,157598.4,265593.1,11039016.9,265593.1,265593.1,139.903419577,6.70701,6.70701,141.769972584,157598.4,157598.4,189840.3,9869523.1,,,,,4480.2,4480.2,-3726.5,-3726.5,189961.0,189961.0,108727.7,108727.7,162422.6,6750875.8,162422.6,162422.6,138.592464544,8.22981,8.22981,149.088170724,93070.1,93070.1,117194.4,6092767.4,27538.4,1144597.1,27538.4,27538.4,139.616455981,2.66884,2.66884,140.304001626,15657.6,15657.6,19724.3,1025439.7,82352.9,82352.9,56795.3,56795.3,77154.6,3206825.6,77154.6,77154.6,127.809605315,10.46687,10.46687,155.533329054,53159.0,53159.0,60366.8,3138383.0,1770.6,1770.6,1257.7,1257.7,5198.3,5198.3,3636.3,3636.3,3427.7,3427.7,2378.5,2378.5,59808.1,2485843.5,59808.1,59808.1,142.994805295,16.17121,16.17121,153.050403691,36518.7,36518.7,41825.4,2174440.9,71009.2,2951399.4,71009.2,71009.2,144.195234692,18.59367,18.59367,160.413977058,40716.9,40716.9,49245.1,2560183.9,24.05949,9678.5,7907.9,7907.9,-1347.9,-1347.9,-25.5
