country,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7
subject,B1_GE,B1_GE,B1_GE,B1_GE,B1_GE,B1_GE,B1_GE,B1_GE,P31S14_S15,P31S14_S15,P31S14_S15,P31S14_S15,P31S14_S15,P31S14_S15,P3S13,P3S13,P3S13,P3S13,P3S13,P3S13,P51,P51,P51,P51,P51,P51,P6,P6,P6,P6,P6,P6,P7,P7,P7,P7,P7,P7,POPNC,RB1_GE,RB1_GE
measure,CPCARSA,DOBSA,GPSA,GYSA,HCPCARSA,HVPVOBARSA,VIXOBSA,VPVOBARSA,CPCARSA,DOBSA,GPSA,GYSA,VIXOBSA,VPVOBARSA,CPCARSA,DOBSA,GPSA,GYSA,VIXOBSA,VPVOBARSA,CPCARSA,DOBSA,GPSA,GYSA,VIXOBSA,VPVOBARSA,CPCARSA,DOBSA,GPSA,GYSA,VIXOBSA,VPVOBARSA,CPCARSA,DOBSA,GPSA,GYSA,VIXOBSA,VPVOBARSA,PERSA,CPCARSA,VPVOBARSA
unit,US Dollar,Index,Percentage,Percentage,US Dollar,US Dollar,Index,US Dollar,US Dollar,Index,Percentage,Percentage,Index,US Dollar,US Dollar,Index,Percentage,Percentage,Index,US Dollar,US Dollar,Index,Percentage,Percentage,Index,US Dollar,US Dollar,Index,Percentage,Percentage,Index,US Dollar,US Dollar,Index,Percentage,Percentage,Index,US Dollar,Persons,US Dollar,US Dollar
powercode,Millions,Units,Units,Units,Units,Units,Units,Millions,Millions,Units,Units,Units,Units,Millions,Millions,Units,Units,Units,Units,Millions,Millions,Units,Units,Units,Units,Millions,Millions,Units,Units,Units,Units,Millions,Millions,Units,Units,Units,Units,Millions,Thousands,Millions,Millions
reference_period,,2015,,,,,2015,2015,,2015,,,2015,2015,,2015,,,2015,2015,,2015,,,2015,2015,,2015,,,2015,2015,,2015,,,2015,2015,,,2015
time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1961,1194490.3,15.6,,,,,20.9,7643082.0,710068.9,16.0,,,19.5,4438508.4,179495.6,9.4,,,30.0,1902345.6,294991.6,19.8,,,19.6,1492360.1,114680.3,28.4,,,5.2,404476.1,112691.7,24.2,,,5.8,465262.1,,7945.6,-129346.2
1962,1279873.7,15.8,5.767495,5.767494597,,,22.1,8083896.4,757214.7,16.2,5.326001187,5.326001187,20.5,4674903.4,197078.8,9.7,6.323745604,6.323745604,31.9,2022645.1,318843.1,19.8,7.672300325,7.672300325,21.1,1606858.4,119280.0,28.1,5.086492255,5.086492255,5.5,425049.7,118300.2,23.8,6.854864473,6.854864473,6.2,497155.1,,5757.3,-148405.2
1963,1358979.6,16.0,4.8776,4.877600247,,,23.1,8478196.5,805363.8,16.4,5.087916601,5.087916601,21.6,4912758.6,210938.4,10.0,4.268915357,4.268915357,33.2,2108990.1,339169.4,19.9,5.903180343,5.903180343,22.3,1701714.2,126635.6,28.2,5.687508036,5.687508036,5.8,449224.5,128004.6,24.1,6.936116587,6.936116587,6.6,531638.4,,4877.0,-162852.5
1964,1467230.1,16.3,6.269173,6.269172731,,,24.6,9009709.3,861548.2,16.6,5.772075153,5.772075153,22.8,5196326.7,223436.2,10.3,2.663527269,2.663527269,34.1,2165163.7,371914.2,20.1,8.996325403,8.996325403,24.3,1854805.9,139991.8,28.3,9.965115248,9.965115248,6.4,493990.2,138641.4,24.1,8.129416322,8.129416322,7.1,574857.5,,8981.0,-125719.8
