country,OTF,OTF,OTF,OTF,OTF,OTF,OTF,OTF,OTF,OTF,OTF,OTF,OTF,OTF,OTF,OTF,OTF,OTF,OTF,OTF,OTF,OTF,OTF,OTF,OTF,OTF,OTF,OTF,OTF,OTF,OTF,OTF,OTF,OTF,OTF,OTF,OTF,OTF
subject,B1_GE,B1_GE,B1_GE,B1_GE,B1_GE,B1_GE,P31S14_S15,P31S14_S15,P31S14_S15,P31S14_S15,P31S14_S15,P31S14_S15,P3S13,P3S13,P3S13,P3S13,P3S13,P3S13,P51,P51,P51,P51,P51,P51,P6,P6,P6,P6,P6,P6,P7,P7,P7,P7,P7,P7,RB1_GE,RB1_GE
measure,CPCARSA,DOBSA,GPSA,GYSA,VIXOBSA,VPVOBARSA,CPCARSA,DOBSA,GPSA,GYSA,VIXOBSA,VPVOBARSA,CPCARSA,DOBSA,GPSA,GYSA,VIXOBSA,VPVOBARSA,CPCARSA,DOBSA,GPSA,GYSA,VIXOBSA,VPVOBARSA,CPCARSA,DOBSA,GPSA,GYSA,VIXOBSA,VPVOBARSA,CPCARSA,DOBSA,GPSA,GYSA,VIXOBSA,VPVOBARSA,CPCARSA,VPVOBARSA
unit,US Dollar,Index,Percentage,Percentage,Index,US Dollar,US Dollar,Index,Percentage,Percentage,Index,US Dollar,US Dollar,Index,Percentage,Percentage,Index,US Dollar,US Dollar,Index,Percentage,Percentage,Index,US Dollar,US Dollar,Index,Percentage,Percentage,Index,US Dollar,US Dollar,Index,Percentage,Percentage,Index,US Dollar,US Dollar,US Dollar
powercode,Millions,Units,Units,Units,Units,Millions,Millions,Units,Units,Units,Units,Millions,Millions,Units,Units,Units,Units,Millions,Millions,Units,Units,Units,Units,Millions,Millions,Units,Units,Units,Units,Millions,Millions,Units,Units,Units,Units,Millions,Millions,Millions
reference_period,,2015,,,2015,2015,,2015,,,2015,2015,,2015,,,2015,2015,,2015,,,2015,2015,,2015,,,2015,2015,,2015,,,2015,2015,,2015
time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1961-Q1,1472110.3,,,,,,898248.3,,,,,,205763.9,,,,,,361866.6,,,,,,171353.0,,,,,,172587.7,,,,,,7466.3,
1961-Q2,1494062.1,,,,,,910122.2,,,,,,210718.4,,,,,,362570.0,,,,,,171235.2,,,,,,174157.1,,,,,,13573.3,
1961-Q3,1522632.5,,,,,,921483.3,,,,,,214324.4,,,,,,372198.8,,,,,,173102.6,,,,,,175950.9,,,,,,17474.3,
1961-Q4,1552962.1,,,,,,939746.2,,,,,,218688.8,,,,,,382074.2,,,,,,175215.7,,,,,,179505.3,,,,,,16742.5,
1962-Q1,1585892.0,15.8,,,19.9,10049732.5,957066.0,16.4,,,19.3,5851129.6,224873.1,9.5,,,27.1,2362600.1,391965.1,19.7,,,18.3,1991481.4,178693.7,28.4,,,4.6,629257.5,183094.7,26.1,,,5.2,701132.1,16388.8,-83603.9
1962-Q2,1606560.5,15.8,1.075297,,20.2,10157797.0,973007.3,16.4,1.471548125,,19.5,5937231.8,230626.4,9.6,1.576457264,,27.5,2399845.4,396311.3,19.6,1.278797753,,18.5,2016948.4,180858.7,28.3,1.491062871,,4.7,638640.1,182582.5,25.9,0.534127785,,5.2,704877.1,8339.5,-129991.7
1962-Q3,1632667.0,15.9,1.388869,,20.4,10298875.5,984125.1,16.4,0.931204753,,19.7,5992519.6,236091.9,9.7,1.643243502,,28.0,2439280.7,402961.8,19.7,1.527856898,,18.8,2047764.5,181659.4,28.1,1.164931282,,4.7,646079.8,186848.6,25.8,2.667396341,,5.3,723678.9,14677.5,-103090.2
1962-Q4,1647990.7,15.9,0.727041,,20.6,10373752.5,1004313.0,16.5,1.727754934,,20.1,6096055.6,240531.0,9.8,0.869946725,,28.2,2460501.2,405399.7,19.7,0.290441253,,18.8,2053712.0,182876.1,28.1,0.761927791,,4.8,651002.5,189267.2,25.7,1.936233962,,5.4,737691.0,4138.1,-149827.8
1963-Q1,1661846.2,16.0,0.390015,3.626755402,20.7,10414211.8,1016276.0,16.5,0.903275518,5.127047657,20.2,6151119.8,243538.9,9.8,1.033611969,5.220230218,28.5,2485933.2,395742.7,19.8,-2.696067869,0.344526788,18.3,1998342.6,181799.5,28.3,-1.346120382,2.063023167,4.7,642239.2,188954.1,26.1,-2.031740873,3.07658892,5.3,722703.1,13443.3,-140720.0
1963-Q2,1704602.9,16.0,2.379152,4.963523675,21.2,10661981.7,1035197.8,16.5,1.758086359,5.423908395,20.6,6259261.8,247389.5,9.9,0.868559189,4.486938268,28.7,2507525.0,422652.1,19.8,7.038678657,6.051274267,19.6,2138999.5,191986.9,28.4,5.357949072,5.951701488,5.0,676650.1,199920.8,26.0,6.552097373,9.246750147,5.7,770055.3,7297.4,-150399.4
1963-Q3,1745283.1,16.0,2.229886,5.834192058,21.6,10899731.7,1054549.7,16.6,1.484228323,6.001548445,20.9,6352163.6,252701.1,9.9,1.945401052,4.797549343,29.3,2556306.4,436635.2,19.8,3.218229113,7.816958414,20.2,2207837.4,196296.3,28.4,2.325375872,7.167054251,5.1,692384.7,205676.2,25.9,3.146114205,9.756146243,5.9,794282.1,10777.0,-114678.3
1963-Q4,1781779.2,16.1,1.304896,6.441346317,21.9,11041961.9,1071514.4,16.7,1.104770075,5.352390703,21.1,6422340.4,257576.6,10.0,0.55913977,4.474640407,29.5,2570599.8,448211.9,19.9,2.243423056,9.916506041,20.7,2257368.5,201327.2,28.4,2.385760876,8.894109422,5.2,708903.4,208087.7,26.0,0.873005607,8.611353638,5.9,801216.2,11236.9,-116033.9
1964-Q1,1819886.4,16.2,1.822255,7.959918876,22.3,11243174.6,1092376.9,16.7,1.714436896,6.199318515,21.5,6532447.3,261297.2,10.1,0.766923796,4.1988693,29.7,2590314.3,458965.4,19.9,2.348532723,15.614989743,21.2,2310383.6,207454.9,28.6,2.46487815,13.100687944,5.3,726377.0,216441.0,26.1,3.503109304,14.74749993,6.1,829283.7,16233.0,-87063.9
1964-Q2,1847036.5,16.2,1.240131,6.758808704,22.6,11382604.6,1106344.3,16.7,1.199442806,5.616292962,21.8,6610800.3,263070.4,10.1,0.151433644,3.458066899,29.7,2594236.9,466862.2,19.9,1.553372861,9.690182175,21.5,2346272.4,211528.6,28.4,2.490377087,10.02237855,5.4,744466.5,217966.5,25.9,1.502958679,9.310009197,6.2,841747.5,17197.5,-71424.0
1964-Q3,1877160.0,16.3,1.216681,5.700717005,22.9,11521094.6,1125038.9,16.8,1.382071476,5.509976664,22.1,6702166.3,267733.5,10.3,0.506489975,1.99780526,29.9,2607376.5,472795.1,19.9,1.148600261,7.490784184,21.8,2373221.7,211730.3,28.3,0.52061989,8.081867272,5.5,748342.3,218241.7,25.9,0.296519121,6.290125537,6.2,844243.4,18103.8,-65768.8
1964-Q4,1901295.1,16.4,0.808059,5.182321135,23.0,11614191.8,1138317.0,16.8,1.019787064,5.421290883,22.3,6770514.1,272764.6,10.4,0.850920237,2.293760131,30.1,2629563.2,479343.8,19.9,1.256123784,6.452814505,22.0,2403032.3,219120.6,28.3,3.48558834,9.24288229,5.7,774426.5,222716.0,25.7,2.777010291,8.296379794,6.4,867688.2,14465.1,-95656.1
1965-Q1,1941791.6,16.5,1.614575,4.967787523,23.4,11801711.6,1157093.1,16.9,1.308159058,5.000206764,22.6,6859083.2,276646.9,10.5,0.142539442,1.659915006,30.2,2633311.3,483342.9,20.0,0.759900364,4.800476349,22.2,2421293.0,218601.8,28.2,0.027072291,6.643816704,5.7,774636.1,222926.4,25.7,-0.176905436,4.445942096,6.4,866153.2,29033.3,-20458.9
1965-Q2,1973254.4,16.5,1.173286,4.89848176,23.7,11940179.4,1178837.3,17.0,1.371017286,5.178225094,22.9,6953122.4,283165.9,10.6,1.517663446,3.046722967,30.6,2673276.1,494483.6,20.0,1.918740734,5.177526624,22.6,2467751.3,226596.0,28.3,3.540398297,7.7363902,5.9,802061.3,232797.0,25.6,4.921273423,7.963367681,6.7,908778.9,22968.5,-47252.8
