country,OECDE,OECDE,OECDE,OECDE,OECDE,OECDE,OECDE,OECDE,OECDE,OECDE,OECDE,OECDE,OECDE,OECDE,OECDE,OECDE,OECDE,OECDE,OECDE,OECDE,OECDE,OECDE,OECDE,OECDE,OECDE,OECDE,OECDE,OECDE,OECDE,OECDE,OECDE,OECDE,OECDE,OECDE,OECDE,OECDE,OECDE,OECDE,OECDE,OECDE,OECDE,OECDE
subject,B1_GE,B1_GE,B1_GE,B1_GE,B1_GE,B1_GE,B1_GE,B1_GE,P31S14_S15,P31S14_S15,P31S14_S15,P31S14_S15,P31S14_S15,P31S14_S15,P3S13,P3S13,P3S13,P3S13,P3S13,P3S13,P51,P51,P51,P51,P51,P51,P6,P6,P6,P6,P6,P6,P7,P7,P7,P7,P7,P7,POPNC,POPNC,RB1_GE,RB1_GE
measure,CPCARSA,DOBSA,GPSA,GYSA,HCPCARSA,HVPVOBARSA,VIXOBSA,VPVOBARSA,CPCARSA,DOBSA,GPSA,GYSA,VIXOBSA,VPVOBARSA,CPCARSA,DOBSA,GPSA,GYSA,VIXOBSA,VPVOBARSA,CPCARSA,DOBSA,GPSA,GYSA,VIXOBSA,VPVOBARSA,CPCARSA,DOBSA,GPSA,GYSA,VIXOBSA,VPVOBARSA,CPCARSA,DOBSA,GPSA,GYSA,VIXOBSA,VPVOBARSA,PER,PERSA,CPCARSA,VPVOBARSA
unit,US Dollar,Index,Percentage,Percentage,US Dollar,US Dollar,Index,US Dollar,US Dollar,Index,Percentage,Percentage,Index,US Dollar,US Dollar,Index,Percentage,Percentage,Index,US Dollar,US Dollar,Index,Percentage,Percentage,Index,US Dollar,US Dollar,Index,Percentage,Percentage,Index,US Dollar,US Dollar,Index,Percentage,Percentage,Index,US Dollar,Persons,Persons,US Dollar,US Dollar
powercode,Millions,Units,Units,Units,Units,Units,Units,Millions,Millions,Units,Units,Units,Units,Millions,Millions,Units,Units,Units,Units,Millions,Millions,Units,Units,Units,Units,Millions,Millions,Units,Units,Units,Units,Millions,Millions,Units,Units,Units,Units,Millions,Thousands,Thousands,Millions,Millions
reference_period,,2015,,,,,2015,2015,,2015,,,2015,2015,,2015,,,2015,2015,,2015,,,2015,2015,,2015,,,2015,2015,,2015,,,2015,2015,,,,2015
time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1960,704653.4,14.6,,,,,,4815761.2,433311.7,16.4,,,,2646269.2,95195.6,9.3,,,,1028406.6,169934.4,16.5,,,,1032556.0,123474.9,26.4,,,,467188.3,126749.9,27.7,,,,458341.3,,,9486.8,99682.4
1961,754344.4,14.9,5.267713,5.267713143,,,,5069441.7,458350.5,16.5,5.1359792,5.1359792,,2782181.1,103316.8,9.6,5.037595539,5.037595539,,1080213.6,188879.5,16.7,9.355811693,9.355811693,,1129160.0,127980.8,25.9,5.677957677,5.677957677,,493715.0,132982.0,26.9,7.764828426,7.764828426,,493930.7,,,8798.8,78102.8
1962,803141.6,15.1,4.898814,4.898814299,,,,5317784.2,489636.6,16.6,5.816140252,5.816140252,,2943996.6,113321.1,9.9,5.767615969,5.767615969,,1142516.1,203157.6,17.0,5.920493905,5.920493905,,1196011.8,132932.6,25.6,5.024701309,5.024701309,,518522.7,141350.1,26.4,8.358761586,8.358761586,,535217.2,,,5443.8,51954.1
1963,854489.2,15.3,5.100413,5.100413191,,,,5589013.2,523459.7,16.8,6.119287708,6.119287708,,3124148.3,123132.6,10.2,5.261952364,5.261952364,,1202634.8,216917.9,17.3,4.718716912,4.718716912,,1252448.2,140887.3,25.8,5.307158123,5.307158123,,546041.5,153252.5,26.6,7.819207662,7.819207662,,577066.9,,,3344.3,40807.3
1964,916720.1,15.5,5.705657,5.70565655,,,,5907903.1,550325.0,16.9,4.22729612,4.22729612,,3256215.2,131113.6,10.6,3.039803078,3.039803078,,1239192.5,239224.8,17.5,9.081491441,9.081491441,,1366189.2,153250.0,25.8,8.66679807,8.66679807,,593365.8,166652.6,26.5,9.174758212,9.174758212,,630011.4,,,9459.4,82951.7
1965,972734.9,15.8,4.187631,4.187631116,,,,6155304.3,582741.8,17.1,4.536560884,4.536560884,,3403935.4,143098.2,11.1,3.839261211,3.839261211,,1286768.4,249342.5,17.6,3.682800241,3.682800241,,1416503.2,164298.4,25.6,7.951960697,7.951960697,,640550.1,176667.5,26.2,7.087716263,7.087716263,,674664.9,,,9921.5,82212.1
1966,1040737.9,16.2,4.229302,4.229302026,,,,6415630.7,622697.3,17.5,4.481062369,4.481062369,,3556467.9,154923.9,11.6,3.419065561,3.419065561,,1330763.8,265651.6,17.9,4.562107428,4.562107428,,1481125.6,178552.5,25.9,7.61591415,7.61591415,,689333.8,189078.6,26.2,6.767961028,6.767961028,,720325.9,,,7991.3,78265.5
1967,1104435.9,16.6,3.419602,3.419602286,,,,6635019.8,660972.5,17.9,3.77461265,3.77461265,,3690710.8,169086.8,12.1,4.592043338,4.592043338,,1391873.1,277249.6,18.2,2.998346862,2.998346862,,1525534.9,189700.1,26.2,5.180707586,5.180707586,,725046.2,197165.4,26.3,4.190743101,4.190743101,,750512.9,,,4592.3,52367.7
1968,1208594.5,17.3,5.458646,5.458646093,,,,6997202.0,717073.2,18.5,4.955968955,4.955968955,,3873621.3,183590.7,12.8,3.133389241,3.133389241,,1435485.9,303373.0,18.7,6.454370852,6.454370852,,1623998.6,218758.8,27.0,11.680662719,11.680662719,,809736.4,223111.4,27.1,9.737736142,9.737736142,,823595.9,,,8910.3,77955.8
1969,1339765.2,18.1,6.036881,6.036880793,,,,7419614.8,783849.3,19.1,5.771400743,5.771400743,,4097183.5,202969.2,13.7,3.290953612,3.290953612,,1482727.0,339903.0,19.6,6.705775782,6.705775782,,1732900.3,252153.3,27.8,11.841267858,11.841267858,,905619.4,258825.9,27.7,13.431224915,13.431224915,,934214.9,,,19716.4,135399.4
1970,1484002.5,19.0,5.184437,5.184437022,,,,7804280.0,851930.7,19.7,5.381862816,5.381862816,,4317688.3,227353.2,14.7,4.249120083,4.249120083,,1545729.9,392482.9,21.4,5.83943709,5.83943709,,1834091.9,288420.7,29.2,9.10431981,9.10431981,,988069.9,299747.1,28.6,12.174398188,12.174398188,,1047950.0,,,23562.1,166649.9
1971,1618999.6,20.0,3.693586,3.693585576,,,,8092537.8,931861.4,20.6,4.775468871,4.775468871,,4523878.1,259224.2,16.0,4.877517703,4.877517703,,1621123.1,428714.5,22.4,4.47223043,4.47223043,,1916116.8,314363.8,29.9,6.504187738,6.504187738,,1052335.8,321542.0,29.2,5.123431517,5.123431517,,1101641.0,,,6377.8,80724.9
1972,1772009.4,20.9,4.763838,4.763838256,,,,8478053.2,1021147.4,21.4,5.378288159,5.378288159,,4767185.3,287089.7,16.9,4.588973531,4.588973531,,1695516.0,468734.0,23.2,5.372661402,5.372661402,,2019063.2,342937.6,30.2,7.996057477,7.996057477,,1136481.2,349803.2,29.1,9.073303385,9.073303385,,1201596.2,,,1904.0,61403.5
1973,1979829.3,22.1,5.65094,5.65093995,,,,8957142.9,1132517.3,22.7,4.878266569,4.878266569,,4999741.3,321871.7,18.2,4.467402672,4.467402672,,1771261.6,526318.9,24.9,4.743333088,4.743333088,,2114834.1,402610.4,32.1,10.44009844,10.44009844,,1255131.0,424160.5,31.9,10.762254696,10.762254696,,1330915.0,,,20671.5,147089.9
1974,2208084.2,24.1,2.119503,2.119503382,,,,9146989.8,1274944.4,25.3,0.893204863,0.893204863,,5044399.3,373864.4,20.3,3.906486893,3.906486893,,1840455.7,577680.0,27.7,-1.546254261,-1.546254261,,2082133.4,511500.2,38.5,5.842050469,5.842050469,,1328456.4,569048.7,42.0,1.841830244,1.841830244,,1355428.2,,,39143.9,206973.3
1975,2397330.9,26.3,-0.425664,-0.425664482,,,,9108054.3,1408715.3,27.3,2.235347957,2.235347957,,5157159.2,434673.5,22.5,4.987173698,4.987173698,,1932242.4,595387.5,30.0,-4.706545186,-4.706545186,,1984136.9,517931.2,40.3,-3.356313447,-3.356313447,,1283869.2,549999.9,43.0,-5.55808287,-5.55808287,,1280092.4,,,-9376.7,30739.1
1976,2652122.9,27.8,4.705746,4.705746145,,,,9536656.2,1550349.1,28.8,4.202295956,4.202295956,,5373878.2,477715.7,23.9,3.547229407,3.547229407,,2000783.5,645031.1,31.8,2.203932784,2.203932784,,2027865.9,598034.8,42.5,9.706399531,9.706399531,,1408486.7,649033.5,45.9,10.46983043,10.46983043,,1414115.9,,,30025.8,139757.9
1977,2902883.2,29.6,2.776634,2.776633913,,,,9801454.3,1696726.5,30.5,3.670731542,3.670731542,,5571138.9,523390.5,25.7,1.91779459,1.91779459,,2039154.4,703514.6,34.3,1.107301702,1.107301702,,2050320.5,664652.3,44.9,5.153132662,5.153132662,,1481067.9,702150.7,48.6,2.180228946,2.180228946,,1444946.9,,,16750.0,104719.5
1978,3205091.0,31.7,3.038931,3.038931082,,,,10099313.7,1857899.7,32.4,3.029412987,3.029412987,,5739911.7,581604.6,27.5,3.726054716,3.726054716,,2115134.4,767004.0,36.9,1.447801137,1.447801137,,2080005.1,724259.7,46.5,5.2766987,5.2766987,,1559219.3,732053.0,49.1,3.13646547,3.13646547,,1490267.1,,,6376.0,95310.3
1979,3593348.9,34.4,3.451737,3.451736856,,,,10447915.5,2092929.3,35.3,3.364679265,3.364679265,,5933041.3,652818.3,29.9,3.088924626,3.088924626,,2180469.3,871238.1,40.2,4.29058837,4.29058837,,2169249.5,837669.7,50.6,6.170258413,6.170258413,,1655427.2,881974.8,54.2,9.249043907,9.249043907,,1628102.6,,,20668.3,137830.7
1980,3976488.9,37.6,1.317409,1.317408526,,,,10585557.2,2342869.6,38.7,2.068991607,2.068991607,,6055795.4,737197.3,33.1,2.103362347,2.103362347,,2226332.5,970711.8,44.6,0.431934527,0.431934527,,2178619.2,945472.4,56.7,0.691316703,0.691316703,,1666871.5,1045003.6,63.0,1.930990955,1.930990955,,1659541.1,,,25241.5,117479.7
1981,4380754.3,41.2,0.563398,0.563397542,,,,10645195.9,2587505.8,42.7,-0.033157749,-0.033157749,,6053787.5,843568.3,36.5,3.940330998,3.940330998,,2314057.3,1042454.2,49.0,-2.429227878,-2.429227878,,2125695.6,1098795.0,62.7,5.076619477,5.076619477,,1751492.2,1173995.2,71.9,-1.611760975,-1.611760975,,1632793.3,,,-17573.8,32956.6
1982,4702621.6,43.7,0.988016,0.988016294,,,,10750372.2,2785548.1,45.4,1.246997185,1.246997185,,6129278.0,903257.7,38.5,1.386724349,1.386724349,,2346146.9,1076170.1,51.5,-1.732301332,-1.732301332,,2088872.2,1179264.6,66.4,1.471895649,1.471895649,,1777272.3,1247700.0,75.1,1.768788616,1.768788616,,1661673.9,,,6081.1,70476.7
1983,4987810.7,45.5,1.967342,1.967342076,,,,10961868.8,2952730.6,47.4,1.682339664,1.682339664,,6232393.3,959082.2,40.1,1.991395271,1.991395271,,2392868.0,1117706.6,53.0,0.862748071,0.862748071,,2106893.9,1262704.6,68.7,3.445327637,3.445327637,,1838505.2,1302799.5,77.4,1.348408369,1.348408369,,1684080.1,,,-1613.7,75288.5
1984,5307326.4,47.1,2.720347,2.720347211,,,,11260069.7,3131022.5,49.2,2.099766974,2.099766974,,6363259.0,1005011.5,41.4,1.411867666,1.411867666,,2426652.1,1166139.9,54.7,1.230412408,1.230412408,,2132817.4,1437141.9,71.9,8.739769321,8.739769321,,1999186.3,1460833.7,81.5,6.379761257,6.379761257,,1791520.4,,,28844.3,129675.3
1985,5629120.0,48.6,2.782147,2.782147447,,,,11573341.4,3301382.5,50.6,2.490150238,2.490150238,,6521713.8,1060188.0,42.7,2.378669617,2.378669617,,2484374.2,1243369.6,56.7,2.856610342,2.856610342,,2193743.6,1537815.7,73.7,4.325080844,4.325080844,,2085652.7,1550928.8,83.0,4.321961337,4.321961337,,1868949.2,,,37293.0,156806.4
1986,5911633.8,49.6,2.897889,2.897889338,,,,11908724.1,3440740.6,50.6,4.268579659,4.268579659,,6800098.3,1103097.5,43.4,2.388054515,2.388054515,,2543702.4,1315252.8,57.8,3.734820997,3.734820997,,2275676.0,1441439.6,68.3,1.200952585,1.200952585,,2110700.4,1435353.4,72.6,5.750180597,5.750180597,,1976417.1,,,46456.9,154964.1
1987,6260706.1,50.9,3.326325,3.326324752,,,,12304846.9,3658028.7,51.9,3.725069272,3.725069272,,7053406.7,1169093.4,44.8,2.660093069,2.660093069,,2611367.2,1421822.6,57.8,8.015800964,8.015800964,,2458089.7,1489226.3,67.6,4.31243128,4.31243128,,2201722.9,1512906.5,70.9,8.027633462,8.027633462,,2135076.6,,,35441.7,115337.1
1988,6750264.4,52.7,4.177779,4.177779125,,,,12818916.2,3895763.8,53.1,3.964557919,3.964557919,,7333043.1,1241016.7,46.5,2.124008316,2.124008316,,2666832.9,1593182.3,60.0,8.053600923,8.053600923,,2656054.4,1619481.5,69.2,6.355124832,6.355124832,,2341645.1,1660674.5,72.1,7.846498584,7.846498584,,2302605.4,,,61494.6,123946.1
1989,7260912.6,54.7,3.476595,3.476594928,,,,13264578.0,4187945.6,55.3,3.267134919,3.267134919,,7572623.5,1318448.5,48.9,1.058084033,1.058084033,,2695050.2,1748616.9,62.0,6.188609115,6.188609115,,2820427.3,1812771.1,72.0,7.453574662,7.453574662,,2516181.4,1885645.1,75.4,8.58692842,8.58692842,,2500328.5,,,78775.6,160624.2
1990,7784319.7,56.8,3.371232,3.371231614,,,,13711757.7,4470851.3,57.0,3.545582158,3.545582158,,7841117.1,1429727.9,51.6,2.815582354,2.815582354,,2770931.6,1879046.1,63.7,4.555812466,4.555812466,,2948920.6,1911806.4,71.5,6.215324828,6.215324828,,2672570.3,1975538.3,73.8,7.050879231,7.050879231,,2676623.6,,,68426.3,154841.8
1991,8200127.2,58.7,1.799403,1.799402858,,,,13958487.4,4732292.6,59.2,1.910735197,1.910735197,,7990940.0,1539001.5,53.8,3.222277456,3.222277456,,2860218.7,1931485.8,65.5,-0.072690341,-0.072690341,,2946777.0,2000924.6,71.8,4.332825448,4.332825448,,2788368.1,2038354.1,73.6,3.415425026,3.415425026,,2768041.7,,,34776.8,140225.3
1992,8508900.7,60.1,1.471596,1.471595648,,,,14163899.9,4939256.5,60.7,1.903266357,1.903266357,,8143028.9,1631961.3,55.5,2.750033125,2.750033125,,2938875.6,1931670.0,65.7,-0.175615243,-0.175615243,,2941602.1,2053251.4,70.8,4.055456733,4.055456733,,2901449.1,2075288.6,72.0,4.095924454,4.095924454,,2881418.6,,,28050.1,120362.8
1993,8743490.7,61.5,0.345865,0.345864783,,,,14212887.9,5094834.8,62.2,0.597106805,0.597106805,,8191651.5,1690620.1,56.8,1.270090913,1.270090913,,2976202.0,1887989.3,66.3,-3.145356056,-3.145356056,,2849078.2,2132583.2,72.2,1.802236816,1.802236816,,2953740.1,2064239.8,73.0,-1.877722473,-1.877722473,,2827313.6,,,1703.1,69529.6
1994,9122393.6,62.8,2.160295,2.160294987,,,,14519928.2,5298667.6,63.8,1.420655355,1.420655355,,8308026.6,1735455.2,57.8,0.83369065,0.83369065,,3001014.3,1940795.4,67.5,0.908850362,0.908850362,,2874972.1,2383616.9,73.9,9.160504313,9.160504313,,3224317.6,2261864.5,74.8,7.01889613,7.01889613,,3025759.8,,,25723.1,137357.3
1995,9453440.5,63.4,2.715583,2.715582996,18247.1,28787.6,67.8,14914228.9,5458509.0,64.4,1.976774221,1.976774221,68.9,8472257.6,1773967.8,58.5,1.107049192,1.107049192,70.0,3034237.1,2006960.1,67.5,3.379798143,3.379798143,65.1,2972140.3,2602986.5,74.5,8.363997881,8.363997881,37.0,3493999.5,2478625.9,75.6,8.364236741,8.364236741,37.5,3278841.5,518078.5,518078.5,89643.0,220436.0
1996,9869953.6,64.8,2.141498,2.14149839,18982.9,29298.9,69.3,15233616.9,5709324.5,65.5,2.819043114,2.819043114,70.9,8711094.2,1852156.9,59.9,1.859227727,1.859227727,71.3,3090650.4,2112148.7,68.9,3.141273845,3.141273845,67.1,3065503.4,2757955.6,74.5,5.959861203,5.959861203,39.2,3702237.0,2635342.8,76.1,5.579566144,5.579566144,39.6,3461786.6,519937.9,519937.9,73710.6,125918.5
1997,10345987.1,65.7,3.439343,3.439342513,19831.1,30204.0,71.7,15757553.1,5993658.1,66.7,3.171588841,3.171588841,73.1,8987374.2,1915678.3,61.3,1.134505289,1.134505289,72.2,3125714.0,2212248.7,69.4,4.018945497,4.018945497,69.8,3188704.3,3090055.8,74.7,11.789938841,11.789938841,43.8,4138728.4,2935547.7,76.3,11.143481814,11.143481814,44.1,3847550.1,521704.7,521705.0,69894.0,164582.3
1998,10626894.3,65.4,3.083131,3.083131333,20304.5,31035.8,73.9,16243379.2,6146408.2,66.3,3.222651612,3.222651612,75.5,9277006.0,1963388.9,61.4,2.344402401,2.344402401,73.8,3198993.3,2311067.2,68.4,5.89451206,5.89451206,73.9,3376662.8,3220123.1,72.7,6.976031665,6.976031665,46.9,4427447.4,3101458.7,73.4,9.895474629,9.895474629,48.4,4228283.5,523375.3,523375.3,87365.6,191553.0
1999,11033460.9,66.2,2.641697,2.641697418,21007.3,31743.9,75.8,16672480.1,6408425.4,66.8,3.374454917,3.374454917,78.0,9590054.4,2064090.7,63.2,2.163714001,2.163714001,75.4,3268210.4,2418949.3,69.0,3.856971822,3.856971822,76.8,3506899.8,3357349.5,72.5,4.665412873,4.665412873,49.1,4634006.2,3286330.7,72.8,6.748675781,6.748675781,51.7,4513636.6,525218.8,525219.1,70976.7,186946.0
2000,11829874.1,68.2,4.022565,4.022565424,22431.8,32886.0,78.9,17343141.5,6866657.6,69.3,3.247886162,3.247886162,80.6,9901528.4,2194542.5,65.4,2.676243077,2.676243077,77.5,3355675.7,2642878.8,71.5,5.360771348,5.360771348,80.9,3694896.7,4000458.6,76.3,13.133956769,13.133956769,55.5,5242634.5,3971223.8,78.5,12.074881523,12.074881523,57.9,5058652.9,527371.5,527371.5,96560.3,207059.2
2001,12379458.2,70.2,1.751199,1.751198672,23375.9,33322.2,80.3,17646854.4,7152057.6,71.1,1.564032508,1.564032508,81.8,10056391.6,2328895.7,67.6,2.610984724,2.610984724,79.5,3443291.8,2689563.8,73.2,-0.596637515,-0.596637515,80.4,3672851.5,4228742.7,77.6,3.912472179,3.912472179,57.7,5447751.1,4092481.0,79.3,1.978220017,1.978220017,59.1,5158724.2,529582.6,529583.1,72679.4,185292.5
2002,12927977.4,72.2,1.49213,1.492130444,24286.0,33645.3,81.5,17910168.5,7436963.9,72.8,1.643833372,1.643833372,83.2,10221701.9,2489865.7,70.5,2.581539731,2.581539731,81.5,3532181.8,2743364.5,74.6,0.116654149,0.116654149,80.5,3677136.0,4302480.4,77.2,2.278028963,2.278028963,59.0,5571852.5,4104575.6,77.9,2.195076476,2.195076476,60.4,5271962.1,532322.5,532323.0,59878.5,179258.4
2003,13292868.8,73.1,1.49647,1.496469684,24837.3,33965.4,82.7,18178188.7,7667598.3,73.5,2.054835068,2.054835068,84.9,10431741.0,2600274.4,72.0,2.19823743,2.19823743,83.3,3609827.5,2803778.9,74.6,2.224611739,2.224611739,82.3,3758938.1,4335368.1,76.2,2.109121289,2.109121289,60.2,5689369.6,4182560.2,76.2,4.125337959,4.125337959,62.9,5489448.4,535197.1,535196.9,68409.2,177760.9
