country,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG
2000-Q1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,310092.7,465386.8,,,,,-0.340002407,-0.106447324,67.4,,,,,4011551.4,584216.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.66631,,,,,
2000-Q2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,305895.3,460739.6,,,,,-1.60889246,-0.59039067,66.3,,,,,3947009.8,574817.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.66392,,,,,
2000-Q3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,308941.5,463175.4,,,,,-0.255185082,-0.557525176,66.1,,,,,3936937.6,573350.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.66701,,,,,
2000-Q4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,307047.1,467757.0,,,,,0.306858135,-1.893523605,66.3,,,,,3949018.4,575109.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.65642,,,,,
2001-Q1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,302149.5,472470.3,,,,,0.163646159,-1.397726021,66.4,,,,,3955480.9,576050.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.63951,,,,,
2001-Q2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,298831.3,470967.2,,,,,-0.829817774,-0.616979289,65.9,,,,,3922657.6,571270.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.63451,,,,,
2001-Q3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,292280.4,449752.6,,,,,-4.645878876,-4.991747166,62.8,,,,,3740415.7,544730.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.64987,,,,,
2001-Q4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,271494.9,421333.7,,,,,-5.694872931,-10.676443041,59.2,,,,,3527403.7,513708.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.64437,,,,,
2002-Q1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,274321.7,399314.9,,,,,-4.931018536,-15.219743824,56.3,,,,,3353466.8,488377.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.68698,,,,,
2002-Q2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,350448.8,408822.9,,,,,0.423986148,-14.147871056,56.6,,,,,3367685.0,490448.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.85721,,,,,
2002-Q3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,361901.8,411686.6,,,,,0.074497309,-9.897878081,56.6,,,,,3370193.9,490813.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.87907,,,,,
2002-Q4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368311.3,419721.2,,,,,1.019056942,-3.483175649,57.2,,,,,3404538.1,495815.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.87751,,,,,
2003-Q1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,379438.1,440315.7,,,,,3.695017177,5.274229353,59.3,,,,,3530336.3,514135.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.86174,,,,,
2003-Q2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,408256.0,455389.1,,,,,3.164325049,8.146920201,61.2,,,,,3642047.7,530404.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8965,,,,,
2003-Q3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,409737.6,461342.3,,,,,2.443638131,10.707165722,62.7,,,,,3731046.1,543365.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.88814,,,,,
2003-Q4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,432073.7,462437.1,,,,,1.87649889,11.646839589,63.8,,,,,3801059.2,553561.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.93434,,,,,
2004-Q1,30700.8,35407.3,7675.2,8851.8,103.6,29700.8,34182.2,7425.2,8545.5,32658.06495,8164.516237,32849.200275,8212.300069,112141.15205,28035.288013,119078.75722,29769.689305,82878.12161,20719.530403,86448.02217,21612.005542,13856.86676,3464.21669,14801.18546,3700.296365,93969.84146,23492.460365,93943.51052,23485.87763,216969.79178,54242.447945,224057.78975,56014.447437,375625.8755,93906.468875,390786.9327,97696.733175,60976.84029,15244.210073,65463.20721,16365.801803,62023.11003,15505.777508,64651.07202,16162.768005,439195.865,109798.96625,460369.4422,115092.36055,439195.9,459205.6,466007.3,109799.0,114801.4,96.6,11.7,3.261180964,11.179734771,65.9,460369.4,475580.7,115092.4,118895.2,3925018.6,571614.5,63569.98947,15892.497368,69582.50952,17395.62738,,,,,339092.1,345351.5,84773.0,86337.9,97.6,354924.5,353719.2,88731.1,88429.8,291921.5,295099.5,299470.4,72980.4,73774.9,98.0,13.0,,,57.8,305237.2,301194.6,76309.3,75298.6,2268074.6,330307.8,47170.6,49083.2,49810.3,11792.6,12270.8,93.4,8.4,,,54.3,49687.3,52524.7,12421.8,13131.2,584803.1,85167.0,69402.8,77071.3,17350.7,19267.8,75744.3,18936.1,65561.4,68350.4,69362.8,16390.3,17087.6,92.2,14.0,,,52.6,71794.4,74102.0,17948.6,18525.5,487405.8,70982.7,65561.4,16390.3,71794.4,74102.0,17948.6,18525.5,40556.3,10139.1,43697.0,10924.3,19300.7,4825.2,21606.7,5401.7,5318.5,1329.6,6091.2,1522.8,385.9,96.5,399.0,99.7,3841.4,960.4,3949.8,987.5,3841.4,3841.4,960.4,960.4,3949.8,987.5,,,,,100001.8,108839.4,110451.5,25000.4,27209.8,98.1,20.8,,,82.1,102774.2,110907.8,25693.6,27727.0,523100.7,76181.0,69301.0,73432.1,74519.7,17325.2,18358.0,95.7,24.1,,,43.5,73073.4,76725.7,18268.4,19181.4,305313.9,44464.0,0.9854,0.2,0.1,-0.1,0.0,366948.2
2004-Q2,42631.1,35564.9,10657.8,8891.2,104.9,39456.0,33916.3,9864.0,8479.1,68919.464109,17229.866027,67886.011347,16971.502837,123368.997308,30842.249327,124884.440411,31221.110103,90585.87726,22646.469315,91700.16904,22925.04226,14331.3745,3582.843625,14555.3011,3638.825275,96863.06115,24215.765287,97725.66114,24431.415285,229991.61218,57497.903045,232416.83202,58104.208005,436611.4481,109152.862025,439742.5849,109935.646225,67724.90596,16931.22649,67486.72859,16871.682147,65403.64507,16350.911267,67204.44229,16801.110573,509498.6632,127374.6658,514395.6818,128598.92045,509498.7,484643.4,457568.7,127374.7,121160.9,103.1,12.5,-1.148837666,6.531458475,65.2,514395.7,470117.0,128598.9,117529.3,3879926.5,565047.6,72887.21515,18221.803788,74653.09689,18663.274223,,,,,384670.1,360083.9,96167.5,90021.0,100.5,390872.3,358123.3,97718.1,89530.8,334394.7,308292.1,291069.2,83598.7,77073.0,101.0,13.4,1.330617822,,58.6,338800.0,305202.3,84700.0,76300.6,2298254.0,334703.0,50275.4,52016.7,49110.7,12568.9,13004.2,98.3,8.8,0.754452538,,54.7,52072.3,52920.9,13018.1,13230.2,589215.2,85809.5,82197.4,82251.1,20549.3,20562.8,84067.4,21016.9,80070.0,76670.0,72386.8,20017.5,19167.5,99.6,15.1,3.928566102,,54.7,81995.5,77013.1,20498.9,19253.3,506553.9,73771.3,80070.0,20017.5,81995.5,77013.1,20498.9,19253.3,45823.5,11455.9,46728.1,11682.0,25884.3,6471.1,26735.6,6683.9,7953.6,1988.4,8133.4,2033.3,408.6,102.2,394.4,98.6,2127.4,531.8,2071.9,518.0,2127.4,2127.4,531.8,531.8,2071.9,518.0,,,,,120749.9,113913.4,107549.6,30187.5,28478.4,99.4,21.1,3.279807005,,84.8,119462.3,114545.4,29865.6,28636.4,540257.4,78679.6,78118.8,78348.5,73971.6,19529.7,19587.1,97.2,24.4,5.087472109,,45.7,80006.3,80629.1,20001.6,20157.3,320846.6,46726.0,1.05917,0.1,0.0,0.0,0.0,266492.7
2004-Q3,32924.2,34350.2,8231.1,8587.6,98.2,34203.1,34964.7,8550.8,8741.2,29374.992153,7343.748038,29930.933582,7482.733396,130289.927568,32572.481892,127254.234958,31813.55874,94949.75307,23737.438268,93728.82575,23432.206438,15454.41171,3863.602928,15289.95969,3822.489922,96604.08894,24151.022235,96561.43732,24140.35933,236204.86105,59051.215263,234103.81099,58525.952747,411324.1925,102831.048125,406578.9392,101644.7348,70332.71304,17583.17826,69176.7742,17294.19355,69268.05907,17317.014768,68365.59947,17091.399868,488462.3826,122115.59565,481151.9799,120287.994975,488462.4,489365.9,473684.2,122115.6,122341.5,99.1,12.0,5.013896916,9.204278593,68.4,481152.0,493688.2,120288.0,123422.1,4074462.0,593378.5,77138.19011,19284.547527,74573.04073,18643.260182,,,,,369779.3,371428.5,92444.8,92857.1,99.9,364161.4,371835.2,91040.3,92958.8,314867.1,315381.7,305275.3,78716.8,78845.4,99.4,13.2,3.975723261,,60.9,310440.6,317336.3,77610.1,79334.1,2389626.2,348009.8,54912.2,55499.9,53721.4,13728.0,13875.0,101.8,9.1,2.981587461,,56.3,53720.8,54498.8,13430.2,13624.7,606783.2,88368.0,85759.0,87474.9,21439.8,21868.7,82787.5,20696.9,82294.8,80037.3,77472.6,20573.7,20009.3,102.4,15.6,1.488380577,,55.5,79254.3,78159.4,19813.6,19539.8,514093.4,74869.3,82294.8,20573.7,79254.3,78159.4,19813.6,19539.8,49261.1,12315.3,48067.0,12016.7,24877.6,6219.4,23766.2,5941.6,7728.8,1932.2,6994.6,1748.6,427.4,106.9,427.2,106.8,3464.2,866.1,3533.2,883.3,3464.2,3464.2,866.1,866.1,3533.2,883.3,,,,,120599.7,117637.0,113867.3,30149.9,29409.2,100.3,21.3,2.412093592,,86.8,119619.2,117308.3,29904.8,29327.1,553288.9,80577.4,87675.4,83286.7,80617.8,21918.9,20821.7,101.1,25.4,2.126540241,,46.7,85416.1,82343.7,21354.0,20585.9,327669.6,47719.7,1.03311,-0.1,0.0,0.0,0.0,338340.0
2004-Q4,29626.5,30560.1,7406.6,7640.0,93.1,32522.7,32819.4,8130.7,8204.8,31318.251657,7829.562914,31604.627666,7901.156917,133762.090631,33440.522658,128344.734948,32086.183737,99051.57003,24762.892508,95588.305,23897.07625,15976.24858,3994.062145,14972.45531,3743.113827,99605.1278,24901.28195,98811.51036,24702.87759,245091.73056,61272.93264,237679.5628,59419.8907,426148.3214,106537.08035,412601.3807,103150.345175,73620.63861,18405.159652,70528.3879,17632.096975,71865.96415,17966.491037,68339.66454,17084.916135,503303.8681,125825.967025,484543.6769,121135.919225,503303.9,507245.8,483334.8,125826.0,126811.5,101.2,12.3,1.496200863,8.796626463,69.5,484543.7,501074.8,121135.9,125268.7,4135424.1,602256.6,77155.54663,19288.886657,71942.29615,17985.574037,,,,,370461.2,387138.8,92615.3,96784.7,101.8,354044.5,380325.0,88511.1,95081.3,307144.3,329554.3,314019.4,76786.1,82388.6,101.5,13.5,2.287141588,,62.3,293849.8,324594.3,73462.4,81148.6,2444280.3,355969.3,63316.9,59075.4,56290.6,15829.2,14768.8,106.0,9.5,2.260503753,,57.6,60194.7,55730.8,15048.7,13932.7,620499.5,90365.6,103216.3,93778.3,25804.1,23444.6,97976.4,24494.1,80486.5,83354.9,79425.7,20121.6,20838.7,105.3,16.0,1.252480159,,56.2,75368.5,79138.3,18842.1,19784.6,520532.3,75807.0,80486.5,20121.6,75368.5,79138.3,18842.1,19784.6,49700.5,12425.1,46849.3,11712.3,24274.6,6068.6,22228.6,5557.2,6070.3,1517.6,5852.0,1463.0,441.1,110.3,442.5,110.6,22729.8,5682.5,22607.9,5652.0,22729.8,22729.8,5682.5,5682.5,22607.9,5652.0,,,,,121402.4,122364.0,116595.8,30350.6,30591.0,102.0,21.6,2.287779117,,88.8,120898.1,119992.1,30224.5,29998.0,565946.9,82420.9,91775.9,91803.8,87476.3,22944.0,22951.0,105.3,26.5,5.864507591,,49.5,88375.3,87172.7,22093.8,21793.2,346885.8,50518.2,1.04947,-0.2,0.0,0.1,0.0,331050.9
2005-Q1,28296.1,32959.9,7074.0,8240.0,82.5,34282.1,39967.0,8570.5,9991.7,37400.431026,9350.107756,36970.465357,9242.616339,130049.205698,32512.301425,124906.30159,31226.575398,96710.44372,24177.61093,91736.478,22934.1195,18521.20872,4630.30218,16323.79489,4080.948722,109025.3389,27256.334725,103305.8221,25826.455525,248103.51831,62025.879578,241440.2878,60360.07195,434074.3637,108518.590925,419640.8496,104910.2124,63150.16094,15787.540235,68381.81104,17095.45276,75928.01847,18982.004617,69752.65466,17438.163665,510703.427,127675.85675,493602.5306,123400.63265,510703.4,534106.8,504605.1,127675.9,133526.7,103.6,12.6,2.872204407,8.386798329,71.4,493602.5,515466.7,123400.6,128866.7,4254202.0,619554.7,76629.0633,19157.265825,73961.68098,18490.420245,,,,,389829.8,397053.4,97457.4,99263.4,104.7,373979.1,379301.0,93494.8,94825.3,329383.7,332838.5,314454.0,82345.9,83209.6,103.5,13.7,-0.90605909,6.792507384,61.7,319799.8,321653.3,79949.9,80413.3,2422133.7,352744.0,60446.0,63608.0,60094.6,15111.5,15902.0,110.3,9.9,3.43975392,9.753716739,59.6,54179.4,57647.8,13544.8,14411.9,641843.2,93473.9,92577.5,102839.6,23144.4,25709.9,85341.3,21335.3,88292.8,91950.9,86872.0,22073.2,22987.7,107.6,16.4,7.94752151,15.284150398,60.6,80672.4,85427.8,20168.1,21357.0,561901.7,81831.8,88292.8,22073.2,80672.4,85427.8,20168.1,21357.0,54334.0,13583.5,47818.7,11954.7,24880.2,6220.1,23958.5,5989.6,8662.0,2165.5,8479.5,2119.9,416.6,104.2,415.7,103.9,4284.7,1071.2,4668.8,1167.2,4284.7,4284.7,1071.2,1071.2,4668.8,1167.2,,,,,116402.5,126208.3,119237.1,29100.6,31552.1,97.8,20.7,7.49703853,16.301927192,95.4,119186.9,128988.0,29796.7,32247.0,608376.2,88600.0,88106.3,93248.4,88097.8,22026.6,23312.1,104.7,26.3,2.120212085,16.025020692,50.5,84904.8,89021.0,21226.2,22255.2,354240.5,51589.3,1.05846,0.0,0.0,0.0,0.0,374187.7
2005-Q2,35630.4,29018.1,8907.6,7254.5,85.2,40929.3,34050.2,10232.3,8512.5,73543.038095,18385.759524,93515.731353,23378.932838,144875.96512,36218.99128,133276.825297,33319.206324,106323.4209,26580.855225,99507.40056,24876.85014,20043.10021,5010.775053,16485.83586,4121.458965,118042.2257,29510.556425,110705.5252,27676.3813,279354.27731,69838.569327,255255.85127,63813.962818,517816.3808,129454.0952,498534.2438,124633.56095,79904.58666,19976.146665,72520.78585,18130.196463,81407.46495,20351.866237,72029.54022,18007.385055,605771.7758,151442.94395,581668.2499,145417.062475,605771.8,576398.6,523754.9,151442.9,144099.7,109.5,13.3,2.099229504,11.948188939,72.9,581668.2,526287.5,145417.1,131571.9,4343507.4,632560.6,87955.39506,21988.848765,83134.00608,20783.50152,,,,,466737.4,437678.4,116684.3,109419.6,108.9,443990.2,402006.0,110997.6,100501.5,400294.0,369862.4,336082.1,100073.5,92465.6,107.8,14.3,6.694476006,12.445486484,65.9,385778.1,343186.3,96444.5,85796.6,2584282.8,376358.4,66443.4,68182.8,61955.5,16610.8,17045.7,115.9,10.4,2.033053872,11.146521177,60.8,58212.2,58819.8,14553.0,14704.9,654892.2,95374.3,103404.0,103423.8,25851.0,25855.9,96748.7,24187.2,104017.9,99765.7,90653.9,26004.5,24941.4,114.0,17.3,2.483298329,13.680967813,62.1,94508.4,87549.2,23627.1,21887.3,575855.4,83863.9,104017.9,26004.5,94508.4,87549.2,23627.1,21887.3,59549.3,14887.3,50902.5,12725.6,32260.5,8065.1,31506.1,7876.5,11741.0,2935.2,11669.6,2917.4,467.1,116.8,430.0,107.5,-613.9,-153.5,2240.3,560.1,-613.9,-613.9,-153.5,-153.5,2240.3,560.1,,,,,138861.5,132427.2,120332.3,34715.4,33106.8,100.0,21.2,2.663471021,15.607879974,98.0,138217.5,132423.5,34554.4,33105.9,624580.1,90959.8,103231.1,103409.0,93964.5,25807.8,25852.3,105.1,26.4,10.505813558,22.007305413,55.8,97288.2,98373.4,24322.1,24593.3,391456.4,57009.2,1.10051,0.0,0.0,0.0,0.0,295353.3
2005-Q3,39715.2,42022.1,9928.8,10505.5,106.3,38587.8,39536.0,9647.0,9884.0,35001.477248,8750.369312,29735.500849,7433.875212,150451.02514,37612.756285,134456.658473,33614.164618,108491.3704,27122.8426,100147.7169,25036.929225,21193.50397,5298.375993,16917.00799,4229.251997,119514.9112,29878.7278,109066.1959,27266.548975,292242.78423,73060.696057,256167.59752,64041.89938,498888.7905,124722.197625,437276.7649,109319.191225,86003.64576,21500.91144,73671.93264,18417.98316,86724.22727,21681.056818,73429.46898,18357.367245,590219.5591,147554.889775,514697.7895,128674.447375,590219.6,591377.5,532419.1,147554.9,147844.4,111.6,13.5,0.687519512,7.336131589,73.4,514697.8,529905.9,128674.4,132476.5,4373369.9,636909.5,91330.76863,22832.692158,77421.02461,19355.256152,,,,,441569.0,443144.7,110392.2,110786.2,113.1,382809.2,391692.0,95702.3,97923.0,370307.9,370419.7,333490.0,92577.0,92604.9,111.6,14.8,-3.292170425,4.585557112,63.7,323831.4,331888.0,80957.8,82972.0,2499203.9,363968.0,71261.1,72925.3,65654.9,17815.3,18231.3,121.9,11.0,1.67332718,9.734534989,61.8,58977.8,59804.0,14744.5,14951.0,665850.7,96970.2,108935.4,111030.1,27233.8,27757.5,93300.8,23325.2,103532.8,100554.6,90529.6,25883.2,25138.6,113.5,17.3,1.196184195,13.35366761,62.9,89948.6,88596.5,22487.2,22149.1,582743.7,84867.0,103532.8,25883.2,89948.6,88596.5,22487.2,22149.1,60524.8,15131.2,50887.5,12721.9,31364.4,7841.1,28720.5,7180.1,11152.3,2788.1,9900.9,2475.2,491.2,122.8,439.7,109.9,5402.5,1350.6,3352.2,838.0,5402.5,5402.5,1350.6,1350.6,3352.2,838.0,,,,,142091.0,139128.1,125257.5,35522.7,34782.0,104.9,22.2,0.119957924,13.020402891,98.1,135432.7,132582.4,33858.2,33145.6,625329.3,91069.0,102375.7,97106.0,87424.9,25593.9,24276.5,104.4,26.2,-5.415082307,12.997570595,52.8,96844.9,93046.4,24211.2,23261.6,370258.7,53922.1,1.11074,0.0,0.0,0.0,0.0,370501.0
2005-Q4,34780.6,34422.2,8695.1,8605.5,114.1,29914.3,30160.4,7478.6,7540.1,39040.150016,9760.037504,32537.28599,8134.321498,159748.5416,39937.1354,136027.342869,34006.835717,115834.4604,28958.6151,103351.2626,25837.81565,22154.2768,5538.5692,17326.34089,4331.585222,124366.2391,31091.559775,110152.1519,27538.037975,310100.65468,77525.16367,259870.5013,64967.625325,531043.6231,132760.905775,445761.471,111440.36775,92094.45871,23023.614678,76087.61715,19021.904288,93639.95687,23409.989217,73630.73225,18407.683063,623457.9297,155864.482425,522255.2001,130563.800025,623457.9,628269.8,548362.7,155864.5,157067.4,116.2,14.1,2.011272923,7.88084008,74.9,522255.2,540563.7,130563.8,135140.9,4461330.3,649719.5,92414.30664,23103.57666,76493.72901,19123.432252,,,,,453468.9,473728.5,113367.2,118432.1,117.1,376763.4,404543.0,94190.9,101135.7,368695.4,395560.5,345250.7,92173.9,98890.1,115.0,15.3,3.614372247,5.942610949,66.0,311201.9,343883.6,77800.5,85970.9,2589534.4,377123.2,84773.4,78207.8,68260.8,21193.4,19551.9,128.9,11.6,1.430191984,8.843537268,62.7,65561.5,60659.3,16390.4,15164.8,675373.6,98357.1,135208.5,122831.9,33802.1,30708.0,115577.5,28894.4,108464.7,112037.0,97787.5,27116.2,28009.2,117.1,17.8,7.967999311,20.871791853,67.9,92100.0,95655.9,23025.0,23914.0,629176.7,91629.3,108464.7,27116.2,92100.0,95655.9,23025.0,23914.0,62944.8,15736.2,52070.3,13017.6,33257.8,8314.4,29105.6,7276.4,11718.4,2929.6,10487.3,2621.8,543.8,135.9,436.8,109.2,26743.8,6686.0,23477.5,5869.4,26743.8,26743.8,6686.0,6686.0,23477.5,5869.4,,,,,144309.5,143900.8,125598.6,36077.4,35975.2,112.1,23.8,-3.158960019,7.002160469,95.0,129550.8,128394.1,32387.7,32098.5,605575.4,88192.1,109528.9,109478.6,95554.5,27382.2,27369.7,111.4,28.0,5.575073737,12.688634927,55.7,99636.6,98233.8,24909.1,24558.4,390900.9,56928.3,1.14572,0.0,0.0,0.0,0.0,352571.0
