country,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA
subject,B11,B11,B11,B11,B11,B11,B11,B1_GE,B1_GE,B1_GE,B1_GE,B1_GE,B1_GE,B1_GE,B1_GE,B1_GE,B1_GE,B1_GE,B1_GE,B1_GE,B1_GE,B1_GE,B1_GE,B1_GE,B1_GI,B1_GI,B1_GI,B1_GS1,B1_GS1,B1_GS1,B1_GS1,B2G_B3G,B2G_B3G,B2N_B3N,B2N_B3N,B2N_B3N,B5_GS1,B5_GS1,B5_GS1,B5_GS1,B5_NS1,B5_NS1,B8NS1,B8NS1,B9S1,B9S1,D1S1,D1S1,D1S1,D1_D4NFRS2,D1_D4NFRS2,D1_D4NFRS2,D1_D4NFRS2,D2S1,D2S1,D2S1,D2_D3,D2_D3,D3S1,D3S1,D3S1,D9NFRS2,D9NFRS2,DB1_GE,DB1_GE,DB1_GE,GDIS1,GDIS1,GDIS1,GDIS1,K1,K1,K1,K1MS1,K1MS1,K1MS1,K1MS1,K1S1,K1S1,P3,P3,P3,P3,P311B,P311B,P311B,P311B,P311B,P311B,P313B,P313B,P313B,P313B,P313B,P313B,P314B,P314B,P314B,P314B,P314B,P314B,P31DC,P31DC,P31DC,P31DC,P31DC,P31DC,P31S14,P31S14,P31S14,P31S14,P31S14_S15,P31S14_S15,P31S14_S15,P31S14_S15,P31S14_S15,P31S14_S15,P31S14_S15,P31S14_S15,P31S14_S15,P31S14_S15,P31S14_S15,P31S14_S15,P31S14_S15,P31S14_S15,P31S14_S15,P31S14_S15B,P31S14_S15B,P31S14_S15B,P31S14_S15B,P31S14_S15B,P31S14_S15B,P31S15,P31S15,P31S15,P31S15,P3S1,P3S1,P3S13,P3S13,P3S13,P3S13,P3S13,P3S13,P3S13,P3S13,P3S13,P3S13,P3S13,P3S13,P3_P5,P3_P5,P3_P5,P3_P5,P3_P51,P3_P51,P3_P51,P3_P51,P5,P5,P5,P5,P51,P51,P51,P51,P51,P51,P51,P51,P51,P51,P51,P51,P51A,P51A,P51A,P51A,P51N1111,P51N1111,P51N1111,P51N1111,P51N1112,P51N1112,P51N1112,P51N1112,P51N1113,P51N1113,P51N1113,P51N1113,P51N11131,P51N11131,P51N11131,P51N11131,P51N1113I,P51N1113I,P51N1113I,P51N1113I,P51N1113O,P51N1113O,P51N1113O,P51N1113O,P51N112,P51N112,P51N112,P51N112,P51N11321G,P51N11321G,P51N11321G,P51N11321G,P51N11322G,P51N11322G,P51N11322G,P51N11322G,P51N1171G,P51N1171G,P51N1171G,P51N1171G,P51N11731G,P51N11731G,P51N11731G,P51N11731G,P51N1173G,P51N1173G,P51N1173G,P51N1173G,P51N1174G,P51N1174G,P51N1174G,P51N1174G,P51S,P51S,P51S,P51S,P51S13,P51S13,P51S13,P51S13,P51S1LESSS13,P51S1LESSS13,P51S1LESSS13,P51S1LESSS13,P51S1LESSS13,P51S1LESSS13,P52,P52,P52,P52,P52,P52,P52,P52_P53,P52_P53,P52_P53,P52_P53,P52_P53,P52_P53,P52_P53,P5S1,P5S1,P6,P6,P6,P6,P6,P6,P6,P6,P6,P6,P6,P6,P6,P6,P6,P61,P61,P61,P61,P61,P61,P61,P62,P62,P62,P62,P62,P62,P62,P7,P7,P7,P7,P7,P7,P7,P7,P7,P7,P7,P7,P7,P7,P7,P71,P71,P71,P71,P71,P71,P71,P72,P72,P72,P72,P72,P72,P72,POPNC,POPNC,PPPGDP,RB1_GE,RB1_GE,RB1_GE,RB1_GE,RB1_GE,RB1_GI,RB1_GI,RB1_GI,RB9S1,RB9S1,RP31DC,RP31DC,RP31DC,RP31DC,RP31DC,RP51,RP51,RP51,RP51
measure,CAR,CARSA,CQR,CQRSA,LNBARSA,LNBQR,LNBQRSA,CAR,CARSA,CPCARSA,CQR,CQRSA,DNBSA,DOBSA,GPSA,GYSA,HCPCARSA,HVPVOBARSA,LNBARSA,LNBQR,LNBQRSA,VIXOBSA,VOBARSA,VPVOBARSA,CARSA,CQR,CQRSA,CARSA,CQRSA,LNBARSA,LNBQRSA,CARSA,CQRSA,CARSA,CQR,CQRSA,CARSA,CQRSA,LNBARSA,LNBQRSA,CARSA,CQRSA,CARSA,CQRSA,CARSA,CQRSA,CARSA,CQR,CQRSA,CARSA,CQRSA,LNBARSA,LNBQRSA,CARSA,CQR,CQRSA,CARSA,CQRSA,CARSA,CQR,CQRSA,CARSA,CQRSA,LNBARSA,LNBQR,LNBQRSA,CARSA,CQRSA,LNBARSA,LNBQRSA,CARSA,CQR,CQRSA,CARSA,CQRSA,LNBARSA,LNBQRSA,CARSA,CQRSA,CARSA,CQRSA,LNBARSA,LNBQRSA,CARSA,CQR,CQRSA,LNBARSA,LNBQR,LNBQRSA,CARSA,CQR,CQRSA,LNBARSA,LNBQR,LNBQRSA,CARSA,CQR,CQRSA,LNBARSA,LNBQR,LNBQRSA,CARSA,CQR,CQRSA,LNBARSA,LNBQR,LNBQRSA,CARSA,CQRSA,LNBARSA,LNBQRSA,CAR,CARSA,CPCARSA,CQR,CQRSA,DNBSA,DOBSA,GPSA,GYSA,LNBARSA,LNBQR,LNBQRSA,VIXOBSA,VOBARSA,VPVOBARSA,CARSA,CQR,CQRSA,LNBARSA,LNBQR,LNBQRSA,CARSA,CQRSA,LNBARSA,LNBQRSA,CARSA,CQRSA,CARSA,CPCARSA,CQRSA,DNBSA,DOBSA,GPSA,GYSA,LNBARSA,LNBQRSA,VIXOBSA,VOBARSA,VPVOBARSA,CARSA,CQRSA,LNBARSA,LNBQRSA,CARSA,CQRSA,LNBARSA,LNBQRSA,CARSA,CQRSA,LNBARSA,LNBQRSA,CARSA,CPCARSA,CQRSA,DNBSA,DOBSA,GPSA,GYSA,LNBARSA,LNBQRSA,VIXOBSA,VOBARSA,VPVOBARSA,CARSA,CQRSA,LNBARSA,LNBQRSA,CARSA,CQRSA,LNBARSA,LNBQRSA,CARSA,CQRSA,LNBARSA,LNBQRSA,CARSA,CQRSA,LNBARSA,LNBQRSA,CARSA,CQRSA,LNBARSA,LNBQRSA,CARSA,CQRSA,LNBARSA,LNBQRSA,CARSA,CQRSA,LNBARSA,LNBQRSA,CARSA,CQRSA,LNBARSA,LNBQRSA,CARSA,CQRSA,LNBARSA,LNBQRSA,CARSA,CQRSA,LNBARSA,LNBQRSA,CARSA,CQRSA,LNBARSA,LNBQRSA,CARSA,CQRSA,LNBARSA,LNBQRSA,CARSA,CQRSA,LNBARSA,LNBQRSA,CARSA,CQRSA,LNBARSA,LNBQRSA,CARSA,CQRSA,LNBARSA,LNBQRSA,CARSA,CQRSA,LNBARSA,LNBQRSA,CARSA,CQR,CQRSA,LNBARSA,LNBQR,LNBQRSA,CAR,CARSA,CQR,CQRSA,LNBARSA,LNBQR,LNBQRSA,CAR,CARSA,CQR,CQRSA,LNBARSA,LNBQR,LNBQRSA,CARSA,CQRSA,CAR,CARSA,CPCARSA,CQR,CQRSA,DNBSA,DOBSA,GPSA,GYSA,LNBARSA,LNBQR,LNBQRSA,VIXOBSA,VOBARSA,VPVOBARSA,CAR,CARSA,CQR,CQRSA,LNBARSA,LNBQR,LNBQRSA,CAR,CARSA,CQR,CQRSA,LNBARSA,LNBQR,LNBQRSA,CAR,CARSA,CPCARSA,CQR,CQRSA,DNBSA,DOBSA,GPSA,GYSA,LNBARSA,LNBQR,LNBQRSA,VIXOBSA,VOBARSA,VPVOBARSA,CAR,CARSA,CQR,CQRSA,LNBARSA,LNBQR,LNBQRSA,CAR,CARSA,CQR,CQRSA,LNBARSA,LNBQR,LNBQRSA,PER,PERSA,CD,CARSA,CQRSA,LNBARSA,LNBQRSA,VOBARSA,CARSA,CQR,CQRSA,CARSA,CQRSA,CARSA,CQR,CQRSA,LNBARSA,LNBQRSA,CARSA,CQRSA,LNBARSA,LNBQRSA
unit,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,Index,Index,Percentage,Percentage,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,Index,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,Index,Index,Percentage,Percentage,US Dollar,US Dollar,US Dollar,Index,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,Index,Index,Percentage,Percentage,US Dollar,US Dollar,Index,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,Index,Index,Percentage,Percentage,US Dollar,US Dollar,Index,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,Index,Index,Percentage,Percentage,US Dollar,US Dollar,US Dollar,Index,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,Index,Index,Percentage,Percentage,US Dollar,US Dollar,US Dollar,Index,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,Persons,Persons,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar,US Dollar
powercode,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Units,Units,Units,Units,Units,Units,Millions,Millions,Millions,Units,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Units,Units,Units,Units,Millions,Millions,Millions,Units,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Units,Units,Units,Units,Millions,Millions,Units,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Units,Units,Units,Units,Millions,Millions,Units,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Units,Units,Units,Units,Millions,Millions,Millions,Units,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Units,Units,Units,Units,Millions,Millions,Millions,Units,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Thousands,Thousands,Units,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions
reference_period,,,,,2012,2012,2012,,,,,,2012,2015,,,,2015,2012,2012,2012,2015,2015,2015,,,,,,2012,2012,,,,,,,,2012,2012,,,,,,,,,,,,2012,2012,,,,,,,,,,,2012,2012,2012,,,2012,2012,,,,,,2012,2012,,,,,2012,2012,,,,2012,2012,2012,,,,2012,2012,2012,,,,2012,2012,2012,,,,2012,2012,2012,,,2012,2012,,,,,,2012,2015,,,2012,2012,2012,2015,2015,2015,,,,2012,2012,2012,,,2012,2012,,,,,,2012,2015,,,2012,2012,2015,2015,2015,,,2012,2012,,,2012,2012,,,2012,2012,,,,2012,2015,,,2012,2012,2015,2015,2015,,,2012,2012,,,2012,2012,,,2012,2012,,,2012,2012,,,2012,2012,,,2012,2012,,,2012,2012,,,2012,2012,,,2012,2012,,,2012,2012,,,2012,2012,,,2012,2012,,,2012,2012,,,2012,2012,,,2012,2012,,,2012,2012,,,,2012,2012,2012,,,,,2012,2012,2012,,,,,2012,2012,2012,,,,,,,,2012,2015,,,2012,2012,2012,2015,2015,2015,,,,,2012,2012,2012,,,,,2012,2012,2012,,,,,,2012,2015,,,2012,2012,2012,2015,2015,2015,,,,,2012,2012,2012,,,,,2012,2012,2012,,,,,,2012,2012,2015,,,,,,,,,2012,2012,,,2012,2012
time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1947,10807.0,10807.0,10807.0,10807.0,33146.8,,33146.8,249615.0,249615.5,249615.5,249615.0,249615.5,12.3,11.7,,,1731.9,14790.6,2036204.0,,2036204.0,11.7,2131716.4,2131716.4,249615.5,249615.0,249615.5,249615.5,249615.5,2036204.0,2036204.0,,,,,,247861.5,247861.5,2026070.0,2026070.0,218740.8,218740.8,20122.0,20122.0,9289.0,9289.0,132289.5,,132289.5,1110.0,1110.0,10819.5,10819.5,18106.0,,18106.0,17707.5,17707.5,398.5,,398.5,,,-22571.8,,-22571.8,246750.5,246750.5,2012849.0,2012849.0,29120.8,,29120.8,29120.8,29120.8,198953.8,198953.8,29120.8,29120.8,,,,,21832.8,21833.0,21832.8,,,,77595.8,77595.0,77595.8,,,,62423.3,62424.0,62423.3,,,,161851.8,161852.0,161851.8,1295599.3,,1295599.3,,,,,161852.0,161851.8,161851.8,161852.0,161851.8,12.5,12.1,,,1295599.3,,1295599.3,10.9,1335964.1,1335964.1,161851.8,161852.0,161851.8,1295599.3,,1295599.3,,,,,,,34141.0,34141.0,34141.0,,,,,,,,,,238808.5,238808.5,2006075.8,2006075.8,239359.8,239359.8,2036719.3,2036719.3,,,,,47507.0,47507.0,43366.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2440.0,2440.0,17004.8,17004.8,,,,,,,,,968.3,968.3,,,43366.3,43366.3,,,5685.3,5685.3,,,37681.0,37681.0,37681.0,,,,-552.0,-551.5,-552.0,-551.5,,,,-552.0,-551.5,-552.0,-551.5,,,,42815.5,42815.5,18740.0,18740.0,18740.0,18740.0,18740.0,20.4,21.4,,,91668.5,,91668.5,3.9,87426.9,87426.9,16097.0,16097.0,16097.0,16097.0,,,,2643.0,2643.0,2643.0,2643.0,,,,7933.0,7933.0,7933.0,7933.0,7933.0,13.6,15.0,,,58521.8,,58521.8,1.9,52753.9,52753.9,5973.0,5973.0,5973.0,5973.0,,,,1960.0,1960.0,1960.0,1960.0,,,,144126.0,144126.0,1.0,1.0,1.0,,,,2865.0,,2865.0,-2865.0,-2865.0,0.0,0.0,0.0,,,,,,
1948,5487.0,5487.0,5487.0,5487.0,3914.5,,3914.5,274470.0,274467.8,274467.8,274470.0,274467.8,12.9,12.4,4.11330348,4.11330348,1871.8,15135.9,2119959.3,,2119959.3,12.2,2219400.4,2219400.4,274467.8,274470.0,274467.8,274467.8,274467.8,2119959.3,2119959.3,,,,,,276179.0,276179.0,2137464.0,2137464.0,244851.5,244851.5,30173.3,30173.3,2417.0,2417.0,144226.8,,144226.8,1456.0,1456.0,13286.0,13286.0,19726.0,,19726.0,19186.0,19186.0,540.0,,540.0,,,-52825.5,,-52825.5,274722.3,274722.3,2121903.8,2121903.8,31327.5,,31327.5,31327.5,31327.5,198584.8,198584.8,31327.5,31327.5,,,,,24453.5,24454.0,24453.5,,,,82966.5,82966.0,82966.5,,,,67458.5,67460.0,67458.5,,,,174878.3,174879.0,174878.3,1324890.5,,1324890.5,,,,,174879.0,174878.5,174878.5,174879.0,174878.5,13.2,12.8,2.260826409,2.260826409,1324890.5,,1324890.5,11.1,1366167.9,1366167.9,174878.5,174879.0,174878.5,1324890.5,,1324890.5,,,,,,,35273.5,35273.5,35273.5,,,,,,,,,,268980.8,268980.8,2136974.5,2136974.5,263322.5,263322.5,2117198.8,2117198.8,,,,,58554.5,58554.5,53170.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2733.3,2733.3,18198.0,18198.0,,,,,,,,,936.0,936.0,,,53170.5,53170.5,,,8481.8,8481.8,,,44688.8,44689.0,44688.8,,,,5658.0,5658.5,5658.0,5658.5,,,,5658.0,5658.5,5658.0,5658.5,,,,58828.5,58828.5,15547.0,15547.0,15547.0,15547.0,15547.0,21.5,22.6,-21.238211599,-21.238211599,72199.8,,72199.8,3.0,68859.0,68859.0,13265.0,13265.0,13265.0,13265.0,,,,2282.0,2282.0,2282.0,2282.0,,,,10060.0,10060.0,10060.0,10060.0,10060.0,14.7,16.3,16.683540735,16.683540735,68285.3,,68285.3,2.2,61555.2,61555.2,7557.0,7557.0,7557.0,7557.0,,,,2503.0,2503.0,2503.0,2503.0,,,,146631.5,146631.5,1.0,-0.3,-0.3,,,,-254.8,,-254.8,254.8,254.8,0.0,-1.0,0.0,,,,,,
1949,5235.0,5234.8,5235.0,5234.8,5660.5,,5660.5,272472.0,272475.3,272475.3,272472.0,272475.3,12.9,12.3,-0.56417358,-0.56417358,1826.4,14792.6,2107999.0,,2107999.0,12.1,2206879.1,2206879.1,272475.3,272472.0,272475.3,272475.3,272475.3,2107999.0,2107999.0,,,,,,272014.8,272014.8,2108887.5,2108887.5,239729.3,239729.3,17267.3,17267.3,879.0,879.0,144275.8,,144275.8,1280.3,1280.3,12080.0,12080.0,20904.0,,20904.0,20405.5,20405.5,498.5,,498.5,,,-63877.0,,-63877.0,270735.0,270735.0,2094502.8,2094502.8,32285.5,,32285.5,32285.5,32285.5,200298.5,200298.5,32285.5,32285.5,,,,,26623.5,26624.0,26623.5,,,,81457.3,81458.0,81457.3,,,,70252.3,70253.0,70252.3,,,,178333.0,178332.0,178333.0,1361728.0,,1361728.0,,,,,178334.0,178333.0,178333.0,178334.0,178333.0,13.1,12.7,2.780418457,2.780418457,1361728.0,,1361728.0,11.4,1404153.1,1404153.1,178333.0,178334.0,178333.0,1361728.0,,1361728.0,,,,,,,38493.0,38493.0,38493.0,,,,,,,,,,267240.5,267240.5,2123025.3,2123025.3,269932.0,269932.0,2164522.5,2164522.5,,,,,58347.2,58347.2,53106.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2699.0,2699.0,18041.3,18041.3,,,,,,,,,1063.0,1063.0,,,53106.0,53106.0,,,11315.0,11315.0,,,41791.0,41790.0,41791.0,,,,-2691.0,-2691.5,-2691.0,-2691.5,,,,-2691.0,-2691.5,-2691.0,-2691.5,,,,50414.3,50414.3,14484.0,14483.8,14483.8,14484.0,14483.8,20.2,21.2,-0.925557221,-0.925557221,71531.5,,71531.5,3.0,68221.7,68221.7,12213.0,12213.0,12213.0,12213.0,,,,2271.0,2270.8,2271.0,2270.8,,,,9249.0,9249.0,9249.0,9249.0,9249.0,14.0,15.6,-3.535536591,-3.535536591,65871.0,,65871.0,2.1,59378.8,59378.8,6874.0,6874.0,6874.0,6874.0,,,,2375.0,2375.0,2375.0,2375.0,,,,149188.3,149188.3,1.0,0.0,0.0,,,,1740.0,,1740.0,-1740.0,-1740.0,0.0,-1.0,0.0,,,,,,
1950,738.0,738.0,738.0,738.0,-15221.0,,-15221.0,299828.0,299827.3,299827.3,299828.0,299827.3,13.1,12.5,8.686507916,8.686507916,1976.7,15813.0,2291110.5,,2291110.5,13.2,2398579.8,2398579.8,299827.3,299828.0,299827.3,299827.3,299827.3,2291110.5,2291110.5,,,,,,300005.0,300005.0,2297226.3,2297226.3,266612.8,266612.8,31488.0,31488.0,-1843.0,-1843.0,158190.3,,158190.3,1440.0,1440.0,13375.8,13375.8,22950.0,,22950.0,22106.5,22106.5,843.5,,843.5,,,-69142.5,,-69142.5,298564.5,298564.5,2281366.0,2281366.0,33392.3,,33392.3,33392.3,33392.3,203869.3,203869.3,33392.3,33392.3,,,,,32445.3,32446.0,32445.3,,,,84384.3,84384.0,84384.3,,,,75214.8,75215.0,75214.8,,,,192044.3,192044.0,192044.3,1449179.3,,1449179.3,,,,,192044.0,192044.3,192044.3,192044.0,192044.3,13.3,12.9,6.422079152,6.422079152,1449179.3,,1449179.3,12.2,1494328.9,1494328.9,192044.3,192044.0,192044.3,1449179.3,,1449179.3,,,,,,,39059.0,39059.0,39059.0,,,,,,,,,,299089.3,299089.3,2338411.0,2338411.0,293319.8,293319.8,2321216.5,2321216.5,,,,,68831.9,68831.9,62216.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3075.8,3075.8,19963.8,19963.8,,,,,,,,,1068.5,1068.5,,,62216.8,62216.8,,,11455.5,11455.5,,,50761.3,50761.0,50761.3,,,,5769.0,5769.5,5769.0,5769.5,,,,5769.0,5769.5,5769.0,5769.5,,,,67986.0,67986.0,12350.0,12350.0,12350.0,12350.0,12350.0,19.7,20.7,-12.435780041,-12.435780041,62636.0,,62636.0,2.6,59737.8,59737.8,10203.0,10203.0,10203.0,10203.0,,,,2147.0,2147.0,2147.0,2147.0,,,,11612.0,11612.0,11612.0,11612.0,11612.0,14.9,16.5,18.196171305,18.196171305,77857.0,,77857.0,2.5,70183.5,70183.5,9081.0,9081.0,9081.0,9081.0,,,,2531.0,2531.0,2531.0,2531.0,,,,151684.0,151684.0,1.0,-0.3,-0.3,,,,1263.0,,1263.0,-1263.0,-1263.0,0.0,-1.0,0.0,,,,,,
