country,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA,BRA
1999-Q1,-3693.4,-1233.8,-1594.2,-1861.9,216680.3,156302.2,162242.6,14190.2,11061.0,9911.5,35085.4,21655.5,24152.0,26994.5,21655.5,24152.0,15918.9,10867.9,11365.4,21540.0,18158.3,19738.0,151485.9,107102.5,110488.9,9602.1,4857.4,4984.9,17730.5,15364.3,16578.9,29215.1,16643.6,16627.3,39521.6,23192.9,24104.4,33876.5,27900.5,28072.0,250668.0,179883.3,186959.9,1048489.3,1466016.4,250668.0,262122.3,27.9,0.325656119,0.806933002,179883.3,186959.9,62.7,3759724.9,1890435.5,251163.6,,,,,,33987.7,23339.4,,,,213755.8,222228.1,151507.1,156084.0,678950.9,949321.3,164892.7,169737.7,30.0,0.682861466,-0.997313225,114869.7,118433.6,59.0,2261776.3,1137248.7,,211620.0,295890.8,48863.1,52905.0,26.0,-1.146184145,0.505732176,36637.4,37650.4,68.8,815487.5,410037.0,40605.6,44991.0,179376.7,250807.7,44120.6,44844.2,26.6,-3.175272629,-8.015976604,35087.2,36430.1,63.2,675403.7,339601.2,-3515.0,146.8,,98451.6,137656.8,22153.4,24612.9,31.4,2.567082065,0.998953136,13881.7,15466.6,40.5,313489.6,157626.4,103387.0,144557.5,25846.7,25846.7,28.6,-9.634330284,-18.616166029,15475.9,17328.5,42.9,361250.1,181641.0,0.7152,-16523.0,0.0,-4277.6,54818.0,
1999-Q2,-4272.9,-4689.3,-373.8,-1282.3,233048.0,162013.9,162424.6,13487.3,11194.7,10078.9,45526.1,24910.7,24472.6,37291.4,24910.7,24472.6,16951.5,11368.5,11427.0,23905.7,19615.4,19608.7,157083.1,109264.1,110851.9,9021.6,5024.4,5080.5,16830.6,14891.1,16607.5,30343.6,16594.9,16600.0,41053.3,23879.7,24188.2,35928.3,28442.6,28194.7,268708.9,187151.0,187404.3,1080766.3,1474014.9,268708.9,270191.6,28.7,0.237722371,-0.567030978,187151.0,187404.3,62.9,3768662.6,1894929.5,269936.0,,,,,,35661.0,24991.6,,,,222000.7,226389.9,154753.9,156241.4,687117.8,937133.1,170252.1,171779.5,30.4,-0.224185287,-0.648495434,116884.0,118168.1,58.8,2256705.7,1134699.1,,213493.2,291175.0,51748.7,53373.3,25.9,1.123275416,0.958740309,37869.9,38073.4,69.5,824647.6,414642.9,50981.1,48493.9,183085.2,249702.7,47152.5,45771.3,27.5,-1.601533443,-10.87063745,36705.1,35846.7,62.1,664586.9,334162.4,3828.7,2722.6,,97245.5,132629.4,24727.8,24311.4,30.3,2.356763261,0.530985456,16493.8,15831.1,41.5,320877.8,161341.3,116002.8,158211.6,29000.7,29000.7,32.5,-1.241349872,-15.000246167,16867.6,17113.4,42.3,356765.8,179386.2,0.73321,15827.4,0.0,1234.3,58610.4,
1999-Q3,-5325.0,-7064.2,-422.3,-1008.3,237215.7,166741.3,162439.5,11736.0,10564.2,10129.5,44187.1,26010.1,24448.7,34583.1,26010.1,24448.7,16957.7,11915.8,11439.3,26057.0,20501.3,19641.8,164334.9,112829.4,111007.5,7601.1,4908.2,4956.2,21311.2,17657.6,16589.4,31426.9,16485.4,16570.5,42058.3,24647.0,24365.8,35880.5,28383.3,28295.5,274125.6,192737.0,187720.7,1086199.6,1483837.4,274125.6,271549.9,28.8,0.168849113,-0.460334059,192737.0,187720.7,63.0,3775026.0,1898129.1,275487.6,,,,,,36909.9,25865.0,,,,232755.5,234247.8,159042.4,158037.2,708366.7,967686.8,178811.4,177091.7,31.1,0.849608661,-0.007259564,120090.8,119172.1,59.3,2275878.8,1144339.7,,217387.4,296968.9,53944.1,54346.9,25.8,2.079751674,1.298697566,38951.5,38865.2,71.0,841798.3,423266.4,46695.0,44192.4,184564.2,252129.8,46383.2,46141.1,28.4,-2.243262198,-11.154996658,35816.2,35042.5,60.8,649678.4,326666.2,311.9,-1948.7,,103628.3,141564.7,27646.2,25907.1,33.0,-2.046090452,2.716908599,17180.6,15507.2,40.6,314312.4,158040.1,131884.9,180165.6,32971.2,32971.2,38.3,-3.493886556,-18.755931943,17602.9,16515.5,40.9,344300.8,173118.6,0.73202,4138.0,0.0,2983.2,37658.8,
1999-Q4,-6857.1,-7161.1,-991.8,230.8,254973.6,166149.3,164422.2,11121.4,7632.8,10517.5,44842.5,25770.4,25224.5,35012.3,25770.4,25224.5,17072.1,11606.2,11529.9,29625.5,20746.3,20090.2,181937.7,115272.4,112163.1,7582.6,5386.1,5162.9,22638.3,18404.0,16559.4,32723.2,16588.7,16512.2,44951.1,25571.6,24649.7,44417.1,28199.8,28422.9,294208.0,192336.8,190352.4,1135386.5,1510983.9,294208.0,283846.6,29.7,1.401893752,2.146137339,192336.8,190352.4,63.8,3827947.8,1924738.9,295688.7,,,,,,39234.4,26100.4,,,,250198.8,235845.0,165600.8,160875.5,739694.2,984392.6,189576.2,184923.5,31.9,1.771072282,3.104922538,124909.1,121282.7,60.4,2316186.3,1164606.7,,218213.0,290400.1,60622.5,54553.3,25.4,1.872101421,3.953576577,40691.7,39592.8,72.3,857557.6,431190.4,50866.3,51470.8,193325.9,257280.1,47431.8,48331.5,29.2,1.857271204,-5.133396727,35343.2,35693.4,61.9,661744.7,332733.3,3434.5,3139.4,,116828.2,155476.1,29511.1,29207.0,32.2,15.455785122,18.730423734,17608.4,17904.0,46.9,362891.8,182466.4,145472.6,193596.4,36368.2,36368.2,39.5,7.009955977,-7.836782501,18600.2,17673.2,43.7,368436.1,185254.2,0.75142,12797.8,0.0,60.1,-1996.5,
2000-Q1,-4705.2,-1747.1,646.4,316.4,238776.7,161898.6,165958.8,16346.9,11742.8,10457.7,45436.4,23077.1,25587.4,35034.3,23077.1,25587.4,16949.1,10991.7,11456.7,25942.1,19018.3,20348.3,160044.3,110464.4,113819.9,11633.3,5404.9,5489.6,16057.5,15733.3,16926.3,30302.0,16746.9,16731.1,39855.3,24319.1,24960.6,36254.1,28282.9,28159.9,276926.9,187799.5,192351.2,1152341.0,1538663.7,276926.9,288085.2,29.8,1.050074887,2.883701206,187799.5,192351.2,64.5,3868144.1,1944950.1,276926.9,271187.5,271795.0,46553.4,-9831.4,-5739.4,38150.2,25746.3,607.6,0.0,5.6,225241.7,234201.0,156272.1,159429.3,727310.2,971141.2,176025.2,181827.5,31.6,-0.620380604,1.770329234,118332.4,120530.3,60.0,2301817.1,1157381.7,225241.7,219169.7,292646.5,49216.4,54792.4,26.0,-1.752175227,3.316323075,37939.7,38899.1,71.1,842531.7,423635.2,56390.4,57296.3,222285.9,296807.3,56886.9,55571.5,33.4,0.475824179,-1.556137469,34979.8,35863.2,62.2,664893.5,334316.5,-496.5,1724.8,56390.4,117439.8,156811.5,26401.9,29359.9,32.5,-0.347509886,15.356527056,16753.8,17841.7,46.8,361630.7,181832.3,124428.0,166142.6,31107.0,31107.0,34.1,-0.836597675,1.135954009,16107.4,17525.3,43.4,365353.8,183704.3,0.74892,-9436.5,0.0,-4084.0,62624.9,-5.6
2000-Q2,-4744.3,-5223.9,237.6,-342.9,252563.3,167610.8,167941.7,15217.8,11580.8,10416.8,51979.6,26232.0,25878.0,41600.1,26232.0,25878.0,18483.8,11497.4,11581.2,28726.7,20345.8,20414.1,166882.1,112885.5,114478.4,10669.6,5755.7,5818.1,15132.3,15198.8,16921.3,30842.0,16999.7,17011.6,42838.2,24744.8,25068.2,38673.3,28812.7,28550.6,292788.6,194596.6,195065.4,1176923.3,1571268.2,292788.6,294230.8,30.0,1.41107736,4.08802929,194596.6,195065.4,65.4,3922726.6,1972394.8,292788.6,280861.4,281548.9,38857.6,-15923.8,-11927.1,40225.3,26824.9,687.5,0.0,60.2,242691.3,247345.7,160209.5,161679.8,764916.6,1021212.8,189995.9,191229.1,32.5,2.154700865,4.196769224,121842.1,123127.3,61.3,2351414.4,1182319.9,242691.3,223076.8,297821.8,52695.4,55769.2,26.7,-0.890976271,1.258388567,38367.4,38552.5,70.4,835024.9,419860.7,54841.6,52449.3,209519.0,279721.4,53911.1,52379.8,30.0,5.176279842,5.22480275,38137.4,37719.6,65.4,699310.2,351621.7,930.5,69.5,54841.6,119036.8,158921.8,30238.8,29759.2,32.7,0.760419867,13.557440957,18337.9,17977.4,47.1,364380.6,183215.0,139932.3,186818.6,34983.1,34983.1,36.6,4.53617308,7.052552655,18100.3,18320.3,45.3,381926.9,192037.5,0.74903,306.5,0.0,7.1,54523.3,-60.2
2000-Q3,-6387.8,-8512.9,-351.6,-386.2,265181.1,173765.3,169991.6,15177.7,10722.4,10320.9,52619.0,27488.4,25919.2,40581.5,27488.4,25919.2,18470.1,12134.7,11691.4,33255.7,21540.8,20735.2,178914.2,117702.2,115940.5,10383.3,6051.3,6094.7,19308.9,18016.9,16932.3,31577.7,17309.2,17387.7,45940.8,25391.0,25203.4,38447.9,28848.4,28790.6,308895.8,201534.7,197366.9,1225215.5,1596839.0,308895.8,306303.9,30.9,1.179862953,5.138599793,201534.7,197366.9,66.2,3969009.4,1995666.4,308895.8,303031.1,303678.0,49078.1,-11502.2,-5864.7,43714.7,27603.6,647.0,0.0,103.4,254599.9,256505.0,163839.1,163054.5,793664.8,1034393.5,200011.6,198416.2,33.2,1.540227763,4.910309714,125793.5,125023.8,62.3,2387631.5,1200530.3,254599.9,225546.7,293957.9,54588.4,56386.7,27.4,-1.353240221,-2.146980485,38045.6,38030.8,69.5,823725.0,414179.0,60683.7,57947.9,219143.4,285612.5,53878.6,54785.9,31.5,-0.626331418,6.965257947,38249.8,37483.3,65.0,694930.2,349419.4,6805.1,3162.0,60683.7,126570.3,164960.7,33767.7,31642.6,31.9,8.722861778,26.041829408,20373.8,19545.6,51.2,396165.0,199196.6,160621.9,209340.6,40155.5,40155.5,38.7,8.795772844,20.685258015,20725.4,19931.7,49.3,415520.3,208928.7,0.76728,20912.1,0.0,2066.0,82077.9,-103.4
2000-Q4,-11306.2,-11659.6,-2936.1,-1485.1,274805.3,173513.9,172236.3,10220.0,7508.4,10383.3,54055.1,27144.8,26494.8,40280.7,27144.8,26494.8,17877.4,11776.6,11658.8,33581.5,21945.2,21232.6,192652.8,120514.0,117240.3,11456.8,6309.9,6058.0,19990.6,18831.4,17009.6,33433.6,17925.3,17844.8,45728.8,26010.5,25166.3,48461.6,28860.6,29112.7,320480.8,201179.5,199788.6,1241888.5,1627031.3,320480.8,310472.1,30.9,1.227003215,4.95726446,201179.5,199788.6,67.0,4017709.3,2020153.3,320480.8,309480.5,310289.0,33252.2,-21433.2,-11000.4,45675.5,27500.5,808.6,0.0,64.7,277036.8,261518.0,169576.0,164680.8,812212.2,1064100.9,208493.2,203053.1,33.7,0.959479145,4.073682121,130011.4,126223.3,62.9,2410540.4,1212049.1,277036.8,232381.8,304449.6,68543.6,58095.4,27.9,1.122069374,-2.867422093,39564.6,38457.5,70.2,832967.8,418826.4,54750.1,58972.3,227002.3,297401.8,54811.1,56750.6,31.6,3.352594227,8.535569138,38465.3,38740.0,67.2,718228.4,361134.0,-60.9,2221.8,54750.1,125609.4,164564.2,31755.8,31402.4,32.4,-2.152523381,6.819029839,18079.4,19124.8,50.1,387637.5,194908.9,172247.8,225666.4,43061.9,43061.9,40.1,3.402715244,16.617031142,21015.5,20609.9,51.0,429659.2,216037.9,0.76328,16930.6,0.0,2010.9,97994.5,-64.7
2001-Q1,-9325.2,-5603.6,-1390.9,-1766.5,265452.0,166540.1,172164.2,17485.4,12081.9,10708.0,57100.4,24188.0,26716.6,42555.3,24188.0,26716.6,17864.5,11378.2,11822.4,29317.0,19752.9,21212.2,173001.7,113142.4,116551.7,10427.4,5973.2,6140.6,18490.2,15745.1,16934.5,30317.8,17536.5,17531.2,43215.4,23928.9,24756.4,41233.9,29155.3,29344.0,312469.8,194325.7,200533.5,1293110.6,1640119.3,312469.8,323277.7,32.1,0.372809122,4.253811622,194325.7,200533.5,67.3,4032687.7,2027684.6,312469.8,304054.9,304830.2,46271.0,-16941.0,-8414.9,47017.9,27604.2,775.3,0.0,23.8,258559.2,268283.7,161444.9,165915.3,830327.0,1053146.8,203369.3,207581.8,34.3,0.324684387,5.063385986,123094.5,126633.2,63.1,2418367.0,1215984.4,258559.2,239944.8,304334.4,55189.9,59986.2,28.2,2.144203171,0.984727094,38350.4,39282.1,71.8,850828.3,427806.9,63235.8,61926.3,239212.9,303406.1,61689.2,59803.2,32.8,1.621118642,9.77273427,38563.2,39368.0,68.3,729871.7,366988.4,1546.5,2123.1,63235.8,149192.3,189228.3,33576.5,37298.1,37.5,2.711203147,10.097711168,18627.9,19643.4,51.5,398147.1,200193.2,171606.5,217657.4,42901.6,42901.6,38.4,3.881069909,22.165049611,20018.8,21409.8,53.0,446334.6,224422.5,0.78842,6040.1,0.0,-613.1,81808.1,-23.8
2001-Q2,-7740.3,-8368.9,450.9,-3.3,274202.8,171791.2,172052.3,17314.2,11932.3,10729.1,56293.8,26428.2,26210.0,42454.5,26428.2,26210.0,17687.5,11472.1,11606.9,33433.5,21026.9,21116.7,182907.3,116477.9,118035.8,11485.1,6177.1,6248.1,16886.3,15322.0,17032.3,31696.8,17729.5,17744.4,45378.7,24976.7,25310.8,44026.9,29904.8,29632.8,323723.6,199123.0,199540.2,1298660.3,1643072.8,323723.6,324665.1,32.4,-0.495293062,2.29400222,199123.0,199540.2,66.9,4012714.1,2017641.6,323723.6,312104.0,312983.6,44012.6,-18331.0,-11619.6,49520.7,27171.0,879.7,0.0,149.3,268971.0,273410.4,164837.6,166304.8,842453.0,1065876.6,210283.8,210613.3,34.8,0.224089857,3.077804042,125608.7,126916.9,63.2,2423786.3,1218709.3,268971.0,248018.6,313794.7,58687.2,62004.7,29.1,0.269314802,2.166977437,39229.0,39387.9,71.9,853119.7,428959.0,62492.8,59222.1,240739.0,304584.4,62066.9,60184.8,33.5,-1.625656945,2.673536612,38914.2,38728.0,67.1,718006.5,361022.4,425.9,-962.7,62492.8,160834.1,203488.2,40837.2,40208.5,38.5,5.038757957,14.772515341,20872.9,20633.1,54.1,418208.8,210280.5,194309.7,245841.9,48577.4,48577.4,45.2,-3.612306792,12.642418177,20422.0,20636.4,51.1,430211.6,216315.7,0.79039,925.3,0.0,1194.0,29804.3,-149.2
2001-Q3,-5821.6,-8614.7,1339.8,1143.9,283216.1,175195.5,171505.5,14694.5,11362.3,10971.6,58189.6,27445.7,25801.9,43904.1,27445.7,25801.9,17592.1,11556.3,11150.4,34718.1,21705.9,20954.7,192739.9,119741.3,118036.9,16090.7,6273.3,6300.2,21649.9,18265.2,17170.1,32113.4,17797.4,17862.0,44200.8,25241.2,25060.5,43966.9,29974.2,29908.9,332524.4,202464.1,198506.4,1320138.0,1640486.4,332524.4,330034.5,33.1,-0.518125644,0.577316268,202464.1,198506.4,66.6,3991923.2,2007187.7,332524.5,323770.8,324794.0,53320.6,-13512.5,-8753.6,49308.4,27116.5,1023.2,0.0,39.5,271473.4,273680.8,162873.7,162296.4,843980.3,1048782.9,211485.6,210995.1,36.0,-3.17038497,-1.704139301,123496.9,122893.2,61.2,2346943.0,1180071.6,271473.4,260019.1,323116.0,59987.8,65004.8,30.5,0.038920082,3.608817093,39376.8,39403.2,72.0,853451.7,429126.0,66872.6,63850.3,245208.5,304711.5,60427.4,61302.1,34.9,-2.039925699,1.213001581,38706.4,37938.0,65.8,703359.7,353657.9,6445.2,2548.2,66872.6,171631.4,213280.0,45701.0,42907.9,42.1,-2.568797968,2.852555084,20987.9,20103.1,52.7,407465.9,204878.8,206090.2,256100.7,51522.6,51522.6,52.1,-8.127315806,-4.879012837,19648.1,18959.3,46.9,395247.0,198735.0,0.80472,5389.0,0.0,-1201.0,75949.8,-39.5
2001-Q4,-5965.7,-6265.6,1455.0,1746.7,297551.0,173502.2,171701.4,13675.9,8339.0,11542.2,56115.4,26621.9,25874.6,43312.4,26621.9,25874.6,17037.5,11230.8,11079.2,36621.2,21507.6,20813.1,210722.2,121729.9,118473.6,13365.8,6628.3,6363.8,22885.3,19228.2,17455.2,34004.6,18103.5,18020.9,48877.0,25948.6,24994.7,54968.3,29848.7,30056.3,347037.6,200109.7,197951.7,1351113.0,1640243.6,347037.6,337778.2,33.9,-0.27944447,-0.919462856,200109.7,197951.7,66.4,3980768.0,2001578.7,347037.6,333105.5,334249.4,35241.9,-18720.5,-13932.1,49486.6,26464.7,1143.9,0.0,33.5,299007.5,282636.2,168592.4,163732.8,857242.4,1040687.5,218362.0,214310.6,36.2,0.782244398,-1.876698057,127604.8,123854.5,61.7,2365301.8,1189302.6,299007.5,270059.4,327850.5,80645.5,67514.8,31.3,1.205616575,3.694418849,40987.6,39878.3,72.8,863741.1,434299.6,53995.9,61598.3,244187.5,296442.3,58153.5,61046.9,36.9,-5.790435901,-7.740750666,35603.0,35741.2,62.0,662632.1,333179.5,-4157.6,551.4,53995.9,169468.0,205733.3,42666.8,42367.0,42.8,-2.761876519,2.212032412,19844.9,19547.9,51.2,396212.2,199220.3,194530.3,236158.6,48632.6,48632.6,52.4,-6.108440877,-13.628401644,18389.9,17801.1,44.0,371103.6,186595.4,0.82373,4685.9,0.0,620.0,63984.3,-33.5
2002-Q1,-3923.4,247.4,1477.3,2429.6,291380.4,169286.5,175511.7,22074.1,12651.5,11208.3,54321.4,23631.5,26219.8,39380.2,23631.5,26219.8,19263.4,11097.5,11506.5,30360.2,19400.6,20803.9,195721.5,116465.1,119927.7,12882.2,6392.0,6587.9,22205.8,16434.8,17607.0,33097.7,18065.3,18075.6,50351.4,24973.9,25947.9,46824.2,30084.5,30310.8,342296.7,195252.5,202521.5,1415282.3,1683726.6,342296.7,353820.6,34.8,2.308552095,0.991357965,195252.5,202521.5,67.9,4072666.1,2047786.2,342296.7,334593.7,335465.1,53855.0,-10733.5,-7703.0,50916.2,25883.0,871.4,0.0,21.4,281610.1,292125.9,163375.3,167753.7,873481.8,1039159.9,215912.9,218370.5,36.1,2.40050585,0.153574528,123387.6,126827.7,63.2,2422081.0,1217851.9,281610.1,280606.7,333830.9,65697.1,70151.7,31.7,2.627547061,4.185098322,39987.6,40926.1,74.8,886436.3,445711.0,64610.0,65168.7,253312.5,301359.7,62805.9,63328.1,37.3,2.380969425,-7.050901314,35506.4,36592.2,63.4,678409.2,341112.4,1804.1,1840.6,64610.0,155929.4,185505.4,34811.5,38982.4,38.4,2.533273525,2.034967518,17775.6,20043.1,52.5,406249.3,204267.1,154939.7,184327.9,38734.9,38734.9,42.2,-1.054388017,-17.731973065,16298.4,17613.4,43.6,367190.7,184628.0,0.84057,6891.5,0.0,-117.7,46680.9,-21.4
2002-Q2,-3347.8,-3565.6,1516.0,1239.1,314173.2,176496.2,176661.5,21534.1,12808.6,11474.2,63642.4,26603.1,26496.2,48348.3,26603.1,26496.2,20670.2,11794.8,11987.5,35763.7,20818.4,20855.3,208326.5,119373.5,120865.7,12870.5,6439.5,6512.5,20919.8,15999.8,17640.5,33795.1,18307.9,18325.6,54745.7,25736.8,26086.9,50231.8,30736.4,30484.6,367362.8,203699.3,203647.3,1473068.7,1697565.9,367362.8,368267.2,36.0,0.555925026,2.058281787,203699.3,203647.3,68.3,4095307.0,2059170.3,367362.8,353932.3,355312.5,57997.7,-15306.5,-13430.5,53189.6,27105.6,1380.2,0.0,91.6,297314.8,302108.7,167328.2,168780.9,906149.0,1044247.0,225796.0,226537.2,37.1,0.772122714,0.701221802,126482.1,127806.9,63.6,2440782.5,1227255.2,297314.8,292415.3,336979.7,71518.7,73103.8,32.9,0.11712801,4.02696823,40846.1,40974.0,74.8,887474.6,446233.0,73395.8,69481.5,263369.6,303507.4,65569.4,65842.4,38.5,0.733555307,-4.821797204,37249.8,36860.6,63.9,683385.7,343614.7,7826.4,3639.1,73395.8,154713.3,178291.8,38896.2,38678.3,41.4,-8.079764075,-10.708404504,18561.8,18423.7,48.3,373425.3,187762.8,168975.9,194728.0,42244.0,42244.0,47.2,-2.434963019,-16.727096343,17045.8,17184.6,42.5,358249.7,180132.3,0.86775,25397.4,0.0,2710.3,68488.7,-91.6
2002-Q3,9711.6,6174.3,7259.1,6254.1,324786.4,183086.3,178765.3,21462.8,12689.8,12279.7,64687.9,28248.9,26524.4,46475.8,28248.9,26524.4,21206.4,12379.6,11954.3,38823.4,21811.6,21105.1,217429.3,123812.0,122136.9,13333.3,6670.6,6692.1,27827.9,19001.3,17945.1,34340.8,18520.5,18567.5,53311.8,26432.4,26138.2,49792.0,30697.9,30588.8,379794.5,210916.4,206169.1,1508967.6,1729590.5,379794.5,377241.9,36.4,1.238309316,3.860205355,210916.4,206169.1,69.1,4146019.6,2084669.2,379794.5,369102.9,371288.7,68882.3,1275.8,-10691.6,55008.1,27761.4,2185.8,0.0,70.1,302406.4,304940.1,167867.4,167404.6,936011.9,1072864.2,233655.4,234003.0,38.8,-1.141914418,2.810798123,126844.9,126347.5,62.9,2412910.8,1213241.0,302406.4,296577.3,339939.2,68751.0,74144.3,33.4,0.202730312,4.19730875,41022.6,41057.1,75.0,889273.8,447137.7,67676.6,64924.4,270629.8,310198.0,67911.9,67657.5,38.7,2.244443868,-0.659095222,38531.5,37688.0,65.3,698723.9,351326.9,-235.4,-2733.0,67676.6,249426.7,285894.9,65894.0,62356.7,52.9,26.368100164,15.811044594,25214.9,23281.6,61.0,471890.5,237272.3,224729.6,257586.9,56182.4,56182.4,63.3,-0.91364329,-10.188662621,17955.8,17027.6,42.1,354976.6,178486.6,0.87244,-18948.5,0.0,-2004.1,28197.2,-70.1
2002-Q4,10107.4,9691.8,7248.9,7103.9,339874.6,182752.4,180931.4,16444.1,9071.6,12628.7,70276.3,28391.3,27553.7,49764.6,28391.3,27553.7,20839.6,12553.8,12337.6,39974.7,21484.0,20827.6,232314.6,126150.0,122824.0,15080.5,7117.6,6822.8,29620.8,19724.6,18050.7,35278.5,19017.4,18926.9,49819.5,27439.3,26417.0,62540.7,30577.1,30774.7,399333.2,210460.6,208249.8,1557830.5,1758440.8,399333.2,389457.6,37.2,1.009189913,5.202334176,210460.6,208249.8,69.8,4187860.8,2105707.5,399333.2,381212.4,384039.0,48910.5,-5144.9,-18120.8,59458.6,27645.5,2826.6,0.0,41.9,335128.5,317284.9,171797.0,166842.5,970501.4,1095478.1,246171.6,242625.3,40.4,-0.414307147,1.590162285,129682.0,125824.0,62.7,2402913.9,1208214.4,335128.5,310095.6,350028.3,88956.9,77523.9,34.9,-0.094085731,2.859186549,42115.0,41018.5,74.9,888437.1,446717.0,54097.3,60205.1,280223.0,316308.8,70596.5,70055.7,39.4,1.803958953,7.348945823,38307.6,38367.8,66.5,711328.6,357664.7,-16499.2,-9850.7,54097.3,287383.4,324391.4,72261.5,71845.9,60.6,0.576905436,19.787548994,23984.3,23415.9,61.4,474612.8,238641.1,248616.3,280632.0,62154.1,62154.1,73.1,-4.202222101,-8.365281913,16735.4,16312.0,40.4,340059.7,170986.2,0.88592,-41756.5,0.0,-588.4,50628.0,-41.9
2003-Q1,5014.6,11907.5,4840.6,6225.2,336740.6,173429.8,179747.7,30849.5,14596.3,12920.9,72017.0,23012.4,25665.0,52680.5,23012.4,25665.0,16488.7,11011.8,11412.3,39519.3,19145.4,20408.6,217385.3,118597.1,122155.4,12630.0,6583.4,6799.0,24824.2,16017.0,17143.4,35207.0,19295.7,19333.8,51801.9,25561.4,26577.7,53403.0,30730.0,30990.9,397241.6,200459.9,207373.5,1645843.5,1754829.5,397241.6,411460.9,39.5,-0.420802862,2.395779823,200459.9,207373.5,69.6,4170238.2,2096846.6,397241.6,385547.1,387695.5,60077.9,-4520.6,-11694.5,60501.1,26900.4,2148.4,0.0,10.9,327617.5,339829.9,163053.8,167372.5,1038194.0,1106942.1,257432.1,259548.5,42.9,0.727568408,-0.069536414,123366.3,126739.5,63.1,2420396.8,1217005.0,327617.5,315732.7,336640.2,70185.4,78933.2,35.9,-0.939616775,-0.716028693,39687.6,40633.1,74.2,880089.2,442519.6,64609.5,65296.8,279424.1,297927.2,70261.7,69856.0,40.4,-2.813262463,1.902666884,36614.9,37288.4,64.6,691317.1,347602.7,-5652.2,-4559.2,64609.5,279695.3,298216.4,63030.9,69923.8,60.4,-2.436935719,13.980954093,20382.4,22845.3,59.9,463046.8,232825.6,232065.2,247432.3,58016.3,58016.3,67.0,1.888862224,-5.639502562,15541.8,16620.1,41.1,346483.0,174215.9,0.93789,-35137.4,0.0,-4225.1,61871.3,-10.9
2003-Q2,9687.7,8456.5,7304.1,7020.6,357676.3,178367.7,178422.4,29204.9,14529.4,12915.7,80383.2,27156.7,27146.7,63615.3,27156.7,27146.7,15699.1,10342.3,10553.7,46371.5,20394.8,20475.6,232389.1,120434.6,121689.9,14250.3,6748.7,6831.4,23120.8,15390.1,16848.5,36058.9,19249.1,19269.2,55490.5,25595.7,25946.7,57097.0,31656.3,31383.0,418987.3,205290.7,205570.4,1680847.6,1745433.2,418987.3,420211.9,40.7,-0.869468485,0.944306128,205290.7,205570.4,68.9,4133979.3,2078615.2,418987.3,403495.0,405321.3,66472.4,-3890.1,-15492.4,61311.0,26877.3,1826.3,0.0,88.3,338848.9,344199.0,164851.8,166279.4,1048811.5,1089111.5,260277.1,262202.9,43.9,-1.206280749,-2.031416048,123902.2,125210.6,62.3,2391200.0,1202324.5,338848.9,323181.1,335599.1,78571.8,80795.3,36.3,1.072302027,0.231196538,40949.6,41068.8,75.0,889526.4,447264.7,70450.8,67281.4,278335.8,289030.7,68695.8,69583.9,43.0,-6.412352638,-5.326176321,34706.9,34897.4,60.5,646987.4,325313.2,1755.0,-2302.6,70450.8,243721.5,253086.4,62161.5,60930.4,51.1,2.937091162,27.641837993,23649.5,23516.3,61.6,476646.9,239663.9,209895.4,217960.5,52473.8,52473.8,61.0,-0.74870248,-4.008627524,16345.4,16495.7,40.8,343888.8,172911.5,0.963,-3306.9,0.0,1475.8,73507.4,-88.3
