country,CHE,CHE,CHE,CHE,CHE,CHE,CHE,CHE,CHE,CHE,CHE,CHE,CHE,CHE,CHE,CHE,CHE,CHE,CHE,CHE,CHE,CHE,CHE,CHE,CHE,CHE,CHE,CHE,CHE,CHE,CHE,CHE,CHE,CHE,CHE,CHE,CHE,CHE,CHE,CHE,CHE,CHE,CHE,CHE,CHE,CHE,CHE,CHE,CHE,CHE,CHE,CHE,CHE,CHE,CHE,CHE,CHE,CHE,CHE,CHE,CHE,CHE,CHE,CHE,CHE,CHE,CHE,CHE,CHE,CHE,CHE,CHE,CHE,CHE,CHE,CHE,CHE,CHE,CHE,CHE,CHE,CHE,CHE,CHE,CHE,CHE,CHE,CHE,CHE,CHE,CHE,CHE,CHE,CHE,CHE,CHE,CHE,CHE,CHE,CHE,CHE,CHE,CHE,CHE,CHE,CHE,CHE,CHE,CHE,CHE,CHE,CHE,CHE,CHE,CHE,CHE,CHE,CHE,CHE,CHE,CHE,CHE,CHE,CHE,CHE,CHE,CHE,CHE,CHE,CHE,CHE,CHE,CHE,CHE,CHE,CHE,CHE,CHE,CHE,CHE,CHE,CHE,CHE,CHE,CHE,CHE,CHE,CHE,CHE,CHE,CHE,CHE,CHE,CHE,CHE,CHE,CHE,CHE,CHE,CHE,CHE,CHE,CHE,CHE,CHE,CHE,CHE,CHE,CHE,CHE,CHE,CHE,CHE,CHE,CHE,CHE,CHE,CHE,CHE,CHE,CHE,CHE,CHE,CHE,CHE,CHE,CHE,CHE,CHE,CHE,CHE,CHE,CHE,CHE,CHE,CHE,CHE,CHE,CHE,CHE,CHE,CHE,CHE,CHE,CHE,CHE,CHE,CHE,CHE,CHE,CHE,CHE,CHE,CHE,CHE,CHE,CHE,CHE,CHE,CHE,CHE,CHE,CHE,CHE,CHE,CHE,CHE,CHE,CHE,CHE,CHE,CHE,CHE,CHE,CHE,CHE,CHE,CHE,CHE,CHE,CHE,CHE,CHE,CHE,CHE,CHE,CHE,CHE,CHE,CHE,CHE,CHE
subject,B11,B11,B11,B11,B1G,B1G,B1G,B1G,B1GVA,B1GVA,B1GVA,B1GVA,B1GVB_E,B1GVB_E,B1GVB_E,B1GVB_E,B1GVC,B1GVC,B1GVC,B1GVC,B1GVF,B1GVF,B1GVF,B1GVF,B1GVG_I,B1GVG_I,B1GVG_I,B1GVG_I,B1GVG_U,B1GVG_U,B1GVG_U,B1GVG_U,B1GVJ,B1GVJ,B1GVJ,B1GVJ,B1GVK,B1GVK,B1GVK,B1GVK,B1GVL,B1GVL,B1GVL,B1GVL,B1GVM_N,B1GVM_N,B1GVM_N,B1GVM_N,B1GVO_Q,B1GVO_Q,B1GVO_Q,B1GVO_Q,B1GVR_U,B1GVR_U,B1GVR_U,B1GVR_U,B1_GA,B1_GA,B1_GA,B1_GA,B1_GE,B1_GE,B1_GE,B1_GE,B1_GE,B1_GE,B1_GE,B1_GE,B1_GE,B1_GE,B1_GE,B1_GE,B1_GE,B1_GE,B1_GE,B1_GI,B1_GI,B2G_B3G,B2G_B3G,D1,D1,D11,D11,D12,D12,D1S1,D1S1,D21S1,D21S1,D21S1,D21S1,D21_D31,D21_D31,D21_D31,D21_D31,D2S1,D2S1,D2_D3,D2_D3,D31S1,D31S1,D31S1,D31S1,D3S1,D3S1,DB1_GA,DB1_GA,EEM,EEMNC,ESE,ESENC,ETO,ETONC,ETOVA,ETOVB_E,ETOVC,ETOVF,ETOVG_I,ETOVJ,ETOVK,ETOVL,ETOVM_N,ETOVO_Q,ETOVR_U,P3,P3,P3,P3,P3,P31S14_S15,P31S14_S15,P31S14_S15,P31S14_S15,P31S14_S15,P31S14_S15,P31S14_S15,P31S14_S15,P31S14_S15,P31S14_S15,P31S14_S15,P31S14_S15,P31S14_S15,P3S13,P3S13,P3S13,P3S13,P3S13,P3S13,P3S13,P3S13,P3S13,P3S13,P3S13,P3S13,P3S13,P3_P5,P3_P5,P3_P5,P3_P5,P5,P5,P5,P5,P5,P51,P51,P51,P51,P51,P51,P51,P51,P51,P51,P51,P51,P51,P51A,P51A,P51A,P51A,P51N1111,P51N1111,P51N1111,P51N1111,P51N1113,P51N1113,P51N1113,P51N1113,P52,P52,P52_P53,P52_P53,P53,P53,P6,P6,P6,P6,P6,P6,P6,P6,P6,P6,P6,P6,P6,P61,P61,P61,P61,P62,P62,P62,P62,P7,P7,P7,P7,P7,P7,P7,P7,P7,P7,P7,P7,P7,P71,P71,P71,P71,P72,P72,P72,P72,POPNC,POPNC,PPPGDP,RB1_GA,RB1_GA,RB1_GA,RB1_GA,RB1_GE,RB1_GE,RB1_GE,RB1_GE,RB1_GE,RB1_GE,RB1_GI,RB1_GI
measure,CQR,CQRSA,LNBQR,LNBQRSA,CQR,CQRSA,LNBQR,LNBQRSA,CQR,CQRSA,LNBQR,LNBQRSA,CQR,CQRSA,LNBQR,LNBQRSA,CQR,CQRSA,LNBQR,LNBQRSA,CQR,CQRSA,LNBQR,LNBQRSA,CQR,CQRSA,LNBQR,LNBQRSA,CQR,CQRSA,LNBQR,LNBQRSA,CQR,CQRSA,LNBQR,LNBQRSA,CQR,CQRSA,LNBQR,LNBQRSA,CQR,CQRSA,LNBQR,LNBQRSA,CQR,CQRSA,LNBQR,LNBQRSA,CQR,CQRSA,LNBQR,LNBQRSA,CQR,CQRSA,LNBQR,LNBQRSA,CQR,CQRSA,LNBQR,LNBQRSA,CARSA,CPCARSA,CQR,CQRSA,DNBSA,DOBSA,GPSA,GYSA,HCPCARSA,HVPVOBARSA,LNBQR,LNBQRSA,VIXOBSA,VOBARSA,VPVOBARSA,CQR,CQRSA,CQR,CQRSA,CQR,CQRSA,CQR,CQRSA,CQR,CQRSA,CQR,CQRSA,CQR,CQRSA,LNBQR,LNBQRSA,CQR,CQRSA,LNBQR,LNBQRSA,CQR,CQRSA,CQR,CQRSA,CQR,CQRSA,LNBQR,LNBQRSA,CQR,CQRSA,LNBQR,LNBQRSA,PER,PER,PER,PER,PER,PER,PER,PER,PER,PER,PER,PER,PER,PER,PER,PER,PER,CQR,CQRSA,DNBSA,LNBQR,LNBQRSA,CARSA,CPCARSA,CQR,CQRSA,DNBSA,DOBSA,GPSA,GYSA,LNBQR,LNBQRSA,VIXOBSA,VOBARSA,VPVOBARSA,CARSA,CPCARSA,CQR,CQRSA,DNBSA,DOBSA,GPSA,GYSA,LNBQR,LNBQRSA,VIXOBSA,VOBARSA,VPVOBARSA,CQR,CQRSA,LNBQR,LNBQRSA,CQR,CQRSA,DNBSA,LNBQR,LNBQRSA,CARSA,CPCARSA,CQR,CQRSA,DNBSA,DOBSA,GPSA,GYSA,LNBQR,LNBQRSA,VIXOBSA,VOBARSA,VPVOBARSA,CQR,CQRSA,LNBQR,LNBQRSA,CQR,CQRSA,LNBQR,LNBQRSA,CQR,CQRSA,LNBQR,LNBQRSA,CQR,CQRSA,CQR,CQRSA,CQR,CQRSA,CARSA,CPCARSA,CQR,CQRSA,DNBSA,DOBSA,GPSA,GYSA,LNBQR,LNBQRSA,VIXOBSA,VOBARSA,VPVOBARSA,CQR,CQRSA,LNBQR,LNBQRSA,CQR,CQRSA,LNBQR,LNBQRSA,CARSA,CPCARSA,CQR,CQRSA,DNBSA,DOBSA,GPSA,GYSA,LNBQR,LNBQRSA,VIXOBSA,VOBARSA,VPVOBARSA,CQR,CQRSA,LNBQR,LNBQRSA,CQR,CQRSA,LNBQR,LNBQRSA,PER,PERSA,CD,CQR,CQRSA,LNBQR,LNBQRSA,CARSA,CQR,CQRSA,LNBQR,LNBQRSA,VOBARSA,CQR,CQRSA
unit,Swiss Franc,Swiss Franc,Swiss Franc,Swiss Franc,Swiss Franc,Swiss Franc,Swiss Franc,Swiss Franc,Swiss Franc,Swiss Franc,Swiss Franc,Swiss Franc,Swiss Franc,Swiss Franc,Swiss Franc,Swiss Franc,Swiss Franc,Swiss Franc,Swiss Franc,Swiss Franc,Swiss Franc,Swiss Franc,Swiss Franc,Swiss Franc,Swiss Franc,Swiss Franc,Swiss Franc,Swiss Franc,Swiss Franc,Swiss Franc,Swiss Franc,Swiss Franc,Swiss Franc,Swiss Franc,Swiss Franc,Swiss Franc,Swiss Franc,Swiss Franc,Swiss Franc,Swiss Franc,Swiss Franc,Swiss Franc,Swiss Franc,Swiss Franc,Swiss Franc,Swiss Franc,Swiss Franc,Swiss Franc,Swiss Franc,Swiss Franc,Swiss Franc,Swiss Franc,Swiss Franc,Swiss Franc,Swiss Franc,Swiss Franc,Swiss Franc,Swiss Franc,Swiss Franc,Swiss Franc,Swiss Franc,US Dollar,Swiss Franc,Swiss Franc,Index,Index,Percentage,Percentage,US Dollar,US Dollar,Swiss Franc,Swiss Franc,Index,Swiss Franc,US Dollar,Swiss Franc,Swiss Franc,Swiss Franc,Swiss Franc,Swiss Franc,Swiss Franc,Swiss Franc,Swiss Franc,Swiss Franc,Swiss Franc,Swiss Franc,Swiss Franc,Swiss Franc,Swiss Franc,Swiss Franc,Swiss Franc,Swiss Franc,Swiss Franc,Swiss Franc,Swiss Franc,Swiss Franc,Swiss Franc,Swiss Franc,Swiss Franc,Swiss Franc,Swiss Franc,Swiss Franc,Swiss Franc,Swiss Franc,Swiss Franc,Swiss Franc,Swiss Franc,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Swiss Franc,Swiss Franc,Index,Swiss Franc,Swiss Franc,Swiss Franc,US Dollar,Swiss Franc,Swiss Franc,Index,Index,Percentage,Percentage,Swiss Franc,Swiss Franc,Index,Swiss Franc,US Dollar,Swiss Franc,US Dollar,Swiss Franc,Swiss Franc,Index,Index,Percentage,Percentage,Swiss Franc,Swiss Franc,Index,Swiss Franc,US Dollar,Swiss Franc,Swiss Franc,Swiss Franc,Swiss Franc,Swiss Franc,Swiss Franc,Index,Swiss Franc,Swiss Franc,Swiss Franc,US Dollar,Swiss Franc,Swiss Franc,Index,Index,Percentage,Percentage,Swiss Franc,Swiss Franc,Index,Swiss Franc,US Dollar,Swiss Franc,Swiss Franc,Swiss Franc,Swiss Franc,Swiss Franc,Swiss Franc,Swiss Franc,Swiss Franc,Swiss Franc,Swiss Franc,Swiss Franc,Swiss Franc,Swiss Franc,Swiss Franc,Swiss Franc,Swiss Franc,Swiss Franc,Swiss Franc,Swiss Franc,US Dollar,Swiss Franc,Swiss Franc,Index,Index,Percentage,Percentage,Swiss Franc,Swiss Franc,Index,Swiss Franc,US Dollar,Swiss Franc,Swiss Franc,Swiss Franc,Swiss Franc,Swiss Franc,Swiss Franc,Swiss Franc,Swiss Franc,Swiss Franc,US Dollar,Swiss Franc,Swiss Franc,Index,Index,Percentage,Percentage,Swiss Franc,Swiss Franc,Index,Swiss Franc,US Dollar,Swiss Franc,Swiss Franc,Swiss Franc,Swiss Franc,Swiss Franc,Swiss Franc,Swiss Franc,Swiss Franc,Persons,Persons,Swiss Franc,Swiss Franc,Swiss Franc,Swiss Franc,Swiss Franc,Swiss Franc,Swiss Franc,Swiss Franc,Swiss Franc,Swiss Franc,Swiss Franc,Swiss Franc,Swiss Franc
powercode,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Units,Units,Units,Units,Units,Units,Millions,Millions,Units,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Thousands,Thousands,Thousands,Thousands,Thousands,Thousands,Thousands,Thousands,Thousands,Thousands,Thousands,Thousands,Thousands,Thousands,Thousands,Thousands,Thousands,Millions,Millions,Units,Millions,Millions,Millions,Millions,Millions,Millions,Units,Units,Units,Units,Millions,Millions,Units,Millions,Millions,Millions,Millions,Millions,Millions,Units,Units,Units,Units,Millions,Millions,Units,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Units,Millions,Millions,Millions,Millions,Millions,Millions,Units,Units,Units,Units,Millions,Millions,Units,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Units,Units,Units,Units,Millions,Millions,Units,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Units,Units,Units,Units,Millions,Millions,Units,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Thousands,Thousands,Units,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions
reference_period,,,2015,2015,,,2015,2015,,,2015,2015,,,2015,2015,,,2015,2015,,,2015,2015,,,2015,2015,,,2015,2015,,,2015,2015,,,2015,2015,,,2015,2015,,,2015,2015,,,2015,2015,,,2015,2015,,,2015,2015,,,,,2015,2015,,,,2015,2015,2015,2015,2015,2015,,,,,,,,,,,,,,,2015,2015,,,2015,2015,,,,,,,2015,2015,,,2015,2015,,,,,,,,,,,,,,,,,,,,2015,2015,2015,,,,,2015,2015,,,2015,2015,2015,2015,2015,,,,,2015,2015,,,2015,2015,2015,2015,2015,,,2015,2015,,,2015,2015,2015,,,,,2015,2015,,,2015,2015,2015,2015,2015,,,2015,2015,,,2015,2015,,,2015,2015,,,,,,,,,,,2015,2015,,,2015,2015,2015,2015,2015,,,2015,2015,,,2015,2015,,,,,2015,2015,,,2015,2015,2015,2015,2015,,,2015,2015,,,2015,2015,,,,,,2015,2015,,,,2015,2015,2015,,
time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45095.6,22449.1,,,,,,,,,,,,200248.8,162041.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26009.0,12947.6,,,,,,,,,,104955.1,84929.7,2896.7,1442.0,,,,,,,,,,17503.3,14163.7,,,,,,,,,,14328.8,7133.0,,,,,,,,,,43935.2,35552.4,,,,,,,,,,,,,,,,,,,14712.0,7323.8,,,,,,,,,,38171.6,30888.5,,,,,,,,,14751.8,7343.6,,,,,,,,,,27158.1,21976.4,,,,,,,,,,,2.00879,,,,,1901.0,,,,,22841.7,,
1961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50731.1,24507.1,,,,,8.108092925,8.108092925,,,,,,216485.2,175179.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28562.0,13797.7,,,,,6.809452963,6.809452963,,,,112102.0,90713.0,3558.4,1719.0,,,,,17.23498128,17.23498128,,,,20520.0,16604.8,,,,,,,,,,17791.2,8594.6,,,,,15.72113322,15.72113322,,,,50842.4,41141.7,,,,,,,,,,,,,,,,,,,16202.6,7827.2,,,,,8.016191532,8.016191532,,,,41231.5,33364.6,,,,,,,,,17772.9,8585.7,,,,,19.89133358,19.89133358,,,,32560.2,26347.7,,,,,,,,,,,2.07005,,,,,2389.7,,,,,24349.5,,
1962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56257.9,25955.5,,,,,4.78961946,4.78961946,,,,,,226854.0,183570.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31878.6,14707.7,,,,,6.389159935,6.389159935,,,,119264.4,96508.8,4132.4,1906.6,,,,,8.254703541,8.254703541,,,,22213.9,17975.5,,,,,,,,,,20774.4,9584.6,,,,,10.218545714,10.218545714,,,,56037.7,45345.7,,,,,,,,,,,,,,,,,,,17753.7,8191.0,,,,,6.20516583,6.20516583,,,,43790.0,35434.9,,,,,,,,,19853.6,9159.8,,,,,10.456324463,10.456324463,,,,35964.8,29102.8,,,,,,,,,,,2.16748,,,,,1572.3,,,,,21512.9,,
1963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61863.2,27498.4,,,,,4.879583346,4.879583346,,,,,,237923.6,192527.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34621.1,15389.2,,,,,4.835565616,4.835565616,,,,125031.5,101175.5,4732.8,2103.7,,,,,8.714628517,8.714628517,,,,24149.7,19542.0,,,,,,,,,,23780.8,10570.6,,,,,7.315115439,7.315115439,,,,60136.9,48662.8,,,,,,,,,,,,,,,,,,,19345.1,8599.0,,,,,5.196703526,5.196703526,,,,46065.7,37276.3,,,,,,,,,21400.8,9512.7,,,,,4.842663239,4.842663239,,,,37706.5,30512.1,,,,,,,,,,,2.2497,,,,,784.1,,,,,20246.3,,
