,id,name
0,PCGNPA,Net purchases abroad
1,B1_GA,Gross domestic product at market prices - output approach
2,B1_GE,Gross domestic product - expenditure approach
3,B1_GI,Gross domestic product - income approach
4,B1_GS1,Gross domestic product
5,B1G,"Gross value added at basic prices, total activity"
6,B2G_B3G,Gross operating surplus and mixed income
7,B5_GS1,Gross national income at market prices
8,B5_NS1,Net national income at market prices
9,B6NS1,Net national disposable income
10,B8NS1,Net saving
11,B9S1,Net lending/net borrowing
12,D1,"Compensation of employees, total"
13,D1_D4NFRS2,Net primary incomes from the rest of the world
14,D11,"Wages and salaries, total"
15,D1S1,Compensation of employees
16,D2_D3,Taxes less subsidies on production and imports
17,D21_D31,Taxes less subsidies on products
18,D2S1,Taxes on production and imports
19,D3S1,Subsidies on production and imports
20,D5_D7NFRS2,Net current transfers from the rest of the world
21,D9FRS2,Capital transfers receivable from the rest of the world
22,D9NFRS2,Net capital transfers from the rest of the world
23,D9TOS2,Capital transfers payable to the rest of the world
24,EEM,"Employees, total"
25,EEMNC,Employees
26,ESE,"Self-employed, total"
27,ESENC,Self-employed
28,ETO,"Employment, total"
29,ETONC,Total employment
30,K1MS1,Consumption of fixed capital
31,K1S1,Consumption of fixed capital
32,K2S1,Acquisitions less disposals of non-financial non-produced assets
33,P3,Final consumption expenditure
34,P3_P5,add. Total domestic demand
35,P311B,Durable goods
36,P312N,Other goods and services
37,P31DC,Households consumption expenditure (Domestic Concept)
38,P31NC,Households consumption expenditure (National Concept)
39,P31S13,Individual consumption expenditure of general government
40,P31S14,Final consumption expenditure of households
41,P31S14_S15,Private final consumption expenditure
42,P31S14_S15B,Private final consumption expenditure by durability
43,P31S15,Final consumption expenditure of non-profit institutions serving households
44,P31S15B,Final consumption expenditure of non-profit institutions serving households
45,P32S13,Collective consumption expenditure of general government
46,P3S1,Final consumption expenditure
47,P3S13,General government final consumption expenditure
48,P41,add. Actual individual consumption
49,P5,Gross capital formation
50,P51,Gross fixed capital formation
51,P51A,Gross fixed capital formation by asset
52,P52,Changes in inventories
53,P52_P53,Changes in inventories and acquisitions less disposals of valuables
54,P53,Acquisitions less disposals of valuables
55,P5S1,Gross capital formation
56,P6,Exports of goods and services
57,P61,Exports of goods
58,P62,Exports of services
59,P7,Imports of goods and services
60,P71,Imports of goods
61,P72,Imports of services
62,POPNC,Total population
63,RB1_GA,Residual item
64,RB1_GE,Residual item
65,RB1_GS1,Residual item
66,RB9S1,Residual item
67,D1_D4FRS2,Primary incomes receivable from the rest of the world
68,D1_D4TOS2,Primary incomes payable to the rest of the world
69,D5_D7FRS2,Current transfers receivable from the rest of the world
70,D5_D7TOS2,Current transfers payable to the rest of the world
71,B11,External balance of goods and services
72,P51N1111,Dwellings
73,P51N1112,Other buildings and structures
74,P51N11131,Transport equipment
75,P51N1114,Cultivated biological resources
76,P51N112,Intellectual property products
