country,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND
2008-Q1,-627.2,-807.3,-687.0,-823.2,12340.4,12340.4,16445.6,16445.6,2202.9,2203.4,3381.7,3268.0,3173.2,3047.8,3921.7,3736.3,2422.1,2326.5,2930.1,2797.4,1172.9,1172.9,1544.3,1495.3,2283.7,2170.0,2908.5,2763.6,5811.0,5586.4,7724.0,7369.5,2050.9,2050.9,2677.9,2677.9,1476.4,1365.5,2137.7,1928.0,13639.3,12948.7,18229.9,17051.4,51795.0,4281866.1,13639.3,12948.7,63.0,0.6059,8.53763,,18229.9,17051.4,82159.5,4271352.2,,,,,21.3,9.8,8729.2,8527.2,11390.2,11167.9,28948.3,2393143.5,7164.1,7237.1,,2.16947,10.08513,,9248.4,9340.3,47045.3,2445818.1,6226.6,514752.9,1556.7,1556.7,,43.50898,21.01662,,2150.9,2150.9,10838.2,563462.8,5801.7,5481.3,7243.6,6779.1,18988.5,1569769.3,5018.9,4747.1,,1.57024,12.21116,,6246.2,5840.4,26529.3,1379221.6,704.0,704.0,892.1,892.1,783.6,845.3,1000.7,1085.4,141.2,141.2,193.3,193.3,11087.8,916621.2,2952.0,2771.9,,2.63742,7.90452,,4067.8,3826.4,17529.7,911342.5,14317.0,1183577.8,3579.2,3579.2,,13.79918,25.57112,,4649.6,4649.6,22493.7,1169415.9,12.09636,860.7,-177.2,-488.9,274.0,-349.1,2710.7
2008-Q2,-546.3,-419.6,-757.1,-547.0,12416.1,12416.1,15607.7,15607.7,2206.2,2306.2,3103.9,3286.4,3193.0,3191.8,3794.1,3839.4,2463.6,2467.2,2869.4,2897.3,1239.7,1239.7,1528.3,1527.4,2297.2,2273.8,2779.1,2838.3,5846.0,5923.4,7298.7,7514.3,2237.9,2237.9,2704.8,2704.8,1310.9,1411.7,1814.8,1971.2,13102.0,13473.2,16486.0,17229.4,53892.8,4345171.6,13102.0,13473.2,64.9,1.04386,6.97469,,16486.0,17229.4,83017.1,4315939.3,,,,,22.2,38.2,8424.6,8799.6,10889.4,11182.3,30133.1,2429518.5,7288.7,7533.3,,1.59206,9.52586,,9325.7,9489.0,47794.3,2484757.1,4597.6,370684.7,1149.4,1149.4,,-27.60564,-1.84407,,1557.1,1557.1,7846.3,407915.3,5459.2,5582.5,6481.8,6728.3,19809.6,1597175.4,4916.5,4952.4,,4.01421,13.17296,,5833.7,6074.9,27594.3,1434586.4,339.8,339.8,407.2,407.2,536.4,554.4,636.8,660.6,214.6,214.6,253.5,253.5,13960.1,1125552.8,3363.4,3490.0,,12.40436,28.10852,,4184.2,4301.0,19704.1,1024388.7,15638.7,1260889.2,3909.7,3909.7,,4.26901,34.0451,,4848.1,4848.1,23454.0,1219338.4,12.40292,1031.0,-46.2,-82.0,26.2,248.3,3532.1
2008-Q3,-990.1,-937.3,-1173.9,-1110.8,12448.0,12448.0,15306.0,15306.0,1821.5,2362.2,2467.0,3262.3,3222.7,3278.7,3762.4,3836.3,2489.5,2514.6,2851.3,2880.2,1265.1,1265.1,1514.8,1537.9,2345.0,2362.9,2778.0,2846.9,6174.4,6162.3,7532.2,7622.4,2332.9,2332.9,2748.3,2748.3,1496.6,1466.5,2005.9,2027.1,13423.4,13966.3,16515.6,17379.4,55865.3,4396424.1,13423.4,13966.3,66.7,0.87024,6.00342,,16515.6,17379.4,83739.6,4353498.3,,,,,96.8,-21.2,8556.8,9094.6,10631.8,11251.3,31099.8,2447459.2,7509.2,7775.0,,0.68905,7.40169,,9230.4,9554.4,48123.6,2501878.4,4269.7,336008.5,1067.4,1067.4,,-10.66287,1.74302,,1391.1,1391.1,7009.6,364419.8,5669.4,5645.9,6619.7,6692.2,20412.7,1606412.2,5130.7,5103.2,,-0.5258,9.04459,,5986.0,6042.9,27449.2,1427043.3,343.3,343.3,404.6,404.6,531.3,550.3,620.4,645.2,206.9,206.9,240.6,240.6,14623.3,1150810.6,3603.0,3655.8,,3.64888,28.04143,,4379.3,4458.0,20423.1,1061767.5,18372.5,1445856.8,4593.1,4593.1,,14.86509,46.45256,,5568.7,5568.7,26940.4,1400594.1,12.70699,3832.3,362.9,614.7,692.9,1097.1,7674.4
2008-Q4,-882.5,-892.4,-1056.1,-1040.2,13688.2,13688.2,16918.2,16918.2,2973.0,2397.9,4062.0,3251.8,3178.8,3249.9,3766.8,3822.7,2417.0,2485.3,2799.7,2853.8,1234.4,1234.4,1501.0,1529.4,2351.4,2403.9,2836.2,2841.9,6347.2,6420.9,7875.7,7838.5,2368.7,2368.7,2858.5,2858.5,1627.0,1648.3,2181.0,2138.1,14397.2,14332.4,17814.3,17400.7,57329.8,4372913.7,14397.2,14332.4,68.4,0.12257,2.66643,,17814.3,17400.7,83842.2,4358834.5,,,,,-50.2,43.6,10384.5,9478.1,12621.7,11815.8,32146.8,2452048.8,8614.2,8036.7,,2.05882,6.66298,,10373.0,9751.1,49114.4,2553387.5,7062.5,538698.9,1765.6,1765.6,,62.10013,50.45241,,2255.0,2255.0,11362.6,590725.0,5501.4,5621.5,6446.0,6500.2,20640.3,1574371.6,4989.7,5160.1,,-2.78993,2.15999,,5840.2,5874.3,26683.4,1387229.8,333.3,333.3,397.3,397.3,504.1,523.3,592.3,617.9,190.0,190.0,220.7,220.7,13102.0,999372.0,3285.4,3275.5,,-9.03275,8.77738,,4032.4,4055.3,18578.3,965860.6,16671.7,1271661.3,4167.9,4167.9,,-8.49881,24.71226,,5095.4,5095.4,24650.8,1281560.3,13.1102,1049.9,-423.1,-70.9,12.0,163.2,2754.3
2009-Q1,-373.9,-543.5,-546.8,-631.3,13419.5,13419.5,17014.0,17014.0,2541.1,2475.4,3435.3,3267.7,3147.8,3021.9,3779.1,3604.0,2385.6,2288.5,2777.0,2666.1,1304.4,1304.4,1624.2,1573.4,2326.0,2279.0,2937.4,2803.4,6467.4,6328.3,8301.4,8032.7,2432.8,2432.8,3046.8,3046.8,1708.6,1616.5,2317.1,2182.5,14395.6,13546.2,18272.9,17079.4,54184.8,4271227.1,14395.6,13546.2,65.8,-1.84614,0.16417,,18272.9,17079.4,82294.4,4278364.4,,,,,17.0,-25.0,9724.2,9717.8,11791.7,11685.4,32601.5,2569881.4,8083.2,8150.4,,0.9776,5.41869,,9711.6,9846.4,49594.6,2578349.5,6550.1,516326.7,1637.5,1637.5,,-7.52528,-3.05106,,2085.3,2085.3,10507.5,546271.2,5262.3,5042.4,6211.7,5838.6,18503.0,1458538.1,4804.5,4625.8,,-9.82755,-9.30397,,5629.3,5297.0,24061.0,1250899.2,329.0,329.0,394.0,394.0,449.4,472.0,569.1,596.1,143.0,143.0,202.1,202.1,11930.8,940470.0,3152.3,2982.7,,-9.24878,-3.81988,,3898.7,3680.2,16860.1,876530.3,14104.7,1111829.6,3526.2,3526.2,,-15.38526,-7.2709,,4311.5,4311.5,20858.2,1084388.9,12.686,-1296.0,-84.8,-653.0,865.4,87.9,2129.4
2009-Q2,-599.1,-493.6,-737.8,-562.6,13461.9,13461.9,16530.5,16530.5,2374.9,2544.3,3122.6,3257.5,3321.2,3318.9,3904.0,3974.3,2507.6,2511.5,2927.4,2984.3,1301.4,1301.4,1591.2,1597.6,2400.7,2415.9,2919.2,2980.6,6527.7,6695.0,7996.1,8262.0,2519.0,2519.0,3028.6,3028.6,1608.0,1760.1,2048.3,2252.8,14076.5,14604.4,17309.3,18070.7,58417.7,4470600.9,14076.5,14604.4,67.1,5.80366,4.88252,,17309.3,18070.7,87070.4,4526666.0,,,,,-47.5,55.4,9559.4,10078.8,11731.9,12057.9,33576.9,2569577.8,8114.3,8394.2,,2.55419,6.41706,,9937.7,10097.9,50861.3,2644205.5,5805.7,444300.1,1451.4,1451.4,,-14.1284,14.99737,,1790.7,1790.7,9023.0,469091.8,5756.2,5939.0,6597.6,6850.0,20401.1,1561260.1,4980.4,5100.3,,12.13259,-2.22508,,5672.0,5939.7,26980.3,1402665.7,514.9,514.9,626.0,626.0,776.6,806.5,929.6,970.3,291.6,291.6,344.4,344.4,12379.7,947393.1,2989.5,3094.9,,5.0123,-10.14499,,3756.0,3864.7,17705.1,920464.6,14354.1,1098491.3,3588.5,3588.5,,2.6858,-8.6789,,4427.3,4427.3,21418.4,1113513.3,13.06707,608.4,-385.5,-362.8,-45.6,179.0,3919.2
2009-Q3,-740.1,-675.2,-862.9,-753.7,13950.4,13950.4,16723.6,16723.6,2029.9,2663.3,2516.7,3284.7,3494.8,3569.1,4056.8,4137.1,2669.6,2703.1,3084.7,3120.1,1342.4,1342.4,1597.3,1635.3,2527.2,2559.7,3019.8,3095.1,7094.1,7077.5,8470.5,8489.5,2609.3,2609.3,3061.5,3061.5,1957.6,1908.5,2389.3,2333.0,14715.1,15530.8,17664.9,18532.2,62123.1,4557705.0,14715.1,15530.8,69.6,2.55388,6.63314,,17664.9,18532.2,89294.1,4642271.8,,,,,-76.0,66.2,9987.5,10520.9,11814.0,12381.4,35203.4,2582726.1,8495.3,8800.9,,2.64496,8.48424,,10065.1,10365.0,52206.6,2714143.7,5999.3,440144.5,1499.8,1499.8,,-2.63662,25.32899,,1743.4,1743.4,8785.1,456723.7,6318.5,6286.8,7183.7,7259.0,21876.4,1604974.3,5471.7,5469.1,,5.15992,3.36352,,6185.1,6246.2,28372.4,1475042.2,548.2,548.2,659.6,659.6,847.5,877.8,1002.4,1043.5,329.6,329.6,383.9,383.9,12733.0,934168.2,3118.4,3183.3,,0.86919,-12.55475,,3823.5,3898.3,17859.0,928465.2,15433.8,1132314.0,3858.5,3858.5,,5.07456,-16.46265,,4652.0,4652.0,22505.3,1170019.2,13.63034,1744.8,-559.8,-112.0,-160.0,271.6,4576.3
2009-Q4,-1132.7,-1134.0,-1158.0,-1176.6,15824.6,15824.6,18216.4,18216.4,3432.8,2784.7,4007.7,3262.4,3658.0,3754.3,4170.3,4229.3,2765.0,2856.3,3152.0,3207.5,1405.6,1405.6,1633.7,1660.9,2685.3,2726.1,3145.2,3171.6,7371.1,7442.6,8609.0,8645.6,2707.0,2707.0,3116.6,3116.6,1978.9,2009.6,2347.2,2357.4,16708.1,16382.0,19277.1,18926.3,65528.2,4657951.5,16708.1,16382.0,71.9,2.12673,8.76762,,19277.1,18926.3,91193.2,4741000.3,,,,,-36.6,52.5,11973.2,10984.0,13516.1,12711.3,37040.1,2632931.1,9868.0,9260.0,,1.39433,7.77791,,11109.5,10509.5,52934.5,2751987.7,8384.4,595987.6,2096.1,2096.1,,38.42284,7.02271,,2413.3,2413.3,12160.6,632209.9,6448.5,6558.1,7217.8,7312.2,22961.9,1632203.7,5606.8,5740.5,,0.7768,7.15602,,6247.4,6294.7,28592.8,1486500.3,567.8,567.8,674.0,674.0,841.5,875.6,972.3,1018.5,307.8,307.8,344.5,344.5,13282.6,944172.6,3321.9,3320.7,,0.65279,-3.24421,,3894.6,3923.7,17975.6,934526.1,17818.5,1266598.7,4454.6,4454.6,,9.63918,0.0967,,5100.4,5100.4,24674.7,1282799.5,14.06803,1677.7,-297.8,-148.3,38.6,211.4,4204.3
2010-Q1,-955.6,-1124.7,-999.2,-1185.7,16626.9,16626.9,18948.2,18948.2,3123.6,2968.9,3526.8,3369.2,4042.9,3874.7,4505.7,4296.2,3051.2,2922.5,3409.5,3261.6,1546.8,1546.8,1756.4,1684.8,2920.5,2832.2,3423.9,3260.8,7945.1,7723.0,9187.9,8866.3,2862.6,2862.6,3254.0,3254.0,2162.0,2028.2,2509.9,2351.5,18148.2,17130.7,20696.3,19418.4,68522.6,4803070.0,18148.2,17130.7,73.2,2.60018,13.69473,,20696.3,19418.4,93564.3,4864274.8,,,,,153.6,-46.4,11463.7,11400.1,12726.5,12637.7,37929.4,2658650.0,9459.9,9482.4,,0.12219,6.86488,,10382.5,10522.3,52999.2,2755350.2,7982.8,559553.9,1995.7,1995.7,,-2.51316,12.82334,,2352.7,2352.7,11854.9,616321.4,7212.8,6952.0,8020.5,7598.4,24353.7,1707063.9,6339.3,6088.4,,4.75406,24.48401,,6970.1,6594.0,29952.2,1557169.4,626.5,626.5,729.1,729.1,870.9,912.8,1050.9,1101.0,286.3,286.3,371.9,371.9,14011.0,982097.0,3671.8,3502.8,,2.83513,9.63923,,4247.6,4035.0,18485.2,961021.1,18509.8,1297435.2,4627.4,4627.4,,2.35774,21.08614,,5220.6,5220.6,25256.4,1313044.6,14.26642,2755.4,682.3,62.3,1235.0,406.0,5529.2
2010-Q2,-1161.8,-1037.7,-1336.8,-1289.2,16203.6,16203.6,18032.7,18032.7,2873.7,3132.1,3269.5,3468.9,3956.4,3951.1,4284.3,4355.7,2965.8,2969.6,3233.0,3309.5,1505.3,1505.3,1688.8,1692.1,2963.8,3012.6,3324.4,3401.6,7911.0,8147.3,8780.7,9089.1,3062.1,3062.1,3319.5,3319.5,1885.1,2072.6,2136.8,2367.9,17137.4,17879.8,19091.1,19885.0,71519.0,4944509.3,17137.4,17879.8,74.6,2.40256,10.03998,,19091.1,19885.0,95812.3,4981142.2,,,,,31.5,15.7,11476.8,11837.5,12714.2,13077.5,40166.9,2776963.6,9731.8,10041.7,,4.13607,8.51325,,10759.6,10957.6,55191.3,2869313.4,7008.0,484502.2,1752.0,1752.0,,-17.06739,8.96192,,1951.1,1951.1,9831.6,511131.5,7087.1,7378.9,7678.8,7973.9,24761.6,1711907.2,5907.8,6190.4,,0.91867,12.03486,,6356.7,6654.5,30227.3,1571474.6,799.3,799.3,918.8,918.8,1188.3,1236.1,1341.1,1402.8,436.7,436.7,484.0,484.0,15438.9,1067379.9,3735.7,3859.7,,4.26585,8.85989,,4072.2,4207.1,19273.8,1002016.8,19589.9,1354360.6,4897.5,4897.5,,5.28023,24.14548,,5496.3,5496.3,26590.0,1382376.4,14.46433,3733.5,108.3,134.1,529.0,692.1,7878.3
2010-Q3,-1043.7,-938.3,-1209.8,-1152.6,16415.2,16415.2,18101.5,18101.5,2449.9,3280.8,2702.9,3577.1,4034.5,4138.3,4342.9,4445.4,3050.7,3094.4,3312.1,3359.0,1499.4,1499.4,1656.0,1699.9,3023.6,3104.9,3377.7,3469.9,8417.2,8425.8,9237.8,9235.1,3143.2,3143.2,3367.4,3367.4,2250.4,2177.7,2492.7,2397.8,17558.0,18711.6,19374.7,20472.7,74846.3,5098274.3,17558.0,18711.6,75.9,2.95598,10.47142,,19374.7,20472.7,98644.5,5128383.8,,,,,-54.8,55.1,11844.3,12350.6,12804.8,13329.8,41888.6,2853305.6,10096.0,10472.1,,2.94682,8.83237,,10909.9,11280.5,56817.6,2953866.8,7034.2,479147.6,1758.6,1758.6,,-3.18508,8.34812,,1889.0,1889.0,9518.5,494851.5,7566.5,7622.5,8192.0,8285.1,25737.2,1753131.6,6352.5,6434.3,,3.86564,10.65597,,6834.8,6911.8,31395.8,1632222.2,822.2,822.2,941.2,941.2,1222.0,1271.1,1374.4,1437.6,449.0,449.0,496.4,496.4,15989.5,1089146.8,3891.9,3997.4,,3.07269,11.23795,,4242.4,4336.4,19866.0,1032805.6,19742.5,1344791.1,4935.6,4935.6,,-0.13356,17.99209,,5488.9,5488.9,26554.5,1380530.1,14.68071,3939.3,-427.5,162.6,46.2,602.8,7601.1
2010-Q4,-694.0,-696.8,-789.0,-609.3,18684.7,18684.7,19801.1,19801.1,4302.8,3400.1,4513.1,3585.9,4272.0,4394.7,4530.6,4602.2,3206.5,3324.5,3438.4,3509.8,1604.9,1604.9,1737.4,1756.3,3180.3,3217.5,3483.4,3525.0,8577.7,8697.7,9245.2,9408.1,3267.9,3267.9,3454.8,3454.8,2129.5,2212.3,2306.9,2428.2,20094.7,19582.2,21337.9,20947.9,78328.8,5226859.7,20094.7,19582.2,77.6,2.32107,10.68164,,21337.9,20947.9,100934.1,5247417.0,,,,,-41.1,100.5,13540.4,12849.9,14318.0,13672.3,42405.8,2829727.5,11199.5,10601.4,,0.19362,7.54358,,11844.4,11302.3,56927.6,2959586.0,9331.2,622668.1,2332.8,2332.8,,31.19344,2.68943,,2478.2,2478.2,12487.6,649212.7,7991.8,8013.1,8530.3,8619.8,27025.5,1803406.1,6759.5,6756.4,,4.25862,14.47911,,7179.9,7206.1,32732.8,1701732.3,864.2,864.2,977.1,977.1,1239.0,1294.0,1364.6,1435.3,429.8,429.8,458.2,458.2,18102.0,1207940.2,4528.3,4525.5,,14.72454,26.78957,,4936.2,4974.9,22791.2,1184881.5,20889.1,1393924.5,5222.3,5222.3,,1.73557,9.48633,,5584.2,5584.2,27015.4,1404490.2,14.98582,2353.4,-367.4,-275.8,-493.8,-406.5,3010.2
2011-Q1,-422.3,-649.0,-560.0,-571.6,19731.0,19731.0,20759.0,20759.0,3723.9,3537.4,3820.8,3674.5,4702.0,4480.8,4852.4,4606.8,3562.7,3397.1,3704.0,3509.2,1781.4,1781.4,1872.6,1806.5,3484.8,3317.5,3848.5,3637.4,9530.7,9165.9,10167.3,9698.8,3445.4,3445.4,3566.5,3566.5,2600.5,2403.0,2752.4,2494.9,21692.7,20309.3,22833.4,21331.4,81237.2,5321748.6,21692.7,20309.3,79.0,1.83064,9.85149,,22833.4,21331.4,102781.8,5343478.4,,,,,115.6,12.2,13529.1,13352.5,14039.3,13796.8,44597.3,2921514.2,11237.4,11149.3,,2.25878,9.83855,,11584.0,11557.6,58213.5,3026436.6,9145.7,599122.6,2286.4,2286.4,,-0.70288,4.59632,,2460.8,2460.8,12399.8,644649.5,8477.6,8108.5,8893.4,8415.8,27378.7,1793541.6,7205.9,6844.7,,-2.03975,7.05458,,7460.3,7059.1,32065.2,1667021.2,960.2,960.2,1052.6,1052.6,1277.6,1346.1,1449.4,1527.3,385.9,385.9,474.7,474.7,19476.7,1275892.9,5095.9,4869.2,,6.28105,31.03818,,5554.9,5287.4,24222.7,1259304.5,22072.8,1445964.1,5518.2,5518.2,,4.91967,12.22669,,5858.9,5858.9,28344.4,1473586.4,15.26514,2711.7,425.1,-282.2,579.8,-227.2,4225.0
2011-Q2,-1331.6,-1193.7,-1369.4,-1209.4,19164.7,19164.7,19691.3,19691.3,3232.2,3602.4,3361.1,3700.1,4601.9,4573.1,4702.0,4740.3,3508.6,3501.3,3560.2,3627.2,1822.2,1822.2,1867.8,1887.8,3300.7,3343.4,3386.6,3458.4,9508.4,9725.8,9760.5,10026.6,3951.0,3951.0,4044.9,4044.9,2256.7,2431.3,2329.0,2523.3,20435.0,20919.3,21028.6,21589.9,83677.1,5418202.6,20435.0,20919.3,80.4,1.21165,8.57394,77.7,21028.6,21589.9,104027.2,5408222.4,1270.3,1519.7,1337.3,1550.3,-43.8,-103.6,13919.3,14029.0,14407.7,14823.3,49298.4,3192134.5,11964.0,12324.6,77.5,9.32234,15.30882,81.0,12366.0,12635.0,63640.4,3308571.5,7821.1,506428.1,1955.3,1955.3,76.0,-17.03349,4.63908,73.2,2041.7,2041.7,10287.7,534843.2,7891.1,8223.6,8094.0,8367.4,28403.3,1839148.5,6821.0,7100.8,86.4,2.52208,8.75549,84.7,6969.5,7237.2,32873.9,1709064.9,517.5,517.5,525.2,525.2,1070.1,1070.1,1124.4,1124.4,552.6,552.6,599.3,599.3,20274.8,1312817.0,4930.7,5068.7,84.6,-1.10971,24.28234,87.7,5068.7,5228.7,23953.9,1245329.9,25049.4,1621979.7,6262.3,6262.3,80.4,9.88447,17.13471,101.5,6438.1,6438.1,31146.1,1619242.7,15.44371,2929.0,508.8,214.7,495.6,360.2,4417.4
2011-Q3,-1329.6,-1200.3,-1334.4,-1247.4,19003.0,19003.0,19132.1,19132.1,2702.3,3693.4,2690.7,3701.1,4320.3,4435.2,4365.4,4475.3,3299.4,3341.9,3331.0,3367.5,1891.0,1891.0,1907.0,1955.6,3376.3,3465.9,3405.0,3498.1,10089.5,10062.6,10168.9,10151.0,4076.6,4076.6,4106.3,4106.3,2636.6,2520.2,2657.7,2546.6,20294.7,21452.2,20428.7,21589.0,85808.9,5465898.1,20294.7,21452.2,82.5,-0.00385,5.4526,77.7,20428.7,21589.0,104023.2,5408014.3,1291.7,1546.2,1296.6,1551.3,-495.3,-504.4,13753.1,14383.1,13844.4,14300.9,46615.5,2969337.3,11194.6,11653.9,78.5,-6.6783,4.5279,75.6,11272.9,11791.2,59390.3,3087615.0,10234.1,651899.5,2558.5,2558.5,79.0,25.95034,36.1291,92.2,2571.5,2571.5,12957.4,673636.9,8366.5,8527.8,8423.1,8554.3,29462.8,1876739.6,7226.6,7365.7,87.7,2.18588,6.99664,86.5,7277.5,7395.4,33592.4,1746423.0,486.7,486.7,491.4,491.4,1139.9,1139.9,1145.7,1145.7,653.2,653.2,654.3,654.3,20674.8,1316951.2,5039.4,5168.7,87.5,-1.33447,18.96831,86.5,5071.9,5158.9,23634.3,1228711.4,25475.9,1622774.5,6369.0,6369.0,82.2,-0.49281,16.71335,101.0,6406.3,6406.3,30992.6,1611262.9,15.69895,4297.5,157.8,587.7,149.9,587.1,5441.4
2011-Q4,-1618.3,-1628.6,-1604.2,-1575.6,20911.7,20911.7,20739.0,20739.0,5055.5,3840.4,5009.7,3833.2,4485.0,4644.2,4451.5,4582.8,3347.3,3496.7,3336.7,3455.7,1970.8,1970.8,1957.2,1967.5,3515.8,3583.1,3489.6,3541.8,9400.4,9601.8,9320.6,9529.5,3430.6,3430.6,3403.4,3403.4,2454.0,2588.1,2427.6,2584.2,22448.5,22117.3,22251.4,21940.7,88469.4,5602729.6,22448.5,22117.3,83.7,1.62889,4.73925,78.9,22251.4,21940.7,105717.6,5496105.1,1536.9,1584.6,1512.4,1579.1,335.5,383.4,15047.9,14877.4,14853.1,14457.3,48731.1,3086122.5,12813.9,12182.8,80.0,2.60604,7.04468,77.5,12649.4,12098.5,60938.0,3168079.5,8936.3,565933.1,2234.1,2234.1,80.5,-14.29985,-11.07571,79.0,2203.8,2203.8,11104.5,577307.8,8683.4,8760.9,8619.0,8738.8,30486.7,1930710.5,7569.4,7621.7,88.5,2.54296,5.23592,88.8,7521.6,7583.4,34446.7,1790833.7,493.7,493.7,492.2,492.2,1114.0,1114.0,1097.4,1097.4,620.2,620.2,605.2,605.2,22278.5,1410885.8,5579.9,5569.6,87.4,7.8437,11.83294,93.3,5535.0,5563.6,25488.1,1325087.8,28792.9,1823440.9,7198.2,7198.2,83.4,11.43977,27.84623,112.5,7139.2,7139.2,34538.1,1795587.7,15.7904,6829.6,955.7,1213.7,988.6,1138.5,8278.4
2012-Q1,-1436.8,-1693.7,-1408.2,-1683.8,21990.1,21990.1,21507.1,21507.1,4029.5,3883.4,3958.0,3785.0,5169.7,4924.4,5058.1,4778.4,3944.7,3760.0,3871.8,3649.5,2089.4,2089.4,2041.3,1962.4,3938.4,3738.7,3850.1,3632.9,10701.5,10309.5,10449.7,9992.8,3850.5,3850.5,3754.2,3754.2,2912.6,2720.2,2845.5,2605.7,24185.1,22874.4,23654.6,22243.7,91497.8,5779308.4,24185.1,22874.4,85.4,1.38078,4.27654,80.0,23654.6,22243.7,107177.3,5571994.3,2195.0,1643.3,2147.5,1613.1,-92.6,-71.6,16067.9,15498.7,15683.0,15206.8,51772.9,3270153.0,13132.1,12943.2,81.7,3.9774,8.84373,80.6,12816.1,12579.7,63361.8,3294086.6,11743.4,741754.0,2935.9,2935.9,81.3,30.09095,16.50132,102.8,2866.9,2866.9,14446.0,751025.2,9646.5,9075.3,9451.4,8927.1,31556.5,1993214.9,8360.3,7889.1,89.5,2.34575,9.94714,90.8,8208.7,7761.3,35254.7,1832842.2,581.9,581.9,571.1,571.1,1286.2,1286.2,1242.7,1242.7,704.3,704.3,671.6,671.6,22529.3,1423024.4,5889.3,5632.3,89.6,-1.35507,3.79793,92.0,5763.8,5488.2,25142.7,1307132.0,29304.1,1850942.7,7326.0,7326.0,84.5,0.45846,22.41017,113.0,7171.9,7171.9,34696.5,1803819.7,15.83196,3199.7,611.8,218.1,600.0,148.4,3668.7
2012-Q2,-1602.1,-1483.7,-1449.4,-1297.7,21874.0,21874.0,20745.9,20745.9,3600.9,4002.2,3412.0,3777.8,5047.3,4995.3,4776.0,4766.5,3746.1,3731.4,3583.4,3615.1,2031.8,2031.8,1898.7,1937.4,3943.5,3955.3,3740.9,3807.3,11194.0,11370.4,10659.2,10862.2,4610.7,4610.7,4424.9,4424.9,2639.8,2804.3,2493.4,2630.0,23132.0,23739.6,22052.2,22501.2,94958.3,5896889.2,23132.0,23739.6,87.6,1.15795,4.22122,81.0,22052.2,22501.2,108418.4,5636515.2,1258.0,1724.5,1306.3,1612.1,289.9,141.6,15290.3,15812.9,14539.8,14902.6,53060.3,3295030.2,12882.9,13265.1,83.9,-0.19221,-0.62917,80.5,12251.6,12555.5,63240.0,3287755.0,9629.8,598007.9,2407.4,2407.4,83.5,-20.18412,12.07721,82.0,2288.2,2288.2,11530.2,599437.4,9153.9,9423.3,8820.3,9039.9,32488.0,2017494.8,7957.3,8122.0,91.3,0.88877,8.19553,91.6,7636.9,7830.3,35568.1,1849131.9,510.9,510.9,485.7,485.7,1196.6,1196.6,1183.4,1183.4,685.7,685.7,697.7,697.7,22699.8,1409655.4,5556.6,5675.0,90.4,-0.1582,4.79666,91.9,5327.8,5479.5,25102.9,1305064.1,28634.7,1778208.6,7158.7,7158.7,87.3,-5.50395,5.26762,106.8,6777.2,6777.2,32786.8,1704538.3,16.10311,5715.1,975.6,917.8,839.3,639.2,5764.1
2012-Q3,-1096.5,-965.3,-931.6,-863.5,22022.1,22022.1,20479.1,20479.1,3029.6,4106.5,2743.6,3795.7,5083.1,5187.6,4768.6,4859.4,3959.4,3978.3,3739.5,3742.1,2026.0,2026.0,1861.4,1929.0,4038.5,4097.4,3769.2,3867.2,11883.4,11788.9,11105.5,11057.6,4799.0,4799.0,4528.2,4528.2,3045.9,2892.5,2808.1,2662.2,23569.5,24498.1,21959.5,22904.9,97992.2,6039977.6,23569.5,24498.1,88.8,1.794,6.09503,82.4,21959.5,22904.9,110363.4,5737634.1,1547.5,1811.9,1480.4,1660.8,-985.9,-1045.0,16340.4,16492.4,15111.1,15441.9,55103.5,3396434.3,13231.8,13775.9,85.1,2.34646,8.98058,82.3,12249.6,12850.1,64723.9,3364900.8,12434.8,766446.8,3108.7,3108.7,86.2,25.05462,11.28015,102.6,2861.5,2861.5,14419.0,749624.2,9311.5,9506.3,8825.0,8976.2,33032.4,2036030.4,8096.9,8258.1,93.1,-0.2306,5.63694,91.4,7672.4,7812.3,35486.0,1844867.7,540.0,540.0,506.8,506.8,1214.6,1214.6,1152.7,1152.7,674.6,674.6,645.8,645.8,28298.5,1744246.7,6943.4,7074.6,93.7,20.2791,27.7533,110.5,6522.5,6590.7,30193.6,1569719.3,32159.9,1982248.4,8040.0,8040.0,89.2,9.98852,16.35571,117.5,7454.1,7454.1,36061.7,1874796.4,16.22393,1282.8,-311.3,-219.3,-399.2,-262.4,1602.6
