country,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN,IDN
2002-Q2,,27704.0,,21003.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1965933.4,1223429.2,,491483.3,44.4,34.6,1.285428675,3.993755402,49.3,,1107016.7,5682078.9,1305226.7,,,,,,,,,,,,,,1247327.9,776230.5,,311832.0,45.7,34.4,0.880710132,4.013731805,54.7,,681635.3,3625154.4,832731.9,,,,,141902.9,88308.3,,35475.7,41.4,28.6,3.031090304,12.615670642,44.2,,85630.9,496404.2,114028.7,,,,,,,,431823.8,268730.3,,107956.0,36.7,28.3,3.238367937,-1.317105091,40.4,,294014.2,1527762.4,350941.3,,,,,,,,,,,,,,,,,,,,,,,,,613403.2,381729.8,,153350.8,76.7,63.0,-0.468669405,-6.005753212,39.9,,200003.5,973439.8,223608.2,,,,,,,,,502587.3,312767.5,,125646.8,70.2,54.6,0.870131134,-15.646226066,38.4,,178999.8,920444.2,211434.6,,,,,,,,,1606.90406,,,34062.8,,,,,-20237.6
2002-Q3,,28496.8,,18323.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024742.8,1243487.3,,506185.7,45.1,35.2,1.283531345,5.306708538,49.9,,1121225.6,5755010.2,1321979.7,,,,,,,,,,,,,,1288018.1,791030.9,,322004.5,46.9,35.3,0.709024994,3.610301546,55.1,,686468.3,3650857.6,838636.2,,,,,154123.1,94654.0,,38530.8,43.4,29.9,3.735755207,14.260395467,45.8,,88829.9,514948.6,118288.5,,,,,,,,445881.0,273835.9,,111470.2,36.7,28.3,3.177063294,10.93550161,41.7,,303355.2,1576300.4,362090.9,,,,,,,,,,,,,,,,,,,,,,,,,616388.7,378552.5,,154097.2,75.1,61.7,2.61138242,2.369543843,41.0,,205226.3,998860.0,229447.5,,,,,,,,,502401.7,308547.9,,125600.4,67.2,52.3,4.414972311,2.987773402,40.1,,186902.6,961081.6,220769.4,,,,,,,,,1628.27791,,,22733.7,,,,,-24874.9
2002-Q4,,17718.7,,10677.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2067990.9,1264228.3,,516997.7,45.6,35.5,1.081071923,4.958619448,50.5,,1133346.9,5817226.0,1336271.3,,,,,,,,,,,,,,1344310.3,821819.4,,336077.6,48.5,36.5,0.909032154,3.586442798,55.6,,692708.5,3684045.1,846259.6,,,,,160724.6,98256.1,,40181.2,44.2,30.5,2.336982049,13.678380509,46.9,,90905.8,526982.9,121052.9,,,,,,,,460793.2,281697.5,,115198.3,36.8,28.3,3.226037209,12.615085721,43.0,,313141.5,1627152.4,373772.1,,,,,,,,,,,,,,,,,,,,,,,,,612639.9,374526.2,,153160.0,75.1,61.7,-0.602077835,4.6174103,40.7,,203990.7,992846.1,228066.0,,,,,,,,,541765.2,331198.2,,135441.3,70.1,54.5,3.430145405,14.259567834,41.5,,193313.6,994048.1,228342.1,,,,,,,,,1635.77334,,,31288.1,,,,,-19752.4
2003-Q1,,39083.8,,27871.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2178456.5,1283287.3,,544614.1,47.4,37.0,1.305113264,5.047811925,51.1,,1148138.3,5893147.4,1353711.1,,,,,,,,,,,,,,1387554.0,817381.7,,346888.5,49.7,37.3,0.846717327,3.38757024,56.1,,698573.8,3715238.5,853425.1,,,,,166905.5,98320.9,,41726.4,45.4,31.3,1.056080139,10.532965628,47.4,,91865.8,532548.2,122331.3,,,,,,,,465524.8,274231.8,,116381.2,40.2,30.9,-7.438218728,1.775970363,39.8,,289849.4,1506121.2,345970.1,,,,,,,,,,,,,,,,,,,,,,,,,666635.1,392702.1,,166658.8,77.8,64.0,4.978425186,6.569445987,42.7,,214146.2,1042274.2,239420.1,,,,,,,,,510300.1,300608.1,,127575.0,68.5,53.3,-3.640997272,4.969902763,40.0,,186275.0,957854.8,220028.2,,,,,,,,,1697.55942,,,2137.1,,,,,54819.9
2003-Q2,,41740.3,,40814.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2168796.8,1306778.2,,542199.2,46.7,36.4,1.133864086,4.890617266,51.7,,1161156.6,5959967.7,1369060.4,,,,,,,,,,,,,,1371396.6,826315.8,,342849.1,48.6,36.6,0.983758633,3.49317947,56.7,,705446.1,3751787.5,861820.7,,,,,178420.6,107504.8,,44605.1,47.1,32.5,3.156429897,10.667431418,48.9,,94765.5,549357.8,126192.6,,,,,,,,476189.7,286921.5,,119047.4,40.3,31.0,1.852578847,0.409811326,40.6,,295219.1,1534023.3,352379.5,,,,,,,,,,,,,,,,,,,,,,,,,648489.8,390738.5,,162122.5,73.9,60.7,2.483678025,9.730561468,43.8,,219464.9,1068160.9,245366.6,,,,,,,,,481528.5,290138.3,,120382.1,67.4,52.4,-4.093066119,-0.195018976,38.4,,178650.7,918649.2,211022.3,,,,,,,,,1659.65185,,,-24171.4,,,,,-24712.7
2003-Q3,,33051.4,,23159.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2211702.3,1328958.4,,552925.6,47.1,36.7,1.047589655,4.646272809,52.2,,1173320.8,6022403.7,1383402.5,,,,,,,,,,,,,,1451050.7,871901.2,,362762.7,50.9,38.3,1.03100401,3.824059767,57.2,,712719.2,3790468.6,870706.1,,,,,195916.5,117721.5,,48979.1,50.2,34.6,2.924615558,9.802091004,50.3,,97537.0,565424.4,129883.3,,,,,,,,494666.6,297233.2,,123666.7,40.7,31.3,3.041588867,0.27797038,41.8,,304198.4,1580682.0,363097.5,,,,,,,,,,,,,,,,,,,,,,,,,612812.6,368224.3,,153203.2,72.8,59.9,-4.161036818,2.488271695,42.0,,210332.9,1023714.4,235156.8,,,,,,,,,480606.9,288785.1,,120151.7,64.2,49.9,4.770553868,0.144863416,40.2,,187173.3,962473.8,221089.2,,,,,,,,,1664.23747,,,-62137.2,,,,,24588.1
2003-Q4,,29071.6,,17819.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2254474.3,1351420.8,,563618.6,47.6,37.1,0.985596804,4.547430215,52.8,,1184885.0,6081760.3,1397037.3,,,,,,,,,,,,,,1453054.1,871017.9,,363263.5,50.0,37.6,1.903577754,4.847335479,58.3,,726286.4,3862623.1,887280.7,,,,,203392.6,121921.5,,50848.1,51.2,35.3,1.78184106,9.206454508,51.2,,99275.0,575499.3,132197.6,,,,,,,,514284.9,308282.7,,128571.2,41.0,31.6,2.962812884,0.022263567,43.0,,313211.2,1627514.7,373855.4,,,,,,,,,,,,,,,,,,,,,,,,,632113.3,378913.6,,158028.3,73.9,60.7,1.701200302,4.863160327,42.7,,213911.1,1041129.8,239157.3,,,,,,,,,515827.1,309207.1,,128956.8,65.8,51.2,4.765002712,1.43732126,42.1,,196092.1,1008335.7,231624.2,,,,,,,,,1668.22532,,,-32543.6,,,,,-16670.9
2004-Q1,,18691.8,,1845.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2360621.7,1374055.9,,590155.4,49.2,38.4,1.174987671,4.413139891,53.4,,1198807.3,6153220.2,1413452.3,,,,,,,,,,,,,,1503814.8,875331.1,,375953.7,51.0,38.3,1.561931142,5.590922032,59.2,,737630.5,3922954.6,901139.4,,,,,219362.3,127685.0,,54840.6,54.1,37.3,2.099807553,10.334360618,52.3,,101359.6,587583.7,134973.5,,,,,,,,579926.6,337560.1,,144981.7,44.9,34.6,3.098019991,11.407723436,44.4,,322914.6,1677935.4,385437.5,,,,,,,,,,,,,,,,,,,,,,,,,675366.8,393113.3,,168841.7,76.3,62.7,3.432244695,3.318677521,44.2,,221253.0,1076863.9,247365.7,,,,,,,,,600599.8,349593.3,,150149.9,68.4,53.2,11.889985143,17.786818536,47.1,,219407.4,1128226.7,259164.2,,,,,,,,,1717.99543,,,-17249.1,,,,,16109.3
2004-Q2,,21237.5,,6439.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2458109.1,1400576.4,,614527.3,50.7,39.5,1.195908358,4.477195955,54.0,,1213143.9,6226807.1,1430355.9,,,,,,,,,,,,,,1562032.7,890011.8,,390508.2,52.6,39.5,0.704080068,5.298483743,59.7,,742824.0,3950575.4,907484.1,,,,,224087.0,127679.8,,56021.7,55.6,38.4,-0.675982297,6.235277803,51.9,,100674.4,583611.7,134061.1,,,,,,,,619412.8,352927.7,,154853.2,46.5,35.8,3.230886214,12.915334609,45.8,,333347.6,1732147.6,397890.5,,,,,,,,,,,,,,,,,,,,,,,,,729626.5,415725.1,,182406.6,78.6,64.6,4.929469949,5.784396862,46.3,,232159.6,1129947.6,259559.5,,,,,,,,,644676.5,367322.5,,161169.1,71.4,55.5,2.877209331,26.347269135,48.5,,225720.3,1160688.1,266620.9,,,,,,,,,1755.06968,,,-32373.4,,,,,-8787.1
2004-Q3,,31686.1,,12034.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2548477.3,1426829.6,,637119.3,51.9,40.4,1.216829969,4.652180371,54.7,,1227905.8,6302576.7,1447760.9,,,,,,,,,,,,,,1616478.0,905026.2,,404119.5,54.0,40.6,0.73877188,4.99390793,60.1,,748311.8,3979761.1,914188.4,,,,,209527.1,117309.1,,52381.8,52.9,36.5,-1.677231057,1.485408679,51.1,,98985.9,573823.2,131812.6,,,,,,,,664801.9,372206.2,,166200.5,46.5,35.8,7.172951299,17.442576246,49.1,,357258.5,1856393.7,426431.0,,,,,,,,,,,,,,,,,,,,,,,,,822452.8,460471.1,,205613.2,79.9,65.7,10.861193371,22.365519063,51.4,,257375.0,1252673.4,287750.8,,,,,,,,,695708.3,389510.0,,173927.1,70.9,55.1,8.692342234,31.076720607,52.7,,245340.6,1261579.1,289796.5,,,,,,,,,1786.11181,,,-69074.2,,,,,-98495.5
2004-Q4,,25091.5,,5980.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2681140.0,1479545.1,,670285.0,53.1,41.4,2.814066405,6.54703802,56.2,,1262459.9,6479935.4,1488501.8,,,,,,,,,,,,,,1644451.5,907464.8,,411112.9,54.4,40.9,0.957524385,4.019164525,60.7,,755477.1,4017868.3,922942.0,,,,,216086.3,119243.8,,54021.6,55.3,38.1,-1.274359899,-1.561891312,50.4,,97724.4,566510.7,130132.8,,,,,,,,695344.0,383714.7,,173836.0,47.6,36.6,2.312746775,16.701090689,50.2,,365520.9,1899327.4,436293.3,,,,,,,,,,,,,,,,,,,,,,,,,857856.3,473394.6,,214464.1,81.5,67.0,2.232516994,23.004792175,52.5,,263120.9,1280639.6,294174.9,,,,,,,,,757490.2,418009.1,,189372.6,73.6,57.3,4.809539724,31.132443084,55.2,,257140.4,1322255.3,303734.4,,,,,,,,,1812.1381,,,24892.2,,,,,37844.9
2005-Q1,,19356.9,,1897.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2787274.0,1503949.8,,696818.5,54.8,42.7,0.811018021,6.163742811,56.7,,1272698.7,6532488.9,1500573.9,,,,,,,,,,,,,,1728914.8,932883.2,,432228.7,56.6,42.6,1.076739604,3.522234052,61.3,,763611.6,4061130.3,932879.6,,,,,226481.1,122204.0,,56620.3,58.1,40.1,-0.344162244,-3.918210782,50.2,,97388.1,564560.9,129684.9,,,,,,,,739454.0,398992.6,,184863.5,49.4,38.0,2.429905146,15.944822711,51.4,,374402.7,1945479.2,446894.8,,,,,,,,,,,,,,,,,,,,,,,,,905943.9,488826.8,,226486.0,83.9,68.9,2.649718091,22.07418758,53.9,,270092.9,1314572.9,301969.7,,,,,,,,,828516.2,447048.5,,207129.0,77.2,60.1,4.29921138,22.236233946,57.6,,268195.4,1379101.8,316792.6,,,,,,,,,1853.30253,,,14996.4,,,,,25847.4
2005-Q2,,25127.4,,-4691.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2923215.0,1531806.9,,730803.7,56.8,44.2,1.145210323,6.110555945,57.3,,1287273.7,6607299.6,1517758.6,,,,,,,,,,,,,,1785373.5,935561.5,,446343.4,57.9,43.5,1.019285801,3.846260662,62.0,,771395.0,4102524.8,942388.3,,,,,224349.0,117562.1,,56087.2,58.4,40.3,-1.314113102,-4.535511119,49.6,,96108.3,557142.0,127980.7,,,,,,,,794122.7,416131.8,,198530.7,51.4,39.6,3.140479985,15.843282034,53.1,,386160.8,2006576.6,460929.4,,,,,,,,,,,,,,,,,,,,,,,,,950429.6,498038.8,,237607.4,86.6,71.2,1.561043731,18.155384844,54.7,,274309.1,1335093.9,306683.6,,,,,,,,,849920.1,445370.4,,212480.0,76.2,59.2,4.028914935,23.604662936,59.9,,279000.8,1434664.6,329555.9,,,,,,,,,1908.34432,,,18860.2,,,,,40627.0
2005-Q3,,23265.6,,111.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3046434.7,1563997.2,,761608.7,58.5,45.6,1.101901968,5.990071298,58.0,,1301458.2,6680105.6,1534482.8,,,,,,,,,,,,,,1868798.8,959415.3,,467199.7,59.9,45.0,1.172166393,4.293024095,62.7,,780437.0,4150613.2,953434.7,,,,,270135.3,138683.7,,67533.8,58.5,40.4,20.018353048,16.529374155,59.5,,115347.6,668672.6,153600.4,,,,,,,,832002.7,427138.6,,208000.7,52.8,40.7,1.942274314,10.189441379,54.1,,393661.1,2045549.8,469881.9,,,,,,,,,,,,,,,,,,,,,,,,,1017497.1,522368.8,,254374.3,88.0,72.3,5.353076431,12.284857411,57.7,,288993.1,1406562.5,323100.6,,,,,,,,,924434.8,474592.0,,231108.7,80.0,62.2,3.54160479,17.747257045,62.0,,288881.9,1485474.8,341227.5,,,,,,,,,1947.85183,,,-17564.3,,,,,-105817.8
2005-Q4,,32328.4,,22284.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3385520.8,1588675.1,,846380.2,64.1,50.0,1.421164862,4.554141964,58.8,,1319954.1,6775040.9,1556290.3,,,,,,,,,,,,,,1986706.4,932273.4,,496676.6,63.1,47.5,0.812479117,4.143186728,63.2,,786777.9,4184336.1,961181.2,,,,,302412.9,141909.0,,75603.2,65.0,44.8,0.876151899,19.067699494,60.0,,116358.2,674531.2,154946.1,,,,,,,,891523.1,418352.3,,222880.8,59.4,45.8,-4.751831343,2.580986509,51.5,,374955.0,1948348.7,447553.9,,,,,,,,,,,,,,,,,,,,,,,,,1068573.6,501434.3,,267143.4,88.4,72.7,4.568259374,14.850269159,60.3,,302195.1,1470818.0,337860.7,,,,,,,,,939260.2,440753.2,,234815.0,83.9,65.3,-3.105413019,8.85528044,60.1,,279910.9,1439344.7,330630.9,,,,,,,,,2131.03409,,,75565.1,,,,,-63648.4
2006-Q1,,42006.8,,20504.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3457653.2,1626419.9,,864413.3,64.6,50.4,1.321218929,5.083286687,59.6,,1337393.6,6864554.0,1576852.3,,,,,,,,,,,,,,2044567.4,961728.9,,511141.8,64.9,48.8,0.031987896,3.066739539,63.2,,787029.6,4185674.5,961488.6,,,,,298635.9,140473.1,,74659.0,65.0,44.8,-1.248947218,17.986672353,59.3,,114905.0,666106.7,153010.9,,,,,,,,940794.7,442533.5,,235198.7,61.6,47.4,1.784442301,1.934571623,52.4,,381645.8,1983115.9,455540.3,,,,,,,,,,,,,,,,,,,,,,,,,1031061.0,484993.1,,257765.3,85.4,70.2,-0.16224865,11.704082855,60.2,,301704.7,1468431.6,337312.5,,,,,,,,,863033.7,405956.0,,215758.4,76.7,59.7,0.460768891,4.849164497,60.4,,281200.6,1445976.7,332154.4,,,,,,,,,2125.92901,,,5628.0,,,,,7202.0
2006-Q2,,33266.0,,682.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3548854.9,1665663.6,,887213.7,65.5,51.0,1.276789436,5.219988816,60.3,,1354469.3,6952199.9,1596985.4,,,,,,,,,,,,,,2105114.8,988040.7,,526278.7,66.1,49.7,1.095790212,3.144794538,63.9,,795653.7,4231540.8,972024.5,,,,,329172.3,154497.8,,82293.1,70.5,48.6,1.649750451,21.530202323,60.3,,116800.6,677095.8,155535.2,,,,,,,,980193.7,460056.3,,245048.4,62.8,48.4,2.179648831,0.984974412,53.6,,389964.4,2026340.9,465469.5,,,,,,,,,,,,,,,,,,,,,,,,,1052399.8,493946.4,,263100.0,86.1,70.8,1.257690863,11.370433724,61.0,,305499.3,1486899.9,341554.8,,,,,,,,,919335.6,431492.4,,229833.9,75.4,58.7,8.398303849,9.253005268,65.4,,304816.7,1567414.2,360049.7,,,,,,,,,2130.59515,,,1310.0,,,,,97736.9
2006-Q3,,42382.0,,-6485.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3714356.8,1703523.4,,928589.2,67.5,52.6,1.611894739,5.750754633,61.3,,1376301.9,7064262.1,1622727.1,,,,,,,,,,,,,,2169733.3,995109.4,,542433.3,67.5,50.8,1.027244969,2.997047475,64.6,,803827.1,4275009.1,982009.6,,,,,335451.3,153848.8,,83862.8,72.0,49.7,-0.287391771,0.968669745,60.1,,116464.9,675149.8,155088.2,,,,,,,,1020636.4,468096.7,,255159.1,64.4,49.6,1.542483155,0.588937535,54.4,,395979.5,2057596.8,472649.3,,,,,,,,,,,,,,,,,,,,,,,,,1100116.9,504549.0,,275029.2,87.7,72.0,2.697691414,8.56338346,62.6,,313740.7,1527011.9,350768.9,,,,,,,,,930589.1,426798.1,,232647.3,72.7,56.5,5.055412601,10.850315385,68.8,,320226.5,1646653.5,378251.7,,,,,,,,,2180.3967,,,19007.9,,,,,176148.0
2006-Q4,,50316.7,,15927.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3894184.3,1734297.1,,973546.1,69.6,54.3,1.594383978,5.931368337,62.3,,1398245.4,7176893.5,1648599.6,,,,,,,,,,,,,,2317721.3,1032210.3,,579430.3,71.2,53.5,1.284676913,3.479477619,65.4,,814153.6,4329929.1,994625.3,,,,,347140.6,154601.1,,86785.2,73.6,50.8,1.228284763,1.321125565,60.8,,117895.5,683442.6,156993.2,,,,,,,,1060069.3,472107.9,,265017.3,66.0,50.8,1.34380666,7.026371021,55.1,,401300.7,2085246.9,479000.7,,,,,,,,,,,,,,,,,,,,,,,,,1139272.4,507381.4,,284818.1,88.6,72.8,2.458406866,6.372922146,64.1,,321453.7,1564552.1,359392.3,,,,,,,,,938005.6,417746.1,,234501.4,76.8,59.7,-4.590411678,9.151432354,65.6,,305526.8,1571065.3,360888.4,,,,,,,,,2245.39634,,,-32013.8,,,,,84788.1
2007-Q1,,41404.7,,22370.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4069115.9,1777506.4,,1017279.0,71.6,55.8,1.62635968,6.250393094,63.3,,1420985.9,7293615.6,1675411.8,,,,,,,,,,,,,,2404749.9,1050463.6,,601187.5,73.0,54.9,1.130533997,4.615883873,66.1,,823357.9,4378880.4,1005869.8,,,,,362541.5,158368.5,,90635.4,76.1,52.5,0.993094118,3.621517767,61.4,,119066.3,690229.8,158552.3,,,,,,,,1114273.7,486746.7,,278568.4,68.0,52.3,2.135862665,7.395889637,56.3,,409871.9,2129785.0,489231.5,,,,,,,,,,,,,,,,,,,,,,,,,1139310.1,497683.3,,284827.5,87.0,71.5,1.876896447,8.545545424,65.4,,327487.1,1593917.1,366137.7,,,,,,,,,973691.5,425336.3,,243422.9,79.8,62.1,-0.134126942,8.505073253,65.5,,305117.0,1568958.1,360404.4,,,,,,,,,2289.22719,,,21932.2,,,,,69761.4
2007-Q2,,40379.8,,12067.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4203479.1,1821822.6,,1050869.8,72.7,56.7,1.666702241,6.659454134,64.3,,1444669.5,7415178.5,1703335.9,,,,,,,,,,,,,,2537036.7,1099572.7,,634259.2,76.0,57.2,1.299468293,4.826653901,67.0,,834057.2,4435782.6,1018940.8,,,,,372068.3,161257.5,,93017.1,77.3,53.3,1.045621222,3.005669845,62.1,,120311.3,697447.0,160210.1,,,,,,,,1170460.5,507287.3,,292615.1,69.4,53.5,2.807340734,8.055625027,57.9,,421378.4,2189575.3,502965.9,,,,,,,,,,,,,,,,,,,,,,,,,1187051.3,514477.9,,296762.8,88.1,72.4,2.835719912,10.237150501,67.2,,336773.7,1639116.1,376520.3,,,,,,,,,1025532.3,444474.2,,256383.1,79.0,61.4,6.420324567,6.525145714,69.7,,324706.5,1669690.3,383543.5,,,,,,,,,2307.29326,,,-37605.4,,,,,122947.8
2007-Q3,,34061.8,,-4721.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4394769.8,1862148.3,,1098692.4,74.9,58.3,1.576563345,6.622367658,65.3,,1467445.7,7532083.5,1730190.1,,,,,,,,,,,,,,2644293.7,1120438.0,,661073.4,78.2,58.8,1.385172022,5.19804179,67.9,,845610.3,4497225.8,1033054.9,,,,,374826.8,158821.3,,93706.7,77.1,53.2,0.984709692,4.319783132,62.7,,121496.0,704314.9,161787.7,,,,,,,,1247727.7,528686.2,,311931.9,72.0,55.4,2.851121215,9.4482018,59.5,,433392.5,2252002.7,517306.1,,,,,,,,,,,,,,,,,,,,,,,,,1229386.0,520914.5,,307346.5,91.0,74.8,0.318861148,7.68368054,67.4,,337847.5,1644342.6,377720.9,,,,,,,,,1093138.9,463184.0,,273284.7,79.8,62.1,5.501091461,6.977059654,73.6,,342568.9,1761541.5,404642.6,,,,,,,,,2360.05355,,,-8325.5,,,,,195739.0
2007-Q4,,26660.0,,-2788.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4624863.3,1887277.8,,1156215.8,78.1,60.9,0.866016391,5.857952602,65.9,,1480154.0,7597312.5,1745173.8,,,,,,,,,,,,,,2775664.7,1132671.4,,693916.2,80.9,60.8,1.45187199,5.371696831,68.9,,857887.5,4562519.8,1048053.5,,,,,390556.5,159375.2,,97639.1,79.2,54.6,1.51806862,4.61841695,63.6,,123340.4,715006.8,164243.8,,,,,,,,1362358.2,555940.4,,340589.5,75.6,58.2,3.954156114,12.26729912,61.9,,450529.5,2341050.4,537761.2,,,,,,,,,,,,,,,,,,,,,,,,,1295436.0,528631.3,,323859.0,93.5,76.8,2.539758874,7.769181418,69.1,,346428.0,1686104.9,387314.1,,,,,,,,,1188795.9,485114.5,,297199.0,85.1,66.2,1.940461089,14.299736314,75.0,,349216.3,1795723.5,412494.5,,,,,,,,,2450.54719,,,-10356.2,,,,,88354.1
2008-Q1,26002.0,698.7,21315.7,3911.9,,,,,,,,,,,,,,,,,,,,,,,,,,,1207305.4,1475278.0,5039337.9,1934492.9,1207305.4,1259834.5,83.3,64.9,2.232784832,6.48962853,67.4,1475278.0,1513202.6,7766944.2,1784139.8,,,167.1,3277.0,791849.9,831577.2,82.6,965318.9,1007171.6,,,698819.2,852729.2,2856923.5,1096711.2,712750.6,714230.9,82.4,61.9,1.08447503,5.323706266,69.6,868726.3,867191.1,4611999.2,1059419.4,13931.4,15997.1,,,457671.1,175690.1,79099.3,114417.8,85.3,58.8,8.793632935,12.69896968,69.2,96592.6,134186.5,777881.9,178686.8,,,389286.5,402752.3,82.6,485366.4,487733.5,1547127.8,593908.9,365515.8,386782.0,82.6,63.6,3.932631639,14.242299815,64.3,452848.5,468247.1,2433115.3,558909.4,,,,,,,,,,,,,,,,,23770.7,28393.3,32517.9,20417.0,23770.7,28393.3,32517.9,20417.0,1455903.8,558890.0,363976.0,363976.0,95.9,78.8,9.607084597,15.946462805,75.8,357851.8,379709.7,1848090.5,424523.7,327763.7,327763.7,320896.1,342035.6,36212.2,35928.8,36955.8,36985.3,1453108.9,557817.1,337974.0,363277.2,96.7,75.2,7.611753887,23.165148583,80.7,336536.1,375797.8,1932409.6,443892.6,284853.5,304287.7,282358.2,314118.3,53120.5,56576.1,54177.9,58139.4,2604.99166,,,174820.5,167.1,15311.8,3277.0,19249.1,28266.9
2008-Q2,-7100.2,8164.8,1052.5,1440.6,,,,,,,,,,,,,,,,,,,,,,,,,,,1332933.3,1536361.9,5313284.0,1973593.3,1332933.3,1328321.0,86.5,67.4,1.469687716,6.283267911,68.4,1536361.9,1535442.0,7881094.0,1810361.1,,,41078.0,41016.3,872377.6,892648.7,88.0,999388.2,1014147.7,,,745869.8,861849.7,3116738.9,1157697.4,760727.9,779184.7,88.6,66.6,1.462105393,5.492804311,70.7,878177.8,879870.3,4679431.4,1074909.2,14858.1,16328.1,,,472089.1,175355.2,111649.7,118022.3,90.5,62.4,-2.803960897,8.405424514,67.3,121210.3,130423.9,756070.4,173676.5,,,426577.9,424877.9,86.0,494905.0,493811.9,1671042.6,620700.6,409254.8,417760.7,87.3,67.2,2.182967777,13.548479685,65.7,469676.4,478468.8,2486229.4,571110.2,,,,,,,,,,,,,,,,,17323.1,24129.0,25228.6,16327.3,17323.1,24129.0,25228.6,16327.3,1561579.5,580041.1,390394.9,390394.9,104.2,85.6,-1.332287938,11.247066841,74.8,374299.4,374650.8,1823468.6,418867.8,359243.4,359243.4,342823.7,340721.9,31151.5,34737.8,31475.7,34346.5,1528920.3,567909.9,397495.1,382230.1,102.4,79.7,-0.688539741,14.937732135,80.1,373246.9,373210.2,1919104.2,440836.2,339767.7,327842.2,315458.4,315595.1,57727.3,58464.9,57788.5,58124.2,2692.18794,,,20754.1,41078.0,-18940.5,41016.3,28911.0,54998.3
