1993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,256302.6,350721.0,,,,,,,57.0,,,,,3392177.6,494015.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.73079,,,,,,,,
1994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,278990.0,379116.2,,,,,5.836200695,5.836200695,60.3,,,,,3590151.9,522846.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7359,,,,,,,,
1995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,279631.5,376053.3,,,,,-2.845209605,-2.845209605,58.6,,,,,3488004.6,507970.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7436,,,,,,,,
1996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,294931.1,404102.3,,,,,5.526689834,5.526689834,61.8,,,,,3680775.8,536044.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.72984,,,,,,,,
1997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,317373.8,444691.2,,,,,8.11104676,8.11104676,66.8,,,,,3979325.2,579523.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.71369,,,,,,,,
1998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,323973.0,467010.8,,,,,3.850178856,3.850178856,69.4,,,,,4132536.3,601836.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.69372,,,,,,,,
1999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,307256.4,457714.6,,,,,-3.385457049,-3.385457049,67.1,,,,,3992631.1,581461.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.67128,,,,,,,,
2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,307994.1,464254.6,,,,,-0.788998924,-0.788998924,66.5,,,,,3961129.3,576873.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.66342,,,,,,,,
2001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,291189.0,453520.4,,,,,-4.408839703,-4.408839703,63.6,,,,,3786489.4,551440.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.64206,,,,,,,,
2002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,338745.9,410504.0,,,,,-10.894484806,-10.894484806,56.7,,,,,3373970.9,491363.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8252,,,,,,,,
2003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,407376.3,455077.2,,,,,8.837040773,8.837040773,61.7,,,,,3672130.1,534785.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.89518,,,,,,,,
2004,33970.6,33970.6,33970.6,33970.6,100.0,33970.6,33970.6,33970.6,33970.6,40567.693217,40567.693217,40567.693217,40567.693217,124890.541889,124890.541889,124890.541884,124890.541884,91866.330492,91866.330492,91866.33049,91866.33049,14904.725388,14904.725388,14904.72539,14904.72539,96760.529837,96760.529837,96760.529835,96760.529835,232064.498893,232064.498893,232064.49889,232064.49889,412427.459375,412427.459375,412427.459375,412427.459375,68163.774475,68163.774475,68163.774475,68163.774475,67140.19458,67140.19458,67140.19458,67140.19458,485115.194725,485115.194725,485115.1952,485115.1952,485115.2,485115.2,470169.4,485115.2,485115.2,100.0,12.1,9.029573319,9.029573319,67.2,485115.2,485115.2,485115.2,485115.2,4003707.8,583074.3,72687.73534,72687.73534,72687.735823,72687.735823,,,,,,366000.7,366000.7,366000.7,366000.7,100.0,366000.7,366000.7,366000.7,366000.7,312081.9,312081.9,302467.1,312081.9,312081.9,100.0,13.3,,,59.9,312081.9,312081.9,312081.9,312081.9,2350058.8,342247.5,53918.8,53918.8,52257.6,53918.8,53918.8,100.0,9.0,,,55.7,53918.8,53918.8,53918.8,53918.8,600325.3,87427.5,85143.9,85143.9,85143.9,85143.9,100.0,85143.9,85143.9,85143.9,85143.9,77103.2,77103.2,74727.7,77103.2,77103.2,100.0,15.2,,,54.7,77103.2,77103.2,77103.2,77103.2,507146.3,73857.5,77103.2,77103.2,77103.2,77103.2,77103.2,77103.2,46335.3,46335.3,46335.3,46335.3,46335.3,46335.3,23584.3,23584.3,23584.3,23584.3,6767.8,6767.8,6767.8,6767.8,415.8,415.8,415.8,415.8,8040.7,8040.7,8040.7,8040.7,8040.7,8040.7,8040.7,8040.7,8040.7,8040.7,8040.7,8040.7,8040.7,8040.7,8040.7,8040.7,,,,,,,,,115688.4,115688.4,112124.2,115688.4,115688.4,100.0,21.2,,,85.6,115688.4,115688.4,115688.4,115688.4,545648.5,79464.7,81717.8,81717.8,79200.2,81717.8,81717.8,100.0,25.1,,,46.4,81717.8,81717.8,81717.8,81717.8,325179.0,47357.0,1.03179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,325708.0
2005,34605.6,34605.6,34605.6,34605.6,96.3,35928.4,35928.4,35928.4,35928.4,46246.274096,46246.274096,48189.745887,48189.745887,146281.18439,146281.18439,132166.782057,132166.782057,106839.923855,106839.923855,98685.714515,98685.714515,20478.022425,20478.022425,16763.244908,16763.244908,117737.178725,117737.178725,108307.423775,108307.423775,282450.308633,282450.308633,253183.559472,253183.559472,495455.789525,495455.789525,450303.332325,450303.332325,80288.213018,80288.213018,72665.53667,72665.53667,84424.91689,84424.91689,72210.599027,72210.599027,582538.1729,582538.1729,528055.942525,528055.942525,582538.2,582538.2,527729.1,582538.2,582538.2,110.3,13.4,8.851659925,8.851659925,73.2,528055.9,528055.9,528055.9,528055.9,4358102.4,634686.1,87082.383408,87082.383408,77752.61017,77752.61017,,,,,,437901.2,437901.2,437901.2,437901.2,111.0,394385.5,394385.5,394385.5,394385.5,367170.3,367170.3,332624.4,367170.3,367170.3,109.6,14.5,7.39257839,7.39257839,64.3,335152.8,335152.8,335152.8,335152.8,2523788.7,367548.4,70731.0,70731.0,64076.1,70731.0,70731.0,119.4,10.7,9.85543505,9.85543505,61.2,59232.7,59232.7,59232.7,59232.7,659489.9,96043.9,110031.3,110031.3,110031.3,110031.3,112.6,97742.1,97742.1,97742.1,97742.1,101077.1,101077.1,91567.1,101077.1,101077.1,113.2,17.2,15.828372422,15.828372422,63.4,89307.4,89307.4,89307.4,89307.4,587419.4,85548.0,101077.1,101077.1,89307.4,89307.4,89307.4,89307.4,59338.2,59338.2,50419.8,50419.8,50419.8,50419.8,30440.7,30440.7,28322.7,28322.7,10818.4,10818.4,10134.3,10134.3,479.7,479.7,430.6,430.6,8954.3,8954.3,8954.3,8954.3,8434.7,8434.7,8434.7,8434.7,8954.3,8954.3,8954.3,8954.3,8434.7,8434.7,8434.7,8434.7,,,,,,,,,135416.1,135416.1,122675.3,135416.1,135416.1,103.7,22.0,12.886830396,12.886830396,96.6,130597.0,130597.0,130597.0,130597.0,615965.3,89705.2,100810.5,100810.5,91325.6,100810.5,100810.5,106.5,26.8,15.848231877,15.848231877,53.7,94668.6,94668.6,94668.6,94668.6,376714.1,54862.2,1.10386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,348153.3
2006,40233.2,40233.2,40233.2,40233.2,122.7,32785.3,32785.3,32785.3,32785.3,49652.058319,49652.058319,47936.484344,47936.484344,180644.72354,180644.72354,142996.904677,142996.904677,127987.889925,127987.889925,107665.903723,107665.903723,28422.803058,28422.803058,18837.79348,18837.79348,145558.9264,145558.9264,120449.3202,120449.3202,348997.128145,348997.128145,274717.903853,274717.903853,607716.71305,607716.71305,484489.08635,484489.08635,96138.724985,96138.724985,78576.527675,78576.527675,107299.47676,107299.47676,75692.055978,75692.055978,715904.27175,715904.27175,570549.4042,570549.4042,715904.3,715904.3,587451.6,715904.3,715904.3,125.5,15.2,8.047151495,8.047151495,79.1,570549.4,570549.4,570549.4,570549.4,4708805.5,685760.2,108187.558685,108187.558685,86060.31788,86060.31788,,,,,,541936.7,541936.7,541936.7,541936.7,125.1,433310.6,433310.6,433310.6,433310.6,452954.0,452954.0,371681.7,452954.0,452954.0,121.8,16.2,10.956234401,10.956234401,71.4,371872.9,371872.9,371872.9,371872.9,2800300.9,407817.9,88982.7,88982.7,73016.8,88982.7,88982.7,144.8,13.0,3.722522988,3.722522988,63.5,61437.7,61437.7,61437.7,61437.7,684039.6,99619.1,133734.4,133734.4,133734.4,133734.4,128.0,104453.5,104453.5,104453.5,104453.5,131233.7,131233.7,107686.8,131233.7,131233.7,128.4,19.5,14.472815943,14.472815943,72.6,102232.6,102232.6,102232.6,102232.6,672435.5,97929.2,131233.7,131233.7,102232.6,102232.6,102232.6,102232.6,76900.7,76900.7,56373.0,56373.0,56373.0,56373.0,40327.0,40327.0,33905.6,33905.6,13442.1,13442.1,11500.2,11500.2,564.0,564.0,453.8,453.8,2500.7,2500.7,2500.7,2500.7,2220.9,2220.9,2220.9,2220.9,2500.7,2500.7,2500.7,2500.7,2220.9,2220.9,2220.9,2220.9,,,,,,,,,164849.1,164849.1,135270.7,164849.1,164849.1,119.6,25.4,5.561203215,5.561203215,102.0,137859.8,137859.8,137859.8,137859.8,650220.3,94693.9,124615.9,124615.9,102256.4,124615.9,124615.9,118.6,29.8,10.991862916,10.991862916,59.6,105074.5,105074.5,105074.5,105074.5,418122.0,60892.6,1.21866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,319931.2
