country,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF,ZAF
subject,B11,B11,B11,B11,B11,B11,B1G,B1G,B1G,B1G,B1G,B1G,B1GVA,B1GVA,B1GVA,B1GVA,B1GVA,B1GVA,B1GVB_E,B1GVB_E,B1GVB_E,B1GVB_E,B1GVB_E,B1GVB_E,B1GVC,B1GVC,B1GVC,B1GVC,B1GVC,B1GVC,B1GVF,B1GVF,B1GVF,B1GVF,B1GVF,B1GVF,B1GVG_I,B1GVG_I,B1GVG_I,B1GVG_I,B1GVG_I,B1GVG_I,B1GVG_U,B1GVG_U,B1GVG_U,B1GVG_U,B1GVG_U,B1GVG_U,B1GVJ,B1GVJ,B1GVJ,B1GVJ,B1GVJ,B1GVJ,B1GVK,B1GVK,B1GVK,B1GVK,B1GVK,B1GVK,B1GVO_Q,B1GVO_Q,B1GVO_Q,B1GVO_Q,B1GVO_Q,B1GVO_Q,B1GVR_U,B1GVR_U,B1GVR_U,B1GVR_U,B1GVR_U,B1GVR_U,B1_GA,B1_GA,B1_GA,B1_GA,B1_GA,B1_GA,B1_GE,B1_GE,B1_GE,B1_GE,B1_GE,B1_GE,B1_GE,B1_GE,B1_GE,B1_GE,B1_GE,B1_GE,B1_GE,B1_GE,B1_GE,B1_GE,B1_GI,B1_GS1,B1_GS1,B6GS1,B8NS1,B8NS1,B9S1,D1,D1S1,D1VA,D1VB_E,D1VC,D1VF,D1VG_I,D1VJ,D1VK,D1VO_Q,D1VR_U,D21_D31,D21_D31,D21_D31,D21_D31,D21_D31,D21_D31,DB1_GA,DB1_GA,DB1_GA,DB1_GA,DB1_GA,DB1_GA,DB1_GE,DB1_GE,DB1_GE,DB1_GE,DB1_GE,EEM,EEMNC,EEMVA,EEMVB_E,EEMVC,EEMVF,EEMVG_I,EEMVJ,EEMVK,EEMVL,EEMVO_Q,EEMVR_U,ESE,ESENC,ESEVA,ESEVB_E,ESEVC,ESEVF,ESEVG_I,ESEVJ,ESEVK,ESEVL,ESEVO_Q,ESEVR_U,ETO,ETONC,ETOVA,ETOVB_E,ETOVC,ETOVF,ETOVG_I,ETOVJ,ETOVK,ETOVL,ETOVO_Q,ETOVR_U,K1MS1,K1MS1,K1S1,P3,P3,P3,P3,P3,P3,P3,P311B,P311B,P311B,P311B,P311B,P311B,P312B,P312B,P312B,P312B,P312B,P312B,P312N,P312N,P312N,P312N,P312N,P312N,P313B,P313B,P313B,P313B,P313B,P313B,P314B,P314B,P314B,P314B,P314B,P314B,P31DC,P31DC,P31DC,P31DC,P31DC,P31DC,P31S13,P31S13,P31S13,P31S13,P31S14_S15,P31S14_S15,P31S14_S15,P31S14_S15,P31S14_S15,P31S14_S15,P31S14_S15,P31S14_S15,P31S14_S15,P31S14_S15,P31S14_S15,P31S14_S15,P31S14_S15,P31S14_S15,P31S14_S15B,P31S14_S15B,P31S14_S15B,P31S14_S15B,P31S14_S15B,P31S14_S15B,P32S13,P32S13,P32S13,P32S13,P3S1,P3S13,P3S13,P3S13,P3S13,P3S13,P3S13,P3S13,P3S13,P3S13,P3S13,P3S13,P3S13,P3S13,P3S13,P41,P41,P41,P5,P5,P5,P5,P5,P5,P5,P51,P51,P51,P51,P51,P51,P51,P51,P51,P51,P51,P51,P51,P51,P51A,P51A,P51A,P51A,P51A,P51A,P51N1111,P51N1111,P51N1111,P51N1111,P51N1111,P51N1111,P51N1112,P51N1112,P51N1112,P51N1112,P51N1112,P51N1112,P51N1113,P51N1113,P51N1113,P51N1113,P51N1113,P51N1113,P51N11131,P51N11131,P51N11131,P51N11131,P51N11131,P51N11131,P51N1113I,P51N1113I,P51N1113I,P51N1113I,P51N1113I,P51N1113I,P51N1113O,P51N1113O,P51N1113O,P51N1113O,P51N1113O,P51N1113O,P51N1114,P51N1114,P51N1114,P51N1114,P51N1114,P51N1114,P51N112,P51N112,P51N112,P51N112,P51N112,P51N112,P52,P52,P52,P52,P52,P52,P52_P53,P52_P53,P52_P53,P52_P53,P52_P53,P52_P53,P5S1,P5S1,P6,P6,P6,P6,P6,P6,P6,P6,P6,P6,P6,P6,P6,P6,P61,P61,P61,P61,P61,P61,P62,P62,P62,P62,P62,P62,P7,P7,P7,P7,P7,P7,P7,P7,P7,P7,P7,P7,P7,P7,P71,P71,P71,P71,P71,P71,P72,P72,P72,P72,P72,P72,POPNC,POPNC,PPPGDP,RB1_GA,RB1_GA,RB1_GA,RB1_GA,RB1_GA,RB1_GE,RB1_GE,RB1_GE,RB1_GE,RB1_GE,RB1_GE,RB1_GE,RP51,RP51,RP51,RP51,RP51,RP51
measure,CARSA,CQR,CQRSA,VNBARSA,VNBQR,VNBQRSA,CARSA,CQR,CQRSA,VNBARSA,VNBQR,VNBQRSA,CARSA,CQR,CQRSA,VNBARSA,VNBQR,VNBQRSA,CARSA,CQR,CQRSA,VNBARSA,VNBQR,VNBQRSA,CARSA,CQR,CQRSA,VNBARSA,VNBQR,VNBQRSA,CARSA,CQR,CQRSA,VNBARSA,VNBQR,VNBQRSA,CARSA,CQR,CQRSA,VNBARSA,VNBQR,VNBQRSA,CARSA,CQR,CQRSA,VNBARSA,VNBQR,VNBQRSA,CARSA,CQR,CQRSA,VNBARSA,VNBQR,VNBQRSA,CARSA,CQR,CQRSA,VNBARSA,VNBQR,VNBQRSA,CARSA,CQR,CQRSA,VNBARSA,VNBQR,VNBQRSA,CARSA,CQR,CQRSA,VNBARSA,VNBQR,VNBQRSA,CARSA,CQR,CQRSA,VNBARSA,VNBQR,VNBQRSA,CARSA,CPCARSA,CQR,CQRSA,DNBSA,DOBSA,GPSA,GYSA,HCPCARSA,HVPVOBARSA,VIXOBSA,VNBARSA,VNBQR,VNBQRSA,VOBARSA,VPVOBARSA,CQR,CQR,CQRSA,CQRSA,CQR,CQRSA,CQR,CQR,CQR,CQR,CQR,CQR,CQR,CQR,CQR,CQR,CQR,CQR,CARSA,CQR,CQRSA,VNBARSA,VNBQR,VNBQRSA,CARSA,CQR,CQRSA,VNBARSA,VNBQR,VNBQRSA,CARSA,CQR,VNBARSA,VNBQR,VNBQRSA,PER,PER,PER,PER,PER,PER,PER,PER,PER,PER,PER,PER,PER,PER,PER,PER,PER,PER,PER,PER,PER,PER,PER,PER,PER,PER,PER,PER,PER,PER,PER,PER,PER,PER,PER,PER,CQR,CQRSA,CQR,CARSA,CQR,CQRSA,DNBSA,VNBARSA,VNBQR,VNBQRSA,CARSA,CQR,CQRSA,VNBARSA,VNBQR,VNBQRSA,CARSA,CQR,CQRSA,VNBARSA,VNBQR,VNBQRSA,CARSA,CQR,CQRSA,VNBARSA,VNBQR,VNBQRSA,CARSA,CQR,CQRSA,VNBARSA,VNBQR,VNBQRSA,CARSA,CQR,CQRSA,VNBARSA,VNBQR,VNBQRSA,CARSA,CQR,CQRSA,VNBARSA,VNBQR,VNBQRSA,CQR,VNBARSA,VNBQR,VNBQRSA,CARSA,CPCARSA,CQR,CQRSA,DNBSA,DOBSA,GPSA,GYSA,VIXOBSA,VNBARSA,VNBQR,VNBQRSA,VOBARSA,VPVOBARSA,CARSA,CQR,CQRSA,VNBARSA,VNBQR,VNBQRSA,CQR,VNBARSA,VNBQR,VNBQRSA,CQR,CARSA,CPCARSA,CQR,CQRSA,DNBSA,DOBSA,GPSA,GYSA,VIXOBSA,VNBARSA,VNBQR,VNBQRSA,VOBARSA,VPVOBARSA,VNBARSA,VNBQR,VNBQRSA,CARSA,CQR,CQRSA,DNBSA,VNBARSA,VNBQR,VNBQRSA,CARSA,CPCARSA,CQR,CQRSA,DNBSA,DOBSA,GPSA,GYSA,VIXOBSA,VNBARSA,VNBQR,VNBQRSA,VOBARSA,VPVOBARSA,CARSA,CQR,CQRSA,VNBARSA,VNBQR,VNBQRSA,CARSA,CQR,CQRSA,VNBARSA,VNBQR,VNBQRSA,CARSA,CQR,CQRSA,VNBARSA,VNBQR,VNBQRSA,CARSA,CQR,CQRSA,VNBARSA,VNBQR,VNBQRSA,CARSA,CQR,CQRSA,VNBARSA,VNBQR,VNBQRSA,CARSA,CQR,CQRSA,VNBARSA,VNBQR,VNBQRSA,CARSA,CQR,CQRSA,VNBARSA,VNBQR,VNBQRSA,CARSA,CQR,CQRSA,VNBARSA,VNBQR,VNBQRSA,CARSA,CQR,CQRSA,VNBARSA,VNBQR,VNBQRSA,CARSA,CQR,CQRSA,VNBARSA,VNBQR,VNBQRSA,CARSA,CQR,CQRSA,VNBARSA,VNBQR,VNBQRSA,CQR,CQRSA,CARSA,CPCARSA,CQR,CQRSA,DNBSA,DOBSA,GPSA,GYSA,VIXOBSA,VNBARSA,VNBQR,VNBQRSA,VOBARSA,VPVOBARSA,CARSA,CQR,CQRSA,VNBARSA,VNBQR,VNBQRSA,CARSA,CQR,CQRSA,VNBARSA,VNBQR,VNBQRSA,CARSA,CPCARSA,CQR,CQRSA,DNBSA,DOBSA,GPSA,GYSA,VIXOBSA,VNBARSA,VNBQR,VNBQRSA,VOBARSA,VPVOBARSA,CARSA,CQR,CQRSA,VNBARSA,VNBQR,VNBQRSA,CARSA,CQR,CQRSA,VNBARSA,VNBQR,VNBQRSA,PER,PERSA,CD,CARSA,CQR,CQRSA,VNBARSA,VNBQRSA,CARSA,CQR,CQRSA,VNBARSA,VNBQR,VNBQRSA,VOBARSA,CARSA,CQR,CQRSA,VNBARSA,VNBQR,VNBQRSA
unit,Rand,Rand,Rand,Rand,Rand,Rand,Rand,Rand,Rand,Rand,Rand,Rand,Rand,Rand,Rand,Rand,Rand,Rand,Rand,Rand,Rand,Rand,Rand,Rand,Rand,Rand,Rand,Rand,Rand,Rand,Rand,Rand,Rand,Rand,Rand,Rand,Rand,Rand,Rand,Rand,Rand,Rand,Rand,Rand,Rand,Rand,Rand,Rand,Rand,Rand,Rand,Rand,Rand,Rand,Rand,Rand,Rand,Rand,Rand,Rand,Rand,Rand,Rand,Rand,Rand,Rand,Rand,Rand,Rand,Rand,Rand,Rand,Rand,Rand,Rand,Rand,Rand,Rand,Rand,US Dollar,Rand,Rand,Index,Index,Percentage,Percentage,US Dollar,US Dollar,Index,Rand,Rand,Rand,Rand,US Dollar,Rand,Rand,Rand,Rand,Rand,Rand,Rand,Rand,Rand,Rand,Rand,Rand,Rand,Rand,Rand,Rand,Rand,Rand,Rand,Rand,Rand,Rand,Rand,Rand,Rand,Rand,Rand,Rand,Rand,Rand,Rand,Rand,Rand,Rand,Rand,Rand,Persons,Rand,Rand,Rand,Rand,Rand,Rand,Rand,Rand,Rand,Rand,Rand,Persons,Rand,Rand,Rand,Rand,Rand,Rand,Rand,Rand,Rand,Rand,Rand,Persons,Rand,Rand,Rand,Rand,Rand,Rand,Rand,Rand,Rand,Rand,Rand,Rand,Rand,Rand,Rand,Rand,Index,Rand,Rand,Rand,Rand,Rand,Rand,Rand,Rand,Rand,Rand,Rand,Rand,Rand,Rand,Rand,Rand,Rand,Rand,Rand,Rand,Rand,Rand,Rand,Rand,Rand,Rand,Rand,Rand,Rand,Rand,Rand,Rand,Rand,Rand,Rand,Rand,Rand,Rand,Rand,Rand,Rand,Rand,Rand,Rand,US Dollar,Rand,Rand,Index,Index,Percentage,Percentage,Index,Rand,Rand,Rand,Rand,US Dollar,Rand,Rand,Rand,Rand,Rand,Rand,Rand,Rand,Rand,Rand,Rand,Rand,US Dollar,Rand,Rand,Index,Index,Percentage,Percentage,Index,Rand,Rand,Rand,Rand,US Dollar,Rand,Rand,Rand,Rand,Rand,Rand,Index,Rand,Rand,Rand,Rand,US Dollar,Rand,Rand,Index,Index,Percentage,Percentage,Index,Rand,Rand,Rand,Rand,US Dollar,Rand,Rand,Rand,Rand,Rand,Rand,Rand,Rand,Rand,Rand,Rand,Rand,Rand,Rand,Rand,Rand,Rand,Rand,Rand,Rand,Rand,Rand,Rand,Rand,Rand,Rand,Rand,Rand,Rand,Rand,Rand,Rand,Rand,Rand,Rand,Rand,Rand,Rand,Rand,Rand,Rand,Rand,Rand,Rand,Rand,Rand,Rand,Rand,Rand,Rand,Rand,Rand,Rand,Rand,Rand,Rand,Rand,Rand,Rand,Rand,Rand,Rand,Rand,Rand,Rand,Rand,Rand,Rand,Rand,US Dollar,Rand,Rand,Index,Index,Percentage,Percentage,Index,Rand,Rand,Rand,Rand,US Dollar,Rand,Rand,Rand,Rand,Rand,Rand,Rand,Rand,Rand,Rand,Rand,Rand,Rand,US Dollar,Rand,Rand,Index,Index,Percentage,Percentage,Index,Rand,Rand,Rand,Rand,US Dollar,Rand,Rand,Rand,Rand,Rand,Rand,Rand,Rand,Rand,Rand,Rand,Rand,Persons,Persons,Rand,Rand,Rand,Rand,Rand,Rand,Rand,Rand,Rand,Rand,Rand,Rand,Rand,Rand,Rand,Rand,Rand,Rand,Rand
powercode,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Units,Units,Units,Units,Units,Units,Units,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Thousands,Thousands,Thousands,Thousands,Thousands,Thousands,Thousands,Thousands,Thousands,Thousands,Thousands,Thousands,Thousands,Thousands,Thousands,Thousands,Thousands,Thousands,Thousands,Thousands,Thousands,Thousands,Thousands,Thousands,Thousands,Thousands,Thousands,Thousands,Thousands,Thousands,Thousands,Thousands,Thousands,Thousands,Thousands,Thousands,Millions,Millions,Millions,Millions,Millions,Millions,Units,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Units,Units,Units,Units,Units,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Units,Units,Units,Units,Units,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Units,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Units,Units,Units,Units,Units,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Units,Units,Units,Units,Units,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Units,Units,Units,Units,Units,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Thousands,Thousands,Units,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions
reference_period,,,,2015,2015,2015,,,,2015,2015,2015,,,,2015,2015,2015,,,,2015,2015,2015,,,,2015,2015,2015,,,,2015,2015,2015,,,,2015,2015,2015,,,,2015,2015,2015,,,,2015,2015,2015,,,,2015,2015,2015,,,,2015,2015,2015,,,,2015,2015,2015,,,,2015,2015,2015,,,,,2015,2015,,,,2015,2015,2015,2015,2015,2015,2015,,,,,,,,,,,,,,,,,,,,,,2015,2015,2015,,,,2015,2015,2015,,,2015,2015,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015,2015,2015,2015,,,,2015,2015,2015,,,,2015,2015,2015,,,,2015,2015,2015,,,,2015,2015,2015,,,,2015,2015,2015,,,,2015,2015,2015,,2015,2015,2015,,,,,2015,2015,,,2015,2015,2015,2015,2015,2015,,,,2015,2015,2015,,2015,2015,2015,,,,,,2015,2015,,,2015,2015,2015,2015,2015,2015,2015,2015,2015,,,,2015,2015,2015,2015,,,,,2015,2015,,,2015,2015,2015,2015,2015,2015,,,,2015,2015,2015,,,,2015,2015,2015,,,,2015,2015,2015,,,,2015,2015,2015,,,,2015,2015,2015,,,,2015,2015,2015,,,,2015,2015,2015,,,,2015,2015,2015,,,,2015,2015,2015,,,,2015,2015,2015,,,,2015,2015,2015,,,,,,,2015,2015,,,2015,2015,2015,2015,2015,2015,,,,2015,2015,2015,,,,2015,2015,2015,,,,,2015,2015,,,2015,2015,2015,2015,2015,2015,,,,2015,2015,2015,,,,2015,2015,2015,,,,,,,2015,2015,,,,2015,2015,2015,2015,,,,2015,2015,2015
time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6016.9,29786.6,,,,0.7,,,,,18.9,,,,836857.1,143660.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3932.7,19469.1,,,,1.0,,,14.6,,,,411821.4,70695.8,,,,,,,,,,,,498.5,2468.0,,,,0.5,,,11.0,,,,91933.5,15781.9,,,,,,,,,,,1082.5,5358.9,,,,1.1,,,12.7,,,,101130.1,17360.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1602.0,7930.9,,,,0.6,,,22.3,,,,273449.9,46942.1,,,,,,,,,,,,,1329.2,6580.5,,,,0.9,,,11.9,,,,153104.0,26282.8,,,,,,,,,,,,,,,0.202,,,,,,,,,,,,111626.2,,,,,,
1961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6332.9,31270.9,,,,0.7,3.844700285,3.844700285,,,19.7,,,,869031.8,149183.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4074.1,20117.4,,,,1.0,2.146536533,2.146536533,14.9,,,,420661.3,72213.4,,,,,,,,,,,,539.1,2662.0,,,,0.6,6.389161992,6.389161992,11.7,,,,97807.3,16790.2,,,,,,,,,,,1097.7,5420.2,,,,1.1,0.092023903,0.092023903,12.7,,,,101223.2,17376.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1673.2,8261.8,,,,0.6,7.074684105,7.074684105,23.9,,,,292795.6,50263.1,,,,,,,,,,,,,1213.2,5990.7,,,,0.9,-9.234135977,-9.234135977,10.8,,,,138966.1,23855.8,,,,,,,,,,,,,,,0.20252,,,,,,,,,,,,95510.6,,,,,,
1962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6749.7,33729.0,,,,0.7,6.178003693,6.178003693,,,20.9,,,,922720.6,158400.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4278.1,21378.0,,,,1.0,3.114935159,3.114935159,15.4,,,,433764.6,74462.8,,,,,,,,,,,,630.1,3148.7,,,,0.6,15.161110583,15.161110583,13.4,,,,112635.9,19335.8,,,,,,,,,,,1125.1,5622.0,,,,1.1,-2.322212871,-2.322212871,12.4,,,,98872.6,16973.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1788.4,8936.7,,,,0.6,8.468487659,8.468487659,25.9,,,,317591.0,54519.7,,,,,,,,,,,,,1254.2,6267.5,,,,0.9,1.263694565,1.263694565,11.0,,,,140722.3,24157.3,,,,,,,,,,,,,,,0.20012,,,,,,,,,,,,100578.8,,,,,,
1963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7484.1,36460.1,,,,0.8,7.373624991,7.373624991,,,22.4,,,,990758.5,170079.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4629.4,22552.6,,,,1.0,6.450862979,6.450862979,16.4,,,,461746.2,79266.2,,,,,,,,,,,,665.7,3243.1,,,,0.6,4.431253614,4.431253614,14.0,,,,117627.1,20192.6,,,,,,,,,,,1399.7,6819.0,,,,1.2,17.853364009,17.853364009,14.6,,,,116524.6,20003.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1929.7,9400.6,,,,0.6,7.624667213,7.624667213,27.9,,,,341806.2,58676.6,,,,,,,,,,,,,1561.3,7606.1,,,,0.9,19.549601832,19.549601832,13.1,,,,168232.9,28879.9,,,,,,,,,,,,,,,0.20527,,,,,,,,,,,,121287.3,,,,,,
