,id,name
0,CARSA,"National currency, current prices, annual levels, seasonally adjusted"
1,CQR,"National currency, current prices, quarterly levels"
2,CQRSA,"National currency, current prices, quarterly levels, seasonally adjusted"
3,LNBQR,"National currency, chained volume estimates, national reference year, quarterly levels"
4,LNBQRSA,"National currency, chained volume estimates, national reference year, quarterly levels, seasonally adjusted"
5,VIXOBSA,"Volume index, OECD reference year, seasonally adjusted"
6,VOBARSA,"National currency, volume estimates, OECD reference year, annual levels, seasonally adjusted"
7,DOBSA,"Deflator, OECD reference year, seasonally adjusted"
8,HRS,Hours worked
9,HRSSA,"Hours worked, seasonally adjusted"
10,PERSA,"Persons, seasonally adjusted"
11,PER,Persons
12,GPSA,"Growth rate based on seasonally adjusted volume data, percentage change from previous quarter"
13,VPVOBARSA,"US dollars, volume estimates, fixed PPPs, OECD reference year, annual levels, seasonally adjusted"
14,GYSA,"Growth rate based on seasonally adjusted volume data,  percentage change from same quarter of previous year"
15,CD,National currency per US Dollar
16,CPCARSA,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted"
17,HVPVOBARSA,"Per Head, US dollars, volume estimates, fixed PPPs, OECD reference year, seasonally adjusted"
18,HCPCARSA,"Per Head, US $, current prices, current PPPs, seasonally adjusted"
19,DNBSA,"Deflator, national base/reference year, seasonally adjusted"
