country,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS
subject,B11,B11,B11,B11,B1G,B1G,B1G,B1GVA,B1GVA,B1GVA,B1GVB_E,B1GVB_E,B1GVB_E,B1GVC,B1GVC,B1GVC,B1GVF,B1GVF,B1GVF,B1GVG_I,B1GVG_I,B1GVG_I,B1GVJ,B1GVJ,B1GVJ,B1GVK,B1GVK,B1GVK,B1GVL,B1GVL,B1GVL,B1GVM_N,B1GVM_N,B1GVM_N,B1GVO_Q,B1GVO_Q,B1GVO_Q,B1GVR_U,B1GVR_U,B1GVR_U,B1_GA,B1_GA,B1_GA,B1_GE,B1_GE,B1_GE,B1_GE,B1_GE,B1_GE,B1_GE,B1_GE,B1_GE,B1_GE,B1_GE,B1_GE,B1_GE,B1_GE,B1_GI,B2G_B3G,D1,D11,D11VA,D11VB_E,D11VC,D11VF,D11VG_I,D11VJ,D11VK,D11VL,D11VM_N,D11VO_Q,D11VR_U,D12,D12VA,D12VB_E,D12VC,D12VF,D12VG_I,D12VJ,D12VK,D12VL,D12VM_N,D12VO_Q,D12VR_U,D1S1,D1VA,D1VB_E,D1VC,D1VF,D1VG_I,D1VJ,D1VK,D1VL,D1VM_N,D1VO_Q,D1VR_U,D21S1,D21S1,D21S1,D21_D31,D21_D31,D21_D31,D2S1,D2_D3,D31S1,D31S1,D31S1,D3S1,DB1_GE,DB1_GE,EEM,EEMA_B,EEMC_E,EEMD,EEMF,EEMG_I,EEMJ_K,EEML_P,EEMNC,ESE,ESEA_B,ESEC_E,ESED,ESEF,ESEG_I,ESEJ_K,ESEL_P,ESENC,ETO,ETOA_B,ETOC_E,ETOD,ETOF,ETOG_I,ETOJ_K,ETOL_P,ETONC,P3,P3,P3,P3,P31S13,P31S13,P31S13,P31S13,P31S14,P31S14,P31S14,P31S14,P31S14_S15,P31S14_S15,P31S14_S15,P31S14_S15,P31S14_S15,P31S14_S15,P31S14_S15,P31S14_S15,P31S14_S15,P31S14_S15,P31S14_S15,P31S14_S15,P31S15,P31S15,P31S15,P31S15,P32S13,P32S13,P32S13,P32S13,P3S13,P3S13,P3S13,P3S13,P3S13,P3S13,P3S13,P3S13,P3S13,P3S13,P3S13,P3S13,P3_P5,P3_P5,P3_P5,P41,P41,P41,P5,P5,P5,P5,P51,P51,P51,P51,P51,P51,P51,P51,P51,P51,P51,P51,P52,P52,P52_P53,P52_P53,P53,P6,P6,P6,P6,P6,P6,P6,P6,P6,P6,P6,P6,P61,P61,P61,P61,P62,P62,P62,P62,P7,P7,P7,P7,P7,P7,P7,P7,P7,P7,P7,P7,P71,P71,P71,P71,P72,P72,P72,P72,POPNC,POPNC,PPPGDP,RB1_GA,RB1_GA,RB1_GE,RB1_GE,RB1_GE,RB1_GE,RB1_GE,RB1_GE,RB1_GI
measure,CQR,CQRSA,LNBQR,LNBQRSA,CQR,LNBQR,LNBQRSA,CQR,LNBQR,LNBQRSA,CQR,LNBQR,LNBQRSA,CQR,LNBQR,LNBQRSA,CQR,LNBQR,LNBQRSA,CQR,LNBQR,LNBQRSA,CQR,LNBQR,LNBQRSA,CQR,LNBQR,LNBQRSA,CQR,LNBQR,LNBQRSA,CQR,LNBQR,LNBQRSA,CQR,LNBQR,LNBQRSA,CQR,LNBQR,LNBQRSA,CQR,LNBQR,LNBQRSA,CARSA,CPCARSA,CQR,CQRSA,DOBSA,GPSA,GYSA,HCPCARSA,HVPVOBARSA,LNBQR,LNBQRSA,VIXOBSA,VOBARSA,VPVOBARSA,CQR,CQR,CQR,CQR,CQR,CQR,CQR,CQR,CQR,CQR,CQR,CQR,CQR,CQR,CQR,CQR,CQR,CQR,CQR,CQR,CQR,CQR,CQR,CQR,CQR,CQR,CQR,CQR,CQR,CQR,CQR,CQR,CQR,CQR,CQR,CQR,CQR,CQR,CQR,CQR,LNBQR,LNBQRSA,CQR,LNBQR,LNBQRSA,CQR,CQR,CQR,LNBQR,LNBQRSA,CQR,CQR,LNBQR,PER,PER,PER,PER,PER,PER,PER,PER,PER,PER,PER,PER,PER,PER,PER,PER,PER,PER,PER,PER,PER,PER,PER,PER,PER,PER,PER,CQR,CQRSA,LNBQR,LNBQRSA,CQR,CQRSA,LNBQR,LNBQRSA,CQR,CQRSA,LNBQR,LNBQRSA,CARSA,CPCARSA,CQR,CQRSA,DOBSA,GPSA,GYSA,LNBQR,LNBQRSA,VIXOBSA,VOBARSA,VPVOBARSA,CQR,CQRSA,LNBQR,LNBQRSA,CQR,CQRSA,LNBQR,LNBQRSA,CARSA,CPCARSA,CQR,CQRSA,DOBSA,GPSA,GYSA,LNBQR,LNBQRSA,VIXOBSA,VOBARSA,VPVOBARSA,CQR,LNBQR,LNBQRSA,CQR,CQRSA,LNBQR,CQR,CQRSA,LNBQR,LNBQRSA,CARSA,CPCARSA,CQR,CQRSA,DOBSA,GPSA,GYSA,LNBQR,LNBQRSA,VIXOBSA,VOBARSA,VPVOBARSA,CQR,CQRSA,CQR,CQRSA,LNBQRSA,CARSA,CPCARSA,CQR,CQRSA,DOBSA,GPSA,GYSA,LNBQR,LNBQRSA,VIXOBSA,VOBARSA,VPVOBARSA,CQR,CQRSA,LNBQR,LNBQRSA,CQR,CQRSA,LNBQR,LNBQRSA,CARSA,CPCARSA,CQR,CQRSA,DOBSA,GPSA,GYSA,LNBQR,LNBQRSA,VIXOBSA,VOBARSA,VPVOBARSA,CQR,CQRSA,LNBQR,LNBQRSA,CQR,CQRSA,LNBQR,LNBQRSA,PER,PERSA,CD,CQR,LNBQR,CARSA,CQR,CQRSA,LNBQR,LNBQRSA,VOBARSA,CQR
unit,Russian Ruble,Russian Ruble,Russian Ruble,Russian Ruble,Russian Ruble,Russian Ruble,Russian Ruble,Russian Ruble,Russian Ruble,Russian Ruble,Russian Ruble,Russian Ruble,Russian Ruble,Russian Ruble,Russian Ruble,Russian Ruble,Russian Ruble,Russian Ruble,Russian Ruble,Russian Ruble,Russian Ruble,Russian Ruble,Russian Ruble,Russian Ruble,Russian Ruble,Russian Ruble,Russian Ruble,Russian Ruble,Russian Ruble,Russian Ruble,Russian Ruble,Russian Ruble,Russian Ruble,Russian Ruble,Russian Ruble,Russian Ruble,Russian Ruble,Russian Ruble,Russian Ruble,Russian Ruble,Russian Ruble,Russian Ruble,Russian Ruble,Russian Ruble,US Dollar,Russian Ruble,Russian Ruble,Index,Percentage,Percentage,US Dollar,US Dollar,Russian Ruble,Russian Ruble,Index,Russian Ruble,US Dollar,Russian Ruble,Russian Ruble,Russian Ruble,Russian Ruble,Russian Ruble,Russian Ruble,Russian Ruble,Russian Ruble,Russian Ruble,Russian Ruble,Russian Ruble,Russian Ruble,Russian Ruble,Russian Ruble,Russian Ruble,Russian Ruble,Russian Ruble,Russian Ruble,Russian Ruble,Russian Ruble,Russian Ruble,Russian Ruble,Russian Ruble,Russian Ruble,Russian Ruble,Russian Ruble,Russian Ruble,Russian Ruble,Russian Ruble,Russian Ruble,Russian Ruble,Russian Ruble,Russian Ruble,Russian Ruble,Russian Ruble,Russian Ruble,Russian Ruble,Russian Ruble,Russian Ruble,Russian Ruble,Russian Ruble,Russian Ruble,Russian Ruble,Russian Ruble,Russian Ruble,Russian Ruble,Russian Ruble,Russian Ruble,Russian Ruble,Russian Ruble,Russian Ruble,Russian Ruble,Russian Ruble,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Persons,Russian Ruble,Russian Ruble,Russian Ruble,Russian Ruble,Russian Ruble,Russian Ruble,Russian Ruble,Russian Ruble,Russian Ruble,Russian Ruble,Russian Ruble,Russian Ruble,Russian Ruble,US Dollar,Russian Ruble,Russian Ruble,Index,Percentage,Percentage,Russian Ruble,Russian Ruble,Index,Russian Ruble,US Dollar,Russian Ruble,Russian Ruble,Russian Ruble,Russian Ruble,Russian Ruble,Russian Ruble,Russian Ruble,Russian Ruble,Russian Ruble,US Dollar,Russian Ruble,Russian Ruble,Index,Percentage,Percentage,Russian Ruble,Russian Ruble,Index,Russian Ruble,US Dollar,Russian Ruble,Russian Ruble,Russian Ruble,Russian Ruble,Russian Ruble,Russian Ruble,Russian Ruble,Russian Ruble,Russian Ruble,Russian Ruble,Russian Ruble,US Dollar,Russian Ruble,Russian Ruble,Index,Percentage,Percentage,Russian Ruble,Russian Ruble,Index,Russian Ruble,US Dollar,Russian Ruble,Russian Ruble,Russian Ruble,Russian Ruble,Russian Ruble,Russian Ruble,US Dollar,Russian Ruble,Russian Ruble,Index,Percentage,Percentage,Russian Ruble,Russian Ruble,Index,Russian Ruble,US Dollar,Russian Ruble,Russian Ruble,Russian Ruble,Russian Ruble,Russian Ruble,Russian Ruble,Russian Ruble,Russian Ruble,Russian Ruble,US Dollar,Russian Ruble,Russian Ruble,Index,Percentage,Percentage,Russian Ruble,Russian Ruble,Index,Russian Ruble,US Dollar,Russian Ruble,Russian Ruble,Russian Ruble,Russian Ruble,Russian Ruble,Russian Ruble,Russian Ruble,Russian Ruble,Persons,Persons,Russian Ruble,Russian Ruble,Russian Ruble,Russian Ruble,Russian Ruble,Russian Ruble,Russian Ruble,Russian Ruble,Russian Ruble,Russian Ruble
powercode,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Units,Units,Units,Units,Units,Millions,Millions,Units,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Thousands,Thousands,Thousands,Thousands,Thousands,Thousands,Thousands,Thousands,Thousands,Thousands,Thousands,Thousands,Thousands,Thousands,Thousands,Thousands,Thousands,Thousands,Thousands,Thousands,Thousands,Thousands,Thousands,Thousands,Thousands,Thousands,Thousands,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Units,Units,Units,Millions,Millions,Units,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Units,Units,Units,Millions,Millions,Units,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Units,Units,Units,Millions,Millions,Units,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Units,Units,Units,Millions,Millions,Units,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Units,Units,Units,Millions,Millions,Units,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Thousands,Thousands,Units,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions
reference_period,,,2016,2016,,2016,2016,,2016,2016,,2016,2016,,2016,2016,,2016,2016,,2016,2016,,2016,2016,,2016,2016,,2016,2016,,2016,2016,,2016,2016,,2016,2016,,2016,2016,,,,,2015,,,,2015,2016,2016,2015,2015,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016,2016,,2016,2016,,,,2016,2016,,,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016,2016,,,2016,2016,,,2016,2016,,,,,2015,,,2016,2016,2015,2015,2015,,,2016,2016,,,2016,2016,,,,,2015,,,2016,2016,2015,2015,2015,,2016,2016,,,2016,,,2016,2016,,,,,2015,,,2016,2016,2015,2015,2015,,,,,2016,,,,,2015,,,2016,2016,2015,2015,2015,,,2016,2016,,,2016,2016,,,,,2015,,,2016,2016,2015,2015,2015,,,2016,2016,,,2016,2016,,,,,2016,,,,2016,2016,2015,
time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1995-Q1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1112608.4,809231.3,,,,,,,,,,,43448630.5,1843963.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,593325.1,431542.0,,,,,,,,,17292151.1,733880.3,,,,,,,,,216693.5,157607.2,,,,,,,,,12223372.5,518760.9,,,,,,,,,,,230775.0,167849.2,,,,,,,,,9038639.3,383600.6,,,,,,378982.4,275644.5,,,,,,,,,9438095.0,400553.5,,,,,,,,,299542.4,217865.6,,,,,,,,,4762352.6,202114.6,,,,,,,,,,,1.3749,,,-7625.2,,,,,218725.3,
1995-Q2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1456700.0,896186.2,,,,,,,,,,,43802285.4,1858972.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,774611.3,476553.8,,,,,,,,,17474224.6,741607.5,,,,,,,,,271093.1,166781.0,,,,,,,,,12342623.5,523821.9,,,,,,,,,,,302320.3,185992.5,,,,,,,,,9116222.5,386893.2,,,,,,479992.4,295299.3,,,,,,,,,9443060.2,400764.2,,,,,,,,,382719.8,235455.7,,,,,,,,,5166919.2,219284.5,,,,,,,,,,,1.62544,,,11402.8,,,,,593073.8,
1995-Q3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1706021.3,929730.0,,,,,,,,,,,43991694.2,1867011.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,918307.8,500450.0,,,,,,,,,17626825.9,748083.9,,,,,,,,,317146.5,172835.3,,,,,,,,,12459087.7,528764.7,,,,,,,,,,,349458.0,190444.0,,,,,,,,,8786994.2,372920.7,,,,,,405453.8,220960.1,,,,,,,,,9111150.9,386678.0,,,,,,,,,376699.8,205290.0,,,,,,,,,5690248.2,241494.6,,,,,,,,,,,1.83496,,,92354.9,,,,,1697883.8,
1995-Q4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1845908.8,911390.2,,,,,,,,,,,43048031.2,1826961.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999778.2,493625.7,,,,,,,,,16989740.8,721046.0,,,,,,,,,355784.9,175663.5,,,,,,,,,12580637.8,533923.3,,,,,,,,,,,433483.2,214025.9,,,,,,,,,9683119.5,410952.4,,,,,,401963.4,198463.5,,,,,,,,,9177144.0,389478.7,,,,,,,,,401961.8,198462.7,,,,,,,,,6432503.1,272996.0,,,,,,,,,,,2.02538,,,56861.0,,,,,1049892.2,
